"Angle of incidence, deg.","P-polarized","S-polarized","Non-polarized"
0,0.08458182045876458,0.08458182045876458,0.08458182045876458
0.1,0.08458153735131926,0.0845821035665961,0.08458182045895768
0.2,0.08458068802801459,0.08458295289569488,0.08458182046185474
0.30000000000000004,0.08457927248594409,0.08458436846287315,0.08458182047440863
0.4,0.08457729072026424,0.08458635029615208,0.08458182050820816
0.5,0.08457474272419457,0.08458889843476255,0.08458182057947856
0.6,0.08457162848901859,0.08459201292914632,0.08458182070908246
0.7,0.0845679480040847,0.08459569384095741,0.08458182092252106
0.7999999999999999,0.08456370125680703,0.08459994124306415,0.08458182124993559
0.8999999999999999,0.08455888823266679,0.08460475521955176,0.08458182172610927
0.9999999999999999,0.08455350891521404,0.08461013586572412,0.08458182239046907
1.0999999999999999,0.08454756328606873,0.08461608328810737,0.08458182328708805
1.2,0.08454105132492315,0.08462259760445286,0.08458182446468801
1.3,0.08453397300954381,0.08462967894374104,0.08458182597664243
1.4000000000000001,0.08452632831577321,0.08463732744618506,0.08458182788097914
1.5000000000000002,0.08451811721753308,0.08464554326323512,0.0845818302403841
1.6000000000000003,0.08450933968682663,0.08465432655758341,0.08458183312220502
1.7000000000000004,0.0844999956937409,0.0846636775031689,0.0845818365984549
1.8000000000000005,0.0844900852064509,0.0846735962851826,0.08458184074581676
1.9000000000000006,0.08447960819122158,0.08468408310007333,0.08458184564564745
2.0000000000000004,0.08446856461241242,0.08469513815555375,0.08458185138398308
2.1000000000000005,0.08445695443248015,0.08470676167060655,0.08458185805154335
2.2000000000000006,0.08444477761198316,0.0847189538754916,0.08458186574373738
2.3000000000000007,0.08443203410958505,0.08473171501175251,0.08458187456066879
2.400000000000001,0.0844187238820594,0.08474504533222413,0.08458188460714176
2.500000000000001,0.08440484688429356,0.08475894510104091,0.08458189599266724
2.600000000000001,0.08439040306929393,0.08477341459364388,0.0845819088314689
2.700000000000001,0.0843753923881902,0.08478845409679012,0.08458192324249016
2.800000000000001,0.0843598147902408,0.084804063908561,0.08458193934940089
2.9000000000000012,0.08434367022283785,0.08482024433837156,0.0845819572806047
