timestamp,position_mm,x,y,r,theta
1770064113.3254385,-0.000244140625,,,,
1770064113.427453,0.250732421875,0.00035459658829,5.2901774325e-05,0.00035852103611,8.4852933884
1770064113.5294583,0.554931640625,0.00021735418704,1.8361695766e-05,0.00021812839259,4.8287796974
1770064113.6316242,0.8583984375,0.00017459256924,1.9082754079e-06,0.00017460298841,0.62621051073
1770064113.7333415,1.1650390625,0.00017821129586,2.6211037039e-05,0.00018012852524,8.3669843674
1770064113.82957,1.45556640625,0.00014664283663,-4.6638295316e-05,0.00015388065367,-17.642745972
1770064113.931417,1.759521484375,0.00027228693943,8.3833627286e-05,0.00028490042314,17.112920761
1770064114.0339558,2.066650390625,0.00031099200714,0.0001102056558,0.00032994136564,19.512704849
1770064114.135649,2.371337890625,0.0001956953929,-5.82339635e-05,0.00020417611813,-16.571662903
1770064114.238255,2.676025390625,0.00011738125613,3.7605863326e-05,0.00012325809803,17.764091492
1770064114.3342187,2.962646484375,0.00012025463366,4.109270958e-05,0.00012708181748,18.866024017
1770064114.43618,3.26953125,0.00038913858589,3.9545837353e-05,0.00039114285028,5.8027062416
1770064114.5377166,3.574462890625,0.0003455983242,5.9143752878e-05,0.00035062257666,9.7112016678
1770064114.639644,3.882568359375,0.00013776234118,-3.2276759157e-05,0.00014149294293,-13.186159134
1770064114.7417073,4.185791015625,9.9113269243e-05,3.3110653021e-05,0.00010449763067,18.472866058
1770064114.8435602,4.489990234375,0.00012748720474,-2.1876470782e-05,0.00012935056293,-9.7369718552
1770064114.9401143,4.7802734375,0.0002647669462,-2.5321476642e-05,0.0002659750462,-5.4629712105
1770064115.0417614,5.083251953125,0.00026685537887,9.0071356681e-05,0.00028164626565,18.651018143
1770064115.1374183,5.3759765625,0.00015959738812,-3.410275167e-05,0.00016320025316,-12.061565399
1770064115.2456603,5.699462890625,0.00019603177498,-3.7039804738e-05,0.00019950036949,-10.69977951
1770064115.3477082,6.00732421875,0.00014958444808,-4.283859198e-06,0.0001496457844,-1.6404098272
1770064115.444192,6.297119140625,0.0002666239161,-2.3846372642e-05,0.00026768818498,-5.1108341217
1770064115.5454707,6.602294921875,0.00030466690077,4.327170609e-05,0.00030772446189,8.0836277008
1770064115.6474023,6.895263671875,0.00026175694074,4.7291927331e-05,0.0002659947786,10.241215706
1770064115.7492888,7.215087890625,0.00013304922322,3.0227418392e-05,0.00013643970306,12.79974556
1770064115.851395,7.516357421875,9.6471288998e-05,2.1950561859e-05,9.8937030998e-05,12.818536758
1770064115.948467,7.809814453125,0.00022054246801,4.4096657803e-05,0.00022490775154,11.306974411
1770064116.049778,8.114501953125,0.00026817506296,6.8467547862e-06,0.00026826243266,1.4624954462
1770064116.1517634,8.412109375,0.00015990105749,4.5419092203e-05,0.000166226484,15.856929779
1770064116.253716,8.722900390625,0.00017749972176,-1.8371269107e-05,0.00017844789545,-5.9090881348
1770064116.3559895,9.016357421875,0.0001214976146,-3.6715882743e-05,0.00012692408927,-16.81451416
1770064116.4522808,9.318115234375,0.00031185106491,-8.0341105786e-06,0.00031195449992,-1.4757647514
1770064116.5537276,9.62451171875,0.00025824052864,5.771630822e-05,0.00026461167727,12.598459244
1770064116.6561563,9.9296875,0.00029527646257,9.3903800007e-05,0.00030984851765,17.641700745
1770064116.757946,10.23974609375,0.00015591109695,-3.7471203541e-05,0.00016035074077,-13.513986588
1770064116.8602722,10.543212890625,0.00012463444727,7.1912727435e-05,0.0001438929612,29.984477997
1770064116.9623244,10.84716796875,0.00023979009711,-8.3549321062e-06,0.00023993561626,-1.9955317974
1770064117.063801,11.14208984375,0.00034170199069,4.6568515245e-05,0.00034486068762,7.7606873512
1770064117.1600866,11.441650390625,0.00025025304058,-5.1310591516e-05,0.00025545910466,-11.587040901
1770064117.2615378,11.7451171875,0.00015369677567,1.9242823328e-05,0.00015489668294,7.1362938881
1770064117.364091,12.0517578125,0.00014061396359,6.4396872403e-06,0.00014076134539,2.6221385002
1770064117.4663143,12.357421875,0.00014815949544,-2.9362499845e-05,0.00015104103659,-11.209721565
1770064117.5677865,12.662353515625,0.00027350356686,8.7769694801e-06,0.00027364434209,1.8380397558
