timestamp,position_mm,x,y,r,theta
1758134674.4281557,-0.00048828125,,,,
1758134674.6324115,1.19482421875,-0.00011642705795,0.00026850757422,0.00029266290949,113.44194031
1758134674.8301442,3.172119140625,-5.6651715568e-05,0.00028575956821,0.00029132099007,101.2134552
1758134675.0341954,5.21533203125,3.704325718e-05,0.00029123271815,0.00029357912717,82.751197815
1758134675.232101,7.1962890625,9.7769792774e-05,0.00027785584098,0.00029455526965,70.614433289
1758134675.4359863,9.22509765625,0.00017428901629,0.00022375966364,0.00028362835292,52.08455658
1758134675.6341474,11.2138671875,0.00020963445422,0.00017762070638,0.00027476486866,40.27419281
1758134675.8381007,13.243896484375,0.00026210962096,0.00010796965216,0.00028347646003,22.38801384
1758134676.036094,15.225341796875,0.00029902538517,2.02980209e-05,0.00029971351614,3.8833143711
1758134676.2400572,17.27197265625,0.00029366509989,-4.1815303121e-05,0.00029662725865,-8.103931427
1758134676.4380722,19.247802734375,0.00026782337227,-0.00013487966498,0.00029986977461,-26.730474472
1758134676.6422207,21.28564453125,0.00023115513613,-0.00018495188851,0.00029604037991,-38.66400528
1758134676.84015,23.260009765625,0.00015209679259,-0.00023468713334,0.00027966313064,-57.053401947
1758134677.0441172,25.2490234375,0.00010299499263,-0.00026880021323,0.00028785676113,-69.034881592
1758134677.242172,27.282958984375,1.4374392777e-05,-0.0002837414213,0.00028410527739,-87.099861145
1758134677.440349,29.243896484375,-4.5321172365e-05,-0.00028080746415,0.00028444128111,-99.168243408
1758134677.6441855,31.302001953125,-0.00012503747712,-0.00024103713804,0.00027153870906,-117.41791534
1758134677.8422072,33.28466796875,-0.00019695395895,-0.00019213279302,0.00027514700196,-135.7098999
1758134678.0462236,35.317626953125,-0.00023896542552,-0.00014869870211,0.00028145298711,-148.10762024
1758134678.2442887,37.306640625,-0.00027590466198,-6.9494177296e-05,0.00028452207334,-165.86254883
1758134678.4482696,39.3291015625,-0.00028420591843,-9.9877852335e-06,0.00028438135632,-177.98727417
1758134678.6460066,41.31396484375,-0.00028163258685,8.3462073235e-05,0.00029373940197,163.49273682
1758134678.8503156,43.347412109375,-0.00025654921774,0.00013825760107,0.00029143207939,151.67921448
1758134679.0481682,45.330810546875,-0.00020528056484,0.00021439950797,0.00029682865716,133.75524902
1758134679.2525723,47.375732421875,-0.00015357909433,0.00024729256984,0.0002911016345,121.84201813
