Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	400.000	-0.010	400.001	0.502	4.406	1772224892.145
2	400.000	0.039	400.001	0.505	4.501	1772224892.390
3	400.000	-0.001	400.000	0.475	4.591	1772224892.647
4	400.000	0.004	400.002	0.427	4.429	1772224892.897
5	400.000	0.026	400.002	0.400	4.429	1772224893.166
6	400.000	-0.000	400.003	0.467	4.403	1772224893.472
7	400.000	-0.021	400.000	0.453	4.539	1772224893.772
8	400.000	-0.027	399.999	0.428	4.539	1772224894.014
9	400.000	0.019	400.003	0.384	4.391	1772224894.252
10	400.000	-0.004	400.001	0.417	4.676	1772224894.523
11	400.000	0.019	400.000	0.447	4.626	1772224894.747
12	400.000	0.009	399.999	0.581	4.539	1772224894.996
13	400.000	0.020	399.998	0.415	4.601	1772224895.253
14	400.000	0.034	400.004	0.472	4.609	1772224895.524
15	400.000	0.002	400.000	0.480	4.661	1772224895.771
16	400.000	-0.019	399.999	0.445	4.561	1772224896.003
17	400.000	0.007	400.000	0.453	4.383	1772224896.260
18	400.000	-0.004	400.002	0.478	4.671	1772224896.493
19	400.000	0.025	400.000	0.438	4.684	1772224896.767
20	400.000	0.016	400.001	0.424	4.449	1772224897.019
21	400.000	0.015	399.997	0.434	4.670	1772224897.278
22	400.000	0.016	400.000	0.415	4.681	1772224897.539
23	400.000	-0.040	399.998	0.448	4.603	1772224897.833
24	400.000	0.011	400.003	0.371	4.703	1772224898.064
25	400.000	-0.001	399.999	0.490	4.431	1772224898.341
26	400.000	-0.031	399.999	0.440	4.506	1772224898.569
27	400.000	-0.021	400.001	0.488	4.466	1772224898.834
28	400.000	0.009	400.000	0.470	4.548	1772224899.079
29	400.000	-0.001	400.001	0.479	4.375	1772224899.322
30	400.000	0.007	399.999	0.478	4.509	1772224899.572
31	400.000	0.004	400.002	0.475	4.508	1772224899.835
32	400.000	-0.006	400.002	0.473	4.410	1772224900.076
33	400.000	-0.041	400.000	0.429	4.558	1772224900.325
34	400.000	0.016	399.999	0.518	4.437	1772224900.573
35	400.000	-0.004	399.998	0.465	4.558	1772224900.820
36	400.000	0.039	400.000	0.433	4.402	1772224901.089
37	400.000	0.003	400.001	0.538	4.516	1772224901.337
38	400.000	-0.018	399.999	0.499	4.616	1772224901.572
39	400.000	0.009	400.000	0.430	4.642	1772224901.826
40	400.000	-0.024	400.000	0.373	4.575	1772224902.069
41	400.000	-0.024	400.002	0.501	4.494	1772224902.340
42	400.000	-0.008	400.000	0.420	4.625	1772224902.580
43	400.000	-0.006	399.999	0.488	4.555	1772224902.834
44	400.000	0.015	399.999	0.504	4.451	1772224903.085
45	400.000	0.006	400.000	0.386	4.587	1772224903.323
46	400.000	-0.011	400.000	0.365	4.452	1772224903.588
47	400.000	-0.048	399.998	0.458	4.577	1772224903.812
48	400.000	0.015	400.001	0.468	4.536	1772224904.081
49	400.000	-0.007	399.998	0.381	4.516	1772224904.321
50	400.000	0.008	399.999	0.456	4.534	1772224904.581
51	400.000	-0.021	399.999	0.391	4.522	1772224904.844
52	400.000	-0.027	400.000	0.457	4.359	1772224905.132
53	400.000	-0.008	399.999	0.542	4.423	1772224905.379
54	400.000	0.010	400.002	0.519	4.623	1772224905.639
55	400.000	-0.004	399.999	0.387	4.534	1772224905.871
56	400.000	0.019	400.003	0.503	4.497	1772224906.141
57	400.000	0.016	399.996	0.443	4.579	1772224906.372
58	400.000	-0.011	399.999	0.329	4.421	1772224906.619
59	400.000	0.006	400.000	0.459	4.578	1772224906.897
60	400.000	-0.005	400.001	0.434	4.408	1772224907.120
61	400.000	0.012	400.001	0.368	4.632	1772224907.408
62	400.000	-0.010	399.998	0.458	4.584	1772224907.633
63	400.000	0.029	400.002	0.443	4.626	1772224907.896
64	400.000	0.011	400.008	0.459	4.289	1772224908.149
65	400.000	-0.012	400.001	0.272	4.546	1772224908.398
66	400.000	0.007	400.000	0.475	4.536	1772224908.644
67	400.000	0.027	400.001	0.422	4.407	1772224908.872
68	400.000	0.007	400.002	0.411	4.484	1772224909.153
69	400.000	0.043	400.001	0.517	4.509	1772224909.375
70	400.000	0.020	399.999	0.508	4.429	1772224909.658
71	400.000	0.029	400.003	0.436	4.364	1772224909.885
72	400.000	0.021	400.002	0.482	4.530	1772224910.155
73	400.000	-0.004	400.000	0.358	4.599	1772224910.394
74	400.000	-0.020	400.001	0.450	4.493	1772224910.615
75	400.000	0.045	400.001	0.530	4.504	1772224910.889
76	400.000	-0.019	399.998	0.456	4.499	1772224911.137
77	400.000	-0.050	399.995	0.392	4.650	1772224911.408
78	400.000	0.023	400.002	0.389	4.658	1772224911.688
79	400.000	0.000	400.000	0.410	4.396	1772224911.960
80	400.000	0.013	399.998	0.451	4.433	1772224912.179
81	400.000	-0.020	399.999	0.484	4.427	1772224912.455
82	400.000	-0.007	400.001	0.462	4.486	1772224912.681
83	400.000	-0.032	400.000	0.463	4.589	1772224912.945
84	400.000	-0.018	400.001	0.464	4.327	1772224913.205
85	400.000	0.003	399.999	0.488	4.535	1772224913.472
86	400.000	0.004	400.004	0.453	4.226	1772224913.717
87	400.000	0.021	400.000	0.474	4.467	1772224913.992
88	400.000	0.011	399.996	0.467	4.463	1772224914.236
89	400.000	0.006	400.002	0.497	4.574	1772224914.468
90	400.000	-0.026	399.996	0.396	4.418	1772224914.720
91	400.000	0.009	399.999	0.418	4.634	1772224914.970
92	400.000	-0.009	400.002	0.418	4.539	1772224915.233
93	400.000	0.009	400.001	0.376	4.565	1772224915.472
