Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	100.000	0.022	100.000	3.926	3.681	1783098756.792
2	100.000	0.039	99.999	3.813	3.707	1783098757.091
3	100.000	-0.030	99.998	3.851	3.683	1783098757.339
4	100.000	-0.053	100.000	3.869	3.720	1783098757.584
5	100.000	-0.012	100.003	3.903	3.702	1783098757.833
6	100.000	-0.026	100.002	4.024	3.736	1783098758.103
7	100.000	-0.015	100.003	4.021	3.728	1783098758.410
8	100.000	0.062	99.997	3.929	3.697	1783098758.713
9	100.000	-0.016	100.006	3.940	3.703	1783098758.951
10	100.000	0.055	99.998	4.006	3.716	1783098759.220
11	100.000	0.013	99.998	3.962	3.691	1783098759.457
12	100.000	-0.002	100.002	3.949	3.702	1783098759.744
13	100.000	-0.036	100.002	4.058	3.705	1783098760.041
14	100.000	-0.059	100.002	4.017	3.750	1783098760.291
15	100.000	0.006	99.999	3.997	3.722	1783098760.587
16	100.000	0.014	99.999	3.906	3.710	1783098760.822
17	100.000	-0.048	99.998	3.973	3.708	1783098761.102
18	100.000	-0.024	99.996	3.771	3.651	1783098761.364
19	100.000	-0.052	100.000	4.016	3.688	1783098761.617
20	100.000	0.016	100.000	3.959	3.681	1783098761.860
21	100.000	0.006	100.000	3.847	3.722	1783098762.083
22	100.000	-0.037	100.001	3.762	3.667	1783098762.353
23	100.000	-0.001	99.998	3.769	3.732	1783098762.616
24	100.000	-0.044	100.000	3.957	3.731	1783098762.941
25	100.000	-0.055	100.001	3.833	3.713	1783098763.244
26	100.000	0.015	99.998	3.917	3.699	1783098763.492
27	100.000	0.029	99.996	3.790	3.707	1783098763.744
28	100.000	-0.003	99.998	4.052	3.703	1783098764.003
29	100.000	-0.012	100.002	3.937	3.694	1783098764.306
30	100.000	-0.009	100.001	3.897	3.693	1783098764.549
31	100.000	-0.008	99.997	3.911	3.731	1783098764.803
32	100.000	0.046	99.999	3.822	3.719	1783098765.026
33	100.000	0.006	100.000	3.911	3.700	1783098765.299
34	100.000	-0.048	99.998	3.922	3.750	1783098765.568
35	100.000	-0.031	100.000	3.793	3.728	1783098765.864
36	100.000	-0.007	100.002	3.987	3.708	1783098766.097
37	100.000	-0.027	99.999	3.947	3.712	1783098766.355
38	100.000	-0.017	100.001	3.940	3.706	1783098766.616
