Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	100.000	0.000	100.003	2.400	1.125	1772748986.089
2	100.000	-0.013	99.996	2.333	1.083	1772748986.462
3	100.000	0.010	99.997	2.328	1.089	1772748986.871
4	100.000	-0.009	100.002	2.268	1.146	1772748987.241
5	100.000	0.003	100.003	2.383	1.081	1772748987.594
6	100.000	-0.024	99.999	2.284	1.060	1772748987.960
7	100.000	0.007	100.001	2.299	1.052	1772748988.342
8	100.000	-0.010	100.000	2.417	1.073	1772748988.733
9	100.000	-0.004	100.006	2.385	1.077	1772748989.149
10	100.000	0.016	100.002	2.270	1.073	1772748989.540
11	100.000	0.003	99.999	2.335	1.087	1772748989.896
12	100.000	-0.032	99.999	2.334	1.112	1772748990.247
13	100.000	-0.001	100.001	2.359	1.141	1772748990.600
14	100.000	-0.005	100.000	2.365	1.071	1772748990.950
15	100.000	0.002	100.002	2.346	1.084	1772748991.356
16	100.000	0.010	99.993	2.422	1.045	1772748991.710
17	100.000	0.017	100.001	2.450	1.036	1772748992.087
18	100.000	-0.013	100.000	2.339	1.053	1772748992.456
19	100.000	-0.004	100.002	2.340	1.062	1772748992.858
20	100.000	-0.006	100.002	2.301	1.029	1772748993.209
21	100.000	0.011	99.999	2.302	1.081	1772748993.606
22	100.000	0.003	99.998	2.330	1.058	1772748994.034
23	100.000	-0.009	100.001	2.234	1.028	1772748994.417
24	100.000	0.003	100.000	2.305	1.054	1772748994.804
25	100.000	-0.015	100.000	2.311	1.059	1772748995.155
26	100.000	0.006	99.998	2.211	1.038	1772748995.537
27	100.000	0.004	99.998	2.144	1.056	1772748995.918
28	100.000	-0.019	99.998	2.295	1.092	1772748996.301
29	100.000	-0.021	99.998	2.409	1.080	1772748996.658
30	100.000	0.020	99.996	2.401	1.094	1772748997.047
31	100.000	0.003	100.000	2.355	0.991	1772748997.414
32	100.000	0.000	100.000	2.242	1.094	1772748997.793
33	100.000	-0.001	100.000	2.362	1.055	1772748998.182
34	100.000	-0.003	99.999	2.347	1.072	1772748998.548
35	100.000	-0.041	100.001	2.261	1.004	1772748998.931
36	100.000	-0.004	100.003	2.232	1.086	1772748999.321
37	100.000	0.001	99.999	2.512	1.123	1772748999.669
38	100.000	-0.005	100.002	2.312	1.111	1772749000.021
39	100.000	0.008	99.998	2.395	1.100	1772749000.400
40	100.000	0.004	99.998	2.355	1.042	1772749000.824
41	100.000	-0.013	99.998	2.505	1.106	1772749001.189
42	100.000	-0.009	99.995	2.434	1.087	1772749001.556
43	100.000	0.013	100.003	2.294	1.113	1772749001.937
44	100.000	0.016	100.000	2.185	1.006	1772749002.325
45	100.000	0.009	100.000	2.414	1.132	1772749002.740
46	100.000	-0.002	100.002	2.330	1.059	1772749003.129
47	100.000	-0.013	99.998	2.351	1.141	1772749003.497
48	100.000	-0.017	100.002	2.430	1.119	1772749003.866
49	100.000	0.016	99.998	2.454	1.082	1772749004.219
50	100.000	0.002	99.998	2.395	1.076	1772749004.609
51	100.000	-0.020	99.996	2.430	1.018	1772749004.998
52	100.000	0.000	100.000	2.272	1.062	1772749005.380
53	100.000	-0.018	100.002	2.317	0.974	1772749005.741
54	100.000	0.002	100.003	2.289	1.067	1772749006.125
55	100.000	-0.003	100.002	2.263	1.015	1772749006.509
56	100.000	0.021	100.001	2.470	1.092	1772749006.938
57	100.000	0.003	100.007	2.399	1.068	1772749007.317
58	100.000	-0.011	100.000	2.369	1.124	1772749007.670
59	100.000	0.022	100.000	2.398	1.055	1772749008.054
