Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)
403	300.000	0.082	299.999	0.370	3.868	1.991	1771525053.127	1771525053.127	1771525053.127	1771525053.127	1771525053.127	1771525053.127
404	300.000	-0.048	300.000	0.316	1.982	1.991	1771525053.376	1771525053.376	1771525053.376	1771525053.376	1771525053.376	1771525053.376
405	300.000	-0.030	299.999	0.420	3.758	1.991	1771525053.629	1771525053.629	1771525053.629	1771525053.629	1771525053.629	1771525053.629
406	300.000	-0.007	300.002	0.215	1.334	1.991	1771525053.831	1771525053.831	1771525053.831	1771525053.831	1771525053.831	1771525053.831
407	300.000	-0.057	300.002	0.671	3.354	1.991	1771525054.092	1771525054.092	1771525054.092	1771525054.092	1771525054.092	1771525054.092
408	300.000	-0.035	299.999	0.366	1.231	1.991	1771525054.312	1771525054.312	1771525054.312	1771525054.312	1771525054.312	1771525054.312
409	300.000	-0.018	300.001	0.551	3.139	1.991	1771525054.525	1771525054.525	1771525054.525	1771525054.525	1771525054.525	1771525054.525
410	300.000	0.015	300.002	0.207	0.559	1.991	1771525054.774	1771525054.774	1771525054.774	1771525054.774	1771525054.774	1771525054.774
411	300.000	-0.010	300.002	0.592	3.268	1.991	1771525055.032	1771525055.032	1771525055.032	1771525055.032	1771525055.032	1771525055.032
412	300.000	-0.053	300.001	0.362	0.449	1.991	1771525055.243	1771525055.243	1771525055.243	1771525055.243	1771525055.243	1771525055.243
413	300.000	0.028	299.998	0.468	2.992	1.991	1771525055.446	1771525055.446	1771525055.446	1771525055.446	1771525055.446	1771525055.446
414	300.000	0.026	300.002	0.125	4.541	1.991	1771525055.666	1771525055.666	1771525055.666	1771525055.666	1771525055.666	1771525055.666
415	300.000	-0.015	299.997	0.283	2.351	1.991	1771525055.864	1771525055.864	1771525055.864	1771525055.864	1771525055.864	1771525055.864
416	300.000	-0.035	300.002	0.592	3.510	1.991	1771525056.069	1771525056.069	1771525056.069	1771525056.069	1771525056.069	1771525056.069
417	300.000	0.005	299.998	0.252	0.854	1.991	1771525056.319	1771525056.319	1771525056.319	1771525056.319	1771525056.319	1771525056.319
418	300.000	-0.071	300.004	0.647	3.402	1.991	1771525056.565	1771525056.565	1771525056.565	1771525056.565	1771525056.565	1771525056.565
419	300.000	0.032	299.998	0.286	0.841	1.991	1771525056.829	1771525056.829	1771525056.829	1771525056.829	1771525056.829	1771525056.829
420	300.000	-0.044	300.002	0.677	3.498	1.991	1771525057.050	1771525057.050	1771525057.050	1771525057.050	1771525057.050	1771525057.050
421	300.000	0.040	299.998	0.332	0.342	1.991	1771525057.257	1771525057.257	1771525057.257	1771525057.257	1771525057.257	1771525057.257
422	300.000	-0.016	300.000	0.680	3.373	1.991	1771525057.506	1771525057.506	1771525057.506	1771525057.506	1771525057.506	1771525057.506
423	300.000	-0.006	299.998	0.243	6.091	1.991	1771525057.703	1771525057.703	1771525057.703	1771525057.703	1771525057.703	1771525057.703
424	300.000	0.013	300.000	0.482	2.640	1.991	1771525057.938	1771525057.938	1771525057.938	1771525057.938	1771525057.938	1771525057.938
425	300.000	-0.065	299.998	0.327	4.635	1.991	1771525058.130	1771525058.130	1771525058.130	1771525058.130	1771525058.130	1771525058.130
426	300.000	0.030	299.998	0.317	2.158	1.991	1771525058.388	1771525058.388	1771525058.388	1771525058.388	1771525058.388	1771525058.388
427	300.000	0.026	300.004	0.364	4.151	1.991	1771525058.643	1771525058.643	1771525058.643	1771525058.643	1771525058.643	1771525058.643
428	300.000	-0.024	299.998	0.261	1.950	1.991	1771525058.892	1771525058.892	1771525058.892	1771525058.892	1771525058.892	1771525058.892
429	300.000	-0.010	300.002	0.328	3.864	1.991	1771525059.133	1771525059.134	1771525059.134	1771525059.134	1771525059.134	1771525059.134
430	300.000	-0.026	299.998	0.351	2.389	1.991	1771525059.404	1771525059.404	1771525059.404	1771525059.404	1771525059.404	1771525059.404
431	300.000	0.020	300.001	0.274	4.106	1.991	1771525059.648	1771525059.648	1771525059.648	1771525059.648	1771525059.648	1771525059.648
432	300.000	0.008	300.000	0.284	2.490	1.991	1771525059.893	1771525059.893	1771525059.893	1771525059.893	1771525059.893	1771525059.893
433	300.000	-0.010	300.001	0.155	3.338	1.991	1771525060.154	1771525060.154	1771525060.154	1771525060.154	1771525060.154	1771525060.154
434	300.000	0.001	299.999	0.452	2.633	1.991	1771525060.373	1771525060.373	1771525060.373	1771525060.373	1771525060.373	1771525060.373
435	300.000	-0.028	300.000	0.517	3.753	1.991	1771525060.552	1771525060.552	1771525060.552	1771525060.552	1771525060.552	1771525060.552
436	300.000	-0.000	300.001	0.319	0.732	1.991	1771525060.738	1771525060.738	1771525060.738	1771525060.738	1771525060.738	1771525060.738
437	300.000	-0.008	300.001	0.620	3.021	1.991	1771525060.916	1771525060.916	1771525060.916	1771525060.916	1771525060.916	1771525060.916
438	300.000	-0.059	300.003	0.183	4.396	1.991	1771525061.136	1771525061.136	1771525061.136	1771525061.136	1771525061.136	1771525061.136
439	300.000	-0.053	300.003	0.341	2.297	1.991	1771525061.400	1771525061.400	1771525061.400	1771525061.400	1771525061.400	1771525061.400
440	300.000	0.042	300.002	0.129	3.388	1.991	1771525061.632	1771525061.632	1771525061.632	1771525061.632	1771525061.632	1771525061.632
441	300.000	0.004	300.001	0.288	2.306	1.991	1771525061.893	1771525061.893	1771525061.893	1771525061.893	1771525061.893	1771525061.893
442	300.000	-0.004	300.004	0.169	3.327	1.991	1771525062.129	1771525062.129	1771525062.129	1771525062.129	1771525062.129	1771525062.129
443	300.000	-0.039	300.000	0.251	1.768	1.991	1771525062.321	1771525062.321	1771525062.321	1771525062.321	1771525062.321	1771525062.321
444	300.000	0.003	300.002	0.502	3.261	1.991	1771525062.603	1771525062.603	1771525062.603	1771525062.603	1771525062.603	1771525062.603
445	300.000	0.025	300.001	0.128	1.991	1.991	1771525062.834	1771525062.834	1771525062.834	1771525062.834	1771525062.834	1771525062.834
446	300.000	0.016	300.001	0.588	3.549	1.991	1771525063.080	1771525063.080	1771525063.080	1771525063.080	1771525063.080	1771525063.080
447	300.000	0.030	300.004	0.064	2.084	1.991	1771525063.323	1771525063.323	1771525063.323	1771525063.323	1771525063.323	1771525063.323
448	300.000	0.058	300.002	0.683	3.479	1.991	1771525063.537	1771525063.537	1771525063.537	1771525063.537	1771525063.537	1771525063.537
449	300.000	0.064	300.000	0.134	6.219	1.991	1771525063.739	1771525063.739	1771525063.739	1771525063.739	1771525063.739	1771525063.739
450	300.000	-0.023	300.000	0.526	3.112	1.991	1771525063.962	1771525063.962	1771525063.962	1771525063.962	1771525063.962	1771525063.962
451	300.000	0.050	300.001	0.006	3.008	1.991	1771525064.199	1771525064.199	1771525064.199	1771525064.199	1771525064.199	1771525064.199
452	300.000	0.007	299.999	0.434	3.062	1.991	1771525064.450	1771525064.450	1771525064.450	1771525064.450	1771525064.450	1771525064.450
453	300.000	0.007	299.997	0.066	5.659	1.991	1771525064.694	1771525064.694	1771525064.694	1771525064.694	1771525064.694	1771525064.694
454	300.000	0.004	300.002	0.428	2.994	1.991	1771525064.959	1771525064.959	1771525064.959	1771525064.959	1771525064.959	1771525064.959
455	300.000	0.004	299.999	0.148	0.049	1.991	1771525065.217	1771525065.217	1771525065.217	1771525065.217	1771525065.217	1771525065.217
456	300.000	-0.027	299.999	0.530	3.244	1.991	1771525065.452	1771525065.452	1771525065.452	1771525065.452	1771525065.452	1771525065.452
457	300.000	0.012	300.000	0.100	0.008	1.991	1771525065.703	1771525065.703	1771525065.703	1771525065.703	1771525065.703	1771525065.703
458	300.000	-0.040	300.000	0.440	3.060	1.991	1771525065.947	1771525065.947	1771525065.947	1771525065.947	1771525065.947	1771525065.947
459	300.000	-0.012	299.999	0.095	1.417	1.991	1771525066.182	1771525066.182	1771525066.182	1771525066.182	1771525066.182	1771525066.182
460	300.000	0.100	299.997	0.349	2.967	1.991	1771525066.372	1771525066.372	1771525066.372	1771525066.372	1771525066.372	1771525066.372
461	300.000	0.010	300.003	0.564	3.470	1.991	1771525066.558	1771525066.558	1771525066.558	1771525066.558	1771525066.558	1771525066.558
462	300.000	-0.002	299.998	0.311	0.762	1.991	1771525066.760	1771525066.760	1771525066.760	1771525066.760	1771525066.760	1771525066.760
463	300.000	0.065	300.000	0.699	3.152	1.991	1771525066.948	1771525066.948	1771525066.948	1771525066.948	1771525066.948	1771525066.948
464	300.000	0.003	300.005	0.168	0.277	1.991	1771525067.185	1771525067.185	1771525067.185	1771525067.185	1771525067.185	1771525067.185
465	300.000	0.001	300.000	0.445	2.873	1.991	1771525067.389	1771525067.389	1771525067.389	1771525067.389	1771525067.389	1771525067.389
466	300.000	0.057	300.001	0.129	3.724	1.991	1771525067.646	1771525067.646	1771525067.646	1771525067.646	1771525067.646	1771525067.646
467	300.000	-0.034	300.001	0.385	2.729	1.991	1771525067.890	1771525067.890	1771525067.890	1771525067.890	1771525067.890	1771525067.890
468	300.000	-0.029	299.999	0.268	3.810	1.991	1771525068.086	1771525068.086	1771525068.086	1771525068.086	1771525068.086	1771525068.086
469	300.000	-0.024	300.002	0.148	1.975	1.991	1771525068.303	1771525068.303	1771525068.303	1771525068.303	1771525068.303	1771525068.303
470	300.000	-0.032	299.998	0.562	3.586	1.991	1771525068.531	1771525068.531	1771525068.531	1771525068.531	1771525068.531	1771525068.531
471	300.000	-0.053	299.998	0.123	1.687	1.991	1771525068.779	1771525068.779	1771525068.779	1771525068.779	1771525068.779	1771525068.779
472	300.000	0.041	300.000	0.630	3.629	1.991	1771525069.049	1771525069.049	1771525069.049	1771525069.049	1771525069.049	1771525069.049
473	300.000	-0.016	300.001	0.043	0.238	1.991	1771525069.282	1771525069.282	1771525069.282	1771525069.282	1771525069.282	1771525069.282
474	300.000	-0.022	300.002	0.607	3.538	1.991	1771525069.491	1771525069.491	1771525069.491	1771525069.491	1771525069.491	1771525069.491
475	300.000	0.012	299.998	0.248	0.640	1.991	1771525069.688	1771525069.688	1771525069.688	1771525069.688	1771525069.688	1771525069.688
476	300.000	0.008	300.003	0.468	3.018	1.991	1771525069.893	1771525069.893	1771525069.893	1771525069.893	1771525069.893	1771525069.893
477	300.000	-0.057	300.002	0.057	1.360	1.991	1771525070.147	1771525070.147	1771525070.147	1771525070.147	1771525070.147	1771525070.147
478	300.000	-0.056	300.004	0.464	3.283	1.991	1771525070.363	1771525070.363	1771525070.363	1771525070.363	1771525070.363	1771525070.363
479	300.000	-0.008	299.998	0.409	3.980	1.991	1771525070.572	1771525070.572	1771525070.572	1771525070.572	1771525070.572	1771525070.572
480	300.000	-0.023	299.999	0.245	1.639	1.991	1771525070.789	1771525070.789	1771525070.789	1771525070.789	1771525070.789	1771525070.789
481	300.000	0.007	299.999	0.482	3.422	1.991	1771525071.017	1771525071.017	1771525071.017	1771525071.017	1771525071.017	1771525071.017
482	300.000	-0.003	300.001	0.207	1.526	1.991	1771525071.285	1771525071.285	1771525071.285	1771525071.285	1771525071.285	1771525071.285
483	300.000	-0.019	300.005	0.583	3.571	1.991	1771525071.507	1771525071.507	1771525071.507	1771525071.507	1771525071.507	1771525071.507
484	300.000	-0.026	299.999	0.278	1.013	1.991	1771525071.710	1771525071.710	1771525071.710	1771525071.710	1771525071.710	1771525071.710
485	300.000	-0.004	300.000	0.516	3.304	1.991	1771525071.977	1771525071.977	1771525071.977	1771525071.977	1771525071.977	1771525071.977
486	300.000	-0.043	299.999	0.337	1.041	1.991	1771525072.200	1771525072.200	1771525072.200	1771525072.200	1771525072.200	1771525072.200
487	300.000	0.009	300.001	0.659	3.383	1.991	1771525072.412	1771525072.412	1771525072.412	1771525072.412	1771525072.412	1771525072.412
488	300.000	0.043	300.000	0.124	0.052	1.991	1771525072.659	1771525072.659	1771525072.659	1771525072.659	1771525072.659	1771525072.659
489	300.000	0.037	300.002	0.469	3.268	1.991	1771525072.902	1771525072.902	1771525072.902	1771525072.902	1771525072.902	1771525072.902
490	300.000	0.046	299.999	0.213	0.353	1.991	1771525073.169	1771525073.169	1771525073.169	1771525073.169	1771525073.169	1771525073.169
491	300.000	-0.017	299.998	0.517	3.243	1.991	1771525073.401	1771525073.401	1771525073.401	1771525073.401	1771525073.401	1771525073.401
492	300.000	-0.051	300.002	0.175	0.702	1.991	1771525073.595	1771525073.595	1771525073.595	1771525073.595	1771525073.595	1771525073.595
493	300.000	0.073	300.001	0.322	3.197	1.991	1771525073.849	1771525073.849	1771525073.849	1771525073.849	1771525073.849	1771525073.849
494	300.000	-0.022	300.000	0.091	2.407	1.991	1771525074.101	1771525074.101	1771525074.101	1771525074.101	1771525074.101	1771525074.101
495	300.000	0.020	300.004	0.352	2.966	1.991	1771525074.345	1771525074.345	1771525074.345	1771525074.345	1771525074.345	1771525074.345
496	300.000	-0.083	300.000	0.146	3.478	1.991	1771525074.576	1771525074.576	1771525074.576	1771525074.576	1771525074.576	1771525074.576
497	300.000	-0.051	300.001	0.118	2.710	1.991	1771525074.750	1771525074.750	1771525074.750	1771525074.750	1771525074.750	1771525074.750
498	300.000	-0.031	300.006	0.654	3.535	1.991	1771525074.946	1771525074.946	1771525074.946	1771525074.946	1771525074.946	1771525074.946
499	300.000	-0.012	300.002	0.266	0.738	1.991	1771525075.149	1771525075.149	1771525075.149	1771525075.149	1771525075.149	1771525075.149
500	300.000	0.027	299.998	0.568	2.906	1.991	1771525075.350	1771525075.350	1771525075.350	1771525075.350	1771525075.350	1771525075.350
501	300.000	-0.038	300.001	0.238	4.120	1.991	1771525075.575	1771525075.575	1771525075.575	1771525075.575	1771525075.575	1771525075.575
502	300.000	-0.047	299.999	0.197	3.088	1.991	1771525075.775	1771525075.775	1771525075.775	1771525075.775	1771525075.775	1771525075.775
503	300.000	-0.046	300.002	0.395	3.538	1.991	1771525076.030	1771525076.030	1771525076.030	1771525076.030	1771525076.030	1771525076.030
504	300.000	0.022	299.999	0.202	2.827	1.991	1771525076.296	1771525076.296	1771525076.296	1771525076.296	1771525076.296	1771525076.296
505	300.000	0.007	300.002	0.340	3.742	1.991	1771525076.520	1771525076.520	1771525076.520	1771525076.520	1771525076.520	1771525076.520
506	300.000	0.030	300.002	0.191	1.757	1.991	1771525076.758	1771525076.758	1771525076.758	1771525076.758	1771525076.758	1771525076.758
507	300.000	0.005	299.996	0.600	3.404	1.991	1771525076.961	1771525076.961	1771525076.961	1771525076.961	1771525076.961	1771525076.961
508	300.000	-0.009	299.999	0.296	1.104	1.991	1771525077.223	1771525077.223	1771525077.223	1771525077.223	1771525077.223	1771525077.223
509	300.000	-0.007	299.998	0.655	3.409	1.991	1771525077.462	1771525077.462	1771525077.462	1771525077.462	1771525077.462	1771525077.462
510	300.000	0.052	300.000	0.181	0.975	1.991	1771525077.726	1771525077.726	1771525077.726	1771525077.726	1771525077.726	1771525077.726
511	300.000	-0.024	300.002	0.622	3.240	1.991	1771525077.942	1771525077.942	1771525077.942	1771525077.942	1771525077.942	1771525077.942
512	300.000	-0.000	300.001	0.282	0.653	1.991	1771525078.162	1771525078.162	1771525078.162	1771525078.162	1771525078.162	1771525078.162
513	300.000	-0.034	300.000	0.655	3.214	1.991	1771525078.410	1771525078.410	1771525078.410	1771525078.410	1771525078.410	1771525078.410
514	300.000	-0.026	300.002	0.213	0.881	1.991	1771525078.652	1771525078.652	1771525078.652	1771525078.652	1771525078.652	1771525078.652
515	300.000	-0.044	299.998	0.638	3.259	1.991	1771525078.897	1771525078.897	1771525078.897	1771525078.897	1771525078.897	1771525078.897
516	300.000	0.004	300.000	0.246	0.808	1.991	1771525079.129	1771525079.129	1771525079.129	1771525079.129	1771525079.129	1771525079.129
517	300.000	0.044	300.001	0.548	3.145	1.991	1771525079.330	1771525079.330	1771525079.330	1771525079.330	1771525079.330	1771525079.330
518	300.000	0.010	299.997	0.042	2.124	1.991	1771525079.585	1771525079.585	1771525079.585	1771525079.585	1771525079.585	1771525079.585
519	300.000	0.022	300.004	0.429	2.525	1.991	1771525079.774	1771525079.774	1771525079.774	1771525079.774	1771525079.774	1771525079.774
520	300.000	0.024	300.000	0.280	3.529	1.991	1771525079.999	1771525079.999	1771525079.999	1771525079.999	1771525079.999	1771525079.999
521	300.000	-0.029	300.002	0.225	1.203	1.991	1771525080.212	1771525080.212	1771525080.212	1771525080.212	1771525080.212	1771525080.212
522	300.000	-0.043	300.000	0.605	3.417	1.991	1771525080.475	1771525080.475	1771525080.475	1771525080.475	1771525080.475	1771525080.475
523	300.000	-0.043	299.997	0.246	1.008	1.991	1771525080.700	1771525080.701	1771525080.701	1771525080.701	1771525080.701	1771525080.701
524	300.000	0.030	299.996	0.548	3.410	1.991	1771525080.968	1771525080.968	1771525080.968	1771525080.968	1771525080.968	1771525080.968
525	300.000	0.031	299.999	0.233	1.649	1.991	1771525081.214	1771525081.214	1771525081.214	1771525081.214	1771525081.214	1771525081.214
526	300.000	-0.030	300.000	0.500	3.503	1.991	1771525081.493	1771525081.493	1771525081.493	1771525081.493	1771525081.493	1771525081.493
527	300.000	0.025	300.000	0.268	1.141	1.991	1771525081.717	1771525081.717	1771525081.717	1771525081.717	1771525081.717	1771525081.717
528	300.000	0.002	300.003	0.668	3.635	1.991	1771525081.954	1771525081.954	1771525081.954	1771525081.954	1771525081.954	1771525081.954
529	300.000	0.006	300.000	0.169	0.778	1.991	1771525082.188	1771525082.188	1771525082.188	1771525082.188	1771525082.188	1771525082.188
530	300.000	-0.015	299.998	0.666	3.312	1.991	1771525082.409	1771525082.409	1771525082.409	1771525082.409	1771525082.409	1771525082.409
531	300.000	-0.017	300.001	0.233	0.526	1.991	1771525082.637	1771525082.637	1771525082.637	1771525082.637	1771525082.637	1771525082.637
532	300.000	0.018	300.000	0.630	3.104	1.991	1771525082.902	1771525082.902	1771525082.902	1771525082.902	1771525082.902	1771525082.902
533	300.000	-0.034	299.996	0.202	0.622	1.991	1771525083.154	1771525083.154	1771525083.154	1771525083.154	1771525083.154	1771525083.154
534	300.000	-0.046	300.002	0.736	3.180	1.991	1771525083.413	1771525083.413	1771525083.413	1771525083.413	1771525083.413	1771525083.413
535	300.000	-0.025	300.000	0.164	0.684	1.991	1771525083.646	1771525083.646	1771525083.646	1771525083.646	1771525083.646	1771525083.646
536	300.000	-0.003	300.000	0.581	3.080	1.991	1771525083.925	1771525083.925	1771525083.925	1771525083.925	1771525083.925	1771525083.925
537	300.000	-0.032	299.999	0.157	0.352	1.991	1771525084.155	1771525084.155	1771525084.155	1771525084.155	1771525084.155	1771525084.155
538	300.000	0.003	300.000	0.619	3.060	1.991	1771525084.411	1771525084.411	1771525084.411	1771525084.411	1771525084.411	1771525084.411
539	300.000	0.070	300.001	0.177	6.283	1.991	1771525084.626	1771525084.626	1771525084.626	1771525084.626	1771525084.626	1771525084.626
540	300.000	0.073	299.999	0.572	2.864	1.991	1771525084.844	1771525084.844	1771525084.844	1771525084.844	1771525084.844	1771525084.844
541	300.000	-0.006	300.000	0.182	4.755	1.991	1771525085.075	1771525085.075	1771525085.075	1771525085.075	1771525085.075	1771525085.075
542	300.000	0.046	300.000	0.446	2.709	1.991	1771525085.359	1771525085.359	1771525085.359	1771525085.359	1771525085.359	1771525085.359
543	300.000	-0.008	299.997	0.147	4.873	1.991	1771525085.595	1771525085.595	1771525085.595	1771525085.595	1771525085.595	1771525085.595
544	300.000	0.052	300.000	0.449	2.869	1.991	1771525085.811	1771525085.811	1771525085.811	1771525085.811	1771525085.811	1771525085.811
545	300.000	-0.011	300.002	0.398	3.787	1.991	1771525086.027	1771525086.027	1771525086.027	1771525086.027	1771525086.027	1771525086.027
546	300.000	0.034	299.996	0.165	1.679	1.991	1771525086.229	1771525086.229	1771525086.229	1771525086.229	1771525086.229	1771525086.229
547	300.000	0.003	300.001	0.510	3.516	1.991	1771525086.452	1771525086.452	1771525086.452	1771525086.452	1771525086.452	1771525086.452
548	300.000	-0.043	300.002	0.265	1.094	1.991	1771525086.714	1771525086.714	1771525086.714	1771525086.714	1771525086.714	1771525086.714
549	300.000	0.019	300.005	0.592	3.270	1.991	1771525086.945	1771525086.945	1771525086.945	1771525086.945	1771525086.945	1771525086.945
550	300.000	-0.044	300.002	0.212	0.273	1.991	1771525087.165	1771525087.165	1771525087.165	1771525087.165	1771525087.165	1771525087.165
551	300.000	0.009	300.002	0.566	3.170	1.991	1771525087.389	1771525087.389	1771525087.389	1771525087.389	1771525087.389	1771525087.389
552	300.000	-0.039	299.996	0.222	0.424	1.991	1771525087.646	1771525087.646	1771525087.646	1771525087.646	1771525087.646	1771525087.646
553	300.000	0.057	300.003	0.614	2.751	1.991	1771525087.873	1771525087.873	1771525087.873	1771525087.873	1771525087.873	1771525087.873
554	300.000	-0.050	299.998	0.069	5.070	1.991	1771525088.078	1771525088.078	1771525088.078	1771525088.078	1771525088.078	1771525088.078
555	300.000	0.095	300.002	0.410	2.761	1.991	1771525088.343	1771525088.343	1771525088.343	1771525088.343	1771525088.343	1771525088.343
556	300.000	0.009	300.000	0.211	4.035	1.991	1771525088.545	1771525088.545	1771525088.545	1771525088.545	1771525088.545	1771525088.545
557	300.000	0.034	299.999	0.217	2.694	1.991	1771525088.764	1771525088.764	1771525088.764	1771525088.764	1771525088.764	1771525088.764
558	300.000	0.079	300.000	0.611	3.577	1.991	1771525088.953	1771525088.953	1771525088.953	1771525088.953	1771525088.953	1771525088.953
559	300.000	-0.024	299.997	0.297	1.053	1.991	1771525089.222	1771525089.222	1771525089.222	1771525089.222	1771525089.222	1771525089.222
560	300.000	-0.019	299.996	0.521	3.347	1.991	1771525089.446	1771525089.446	1771525089.446	1771525089.446	1771525089.446	1771525089.446
561	300.000	0.028	300.000	0.361	0.809	1.991	1771525089.674	1771525089.674	1771525089.674	1771525089.674	1771525089.674	1771525089.674
562	300.000	-0.035	299.998	0.653	3.209	1.991	1771525089.920	1771525089.920	1771525089.920	1771525089.920	1771525089.920	1771525089.920
563	300.000	0.003	299.998	0.231	0.658	1.991	1771525090.164	1771525090.164	1771525090.164	1771525090.164	1771525090.164	1771525090.164
564	300.000	-0.094	300.001	0.712	3.348	1.991	1771525090.399	1771525090.399	1771525090.399	1771525090.399	1771525090.399	1771525090.399
565	300.000	0.000	300.002	0.197	0.680	1.991	1771525090.673	1771525090.673	1771525090.673	1771525090.673	1771525090.673	1771525090.673
566	300.000	0.007	300.004	0.700	3.247	1.991	1771525090.891	1771525090.891	1771525090.891	1771525090.891	1771525090.891	1771525090.891
567	300.000	-0.019	300.000	0.237	1.202	1.991	1771525091.156	1771525091.156	1771525091.156	1771525091.156	1771525091.156	1771525091.156
568	300.000	0.059	299.999	0.674	3.440	1.991	1771525091.382	1771525091.382	1771525091.382	1771525091.382	1771525091.382	1771525091.382
569	300.000	-0.005	300.000	0.022	1.609	1.991	1771525091.557	1771525091.557	1771525091.557	1771525091.557	1771525091.557	1771525091.557
570	300.000	-0.006	300.004	0.342	2.666	1.991	1771525091.771	1771525091.771	1771525091.771	1771525091.771	1771525091.771	1771525091.771
571	300.000	-0.051	299.997	0.623	3.741	1.991	1771525091.961	1771525091.961	1771525091.961	1771525091.961	1771525091.961	1771525091.961
572	300.000	0.036	300.000	0.094	1.384	1.991	1771525092.211	1771525092.211	1771525092.211	1771525092.211	1771525092.211	1771525092.211
573	300.000	0.025	300.001	0.712	3.628	1.991	1771525092.440	1771525092.440	1771525092.440	1771525092.440	1771525092.440	1771525092.440
574	300.000	0.048	300.001	0.238	0.620	1.991	1771525092.657	1771525092.657	1771525092.657	1771525092.657	1771525092.657	1771525092.657
575	300.000	0.020	300.001	0.667	3.482	1.991	1771525092.861	1771525092.861	1771525092.861	1771525092.861	1771525092.861	1771525092.861
576	300.000	0.007	299.999	0.087	0.495	1.991	1771525093.039	1771525093.039	1771525093.039	1771525093.039	1771525093.039	1771525093.039
577	300.000	-0.018	300.000	0.278	2.694	1.991	1771525093.255	1771525093.255	1771525093.255	1771525093.255	1771525093.255	1771525093.255
578	300.000	-0.001	299.998	0.456	3.840	1.991	1771525093.491	1771525093.491	1771525093.491	1771525093.491	1771525093.491	1771525093.491
579	300.000	-0.042	299.999	0.109	1.302	1.991	1771525093.763	1771525093.763	1771525093.763	1771525093.763	1771525093.763	1771525093.763
580	300.000	-0.004	300.002	0.368	3.972	1.991	1771525093.991	1771525093.991	1771525093.991	1771525093.991	1771525093.991	1771525093.991
581	300.000	-0.007	299.997	0.071	2.041	1.991	1771525094.188	1771525094.188	1771525094.188	1771525094.188	1771525094.188	1771525094.188
582	300.000	-0.014	299.997	0.504	3.621	1.991	1771525094.452	1771525094.452	1771525094.452	1771525094.452	1771525094.452	1771525094.452
583	300.000	0.032	299.996	0.277	1.161	1.991	1771525094.682	1771525094.682	1771525094.682	1771525094.682	1771525094.682	1771525094.682
584	300.000	-0.033	300.000	0.627	3.286	1.991	1771525094.866	1771525094.866	1771525094.866	1771525094.866	1771525094.866	1771525094.866
585	300.000	-0.022	300.002	0.233	0.609	1.991	1771525095.048	1771525095.048	1771525095.048	1771525095.048	1771525095.048	1771525095.048
586	300.000	-0.030	299.998	0.488	2.548	1.991	1771525095.307	1771525095.307	1771525095.307	1771525095.307	1771525095.307	1771525095.307
587	300.000	0.015	300.000	0.059	0.630	1.991	1771525095.561	1771525095.561	1771525095.561	1771525095.561	1771525095.561	1771525095.561
588	300.000	0.027	300.003	0.470	2.951	1.991	1771525095.828	1771525095.828	1771525095.828	1771525095.828	1771525095.828	1771525095.828
589	300.000	-0.035	299.999	0.161	0.131	1.991	1771525096.049	1771525096.049	1771525096.049	1771525096.049	1771525096.049	1771525096.049
590	300.000	-0.016	299.999	0.452	2.568	1.991	1771525096.256	1771525096.256	1771525096.256	1771525096.256	1771525096.256	1771525096.256
591	300.000	0.009	300.002	0.483	4.190	1.991	1771525096.510	1771525096.510	1771525096.510	1771525096.510	1771525096.510	1771525096.510
592	300.000	0.037	300.000	0.319	2.489	1.991	1771525096.742	1771525096.742	1771525096.742	1771525096.742	1771525096.742	1771525096.742
593	300.000	-0.054	300.001	0.555	4.002	1.991	1771525096.981	1771525096.981	1771525096.981	1771525096.981	1771525096.981	1771525096.981
594	300.000	-0.026	300.000	0.303	2.033	1.991	1771525097.234	1771525097.234	1771525097.234	1771525097.234	1771525097.234	1771525097.234
595	300.000	-0.049	300.001	0.533	3.991	1.991	1771525097.444	1771525097.444	1771525097.444	1771525097.444	1771525097.444	1771525097.444
596	300.000	0.026	300.004	0.231	1.575	1.991	1771525097.672	1771525097.672	1771525097.672	1771525097.672	1771525097.672	1771525097.672
597	300.000	-0.063	300.002	0.774	3.571	1.991	1771525097.850	1771525097.850	1771525097.850	1771525097.850	1771525097.850	1771525097.850
598	300.000	-0.008	299.996	0.232	5.890	1.991	1771525098.061	1771525098.061	1771525098.061	1771525098.061	1771525098.061	1771525098.061
599	300.000	0.019	299.997	0.458	3.146	1.991	1771525098.322	1771525098.322	1771525098.322	1771525098.322	1771525098.322	1771525098.322
600	300.000	-0.020	299.996	0.104	5.282	1.991	1771525098.537	1771525098.537	1771525098.537	1771525098.537	1771525098.537	1771525098.537
601	300.000	-0.010	300.000	0.509	3.019	1.991	1771525098.755	1771525098.755	1771525098.755	1771525098.755	1771525098.755	1771525098.755
602	300.000	0.045	300.001	0.275	4.547	1.991	1771525099.008	1771525099.008	1771525099.008	1771525099.008	1771525099.008	1771525099.008
603	300.000	0.051	299.999	0.299	2.351	1.991	1771525099.218	1771525099.218	1771525099.218	1771525099.218	1771525099.218	1771525099.218
604	300.000	-0.028	299.999	0.377	4.035	1.991	1771525099.423	1771525099.423	1771525099.423	1771525099.423	1771525099.423	1771525099.423
