Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	500.000	-0.001	500.000	0.704	5.538	1772222532.012
2	500.000	0.014	500.001	0.642	5.589	1772222532.264
3	500.000	0.021	499.998	0.646	5.593	1772222532.510
4	500.000	-0.048	500.000	0.664	5.550	1772222532.727
5	500.000	0.001	500.000	0.625	5.649	1772222533.037
6	500.000	0.015	500.001	0.737	5.459	1772222533.258
7	500.000	0.019	500.000	0.639	5.437	1772222533.517
8	500.000	-0.022	500.001	0.682	5.506	1772222533.756
9	500.000	0.024	500.001	0.579	5.495	1772222534.004
10	500.000	-0.004	500.002	0.683	5.554	1772222534.262
11	500.000	0.000	500.001	0.656	5.548	1772222534.534
12	500.000	-0.006	500.002	0.702	5.590	1772222534.790
13	500.000	0.036	500.000	0.647	5.444	1772222535.032
14	500.000	-0.002	500.000	0.712	5.581	1772222535.274
15	500.000	-0.027	500.000	0.636	5.462	1772222535.500
16	500.000	0.011	499.999	0.667	5.411	1772222535.691
17	500.000	0.015	499.998	0.728	5.522	1772222535.936
18	500.000	-0.030	500.000	0.672	5.223	1772222536.159
19	500.000	0.043	500.002	0.651	5.448	1772222536.374
20	500.000	0.006	500.000	0.676	5.492	1772222536.580
21	500.000	-0.004	500.001	0.696	5.343	1772222536.857
22	500.000	0.011	500.002	0.657	5.426	1772222537.075
23	500.000	-0.024	500.001	0.642	5.461	1772222537.346
24	500.000	0.055	499.997	0.716	5.318	1772222537.607
25	500.000	0.033	500.000	0.654	5.692	1772222537.843
26	500.000	-0.021	500.002	0.706	5.422	1772222538.089
27	500.000	-0.009	500.001	0.688	5.405	1772222538.313
28	500.000	0.001	500.002	0.729	5.419	1772222538.596
29	500.000	-0.001	499.998	0.676	5.574	1772222538.848
30	500.000	0.008	500.002	0.702	5.446	1772222539.083
31	500.000	0.025	500.000	0.684	5.381	1772222539.346
32	500.000	-0.022	500.000	0.572	5.562	1772222539.579
33	500.000	0.017	500.000	0.762	5.414	1772222539.833
34	500.000	-0.017	499.997	0.692	5.576	1772222540.066
35	500.000	0.007	499.999	0.629	5.509	1772222540.352
36	500.000	-0.021	499.999	0.648	5.560	1772222540.589
37	500.000	0.036	499.999	0.556	5.483	1772222540.840
38	500.000	0.010	500.002	0.581	5.755	1772222541.094
39	500.000	-0.016	500.001	0.646	5.530	1772222541.353
40	500.000	-0.009	499.999	0.669	5.390	1772222541.589
41	500.000	-0.001	499.998	0.600	5.461	1772222541.866
42	500.000	-0.009	500.000	0.621	5.417	1772222542.100
43	500.000	0.040	500.000	0.626	5.464	1772222542.342
44	500.000	0.024	500.000	0.661	5.508	1772222542.580
45	500.000	-0.022	500.000	0.637	5.472	1772222542.837
46	500.000	0.017	500.006	0.679	5.418	1772222543.095
47	500.000	0.043	500.001	0.718	5.456	1772222543.343
48	500.000	-0.015	500.001	0.662	5.537	1772222543.583
49	500.000	-0.014	499.999	0.717	5.541	1772222543.850
50	500.000	-0.006	499.996	0.675	5.419	1772222544.084
51	500.000	-0.008	499.998	0.681	5.384	1772222544.372
52	500.000	0.021	500.000	0.663	5.405	1772222544.600
53	500.000	-0.000	500.002	0.693	5.438	1772222544.843
54	500.000	-0.002	499.999	0.677	5.465	1772222545.083
55	500.000	0.008	499.999	0.636	5.615	1772222545.343
56	500.000	-0.016	500.001	0.649	5.520	1772222545.607
57	500.000	-0.001	500.001	0.628	5.513	1772222545.818
58	500.000	0.056	500.001	0.650	5.473	1772222546.099
59	500.000	-0.002	499.996	0.647	5.501	1772222546.358
60	500.000	-0.010	500.000	0.548	5.663	1772222546.596
61	500.000	0.019	500.001	0.571	5.389	1772222546.826
62	500.000	-0.009	500.002	0.634	5.426	1772222547.097
63	500.000	0.034	500.000	0.621	5.492	1772222547.348
64	500.000	0.039	500.001	0.141	5.294	1772222547.572
65	500.000	-0.001	500.000	0.244	5.867	1772222547.849
66	500.000	-0.004	500.003	0.243	5.434	1772222548.081
67	500.000	0.005	499.997	0.145	5.639	1772222548.323
68	500.000	0.030	499.999	0.062	5.349	1772222548.606
69	500.000	0.049	499.999	0.327	5.670	1772222548.853
70	500.000	0.008	500.003	0.235	5.634	1772222549.096
71	500.000	0.018	500.002	0.118	5.059	1772222549.318
72	500.000	-0.054	500.000	0.321	5.492	1772222549.597
73	500.000	0.017	499.998	0.211	5.636	1772222549.822
74	500.000	-0.010	500.003	0.257	5.375	1772222550.095
75	500.000	-0.014	500.002	0.348	5.687	1772222550.322
76	500.000	-0.024	500.002	0.183	5.845	1772222550.590
77	500.000	-0.016	500.001	0.218	5.686	1772222550.847
78	500.000	-0.011	499.998	0.266	5.735	1772222551.075
79	500.000	0.007	500.000	0.183	5.434	1772222551.347
80	500.000	-0.018	499.999	0.330	5.746	1772222551.580
81	500.000	0.009	500.001	0.174	5.591	1772222551.863
82	500.000	-0.030	500.003	0.297	5.743	1772222552.091
83	500.000	-0.052	500.000	0.298	5.525	1772222552.341
84	500.000	-0.003	500.003	0.186	5.555	1772222552.595
85	500.000	0.010	500.000	0.305	5.594	1772222552.819
86	500.000	0.028	500.003	0.227	5.287	1772222553.102
87	500.000	0.010	500.001	0.221	5.553	1772222553.326
88	500.000	-0.039	500.001	0.216	5.751	1772222553.605
89	500.000	-0.025	500.000	0.164	5.278	1772222553.846
90	500.000	0.013	500.002	0.207	5.376	1772222554.085
91	500.000	-0.020	500.002	0.072	5.152	1772222554.359
92	500.000	-0.040	499.997	0.018	5.164	1772222554.625
93	500.000	0.043	500.001	0.134	4.006	1772222554.864
94	500.000	-0.028	500.002	0.172	2.646	1772222555.144
95	500.000	-0.005	500.001	0.196	2.838	1772222555.373
96	500.000	-0.042	499.998	0.098	3.481	1772222555.598
97	500.000	0.026	500.001	0.050	3.732	1772222555.876
98	500.000	-0.001	499.999	0.212	2.319	1772222556.135
99	500.000	0.003	499.999	0.226	3.029	1772222556.376
100	500.000	-0.017	500.003	0.280	2.418	1772222556.617
101	500.000	-0.035	500.000	0.268	2.344	1772222556.859
102	500.000	-0.001	500.000	0.290	2.713	1772222557.126
103	500.000	-0.001	500.001	0.238	2.206	1772222557.368
104	500.000	0.006	499.998	0.321	2.565	1772222557.619
105	500.000	0.023	499.999	0.246	2.609	1772222557.867
106	500.000	-0.016	499.999	0.297	2.352	1772222558.134
107	500.000	0.007	499.999	0.183	2.617	1772222558.376
108	500.000	-0.020	499.997	0.224	2.704	1772222558.621
109	500.000	-0.051	500.000	0.213	2.688	1772222558.868
110	500.000	-0.001	499.998	0.288	2.954	1772222559.122
111	500.000	-0.038	500.001	0.275	2.454	1772222559.364
112	500.000	-0.022	499.996	0.259	2.515	1772222559.635
113	500.000	0.007	499.999	0.367	2.751	1772222559.855
114	500.000	-0.023	499.999	0.217	3.044	1772222560.140
115	500.000	-0.022	500.001	0.283	2.623	1772222560.342
116	500.000	0.004	500.002	0.216	2.215	1772222560.653
117	500.000	-0.008	499.998	0.494	2.577	1772222560.853
118	500.000	0.006	500.002	0.304	2.543	1772222561.136
119	500.000	0.012	499.998	0.299	2.334	1772222561.387
120	500.000	0.035	499.997	0.304	2.792	1772222561.636
121	500.000	-0.042	500.002	0.386	2.770	1772222561.866
122	500.000	0.007	499.999	0.279	2.431	1772222562.121
123	500.000	-0.008	499.998	0.346	2.648	1772222562.373
124	500.000	0.007	499.999	0.320	2.638	1772222562.609
125	500.000	0.022	499.999	0.370	2.595	1772222562.866
126	500.000	0.034	500.001	0.267	2.232	1772222563.107
127	500.000	-0.019	500.004	0.189	2.624	1772222563.304
128	500.000	-0.007	499.999	0.086	5.014	1772222563.594
129	500.000	0.012	499.994	0.094	2.157	1772222563.790
130	500.000	0.016	499.998	0.178	5.364	1772222564.003
131	500.000	-0.002	500.002	0.012	1.877	1772222564.275
132	500.000	-0.004	499.995	0.071	4.984	1772222564.500
133	500.000	-0.033	499.999	0.114	6.016	1772222564.781
134	500.000	0.039	500.001	0.130	2.024	1772222565.029
135	500.000	0.051	500.000	0.066	2.851	1772222565.277
136	500.000	-0.006	500.001	0.095	2.416	1772222565.539
137	500.000	0.004	500.001	0.117	1.975	1772222565.812
138	500.000	-0.007	499.999	0.124	2.658	1772222566.049
139	500.000	0.001	500.001	0.215	2.490	1772222566.312
140	500.000	0.032	500.000	0.210	2.849	1772222566.578
141	500.000	-0.004	499.999	0.341	2.602	1772222566.805
142	500.000	0.009	499.998	0.076	2.337	1772222567.076
143	500.000	0.020	500.000	0.305	2.457	1772222567.308
144	500.000	-0.010	499.999	0.063	2.079	1772222567.584
145	500.000	0.023	500.000	0.551	2.144	1772222567.820
146	500.000	-0.002	500.003	0.587	2.332	1772222568.055
147	500.000	-0.024	499.998	0.622	2.564	1772222568.313
148	500.000	-0.036	499.999	0.498	2.336	1772222568.545
149	500.000	-0.018	499.999	0.597	2.422	1772222568.813
150	500.000	-0.027	500.002	0.505	2.223	1772222569.046
151	500.000	0.011	499.998	0.542	2.413	1772222569.315
152	500.000	-0.037	499.997	0.598	2.372	1772222569.560
153	500.000	0.011	499.999	0.677	2.553	1772222569.859
154	500.000	-0.020	500.002	0.372	5.718	1772222570.091
155	500.000	-0.021	500.001	0.298	2.618	1772222570.315
156	500.000	-0.009	500.003	0.248	2.100	1772222570.571
157	500.000	0.037	500.001	0.400	5.684	1772222570.810
158	500.000	0.016	499.998	0.688	2.433	1772222571.088
159	500.000	-0.036	499.999	0.538	5.803	1772222571.314
160	500.000	0.006	499.999	0.414	2.482	1772222571.586
161	500.000	-0.045	499.998	0.235	5.961	1772222571.835
162	500.000	0.025	500.001	0.047	4.239	1772222572.069
163	500.000	-0.027	499.999	0.290	2.098	1772222572.345
164	500.000	0.009	500.000	0.609	5.869	1772222572.552
165	500.000	0.014	499.999	0.660	2.509	1772222572.825
166	500.000	-0.001	500.002	0.484	6.245	1772222573.071
167	500.000	0.004	500.001	0.169	3.093	1772222573.310
168	500.000	-0.031	499.998	0.168	1.955	1772222573.593
169	500.000	-0.025	500.004	0.329	5.703	1772222573.851
