Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)
192	200.000	0.041	200.001	4.259	4.621	1.328	1771524140.347	1771524140.347	1771524140.347	1771524140.347	1771524140.347	1771524140.347
193	200.000	0.049	200.000	1.589	3.852	1.328	1771524140.599	1771524140.599	1771524140.599	1771524140.599	1771524140.599	1771524140.599
194	200.000	0.056	200.000	5.558	1.174	1.328	1771524140.795	1771524140.795	1771524140.795	1771524140.795	1771524140.795	1771524140.795
195	200.000	0.093	199.995	2.814	4.772	1.328	1771524141.041	1771524141.041	1771524141.041	1771524141.041	1771524141.041	1771524141.041
196	200.000	-0.055	200.001	3.164	4.139	1.328	1771524141.296	1771524141.296	1771524141.296	1771524141.296	1771524141.296	1771524141.296
197	200.000	0.030	199.997	5.083	1.192	1.328	1771524141.545	1771524141.545	1771524141.545	1771524141.545	1771524141.545	1771524141.545
198	200.000	0.015	200.002	2.939	4.827	1.328	1771524141.787	1771524141.787	1771524141.787	1771524141.787	1771524141.787	1771524141.787
199	200.000	-0.005	200.000	2.527	4.142	1.328	1771524142.036	1771524142.036	1771524142.036	1771524142.036	1771524142.036	1771524142.036
200	200.000	0.017	200.000	4.874	1.296	1.328	1771524142.253	1771524142.253	1771524142.253	1771524142.253	1771524142.253	1771524142.253
201	200.000	-0.041	200.000	1.847	5.214	1.328	1771524142.501	1771524142.501	1771524142.501	1771524142.501	1771524142.501	1771524142.501
202	200.000	0.065	200.003	3.783	4.258	1.328	1771524142.729	1771524142.729	1771524142.729	1771524142.729	1771524142.729	1771524142.729
203	200.000	0.042	200.002	3.849	1.306	1.328	1771524142.956	1771524142.956	1771524142.956	1771524142.956	1771524142.956	1771524142.956
204	200.000	0.059	200.001	2.230	0.768	1.328	1771524143.180	1771524143.180	1771524143.180	1771524143.180	1771524143.180	1771524143.180
205	200.000	-0.017	200.003	4.718	4.409	1.328	1771524143.443	1771524143.443	1771524143.443	1771524143.443	1771524143.443	1771524143.443
206	200.000	-0.025	199.997	2.735	1.519	1.328	1771524143.648	1771524143.648	1771524143.648	1771524143.648	1771524143.648	1771524143.648
207	200.000	-0.038	200.001	2.647	0.958	1.328	1771524143.930	1771524143.930	1771524143.930	1771524143.930	1771524143.930	1771524143.930
208	200.000	0.035	200.001	4.854	4.429	1.328	1771524144.156	1771524144.156	1771524144.156	1771524144.156	1771524144.156	1771524144.156
209	200.000	0.037	200.002	1.108	1.965	1.328	1771524144.344	1771524144.344	1771524144.344	1771524144.344	1771524144.344	1771524144.344
210	200.000	-0.064	200.000	5.312	1.215	1.328	1771524144.524	1771524144.524	1771524144.524	1771524144.524	1771524144.524	1771524144.524
211	200.000	-0.000	200.000	2.943	4.855	1.328	1771524144.748	1771524144.748	1771524144.748	1771524144.748	1771524144.748	1771524144.748
212	200.000	-0.054	200.001	3.828	4.277	1.328	1771524144.987	1771524144.987	1771524144.987	1771524144.987	1771524144.987	1771524144.987
213	200.000	-0.047	200.000	4.733	1.311	1.328	1771524145.233	1771524145.233	1771524145.233	1771524145.233	1771524145.233	1771524145.233
214	200.000	0.070	200.003	2.105	5.061	1.328	1771524145.481	1771524145.481	1771524145.481	1771524145.481	1771524145.481	1771524145.481
215	200.000	-0.030	200.003	3.950	4.319	1.328	1771524145.694	1771524145.694	1771524145.694	1771524145.694	1771524145.694	1771524145.694
216	200.000	0.022	199.998	3.615	1.375	1.328	1771524145.908	1771524145.908	1771524145.908	1771524145.908	1771524145.908	1771524145.908
217	200.000	0.038	199.998	1.433	0.464	1.328	1771524146.195	1771524146.195	1771524146.195	1771524146.195	1771524146.195	1771524146.195
218	200.000	0.062	200.006	4.911	4.391	1.328	1771524146.400	1771524146.400	1771524146.400	1771524146.400	1771524146.400	1771524146.400
219	200.000	-0.026	200.000	1.368	1.614	1.328	1771524146.579	1771524146.579	1771524146.579	1771524146.579	1771524146.579	1771524146.579
220	200.000	0.020	200.002	5.061	1.147	1.328	1771524146.795	1771524146.795	1771524146.795	1771524146.795	1771524146.795	1771524146.795
221	200.000	0.005	200.000	3.706	4.667	1.328	1771524147.026	1771524147.026	1771524147.026	1771524147.026	1771524147.026	1771524147.026
222	200.000	-0.031	200.000	3.420	4.236	1.328	1771524147.209	1771524147.209	1771524147.209	1771524147.209	1771524147.209	1771524147.209
223	200.000	0.009	199.999	3.674	1.388	1.328	1771524147.421	1771524147.421	1771524147.421	1771524147.421	1771524147.421	1771524147.421
224	200.000	0.027	199.997	1.602	0.581	1.328	1771524147.653	1771524147.653	1771524147.653	1771524147.653	1771524147.653	1771524147.653
225	200.000	-0.032	199.997	4.986	4.412	1.328	1771524147.903	1771524147.903	1771524147.903	1771524147.903	1771524147.903	1771524147.903
226	200.000	-0.019	199.996	1.763	1.584	1.328	1771524148.104	1771524148.104	1771524148.104	1771524148.104	1771524148.104	1771524148.104
227	200.000	0.009	200.003	4.590	1.150	1.328	1771524148.305	1771524148.305	1771524148.305	1771524148.305	1771524148.305	1771524148.305
228	200.000	-0.070	199.998	4.360	4.596	1.328	1771524148.531	1771524148.531	1771524148.531	1771524148.531	1771524148.531	1771524148.531
229	200.000	-0.010	199.998	1.064	3.885	1.328	1771524148.789	1771524148.789	1771524148.789	1771524148.789	1771524148.789	1771524148.789
230	200.000	0.014	199.998	5.412	1.242	1.328	1771524149.015	1771524149.015	1771524149.015	1771524149.015	1771524149.015	1771524149.015
231	200.000	0.023	199.996	3.467	4.776	1.328	1771524149.219	1771524149.219	1771524149.219	1771524149.219	1771524149.219	1771524149.219
232	200.000	-0.022	199.998	4.333	4.370	1.328	1771524149.396	1771524149.396	1771524149.396	1771524149.396	1771524149.396	1771524149.396
233	200.000	0.015	199.999	2.254	1.550	1.328	1771524149.615	1771524149.615	1771524149.615	1771524149.615	1771524149.615	1771524149.615
234	200.000	-0.034	200.000	3.370	1.032	1.328	1771524149.856	1771524149.856	1771524149.856	1771524149.856	1771524149.856	1771524149.856
235	200.000	0.038	199.998	5.081	4.472	1.328	1771524150.092	1771524150.092	1771524150.092	1771524150.092	1771524150.092	1771524150.092
236	200.000	0.025	199.999	1.152	1.764	1.328	1771524150.336	1771524150.336	1771524150.336	1771524150.336	1771524150.336	1771524150.336
237	200.000	-0.041	200.000	4.444	1.092	1.328	1771524150.522	1771524150.522	1771524150.522	1771524150.522	1771524150.522	1771524150.522
238	200.000	0.003	199.998	3.588	4.746	1.328	1771524150.752	1771524150.752	1771524150.752	1771524150.752	1771524150.752	1771524150.752
239	200.000	0.018	200.002	2.272	4.164	1.328	1771524151.002	1771524151.002	1771524151.002	1771524151.002	1771524151.002	1771524151.002
240	200.000	-0.025	200.001	5.234	1.267	1.328	1771524151.228	1771524151.228	1771524151.228	1771524151.228	1771524151.228	1771524151.228
241	200.000	0.007	199.996	2.605	4.922	1.328	1771524151.420	1771524151.420	1771524151.420	1771524151.420	1771524151.420	1771524151.420
242	200.000	0.046	200.002	4.713	4.373	1.328	1771524151.640	1771524151.640	1771524151.640	1771524151.640	1771524151.640	1771524151.640
243	200.000	-0.007	200.002	2.348	1.537	1.328	1771524151.797	1771524151.797	1771524151.797	1771524151.797	1771524151.797	1771524151.797
244	200.000	-0.013	199.996	4.691	1.151	1.328	1771524152.022	1771524152.022	1771524152.022	1771524152.022	1771524152.022	1771524152.022
245	200.000	-0.052	200.003	4.306	4.548	1.328	1771524152.296	1771524152.296	1771524152.296	1771524152.296	1771524152.296	1771524152.296
246	200.000	-0.018	199.999	0.826	3.655	1.328	1771524152.509	1771524152.509	1771524152.509	1771524152.509	1771524152.509	1771524152.509
247	200.000	0.033	199.999	5.444	1.283	1.328	1771524152.701	1771524152.701	1771524152.701	1771524152.701	1771524152.701	1771524152.701
248	200.000	0.056	199.998	1.772	5.183	1.328	1771524152.878	1771524152.878	1771524152.878	1771524152.878	1771524152.878	1771524152.878
249	200.000	-0.016	199.998	5.155	4.415	1.328	1771524153.055	1771524153.055	1771524153.055	1771524153.055	1771524153.055	1771524153.055
250	200.000	0.007	199.998	0.436	2.657	1.328	1771524153.280	1771524153.280	1771524153.280	1771524153.280	1771524153.280	1771524153.280
251	200.000	-0.020	200.000	4.617	1.193	1.328	1771524153.503	1771524153.503	1771524153.503	1771524153.503	1771524153.503	1771524153.503
252	200.000	-0.001	200.000	3.801	4.684	1.328	1771524153.728	1771524153.728	1771524153.728	1771524153.728	1771524153.728	1771524153.728
253	200.000	0.049	199.997	2.139	4.209	1.328	1771524153.945	1771524153.945	1771524153.945	1771524153.945	1771524153.945	1771524153.945
254	200.000	0.004	200.001	5.157	1.286	1.328	1771524154.198	1771524154.198	1771524154.198	1771524154.198	1771524154.198	1771524154.198
255	200.000	-0.033	199.997	2.178	4.937	1.328	1771524154.385	1771524154.385	1771524154.385	1771524154.385	1771524154.385	1771524154.385
256	200.000	0.016	199.996	4.885	4.477	1.328	1771524154.591	1771524154.591	1771524154.591	1771524154.591	1771524154.591	1771524154.591
257	200.000	0.007	199.996	2.450	1.470	1.328	1771524154.832	1771524154.832	1771524154.832	1771524154.832	1771524154.832	1771524154.832
258	200.000	-0.086	199.999	2.775	0.978	1.328	1771524155.083	1771524155.083	1771524155.083	1771524155.083	1771524155.083	1771524155.083
259	200.000	0.086	200.001	5.018	4.450	1.328	1771524155.310	1771524155.310	1771524155.310	1771524155.310	1771524155.310	1771524155.310
260	200.000	-0.039	200.001	1.615	1.518	1.328	1771524155.560	1771524155.560	1771524155.560	1771524155.560	1771524155.560	1771524155.560
261	200.000	-0.013	200.005	4.049	1.155	1.328	1771524155.773	1771524155.773	1771524155.773	1771524155.773	1771524155.773	1771524155.773
262	200.000	-0.015	199.999	4.723	4.644	1.328	1771524155.967	1771524155.967	1771524155.967	1771524155.967	1771524155.967	1771524155.967
263	200.000	0.002	200.001	2.448	4.300	1.328	1771524156.192	1771524156.192	1771524156.192	1771524156.192	1771524156.192	1771524156.192
264	200.000	-0.001	200.003	5.212	1.293	1.328	1771524156.378	1771524156.378	1771524156.378	1771524156.378	1771524156.378	1771524156.378
265	200.000	-0.070	199.993	1.132	6.143	1.328	1771524156.601	1771524156.601	1771524156.601	1771524156.601	1771524156.601	1771524156.601
266	200.000	-0.004	200.000	4.485	4.431	1.328	1771524156.860	1771524156.860	1771524156.860	1771524156.860	1771524156.860	1771524156.860
267	200.000	0.031	200.001	3.784	1.349	1.328	1771524157.124	1771524157.124	1771524157.124	1771524157.124	1771524157.124	1771524157.124
268	200.000	0.011	200.001	1.082	6.183	1.328	1771524157.350	1771524157.350	1771524157.350	1771524157.350	1771524157.350	1771524157.350
269	200.000	-0.050	200.000	5.071	4.478	1.328	1771524157.535	1771524157.535	1771524157.535	1771524157.535	1771524157.535	1771524157.535
270	200.000	0.041	199.999	0.369	2.668	1.328	1771524157.731	1771524157.731	1771524157.731	1771524157.731	1771524157.731	1771524157.731
271	200.000	0.017	199.999	4.631	1.198	1.328	1771524157.975	1771524157.975	1771524157.975	1771524157.975	1771524157.975	1771524157.975
272	200.000	-0.027	199.998	4.537	4.644	1.328	1771524158.223	1771524158.223	1771524158.223	1771524158.223	1771524158.223	1771524158.223
273	200.000	-0.054	199.999	0.952	4.123	1.328	1771524158.445	1771524158.445	1771524158.445	1771524158.445	1771524158.445	1771524158.445
274	200.000	-0.023	199.997	5.355	1.241	1.328	1771524158.662	1771524158.662	1771524158.662	1771524158.662	1771524158.662	1771524158.662
275	200.000	0.025	200.002	3.311	4.713	1.328	1771524158.936	1771524158.936	1771524158.936	1771524158.936	1771524158.936	1771524158.936
276	200.000	0.029	200.000	1.772	4.232	1.328	1771524159.177	1771524159.177	1771524159.177	1771524159.177	1771524159.177	1771524159.177
277	200.000	-0.123	200.002	5.382	1.259	1.328	1771524159.388	1771524159.388	1771524159.388	1771524159.388	1771524159.388	1771524159.388
278	200.000	0.015	200.000	2.352	4.936	1.328	1771524159.592	1771524159.592	1771524159.592	1771524159.592	1771524159.592	1771524159.592
279	200.000	-0.014	199.999	4.774	4.417	1.328	1771524159.808	1771524159.808	1771524159.808	1771524159.808	1771524159.808	1771524159.808
280	200.000	0.055	200.000	3.434	1.283	1.328	1771524160.030	1771524160.030	1771524160.030	1771524160.030	1771524160.030	1771524160.030
281	200.000	-0.051	200.000	2.612	1.050	1.328	1771524160.241	1771524160.241	1771524160.241	1771524160.241	1771524160.241	1771524160.241
282	200.000	0.010	199.997	4.823	4.490	1.328	1771524160.466	1771524160.466	1771524160.466	1771524160.466	1771524160.466	1771524160.466
283	200.000	-0.034	199.998	1.459	4.239	1.328	1771524160.653	1771524160.653	1771524160.653	1771524160.653	1771524160.653	1771524160.653
284	200.000	-0.007	200.000	5.248	1.345	1.328	1771524160.830	1771524160.830	1771524160.830	1771524160.830	1771524160.830	1771524160.830
285	200.000	0.023	200.001	1.196	0.303	1.328	1771524161.041	1771524161.041	1771524161.041	1771524161.041	1771524161.041	1771524161.041
286	200.000	-0.018	200.002	4.571	4.411	1.328	1771524161.281	1771524161.281	1771524161.281	1771524161.281	1771524161.281	1771524161.281
287	200.000	0.008	200.001	3.033	1.321	1.328	1771524161.533	1771524161.533	1771524161.533	1771524161.533	1771524161.533	1771524161.533
288	200.000	-0.025	200.000	1.784	0.759	1.328	1771524161.758	1771524161.758	1771524161.758	1771524161.758	1771524161.758	1771524161.758
289	200.000	-0.000	199.999	5.107	4.513	1.328	1771524161.949	1771524161.949	1771524161.949	1771524161.949	1771524161.949	1771524161.949
290	200.000	0.047	200.000	1.235	4.179	1.328	1771524162.144	1771524162.144	1771524162.144	1771524162.144	1771524162.144	1771524162.144
291	200.000	-0.049	199.998	5.423	1.335	1.328	1771524162.356	1771524162.356	1771524162.356	1771524162.356	1771524162.356	1771524162.356
292	200.000	-0.074	200.001	2.729	4.781	1.328	1771524162.605	1771524162.605	1771524162.605	1771524162.605	1771524162.605	1771524162.605
293	200.000	0.007	200.004	3.474	4.339	1.328	1771524162.823	1771524162.823	1771524162.823	1771524162.823	1771524162.823	1771524162.823
294	200.000	-0.047	200.000	4.399	1.338	1.328	1771524163.043	1771524163.043	1771524163.043	1771524163.043	1771524163.043	1771524163.043
295	200.000	-0.016	199.997	1.806	0.780	1.328	1771524163.233	1771524163.233	1771524163.233	1771524163.233	1771524163.233	1771524163.233
296	200.000	0.032	200.002	5.014	4.527	1.328	1771524163.442	1771524163.442	1771524163.442	1771524163.442	1771524163.442	1771524163.442
297	200.000	-0.052	200.001	0.285	2.795	1.328	1771524163.666	1771524163.666	1771524163.666	1771524163.666	1771524163.666	1771524163.666
298	200.000	-0.013	200.002	5.350	1.302	1.328	1771524163.856	1771524163.856	1771524163.856	1771524163.856	1771524163.856	1771524163.856
299	200.000	-0.033	200.004	1.907	5.043	1.328	1771524164.056	1771524164.056	1771524164.056	1771524164.056	1771524164.056	1771524164.056
300	200.000	0.036	200.000	4.040	4.353	1.328	1771524164.309	1771524164.309	1771524164.309	1771524164.309	1771524164.309	1771524164.309
301	200.000	-0.014	199.999	4.483	1.276	1.328	1771524164.560	1771524164.560	1771524164.560	1771524164.560	1771524164.560	1771524164.560
302	200.000	0.023	199.999	1.525	5.097	1.328	1771524164.798	1771524164.798	1771524164.798	1771524164.798	1771524164.798	1771524164.798
303	200.000	-0.011	199.997	4.473	4.428	1.328	1771524165.000	1771524165.000	1771524165.000	1771524165.000	1771524165.000	1771524165.000
304	200.000	-0.075	199.998	2.519	1.415	1.328	1771524165.233	1771524165.233	1771524165.233	1771524165.233	1771524165.233	1771524165.233
305	200.000	0.019	200.003	3.047	1.054	1.328	1771524165.429	1771524165.429	1771524165.429	1771524165.429	1771524165.429	1771524165.429
306	200.000	-0.020	200.000	4.601	4.603	1.328	1771524165.685	1771524165.685	1771524165.685	1771524165.685	1771524165.685	1771524165.685
307	200.000	-0.055	199.999	1.227	1.565	1.328	1771524165.934	1771524165.934	1771524165.934	1771524165.934	1771524165.934	1771524165.934
308	200.000	-0.048	199.999	4.128	1.208	1.328	1771524166.197	1771524166.197	1771524166.197	1771524166.197	1771524166.197	1771524166.197
309	200.000	-0.003	200.000	4.811	4.485	1.328	1771524166.469	1771524166.469	1771524166.469	1771524166.469	1771524166.469	1771524166.469
310	200.000	0.038	200.000	1.205	1.559	1.328	1771524166.671	1771524166.671	1771524166.671	1771524166.671	1771524166.671	1771524166.671
311	200.000	-0.040	200.000	4.852	1.186	1.328	1771524166.855	1771524166.855	1771524166.855	1771524166.855	1771524166.855	1771524166.855
312	200.000	0.051	200.001	2.936	4.803	1.328	1771524167.071	1771524167.071	1771524167.071	1771524167.071	1771524167.071	1771524167.071
313	200.000	-0.001	199.999	3.245	4.394	1.328	1771524167.296	1771524167.296	1771524167.296	1771524167.296	1771524167.296	1771524167.296
314	200.000	0.105	199.998	4.313	1.335	1.328	1771524167.478	1771524167.478	1771524167.478	1771524167.478	1771524167.478	1771524167.478
315	200.000	0.007	200.000	2.845	1.044	1.328	1771524167.696	1771524167.696	1771524167.696	1771524167.696	1771524167.696	1771524167.696
316	200.000	-0.012	200.004	4.972	4.482	1.328	1771524167.950	1771524167.950	1771524167.950	1771524167.950	1771524167.950	1771524167.950
317	200.000	0.002	199.999	1.776	1.480	1.328	1771524168.179	1771524168.179	1771524168.179	1771524168.179	1771524168.179	1771524168.179
318	200.000	0.027	200.000	3.621	1.123	1.328	1771524168.403	1771524168.403	1771524168.403	1771524168.403	1771524168.403	1771524168.403
319	200.000	-0.030	200.000	4.618	4.544	1.328	1771524168.616	1771524168.616	1771524168.616	1771524168.616	1771524168.616	1771524168.616
320	200.000	-0.082	200.000	1.570	4.221	1.328	1771524168.863	1771524168.863	1771524168.863	1771524168.863	1771524168.863	1771524168.863
321	200.000	0.023	200.000	5.266	1.297	1.328	1771524169.062	1771524169.062	1771524169.062	1771524169.062	1771524169.062	1771524169.062
322	200.000	0.010	200.004	2.910	4.739	1.328	1771524169.307	1771524169.307	1771524169.307	1771524169.307	1771524169.307	1771524169.307
323	200.000	0.019	200.000	2.855	4.296	1.328	1771524169.566	1771524169.566	1771524169.566	1771524169.566	1771524169.566	1771524169.566
324	200.000	0.041	200.001	5.103	1.278	1.328	1771524169.800	1771524169.800	1771524169.800	1771524169.800	1771524169.800	1771524169.800
325	200.000	-0.066	200.000	1.326	5.088	1.328	1771524169.960	1771524169.960	1771524169.960	1771524169.960	1771524169.960	1771524169.960
326	200.000	0.008	200.000	4.880	4.442	1.328	1771524170.144	1771524170.144	1771524170.144	1771524170.144	1771524170.144	1771524170.144
327	200.000	0.016	199.997	0.639	4.060	1.328	1771524170.378	1771524170.378	1771524170.378	1771524170.378	1771524170.378	1771524170.378
328	200.000	0.047	199.999	4.067	1.141	1.328	1771524170.630	1771524170.630	1771524170.630	1771524170.630	1771524170.630	1771524170.630
329	200.000	-0.094	200.002	4.380	4.541	1.328	1771524170.815	1771524170.815	1771524170.815	1771524170.815	1771524170.815	1771524170.815
330	200.000	-0.074	200.001	2.949	4.341	1.328	1771524171.021	1771524171.021	1771524171.021	1771524171.021	1771524171.021	1771524171.021
331	200.000	0.001	199.998	4.788	1.307	1.328	1771524171.289	1771524171.289	1771524171.289	1771524171.289	1771524171.289	1771524171.289
332	200.000	0.003	199.998	2.369	4.839	1.328	1771524171.526	1771524171.526	1771524171.526	1771524171.526	1771524171.526	1771524171.526
333	200.000	0.018	200.003	3.951	4.395	1.328	1771524171.744	1771524171.744	1771524171.744	1771524171.744	1771524171.744	1771524171.744
334	200.000	-0.046	200.000	3.478	1.291	1.328	1771524171.949	1771524171.949	1771524171.949	1771524171.949	1771524171.949	1771524171.949
335	200.000	-0.028	199.999	0.947	0.353	1.328	1771524172.214	1771524172.214	1771524172.214	1771524172.214	1771524172.214	1771524172.214
336	200.000	0.017	200.001	4.824	4.447	1.328	1771524172.415	1771524172.415	1771524172.415	1771524172.415	1771524172.415	1771524172.415
337	200.000	0.001	200.002	1.583	1.382	1.328	1771524172.650	1771524172.650	1771524172.650	1771524172.650	1771524172.650	1771524172.650
338	200.000	-0.038	199.995	3.586	1.162	1.328	1771524172.894	1771524172.894	1771524172.894	1771524172.894	1771524172.894	1771524172.894
339	200.000	0.044	200.003	4.749	4.526	1.328	1771524173.111	1771524173.111	1771524173.111	1771524173.111	1771524173.111	1771524173.111
340	200.000	0.011	200.001	0.412	2.246	1.328	1771524173.355	1771524173.355	1771524173.355	1771524173.355	1771524173.355	1771524173.355
341	200.000	-0.054	200.002	5.068	1.278	1.328	1771524173.574	1771524173.574	1771524173.574	1771524173.574	1771524173.574	1771524173.574
342	200.000	-0.085	200.000	3.975	4.575	1.328	1771524173.805	1771524173.805	1771524173.805	1771524173.805	1771524173.805	1771524173.805
343	200.000	-0.097	200.002	1.716	4.337	1.328	1771524174.084	1771524174.084	1771524174.084	1771524174.084	1771524174.084	1771524174.084
344	200.000	0.039	200.000	5.202	1.207	1.328	1771524174.273	1771524174.273	1771524174.273	1771524174.273	1771524174.273	1771524174.273
345	200.000	0.033	200.000	1.998	4.811	1.328	1771524174.470	1771524174.470	1771524174.470	1771524174.470	1771524174.470	1771524174.470
346	200.000	0.023	199.999	4.093	4.382	1.328	1771524174.724	1771524174.724	1771524174.724	1771524174.724	1771524174.724	1771524174.724
347	200.000	-0.009	199.999	4.389	1.268	1.328	1771524174.983	1771524174.983	1771524174.983	1771524174.983	1771524174.983	1771524174.983
348	200.000	-0.000	199.997	1.524	4.938	1.328	1771524175.222	1771524175.222	1771524175.222	1771524175.222	1771524175.222	1771524175.222
349	200.000	-0.035	200.001	3.961	4.349	1.328	1771524175.471	1771524175.471	1771524175.471	1771524175.471	1771524175.471	1771524175.471
350	200.000	-0.017	199.996	3.890	1.215	1.328	1771524175.675	1771524175.675	1771524175.675	1771524175.675	1771524175.675	1771524175.675
351	200.000	0.103	199.994	1.449	0.826	1.328	1771524175.907	1771524175.907	1771524175.907	1771524175.907	1771524175.907	1771524175.907
352	200.000	-0.017	200.000	5.152	4.470	1.328	1771524176.096	1771524176.096	1771524176.096	1771524176.096	1771524176.096	1771524176.096
353	200.000	-0.024	199.999	0.796	1.558	1.328	1771524176.367	1771524176.367	1771524176.367	1771524176.367	1771524176.367	1771524176.367
354	200.000	-0.001	200.001	3.506	1.193	1.328	1771524176.584	1771524176.584	1771524176.584	1771524176.584	1771524176.584	1771524176.584
355	200.000	-0.002	199.999	4.584	4.584	1.328	1771524176.825	1771524176.825	1771524176.825	1771524176.825	1771524176.825	1771524176.825
356	200.000	-0.001	200.000	0.825	4.268	1.328	1771524177.054	1771524177.054	1771524177.054	1771524177.054	1771524177.054	1771524177.054
357	200.000	0.041	199.995	5.043	1.204	1.328	1771524177.286	1771524177.286	1771524177.286	1771524177.286	1771524177.286	1771524177.286
358	200.000	0.000	200.003	3.260	4.614	1.328	1771524177.511	1771524177.511	1771524177.511	1771524177.511	1771524177.511	1771524177.511
359	200.000	-0.016	200.005	3.033	4.423	1.328	1771524177.731	1771524177.731	1771524177.731	1771524177.731	1771524177.731	1771524177.731
360	200.000	0.020	199.998	5.164	1.301	1.328	1771524177.980	1771524177.980	1771524177.980	1771524177.980	1771524177.980	1771524177.980
361	200.000	0.047	199.998	2.003	4.831	1.328	1771524178.243	1771524178.243	1771524178.243	1771524178.243	1771524178.243	1771524178.243
362	200.000	-0.077	200.000	2.836	4.416	1.328	1771524178.475	1771524178.475	1771524178.475	1771524178.475	1771524178.475	1771524178.475
363	200.000	0.001	200.004	5.175	1.278	1.328	1771524178.701	1771524178.701	1771524178.701	1771524178.701	1771524178.701	1771524178.701
364	200.000	0.020	200.002	0.934	5.077	1.328	1771524178.934	1771524178.934	1771524178.934	1771524178.934	1771524178.934	1771524178.934
365	200.000	-0.025	200.000	4.112	4.431	1.328	1771524179.174	1771524179.174	1771524179.174	1771524179.174	1771524179.174	1771524179.174
366	200.000	0.019	199.999	4.104	1.278	1.328	1771524179.412	1771524179.412	1771524179.412	1771524179.412	1771524179.412	1771524179.412
367	200.000	-0.012	200.002	0.673	5.792	1.328	1771524179.656	1771524179.656	1771524179.656	1771524179.656	1771524179.656	1771524179.656
368	200.000	0.014	200.002	4.612	4.419	1.328	1771524179.877	1771524179.877	1771524179.877	1771524179.877	1771524179.877	1771524179.877
369	200.000	0.026	200.001	2.137	1.158	1.328	1771524180.094	1771524180.094	1771524180.094	1771524180.094	1771524180.094	1771524180.094
370	200.000	0.033	199.999	4.580	1.179	1.328	1771524180.264	1771524180.264	1771524180.264	1771524180.264	1771524180.264	1771524180.264
371	200.000	-0.022	200.001	4.130	4.505	1.328	1771524180.495	1771524180.495	1771524180.495	1771524180.495	1771524180.495	1771524180.495
372	200.000	0.015	199.999	2.009	4.341	1.328	1771524180.744	1771524180.744	1771524180.744	1771524180.744	1771524180.744	1771524180.744
373	200.000	0.036	200.001	5.483	1.176	1.328	1771524180.969	1771524180.969	1771524180.969	1771524180.969	1771524180.969	1771524180.969
374	200.000	-0.019	200.002	2.490	4.718	1.328	1771524181.170	1771524181.170	1771524181.170	1771524181.170	1771524181.170	1771524181.170
375	200.000	-0.004	200.000	4.449	4.405	1.328	1771524181.382	1771524181.382	1771524181.382	1771524181.382	1771524181.382	1771524181.382
376	200.000	-0.059	199.996	4.298	1.229	1.328	1771524181.651	1771524181.651	1771524181.651	1771524181.651	1771524181.651	1771524181.651
377	200.000	-0.034	200.004	0.842	0.341	1.328	1771524181.842	1771524181.842	1771524181.842	1771524181.842	1771524181.842	1771524181.842
378	200.000	-0.074	199.999	5.029	4.419	1.328	1771524182.074	1771524182.074	1771524182.074	1771524182.074	1771524182.074	1771524182.074
379	200.000	0.017	200.001	2.164	1.203	1.328	1771524182.312	1771524182.312	1771524182.312	1771524182.312	1771524182.312	1771524182.312
380	200.000	-0.038	200.000	3.581	1.106	1.328	1771524182.534	1771524182.534	1771524182.534	1771524182.534	1771524182.534	1771524182.534
381	200.000	0.003	199.999	4.617	4.511	1.328	1771524182.738	1771524182.738	1771524182.738	1771524182.738	1771524182.738	1771524182.738
382	200.000	-0.014	199.996	2.541	4.418	1.328	1771524182.931	1771524182.931	1771524182.931	1771524182.931	1771524182.931	1771524182.931
383	200.000	-0.047	200.002	5.138	1.229	1.328	1771524183.185	1771524183.185	1771524183.185	1771524183.185	1771524183.185	1771524183.185
384	200.000	-0.014	200.000	2.510	4.644	1.328	1771524183.451	1771524183.451	1771524183.451	1771524183.451	1771524183.451	1771524183.451
385	200.000	-0.072	200.000	2.848	4.308	1.328	1771524183.677	1771524183.677	1771524183.677	1771524183.677	1771524183.677	1771524183.677
386	200.000	-0.018	200.003	5.425	1.141	1.328	1771524183.904	1771524183.904	1771524183.904	1771524183.904	1771524183.904	1771524183.904
387	200.000	0.031	200.004	1.074	5.107	1.328	1771524184.106	1771524184.106	1771524184.106	1771524184.106	1771524184.106	1771524184.106
388	200.000	0.013	200.001	4.341	4.407	1.328	1771524184.373	1771524184.373	1771524184.373	1771524184.373	1771524184.373	1771524184.373
389	200.000	-0.025	200.003	4.420	1.193	1.328	1771524184.596	1771524184.596	1771524184.596	1771524184.596	1771524184.596	1771524184.596
390	200.000	-0.037	199.999	1.584	0.909	1.328	1771524184.792	1771524184.792	1771524184.792	1771524184.792	1771524184.792	1771524184.792
391	200.000	0.060	199.999	4.748	4.442	1.328	1771524185.088	1771524185.088	1771524185.088	1771524185.088	1771524185.088	1771524185.088
392	200.000	-0.053	200.006	3.249	1.190	1.328	1771524185.313	1771524185.313	1771524185.313	1771524185.313	1771524185.313	1771524185.313
393	200.000	0.058	199.998	2.712	1.174	1.328	1771524185.529	1771524185.529	1771524185.529	1771524185.529	1771524185.529	1771524185.529
