Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)
394	200.000	-0.011	199.995	4.797	4.424	1.328	1771524185.733	1771524185.733	1771524185.733	1771524185.733	1771524185.733	1771524185.733
395	200.000	0.052	199.999	0.458	0.519	1.328	1771524185.989	1771524185.989	1771524185.989	1771524185.989	1771524185.989	1771524185.989
396	200.000	0.017	200.001	5.554	1.185	1.328	1771524186.182	1771524186.182	1771524186.182	1771524186.182	1771524186.182	1771524186.182
397	200.000	-0.026	199.999	3.604	4.544	1.328	1771524186.425	1771524186.425	1771524186.425	1771524186.425	1771524186.425	1771524186.425
398	200.000	0.041	200.001	1.404	4.477	1.328	1771524186.677	1771524186.677	1771524186.677	1771524186.677	1771524186.677	1771524186.677
399	200.000	0.070	200.000	5.559	1.205	1.328	1771524186.871	1771524186.871	1771524186.871	1771524186.871	1771524186.871	1771524186.871
400	200.000	-0.059	200.000	1.695	4.782	1.328	1771524187.127	1771524187.127	1771524187.127	1771524187.127	1771524187.127	1771524187.127
401	200.000	-0.006	200.000	3.366	4.443	1.328	1771524187.370	1771524187.370	1771524187.370	1771524187.370	1771524187.370	1771524187.370
402	200.000	-0.011	199.997	4.980	1.266	1.328	1771524187.607	1771524187.607	1771524187.607	1771524187.607	1771524187.607	1771524187.607
403	200.000	0.054	200.002	0.672	6.159	1.328	1771524187.794	1771524187.794	1771524187.794	1771524187.794	1771524187.794	1771524187.794
404	200.000	-0.017	200.005	4.869	4.424	1.328	1771524188.006	1771524188.006	1771524188.006	1771524188.006	1771524188.006	1771524188.006
405	200.000	0.020	199.997	1.240	1.100	1.328	1771524188.236	1771524188.236	1771524188.236	1771524188.236	1771524188.236	1771524188.236
406	200.000	0.072	199.998	4.277	1.228	1.328	1771524188.434	1771524188.434	1771524188.434	1771524188.434	1771524188.434	1771524188.434
407	200.000	0.016	199.996	3.907	4.508	1.328	1771524188.686	1771524188.686	1771524188.686	1771524188.686	1771524188.686	1771524188.686
408	200.000	0.071	199.999	0.985	4.559	1.328	1771524188.937	1771524188.937	1771524188.937	1771524188.937	1771524188.937	1771524188.937
409	200.000	0.027	199.995	5.087	1.177	1.328	1771524189.162	1771524189.162	1771524189.162	1771524189.162	1771524189.162	1771524189.162
410	200.000	-0.002	200.004	3.413	4.461	1.328	1771524189.360	1771524189.360	1771524189.360	1771524189.360	1771524189.360	1771524189.360
411	200.000	-0.033	200.003	2.936	4.437	1.328	1771524189.625	1771524189.625	1771524189.625	1771524189.625	1771524189.625	1771524189.625
412	200.000	0.019	200.000	5.434	1.152	1.328	1771524189.872	1771524189.872	1771524189.872	1771524189.872	1771524189.872	1771524189.872
413	200.000	0.058	199.998	2.505	4.537	1.328	1771524190.140	1771524190.140	1771524190.140	1771524190.140	1771524190.140	1771524190.140
414	200.000	0.016	199.998	2.668	4.464	1.328	1771524190.360	1771524190.360	1771524190.360	1771524190.360	1771524190.360	1771524190.360
415	200.000	-0.015	200.000	4.740	1.195	1.328	1771524190.569	1771524190.569	1771524190.569	1771524190.569	1771524190.569	1771524190.569
416	200.000	0.003	199.998	0.801	4.941	1.328	1771524190.838	1771524190.838	1771524190.838	1771524190.838	1771524190.838	1771524190.838
417	200.000	0.002	199.998	3.993	4.371	1.328	1771524191.072	1771524191.072	1771524191.072	1771524191.072	1771524191.072	1771524191.072
418	200.000	0.035	200.000	3.611	1.164	1.328	1771524191.234	1771524191.234	1771524191.234	1771524191.234	1771524191.234	1771524191.234
419	200.000	0.046	199.998	4.231	1.217	1.328	1771524191.430	1771524191.430	1771524191.430	1771524191.430	1771524191.430	1771524191.430
420	200.000	0.072	200.001	4.512	4.380	1.328	1771524191.707	1771524191.707	1771524191.707	1771524191.707	1771524191.707	1771524191.707
421	200.000	-0.044	200.000	0.520	0.642	1.328	1771524191.948	1771524191.948	1771524191.948	1771524191.948	1771524191.948	1771524191.948
422	200.000	-0.007	199.999	5.197	1.242	1.328	1771524192.122	1771524192.122	1771524192.122	1771524192.122	1771524192.122	1771524192.122
423	200.000	0.065	199.999	2.188	4.468	1.328	1771524192.312	1771524192.312	1771524192.312	1771524192.312	1771524192.312	1771524192.312
424	200.000	-0.024	199.997	3.874	4.375	1.328	1771524192.574	1771524192.574	1771524192.574	1771524192.574	1771524192.574	1771524192.574
425	200.000	-0.051	199.999	3.807	1.143	1.328	1771524192.774	1771524192.774	1771524192.774	1771524192.774	1771524192.774	1771524192.774
426	200.000	-0.029	200.001	1.053	0.839	1.328	1771524192.990	1771524192.990	1771524192.990	1771524192.990	1771524192.990	1771524192.990
427	200.000	0.013	200.002	4.697	4.344	1.328	1771524193.187	1771524193.187	1771524193.187	1771524193.187	1771524193.187	1771524193.187
428	200.000	-0.019	200.000	0.303	6.069	1.328	1771524193.473	1771524193.473	1771524193.473	1771524193.473	1771524193.473	1771524193.473
429	200.000	0.006	200.000	3.888	1.172	1.328	1771524193.671	1771524193.671	1771524193.671	1771524193.671	1771524193.671	1771524193.671
430	200.000	0.031	199.998	4.144	4.469	1.328	1771524193.899	1771524193.899	1771524193.899	1771524193.899	1771524193.899	1771524193.899
431	200.000	-0.024	199.999	1.570	4.490	1.328	1771524194.143	1771524194.143	1771524194.143	1771524194.143	1771524194.143	1771524194.143
432	200.000	-0.005	200.003	5.281	1.264	1.328	1771524194.382	1771524194.382	1771524194.382	1771524194.382	1771524194.382	1771524194.382
433	200.000	0.046	199.999	3.493	4.445	1.328	1771524194.618	1771524194.618	1771524194.618	1771524194.618	1771524194.618	1771524194.618
434	200.000	0.013	199.997	3.209	4.439	1.328	1771524194.818	1771524194.818	1771524194.818	1771524194.818	1771524194.818	1771524194.818
435	200.000	-0.056	199.997	4.966	1.270	1.328	1771524195.081	1771524195.081	1771524195.081	1771524195.081	1771524195.081	1771524195.081
436	200.000	0.040	200.002	1.880	4.587	1.328	1771524195.328	1771524195.328	1771524195.328	1771524195.328	1771524195.328	1771524195.328
437	200.000	0.043	200.002	3.103	4.433	1.328	1771524195.587	1771524195.587	1771524195.587	1771524195.587	1771524195.587	1771524195.587
438	200.000	0.049	200.001	5.051	1.210	1.328	1771524195.801	1771524195.801	1771524195.801	1771524195.801	1771524195.801	1771524195.801
439	200.000	-0.015	200.000	0.522	5.202	1.328	1771524196.008	1771524196.008	1771524196.008	1771524196.008	1771524196.008	1771524196.008
440	200.000	0.012	200.001	4.212	4.451	1.328	1771524196.263	1771524196.263	1771524196.263	1771524196.263	1771524196.263	1771524196.263
441	200.000	0.008	199.997	3.819	1.165	1.328	1771524196.499	1771524196.499	1771524196.499	1771524196.499	1771524196.499	1771524196.499
442	200.000	0.073	200.003	2.301	1.173	1.328	1771524196.680	1771524196.680	1771524196.680	1771524196.680	1771524196.680	1771524196.680
443	200.000	-0.029	200.002	4.737	4.402	1.328	1771524196.905	1771524196.905	1771524196.905	1771524196.905	1771524196.905	1771524196.905
444	200.000	0.026	199.999	0.425	5.444	1.328	1771524197.150	1771524197.150	1771524197.150	1771524197.150	1771524197.150	1771524197.150
445	200.000	-0.035	199.997	4.461	1.203	1.328	1771524197.395	1771524197.395	1771524197.395	1771524197.395	1771524197.395	1771524197.395
446	200.000	-0.003	199.998	4.277	4.453	1.328	1771524197.618	1771524197.618	1771524197.618	1771524197.618	1771524197.618	1771524197.618
447	200.000	-0.008	200.000	2.234	4.552	1.328	1771524197.822	1771524197.822	1771524197.822	1771524197.822	1771524197.822	1771524197.822
448	200.000	0.038	199.999	4.986	1.258	1.328	1771524198.065	1771524198.065	1771524198.065	1771524198.065	1771524198.065	1771524198.065
449	200.000	0.017	199.998	2.082	4.511	1.328	1771524198.328	1771524198.328	1771524198.328	1771524198.328	1771524198.328	1771524198.328
450	200.000	0.003	199.998	2.749	4.479	1.328	1771524198.560	1771524198.560	1771524198.560	1771524198.560	1771524198.560	1771524198.560
451	200.000	0.006	199.998	5.294	1.242	1.328	1771524198.805	1771524198.805	1771524198.805	1771524198.805	1771524198.805	1771524198.805
452	200.000	-0.021	199.999	1.852	4.604	1.328	1771524199.033	1771524199.033	1771524199.033	1771524199.033	1771524199.033	1771524199.033
453	200.000	-0.016	200.003	3.452	4.464	1.328	1771524199.263	1771524199.263	1771524199.263	1771524199.263	1771524199.263	1771524199.263
454	200.000	0.055	199.997	4.311	1.195	1.328	1771524199.515	1771524199.515	1771524199.515	1771524199.515	1771524199.515	1771524199.515
455	200.000	0.003	199.996	1.090	4.564	1.328	1771524199.750	1771524199.750	1771524199.750	1771524199.750	1771524199.750	1771524199.750
456	200.000	-0.017	199.999	4.367	4.456	1.328	1771524199.963	1771524199.963	1771524199.963	1771524199.963	1771524199.963	1771524199.963
457	200.000	0.050	199.996	2.579	1.072	1.328	1771524200.209	1771524200.209	1771524200.209	1771524200.209	1771524200.209	1771524200.209
458	200.000	-0.014	199.998	1.329	1.240	1.328	1771524200.460	1771524200.460	1771524200.460	1771524200.460	1771524200.460	1771524200.460
459	200.000	-0.031	199.999	4.754	4.408	1.328	1771524200.656	1771524200.656	1771524200.656	1771524200.656	1771524200.656	1771524200.656
460	200.000	0.030	200.001	0.736	0.452	1.328	1771524200.875	1771524200.875	1771524200.875	1771524200.875	1771524200.875	1771524200.875
461	200.000	-0.059	200.002	4.796	1.307	1.328	1771524201.102	1771524201.102	1771524201.102	1771524201.102	1771524201.102	1771524201.102
462	200.000	-0.023	200.000	3.763	4.497	1.328	1771524201.334	1771524201.334	1771524201.334	1771524201.334	1771524201.334	1771524201.334
463	200.000	0.001	200.000	2.534	4.453	1.328	1771524201.515	1771524201.515	1771524201.515	1771524201.515	1771524201.515	1771524201.515
464	200.000	-0.032	200.000	4.787	1.257	1.328	1771524201.725	1771524201.725	1771524201.725	1771524201.725	1771524201.725	1771524201.725
465	200.000	-0.008	200.001	0.152	0.169	1.328	1771524201.983	1771524201.983	1771524201.983	1771524201.983	1771524201.983	1771524201.983
466	200.000	0.011	199.996	4.501	4.401	1.328	1771524202.189	1771524202.189	1771524202.189	1771524202.189	1771524202.189	1771524202.189
467	200.000	-0.013	199.998	2.325	1.032	1.328	1771524202.395	1771524202.395	1771524202.395	1771524202.395	1771524202.395	1771524202.395
468	200.000	0.070	199.997	2.771	1.279	1.328	1771524202.641	1771524202.641	1771524202.641	1771524202.641	1771524202.641	1771524202.641
469	200.000	-0.044	199.998	4.611	4.467	1.328	1771524202.918	1771524202.918	1771524202.918	1771524202.918	1771524202.918	1771524202.918
470	200.000	-0.018	200.000	1.210	0.978	1.328	1771524203.128	1771524203.128	1771524203.128	1771524203.128	1771524203.128	1771524203.128
471	200.000	0.018	199.998	3.265	1.332	1.328	1771524203.405	1771524203.405	1771524203.405	1771524203.405	1771524203.405	1771524203.405
472	200.000	0.040	200.000	4.450	4.449	1.328	1771524203.650	1771524203.650	1771524203.650	1771524203.650	1771524203.650	1771524203.650
473	200.000	-0.068	199.997	2.048	1.067	1.328	1771524203.896	1771524203.896	1771524203.896	1771524203.896	1771524203.896	1771524203.896
474	200.000	0.026	200.001	2.123	1.376	1.328	1771524204.151	1771524204.151	1771524204.151	1771524204.151	1771524204.151	1771524204.151
475	200.000	0.017	200.003	4.656	4.440	1.328	1771524204.385	1771524204.385	1771524204.385	1771524204.385	1771524204.385	1771524204.385
476	200.000	-0.045	200.000	1.798	1.151	1.328	1771524204.638	1771524204.638	1771524204.638	1771524204.638	1771524204.638	1771524204.638
477	200.000	-0.071	199.997	3.967	1.360	1.328	1771524204.832	1771524204.832	1771524204.832	1771524204.832	1771524204.832	1771524204.832
478	200.000	0.030	199.998	4.596	4.480	1.328	1771524205.079	1771524205.079	1771524205.079	1771524205.079	1771524205.079	1771524205.079
479	200.000	-0.034	200.002	0.462	6.053	1.328	1771524205.346	1771524205.346	1771524205.346	1771524205.346	1771524205.346	1771524205.346
480	200.000	-0.063	200.000	4.365	1.289	1.328	1771524205.562	1771524205.562	1771524205.562	1771524205.562	1771524205.562	1771524205.562
481	200.000	0.019	200.002	3.980	4.432	1.328	1771524205.747	1771524205.747	1771524205.747	1771524205.747	1771524205.747	1771524205.747
482	200.000	0.001	200.000	3.703	4.403	1.328	1771524205.999	1771524205.999	1771524205.999	1771524205.999	1771524205.999	1771524205.999
483	200.000	-0.023	200.002	5.289	1.175	1.328	1771524206.231	1771524206.231	1771524206.231	1771524206.231	1771524206.231	1771524206.231
484	200.000	0.021	200.000	2.002	4.519	1.328	1771524206.460	1771524206.460	1771524206.460	1771524206.460	1771524206.460	1771524206.460
485	200.000	0.051	200.000	3.881	4.462	1.328	1771524206.720	1771524206.720	1771524206.720	1771524206.720	1771524206.720	1771524206.720
486	200.000	-0.038	200.003	5.094	1.215	1.328	1771524206.966	1771524206.966	1771524206.966	1771524206.966	1771524206.966	1771524206.966
487	200.000	0.033	200.001	2.265	4.503	1.328	1771524207.234	1771524207.234	1771524207.234	1771524207.234	1771524207.234	1771524207.234
488	200.000	0.009	200.000	3.355	4.470	1.328	1771524207.474	1771524207.474	1771524207.474	1771524207.474	1771524207.474	1771524207.474
489	200.000	0.014	200.001	5.052	1.216	1.328	1771524207.700	1771524207.700	1771524207.700	1771524207.700	1771524207.700	1771524207.700
490	200.000	0.033	200.000	2.025	4.498	1.328	1771524207.945	1771524207.945	1771524207.945	1771524207.945	1771524207.945	1771524207.945
491	200.000	-0.031	200.000	3.903	4.393	1.328	1771524208.160	1771524208.160	1771524208.160	1771524208.160	1771524208.160	1771524208.160
492	200.000	-0.013	200.003	4.046	1.186	1.328	1771524208.387	1771524208.387	1771524208.387	1771524208.387	1771524208.387	1771524208.387
493	200.000	0.038	200.000	2.784	1.247	1.328	1771524208.560	1771524208.560	1771524208.560	1771524208.560	1771524208.560	1771524208.560
494	200.000	0.003	199.998	4.595	4.393	1.328	1771524208.764	1771524208.764	1771524208.764	1771524208.764	1771524208.764	1771524208.764
495	200.000	-0.079	199.997	0.653	5.047	1.328	1771524209.037	1771524209.037	1771524209.037	1771524209.037	1771524209.037	1771524209.037
496	200.000	-0.038	199.998	4.721	1.340	1.328	1771524209.281	1771524209.281	1771524209.281	1771524209.281	1771524209.281	1771524209.281
497	200.000	0.004	200.000	4.411	4.464	1.328	1771524209.556	1771524209.556	1771524209.556	1771524209.556	1771524209.556	1771524209.556
498	200.000	-0.023	199.995	0.482	5.722	1.328	1771524209.761	1771524209.761	1771524209.761	1771524209.761	1771524209.761	1771524209.761
499	200.000	-0.037	199.998	5.434	1.327	1.328	1771524209.961	1771524209.961	1771524209.961	1771524209.961	1771524209.961	1771524209.961
500	200.000	0.004	200.001	2.411	4.587	1.328	1771524210.211	1771524210.211	1771524210.211	1771524210.211	1771524210.211	1771524210.211
501	200.000	-0.004	200.001	2.749	4.504	1.328	1771524210.484	1771524210.484	1771524210.484	1771524210.484	1771524210.484	1771524210.484
502	200.000	-0.025	199.999	5.453	1.312	1.328	1771524210.713	1771524210.713	1771524210.713	1771524210.713	1771524210.713	1771524210.713
503	200.000	0.032	199.999	3.469	4.528	1.328	1771524210.978	1771524210.978	1771524210.978	1771524210.978	1771524210.978	1771524210.978
504	200.000	-0.029	200.002	2.201	4.585	1.328	1771524211.205	1771524211.205	1771524211.205	1771524211.205	1771524211.205	1771524211.205
505	200.000	-0.033	199.998	5.361	1.308	1.328	1771524211.473	1771524211.473	1771524211.473	1771524211.473	1771524211.473	1771524211.473
506	200.000	-0.005	199.999	3.378	4.522	1.328	1771524211.707	1771524211.707	1771524211.707	1771524211.707	1771524211.707	1771524211.707
507	200.000	0.074	199.997	3.291	4.514	1.328	1771524211.893	1771524211.893	1771524211.893	1771524211.893	1771524211.893	1771524211.893
508	200.000	-0.017	199.999	4.593	1.237	1.328	1771524212.150	1771524212.150	1771524212.150	1771524212.150	1771524212.150	1771524212.150
509	200.000	0.053	199.998	0.965	4.579	1.328	1771524212.386	1771524212.386	1771524212.386	1771524212.386	1771524212.386	1771524212.386
510	200.000	0.008	199.998	4.517	4.475	1.328	1771524212.572	1771524212.572	1771524212.572	1771524212.572	1771524212.572	1771524212.572
511	200.000	0.035	200.000	0.906	0.789	1.328	1771524212.753	1771524212.753	1771524212.753	1771524212.753	1771524212.753	1771524212.753
512	200.000	-0.005	200.001	5.131	1.259	1.328	1771524212.990	1771524212.990	1771524212.990	1771524212.990	1771524212.990	1771524212.990
513	200.000	0.083	199.999	4.197	4.486	1.328	1771524213.204	1771524213.204	1771524213.204	1771524213.204	1771524213.204	1771524213.204
514	200.000	0.030	200.000	2.991	4.529	1.328	1771524213.385	1771524213.385	1771524213.385	1771524213.385	1771524213.385	1771524213.385
515	200.000	-0.003	200.003	4.298	1.170	1.328	1771524213.581	1771524213.581	1771524213.581	1771524213.581	1771524213.581	1771524213.581
516	200.000	0.036	200.003	2.519	1.225	1.328	1771524213.791	1771524213.791	1771524213.791	1771524213.791	1771524213.791	1771524213.791
517	200.000	0.032	200.001	4.916	4.392	1.328	1771524213.989	1771524213.989	1771524213.989	1771524213.989	1771524213.989	1771524213.989
518	200.000	0.029	199.999	1.428	4.538	1.328	1771524214.207	1771524214.207	1771524214.207	1771524214.207	1771524214.207	1771524214.207
519	200.000	0.036	199.998	5.740	1.294	1.328	1771524214.416	1771524214.416	1771524214.416	1771524214.416	1771524214.416	1771524214.416
520	200.000	0.032	199.999	2.207	4.505	1.328	1771524214.668	1771524214.668	1771524214.668	1771524214.668	1771524214.668	1771524214.668
521	200.000	-0.042	199.997	2.982	4.483	1.328	1771524214.896	1771524214.896	1771524214.896	1771524214.896	1771524214.896	1771524214.896
522	200.000	0.043	199.998	5.007	1.224	1.328	1771524215.149	1771524215.149	1771524215.149	1771524215.149	1771524215.149	1771524215.149
523	200.000	-0.042	199.999	2.053	4.438	1.328	1771524215.381	1771524215.381	1771524215.381	1771524215.381	1771524215.381	1771524215.381
524	200.000	0.020	199.999	3.512	4.413	1.328	1771524215.656	1771524215.656	1771524215.656	1771524215.656	1771524215.656	1771524215.656
525	200.000	0.040	199.999	4.870	1.171	1.328	1771524215.890	1771524215.890	1771524215.890	1771524215.890	1771524215.890	1771524215.890
526	200.000	0.050	199.999	0.440	4.659	1.328	1771524216.092	1771524216.092	1771524216.092	1771524216.092	1771524216.092	1771524216.092
527	200.000	-0.047	199.996	4.724	4.370	1.328	1771524216.334	1771524216.334	1771524216.334	1771524216.334	1771524216.334	1771524216.334
528	200.000	-0.019	199.999	2.559	1.101	1.328	1771524216.590	1771524216.590	1771524216.590	1771524216.590	1771524216.590	1771524216.590
529	200.000	-0.041	200.002	1.668	1.285	1.328	1771524216.838	1771524216.838	1771524216.838	1771524216.838	1771524216.838	1771524216.838
530	200.000	0.005	199.998	4.653	4.408	1.328	1771524217.100	1771524217.100	1771524217.100	1771524217.100	1771524217.100	1771524217.100
531	200.000	0.009	200.002	2.313	1.068	1.328	1771524217.319	1771524217.319	1771524217.319	1771524217.319	1771524217.319	1771524217.319
532	200.000	-0.000	200.001	3.879	1.310	1.328	1771524217.519	1771524217.519	1771524217.519	1771524217.519	1771524217.519	1771524217.519
533	200.000	0.010	199.996	4.171	4.394	1.328	1771524217.711	1771524217.711	1771524217.711	1771524217.711	1771524217.711	1771524217.711
534	200.000	-0.021	200.000	3.236	4.454	1.328	1771524217.889	1771524217.889	1771524217.889	1771524217.889	1771524217.889	1771524217.889
535	200.000	0.002	199.999	4.287	1.191	1.328	1771524218.093	1771524218.093	1771524218.093	1771524218.093	1771524218.093	1771524218.093
536	200.000	0.024	199.999	1.330	1.216	1.328	1771524218.340	1771524218.340	1771524218.340	1771524218.340	1771524218.340	1771524218.340
537	200.000	0.018	199.999	4.619	4.387	1.328	1771524218.603	1771524218.603	1771524218.603	1771524218.603	1771524218.603	1771524218.603
538	200.000	0.019	199.997	3.242	1.041	1.328	1771524218.831	1771524218.831	1771524218.831	1771524218.831	1771524218.831	1771524218.831
539	200.000	0.039	200.002	1.989	1.209	1.328	1771524219.063	1771524219.063	1771524219.063	1771524219.063	1771524219.063	1771524219.063
540	200.000	0.027	199.998	4.865	4.371	1.328	1771524219.292	1771524219.292	1771524219.292	1771524219.292	1771524219.292	1771524219.292
541	200.000	0.020	200.001	0.470	5.783	1.328	1771524219.518	1771524219.518	1771524219.518	1771524219.518	1771524219.518	1771524219.518
542	200.000	0.031	200.001	5.034	1.317	1.328	1771524219.706	1771524219.706	1771524219.706	1771524219.706	1771524219.706	1771524219.706
543	200.000	0.024	199.998	3.164	4.423	1.328	1771524219.912	1771524219.912	1771524219.912	1771524219.912	1771524219.912	1771524219.912
544	200.000	0.073	199.999	3.968	4.446	1.328	1771524220.129	1771524220.129	1771524220.129	1771524220.129	1771524220.129	1771524220.129
545	200.000	-0.033	200.001	3.628	1.154	1.328	1771524220.342	1771524220.342	1771524220.342	1771524220.342	1771524220.342	1771524220.342
546	200.000	-0.001	199.999	0.510	1.085	1.328	1771524220.591	1771524220.591	1771524220.591	1771524220.591	1771524220.591	1771524220.591
547	200.000	-0.038	200.004	4.809	4.323	1.328	1771524220.774	1771524220.774	1771524220.774	1771524220.774	1771524220.774	1771524220.774
548	200.000	0.036	200.002	0.970	4.818	1.328	1771524220.957	1771524220.957	1771524220.957	1771524220.957	1771524220.957	1771524220.957
549	200.000	0.005	200.002	5.604	1.196	1.328	1771524221.130	1771524221.130	1771524221.130	1771524221.130	1771524221.130	1771524221.130
550	200.000	0.030	200.001	0.449	1.264	1.328	1771524221.340	1771524221.341	1771524221.341	1771524221.341	1771524221.341	1771524221.341
551	200.000	-0.056	200.001	4.734	4.385	1.328	1771524221.616	1771524221.616	1771524221.616	1771524221.616	1771524221.616	1771524221.616
552	200.000	0.002	200.000	3.710	1.073	1.328	1771524221.848	1771524221.848	1771524221.848	1771524221.848	1771524221.848	1771524221.848
553	200.000	0.050	200.000	1.498	1.314	1.328	1771524222.085	1771524222.085	1771524222.085	1771524222.085	1771524222.085	1771524222.085
554	200.000	-0.031	199.995	4.902	4.374	1.328	1771524222.311	1771524222.311	1771524222.311	1771524222.311	1771524222.311	1771524222.311
555	200.000	-0.005	200.001	2.022	1.017	1.328	1771524222.568	1771524222.568	1771524222.568	1771524222.568	1771524222.568	1771524222.568
556	200.000	0.002	199.999	2.451	1.321	1.328	1771524222.787	1771524222.787	1771524222.787	1771524222.787	1771524222.787	1771524222.787
557	200.000	0.004	200.003	4.814	4.408	1.328	1771524223.048	1771524223.048	1771524223.048	1771524223.048	1771524223.048	1771524223.048
558	200.000	-0.003	199.998	1.878	0.978	1.328	1771524223.291	1771524223.291	1771524223.291	1771524223.291	1771524223.291	1771524223.291
559	200.000	0.001	200.001	3.796	1.383	1.328	1771524223.512	1771524223.512	1771524223.512	1771524223.512	1771524223.512	1771524223.512
560	200.000	0.039	200.003	4.626	4.433	1.328	1771524223.744	1771524223.744	1771524223.744	1771524223.744	1771524223.744	1771524223.744
561	200.000	-0.009	199.994	0.735	5.166	1.328	1771524223.973	1771524223.973	1771524223.973	1771524223.973	1771524223.973	1771524223.973
562	200.000	-0.006	200.001	5.752	1.257	1.328	1771524224.177	1771524224.177	1771524224.177	1771524224.177	1771524224.177	1771524224.177
563	200.000	0.051	199.999	3.209	4.408	1.328	1771524224.440	1771524224.440	1771524224.440	1771524224.440	1771524224.440	1771524224.440
564	200.000	-0.006	200.000	1.918	4.506	1.328	1771524224.685	1771524224.685	1771524224.685	1771524224.685	1771524224.685	1771524224.685
565	200.000	-0.046	200.000	5.726	1.189	1.328	1771524224.871	1771524224.871	1771524224.871	1771524224.871	1771524224.871	1771524224.871
566	200.000	0.007	200.002	2.363	4.350	1.328	1771524225.135	1771524225.135	1771524225.135	1771524225.135	1771524225.135	1771524225.135
567	200.000	-0.005	200.006	3.520	4.396	1.328	1771524225.366	1771524225.366	1771524225.366	1771524225.366	1771524225.366	1771524225.366
568	200.000	-0.022	199.999	4.567	1.152	1.328	1771524225.619	1771524225.619	1771524225.619	1771524225.619	1771524225.619	1771524225.619
569	200.000	-0.065	199.998	1.910	4.330	1.328	1771524225.863	1771524225.863	1771524225.863	1771524225.863	1771524225.863	1771524225.863
570	200.000	-0.018	200.000	4.311	4.370	1.328	1771524226.033	1771524226.033	1771524226.033	1771524226.033	1771524226.033	1771524226.033
571	200.000	0.035	199.999	1.496	0.938	1.328	1771524226.225	1771524226.225	1771524226.225	1771524226.225	1771524226.225	1771524226.225
572	200.000	-0.066	199.999	4.742	1.329	1.328	1771524226.497	1771524226.497	1771524226.497	1771524226.497	1771524226.497	1771524226.497
573	200.000	-0.031	200.004	4.587	4.424	1.328	1771524226.730	1771524226.730	1771524226.730	1771524226.730	1771524226.730	1771524226.730
574	200.000	-0.001	199.997	1.101	4.970	1.328	1771524226.918	1771524226.918	1771524226.918	1771524226.918	1771524226.918	1771524226.918
575	200.000	-0.019	199.998	5.541	1.189	1.328	1771524227.123	1771524227.123	1771524227.123	1771524227.123	1771524227.123	1771524227.123
576	200.000	0.049	200.000	1.172	4.382	1.328	1771524227.313	1771524227.313	1771524227.313	1771524227.313	1771524227.313	1771524227.313
577	200.000	-0.012	199.998	4.602	4.336	1.328	1771524227.507	1771524227.507	1771524227.507	1771524227.507	1771524227.507	1771524227.507
578	200.000	0.011	200.000	1.877	0.937	1.328	1771524227.768	1771524227.768	1771524227.768	1771524227.768	1771524227.768	1771524227.768
579	200.000	-0.005	199.998	3.554	1.313	1.328	1771524228.007	1771524228.007	1771524228.007	1771524228.007	1771524228.007	1771524228.007
580	200.000	-0.014	199.999	4.707	4.376	1.328	1771524228.267	1771524228.267	1771524228.267	1771524228.267	1771524228.267	1771524228.267
581	200.000	-0.004	199.999	2.003	0.998	1.328	1771524228.492	1771524228.492	1771524228.492	1771524228.492	1771524228.492	1771524228.492
582	200.000	0.027	199.999	2.997	1.350	1.328	1771524228.763	1771524228.763	1771524228.763	1771524228.763	1771524228.763	1771524228.763
583	200.000	-0.032	200.001	4.609	4.354	1.328	1771524228.998	1771524228.998	1771524228.998	1771524228.998	1771524228.998	1771524228.998
584	200.000	0.073	199.999	0.703	6.099	1.328	1771524229.181	1771524229.181	1771524229.181	1771524229.181	1771524229.181	1771524229.181
585	200.000	-0.092	199.999	5.521	1.211	1.328	1771524229.391	1771524229.391	1771524229.391	1771524229.391	1771524229.391	1771524229.391
586	200.000	-0.040	199.999	3.070	4.396	1.328	1771524229.621	1771524229.621	1771524229.621	1771524229.621	1771524229.621	1771524229.621
587	200.000	-0.041	200.000	3.901	4.427	1.328	1771524229.813	1771524229.813	1771524229.813	1771524229.813	1771524229.813	1771524229.813
588	200.000	-0.051	199.997	3.597	1.049	1.328	1771524230.005	1771524230.005	1771524230.005	1771524230.005	1771524230.005	1771524230.005
589	200.000	-0.016	199.999	2.609	1.361	1.328	1771524230.222	1771524230.222	1771524230.222	1771524230.222	1771524230.222	1771524230.222
590	200.000	-0.031	200.002	4.697	4.432	1.328	1771524230.472	1771524230.472	1771524230.472	1771524230.472	1771524230.472	1771524230.472
591	200.000	0.077	200.004	0.821	0.376	1.328	1771524230.696	1771524230.696	1771524230.696	1771524230.696	1771524230.696	1771524230.696
592	200.000	0.062	199.998	4.604	1.323	1.328	1771524230.928	1771524230.928	1771524230.928	1771524230.928	1771524230.928	1771524230.928
593	200.000	-0.041	200.001	4.511	4.419	1.328	1771524231.201	1771524231.201	1771524231.201	1771524231.201	1771524231.201	1771524231.201
594	200.000	0.027	200.000	0.821	0.086	1.328	1771524231.438	1771524231.438	1771524231.438	1771524231.438	1771524231.438	1771524231.438
595	200.000	0.002	199.999	5.516	1.269	1.328	1771524231.627	1771524231.627	1771524231.627	1771524231.627	1771524231.627	1771524231.627
