Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	400.000	0.001	400.002	0.311	4.481	1772224442.726
2	400.000	-0.015	399.997	0.319	4.402	1772224443.000
3	400.000	-0.014	400.001	0.379	4.376	1772224443.205
4	400.000	-0.014	400.001	0.189	4.592	1772224443.473
5	400.000	-0.042	400.002	0.271	4.480	1772224443.725
6	400.000	-0.017	399.999	0.291	4.234	1772224443.950
7	400.000	0.002	399.997	0.391	4.378	1772224444.241
8	400.000	0.004	400.002	0.235	4.414	1772224444.473
9	400.000	-0.008	399.999	0.349	4.211	1772224444.754
10	400.000	0.041	400.000	0.277	4.289	1772224444.987
11	400.000	-0.000	399.998	0.363	4.220	1772224445.237
12	400.000	-0.005	399.997	0.385	4.327	1772224445.497
13	400.000	-0.052	400.003	0.306	4.443	1772224445.742
14	400.000	-0.038	400.001	0.287	4.391	1772224446.003
15	400.000	-0.004	399.999	0.233	4.183	1772224446.208
16	400.000	-0.014	400.000	0.280	4.236	1772224446.490
17	400.000	-0.004	399.998	0.307	4.385	1772224446.714
18	400.000	0.015	400.000	0.259	4.463	1772224446.988
19	400.000	-0.018	400.002	0.307	4.413	1772224447.220
20	400.000	-0.018	400.002	0.298	4.528	1772224447.469
21	400.000	0.017	399.998	0.322	4.374	1772224447.759
22	400.000	-0.035	400.000	0.332	4.441	1772224448.002
23	400.000	0.002	399.998	0.291	4.182	1772224448.234
24	400.000	-0.006	400.004	0.304	4.283	1772224448.493
25	400.000	0.002	399.999	0.370	4.276	1772224448.758
26	400.000	0.011	399.999	0.279	4.254	1772224448.995
27	400.000	0.017	400.002	0.225	4.510	1772224449.272
28	400.000	-0.018	400.001	0.367	4.339	1772224449.490
29	400.000	-0.020	399.999	0.251	4.477	1772224449.769
30	400.000	0.003	399.998	0.390	4.391	1772224450.018
31	400.000	0.015	400.004	0.310	4.383	1772224450.281
32	400.000	0.018	400.001	0.256	4.358	1772224450.513
33	400.000	-0.017	400.000	0.184	4.134	1772224450.787
34	400.000	0.025	399.995	0.277	4.466	1772224451.022
35	400.000	0.020	400.003	0.342	4.625	1772224451.240
36	400.000	0.006	400.001	0.318	4.101	1772224451.527
37	400.000	0.028	400.000	0.362	4.368	1772224451.751
38	400.000	0.032	399.998	0.353	4.238	1772224452.035
39	400.000	0.002	400.001	0.351	4.345	1772224452.260
40	400.000	0.017	399.999	0.321	4.431	1772224452.541
41	400.000	-0.013	400.001	0.262	4.592	1772224452.758
42	400.000	-0.005	400.000	0.235	4.377	1772224453.010
43	400.000	-0.001	400.000	0.398	4.168	1772224453.263
44	400.000	0.019	399.997	0.368	4.386	1772224453.517
45	400.000	-0.007	399.999	0.329	4.404	1772224453.773
46	400.000	0.010	399.999	0.399	4.534	1772224454.001
47	400.000	0.027	400.004	0.275	4.295	1772224454.274
48	400.000	0.004	400.002	0.259	4.362	1772224454.511
49	400.000	0.046	400.000	0.255	4.437	1772224454.753
50	400.000	0.007	400.004	0.250	4.614	1772224455.010
51	400.000	0.020	400.002	0.336	4.524	1772224455.257
