Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	100.000	0.009	99.999	2.327	0.999	1772746728.040
2	100.000	0.017	99.997	2.391	1.050	1772746728.261
3	100.000	0.046	99.998	2.219	1.099	1772746728.484
4	100.000	-0.001	100.001	2.192	0.990	1772746728.699
5	100.000	-0.026	99.998	2.384	1.057	1772746728.894
6	100.000	-0.000	99.999	2.013	0.901	1772746729.102
7	100.000	-0.002	99.998	2.029	0.991	1772746729.289
8	100.000	-0.015	100.004	2.102	0.916	1772746729.463
9	100.000	-0.014	100.003	2.179	1.059	1772746729.674
10	100.000	-0.010	100.003	2.331	1.101	1772746729.910
11	100.000	0.005	100.001	2.307	1.094	1772746730.121
12	100.000	-0.061	100.001	2.236	1.060	1772746730.358
13	100.000	0.020	100.003	2.222	1.014	1772746730.610
14	100.000	-0.024	99.998	2.401	1.098	1772746730.839
15	100.000	-0.035	100.001	2.290	1.053	1772746731.019
16	100.000	0.039	100.001	2.476	1.059	1772746731.237
17	100.000	0.007	100.006	2.455	1.047	1772746731.496
18	100.000	0.017	100.001	2.333	0.931	1772746731.756
19	100.000	0.065	100.002	2.448	1.070	1772746731.959
20	100.000	-0.026	100.005	2.440	1.068	1772746732.166
21	100.000	0.023	99.999	2.402	1.067	1772746732.399
22	100.000	-0.005	100.001	2.236	0.970	1772746732.619
23	100.000	0.014	100.001	2.142	1.021	1772746732.812
24	100.000	-0.022	100.002	2.068	1.134	1772746732.994
25	100.000	0.030	100.002	2.231	1.119	1772746733.171
26	100.000	0.009	100.000	2.540	1.153	1772746733.389
27	100.000	-0.038	100.004	2.199	1.081	1772746733.612
28	100.000	-0.023	100.000	1.950	0.995	1772746733.824
29	100.000	0.012	100.000	2.211	0.950	1772746734.068
30	100.000	0.033	100.001	2.371	1.096	1772746734.292
31	100.000	-0.087	99.997	2.360	1.143	1772746734.561
32	100.000	0.039	100.001	2.350	1.106	1772746734.757
33	100.000	0.045	100.000	2.152	0.998	1772746734.983
34	100.000	0.043	99.998	2.401	1.052	1772746735.164
35	100.000	-0.046	100.003	2.352	1.064	1772746735.349
36	100.000	0.093	99.999	1.976	1.066	1772746735.550
37	100.000	0.012	100.002	2.242	1.075	1772746735.816
38	100.000	-0.015	99.998	2.327	1.145	1772746736.061
39	100.000	-0.003	99.997	2.343	1.043	1772746736.306
40	100.000	0.053	99.997	2.308	1.149	1772746736.523
41	100.000	-0.037	100.006	2.338	1.148	1772746736.748
42	100.000	0.055	100.000	2.382	1.051	1772746737.011
43	100.000	0.000	99.998	2.554	1.190	1772746737.227
44	100.000	0.037	100.000	2.244	1.140	1772746737.424
45	100.000	-0.014	99.997	2.460	1.133	1772746737.611
46	100.000	-0.015	100.000	2.400	1.103	1772746737.865
47	100.000	-0.014	100.000	2.500	1.147	1772746738.116
48	100.000	-0.005	100.005	2.478	1.230	1772746738.300
49	100.000	0.043	100.002	2.350	1.170	1772746738.476
50	100.000	0.016	100.001	2.265	1.195	1772746738.680
51	100.000	0.042	100.002	2.270	1.076	1772746738.871
52	100.000	0.013	100.002	2.497	1.145	1772746739.055
53	100.000	0.042	100.001	2.236	1.036	1772746739.281
54	100.000	-0.006	100.000	2.250	1.116	1772746739.509
55	100.000	-0.027	99.999	2.384	1.190	1772746739.713
56	100.000	-0.001	99.997	2.195	1.096	1772746739.954
57	100.000	-0.043	100.002	2.235	1.076	1772746740.181
58	100.000	0.035	99.996	2.456	1.056	1772746740.400
59	100.000	0.013	100.000	2.171	1.031	1772746740.657
60	100.000	-0.041	99.999	2.419	1.040	1772746740.905
61	100.000	0.018	100.000	2.076	1.015	1772746741.127
62	100.000	0.015	100.000	2.445	1.043	1772746741.370
63	100.000	0.046	99.999	2.085	0.971	1772746741.583
64	100.000	0.054	99.999	2.276	1.064	1772746741.817
65	100.000	0.010	99.998	2.374	1.146	1772746742.011
66	100.000	0.020	100.000	1.965	0.939	1772746742.201
67	100.000	0.001	100.002	2.100	0.976	1772746742.447
68	100.000	-0.013	99.997	2.221	1.103	1772746742.682
69	100.000	-0.016	99.997	2.195	1.085	1772746742.884
70	100.000	0.031	99.997	2.252	1.009	1772746743.135
