timestamp,position_mm
1772224953.0248647,-0.00048828125
1772224953.1269505,0.044189453125
1772224953.229543,0.094482421875
1772224953.330746,0.145751953125
1772224953.4333677,0.1953125
1772224953.5287254,0.244873046875
1772224953.630431,0.29638671875
1772224953.7326534,0.347412109375
1772224953.834593,0.3974609375
1772224953.9366457,0.44970703125
1772224954.038849,0.5009765625
1772224954.1408334,0.5517578125
1772224954.2368658,0.598876953125
1772224954.3389025,0.65087890625
1772224954.4418926,0.701904296875
1772224954.5432706,0.753173828125
1772224954.6447785,0.80322265625
1772224954.7462206,0.854736328125
1772224954.8485634,0.906005859375
1772224954.950653,0.957275390625
1772224955.0532339,1.007568359375
1772224955.1488585,1.055908203125
1772224955.2507548,1.10693359375
1772224955.352884,1.158203125
1772224955.4548662,1.208984375
1772224955.5570838,1.26025390625
1772224955.6588244,1.311279296875
1772224955.7610781,1.36181640625
1772224955.8632417,1.4130859375
1772224955.9648294,1.46337890625
1772224956.066401,1.5126953125
1772224956.162865,1.560791015625
1772224956.265034,1.611083984375
1772224956.3669994,1.662353515625
1772224956.4685855,1.713623046875
1772224956.5706654,1.764892578125
1772224956.6729918,1.816650390625
1772224956.7747316,1.8671875
1772224956.876738,1.917724609375
1772224956.9785142,1.96875
1772224957.081164,2.017333984375
1772224957.1770792,2.067138671875
1772224957.2786531,2.11767578125
1772224957.3805726,2.16943359375
1772224957.4827583,2.220703125
1772224957.5846426,2.271240234375
1772224957.6867177,2.322509765625
1772224957.7892811,2.373291015625
1772224957.8846772,2.422607421875
1772224957.9869227,2.473388671875
1772224958.0888598,2.523681640625
1772224958.190967,2.574462890625
1772224958.2928755,2.625
1772224958.3950326,2.673583984375
1772224958.497205,2.7265625
1772224958.592857,2.77490234375
1772224958.6949253,2.825927734375
1772224958.797249,2.876708984375
1772224958.899606,2.928466796875
1772224959.0007746,2.979736328125
1772224959.1024923,3.030517578125
1772224959.2048838,3.080810546875
1772224959.3070486,3.129150390625
1772224959.4029067,3.1806640625
1772224959.5045593,3.232177734375
1772224959.6067204,3.2822265625
1772224959.7096052,3.33349609375
1772224959.8108535,3.38427734375
1772224959.9125419,3.435546875
1772224960.01487,3.48583984375
1772224960.1108165,3.533203125
1772224960.212859,3.583984375
1772224960.3146348,3.634765625
1772224960.4165711,3.685546875
1772224960.5186052,3.737060546875
1772224960.6208522,3.78857421875
1772224960.7224429,3.8388671875
1772224960.8239932,3.890625
1772224960.9268467,3.941162109375
1772224961.0287225,3.991943359375
1772224961.13038,4.041015625
1772224961.231848,4.08984375
1772224961.3283055,4.140380859375
1772224961.430844,4.192138671875
1772224961.5328443,4.24365234375
1772224961.6348338,4.295166015625
1772224961.737404,4.346923828125
1772224961.8388264,4.39794921875
1772224961.9411469,4.44970703125
1772224962.0432138,4.498779296875
1772224962.1387417,4.548583984375
1772224962.2407138,4.5986328125
1772224962.342988,4.650390625
1772224962.4446762,4.70166015625
1772224962.5468636,4.752685546875
1772224962.6483545,4.80224609375
1772224962.7510397,4.855224609375
1772224962.8528566,4.906494140625
1772224962.954901,4.957763671875
1772224963.0566483,5.00830078125
1772224963.1586592,5.0556640625
1772224963.2608006,5.108154296875
1772224963.35687,5.15771484375
1772224963.4588974,5.20947265625
1772224963.560777,5.260986328125
1772224963.6626134,5.309814453125
1772224963.7649016,5.3642578125
1772224963.8668492,5.415771484375
1772224963.9683867,5.467041015625
1772224964.0651062,5.51513671875
1772224964.1666515,5.5634765625
1772224964.2688763,5.61572265625
1772224964.3707707,5.666748046875
1772224964.4729614,5.718017578125
1772224964.5748544,5.768310546875
1772224964.6767247,5.81884765625
1772224964.778494,5.86865234375
1772224964.8807945,5.91943359375
1772224964.9764535,5.968994140625
1772224965.0788424,6.01953125
1772224965.180941,6.07080078125
1772224965.2827475,6.12109375
1772224965.3846703,6.172607421875
1772224965.4807806,6.221435546875
1772224965.58285,6.271728515625
1772224965.6845603,6.319580078125
1772224965.7865427,6.372802734375
1772224965.888548,6.423828125
1772224965.9909947,6.474609375
1772224966.0866768,6.521484375
1772224966.1888363,6.570068359375
1772224966.2908888,6.623291015625
1772224966.3927295,6.674560546875
1772224966.495073,6.72607421875
1772224966.5961542,6.777587890625
1772224966.6929674,6.82470703125
1772224966.7949731,6.8779296875
1772224966.8971155,6.928955078125
1772224966.9987435,6.979736328125
1772224967.1008244,7.02978515625
1772224967.1968157,7.076416015625
1772224967.304673,7.13134765625
1772224967.400939,7.1796875
1772224967.5027552,7.231201171875
1772224967.6049943,7.281982421875
1772224967.7067566,7.330810546875
1772224967.8089614,7.384521484375
1772224967.9106846,7.435546875
1772224968.012616,7.486083984375
1772224968.1147265,7.536376953125
1772224968.2106035,7.581787109375
1772224968.3124971,7.6337890625
1772224968.4147406,7.684814453125
1772224968.516864,7.736083984375
1772224968.61887,7.787353515625
1772224968.720853,7.835693359375
1772224968.8226504,7.887451171875
1772224968.9188528,7.93896484375
1772224969.0206518,7.989990234375
1772224969.1229799,8.039794921875
1772224969.22458,8.087890625
1772224969.3260772,8.1416015625
1772224969.4282033,8.1904296875
1772224969.5298486,8.24365234375
1772224969.6267102,8.291748046875
1772224969.728846,8.34130859375
1772224969.8309422,8.39404296875
1772224969.9323776,8.44580078125
1772224970.0357265,8.4970703125
1772224970.1368206,8.5458984375
1772224970.2328753,8.59423828125
1772224970.3349867,8.646240234375
1772224970.4367282,8.697998046875
1772224970.538771,8.74853515625
1772224970.6407454,8.79931640625
1772224970.742884,8.85107421875
1772224970.8450148,8.901123046875
1772224970.9409404,8.950439453125
