Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
271	400.000	0.016	400.006	0.237	1.176	1773084734.208
272	400.000	-0.006	400.001	0.628	4.616	1773084734.505
273	400.000	0.023	400.004	0.813	2.479	1773084734.801
274	400.000	0.006	399.999	0.628	5.646	1773084735.057
275	400.000	-0.054	400.000	0.395	3.168	1773084735.381
276	400.000	-0.003	399.999	0.526	2.132	1773084735.612
277	400.000	-0.001	400.000	0.736	5.217	1773084735.888
278	400.000	-0.037	400.001	0.735	2.638	1773084736.199
279	400.000	0.001	400.000	0.305	5.946	1773084736.506
280	400.000	0.006	400.002	0.415	4.079	1773084736.817
281	400.000	0.003	399.999	0.578	2.188	1773084737.127
282	400.000	-0.006	400.001	0.767	4.928	1773084737.446
283	400.000	0.006	399.999	0.868	2.521	1773084737.756
284	400.000	-0.001	400.000	0.468	5.789	1773084738.043
285	400.000	0.034	399.999	0.504	3.593	1773084738.317
286	400.000	-0.002	400.000	0.772	2.287	1773084738.596
287	400.000	-0.014	400.000	0.738	5.383	1773084738.875
288	400.000	-0.007	399.996	0.609	2.793	1773084739.111
289	400.000	-0.011	399.997	0.407	1.879	1773084739.405
290	400.000	0.035	399.998	0.652	4.802	1773084739.731
291	400.000	-0.008	399.996	0.947	2.504	1773084740.014
292	400.000	0.016	399.998	0.700	5.502	1773084740.329
293	400.000	-0.006	400.000	0.638	2.904	1773084740.633
294	400.000	0.018	400.002	0.363	1.904	1773084740.875
295	400.000	0.017	400.000	0.743	5.159	1773084741.149
296	400.000	0.002	399.997	0.711	2.663	1773084741.454
297	400.000	-0.010	400.000	0.398	5.719	1773084741.755
298	400.000	0.010	400.000	0.490	4.052	1773084742.022
299	400.000	-0.042	400.003	0.701	2.204	1773084742.347
300	400.000	-0.011	400.000	0.762	5.119	1773084742.633
301	400.000	0.000	400.000	0.695	2.653	1773084742.950
302	400.000	-0.005	399.999	0.491	5.742	1773084743.266
303	400.000	0.001	400.002	0.500	3.360	1773084743.561
304	400.000	0.009	399.998	0.549	2.020	1773084743.827
305	400.000	0.024	400.002	0.770	5.148	1773084744.104
306	400.000	0.013	400.003	0.609	2.734	1773084744.375
307	400.000	0.008	399.998	0.301	1.280	1773084744.655
308	400.000	-0.005	399.999	0.482	4.479	1773084744.964
309	400.000	0.016	400.001	0.866	2.440	1773084745.221
310	400.000	-0.007	400.003	0.539	5.607	1773084745.533
311	400.000	-0.034	399.997	0.528	3.002	1773084745.851
312	400.000	0.009	399.997	0.317	1.590	1773084746.152
313	400.000	-0.013	399.999	0.548	4.638	1773084746.446
314	400.000	0.039	399.998	0.845	2.474	1773084746.733
315	400.000	-0.010	399.998	0.689	5.545	1773084747.040
316	400.000	-0.013	399.998	0.519	2.939	1773084747.344
317	400.000	0.009	400.000	0.246	0.889	1773084747.662
318	400.000	0.003	400.001	0.477	4.538	1773084747.958
319	400.000	-0.029	399.997	0.894	2.543	1773084748.237
320	400.000	0.028	399.995	0.584	5.528	1773084748.527
321	400.000	-0.023	400.002	0.397	3.151	1773084748.806
322	400.000	0.005	399.998	0.372	1.895	1773084749.094
323	400.000	0.007	399.999	0.671	4.837	1773084749.407
