Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	200.000	-0.035	200.000	3.069	4.141	1783100170.632
2	200.000	0.040	200.000	3.088	4.143	1783100170.905
3	200.000	0.034	200.002	3.100	4.144	1783100171.138
4	200.000	-0.009	200.001	3.029	4.131	1783100171.391
5	200.000	-0.007	199.995	3.097	4.160	1783100171.647
6	200.000	0.049	200.002	2.986	4.173	1783100171.928
7	200.000	0.038	200.002	3.122	4.161	1783100172.198
8	200.000	0.012	200.001	3.058	4.139	1783100172.470
9	200.000	0.017	199.997	3.078	4.150	1783100172.700
10	200.000	-0.013	199.999	3.029	4.148	1783100172.967
11	200.000	-0.012	200.005	2.423	3.801	1783100173.226
12	200.000	-0.023	199.998	0.276	0.004	1783100173.472
13	200.000	-0.007	199.998	0.909	1.345	1783100173.721
14	200.000	-0.037	200.003	1.885	1.913	1783100173.939
15	200.000	-0.053	199.995	0.546	2.790	1783100174.223
16	200.000	-0.009	199.996	0.670	2.688	1783100174.459
17	200.000	-0.037	199.997	0.815	2.153	1783100174.702
18	200.000	0.019	199.997	0.414	2.768	1783100174.966
19	200.000	-0.015	200.002	1.283	1.669	1783100175.209
20	200.000	0.013	200.000	0.440	2.289	1783100175.477
21	200.000	-0.003	200.000	0.667	2.135	1783100175.779
22	200.000	-0.013	199.997	0.624	2.571	1783100176.030
23	200.000	0.006	199.998	0.225	4.673	1783100176.326
24	200.000	-0.008	199.999	0.356	1.768	1783100176.560
25	200.000	-0.016	199.998	0.097	3.022	1783100176.824
26	200.000	-0.005	200.001	0.428	2.764	1783100177.093
27	200.000	0.040	199.998	0.454	2.959	1783100177.425
28	200.000	0.030	199.997	0.314	3.518	1783100177.733
29	200.000	0.040	199.999	0.484	4.204	1783100178.037
30	200.000	-0.040	200.001	0.434	1.591	1783100178.261
31	200.000	-0.002	200.000	0.223	3.405	1783100178.542
32	200.000	-0.016	200.000	0.492	2.443	1783100178.791
33	200.000	0.022	200.000	0.549	1.714	1783100179.033
34	200.000	0.009	199.999	0.493	2.014	1783100179.298
35	200.000	0.012	200.001	0.423	1.668	1783100179.529
36	200.000	0.016	200.001	0.268	1.745	1783100179.801
37	200.000	-0.044	200.004	0.300	2.937	1783100180.059
38	200.000	-0.040	199.999	0.433	2.472	1783100180.318
39	200.000	0.013	200.001	0.521	4.039	1783100180.545
40	200.000	0.006	199.997	0.364	2.607	1783100180.815
41	200.000	0.002	199.999	0.366	2.143	1783100181.074
42	200.000	0.006	200.002	0.166	2.946	1783100181.392
43	200.000	0.006	199.997	0.271	3.092	1783100181.672
44	200.000	0.000	200.002	0.180	5.121	1783100181.951
45	200.000	-0.005	200.002	0.423	2.412	1783100182.221
46	200.000	-0.039	200.001	0.201	2.198	1783100182.472
47	200.000	-0.018	200.002	0.175	3.800	1783100182.718
48	200.000	-0.073	199.998	0.265	2.808	1783100182.969
49	200.000	0.020	200.002	0.592	1.910	1783100183.194
50	200.000	-0.028	199.997	0.508	1.811	1783100183.463
51	200.000	-0.025	200.000	0.330	1.622	1783100183.702
52	200.000	-0.044	199.995	0.222	1.424	1783100183.969
53	200.000	-0.002	200.000	0.277	3.283	1783100184.221
54	200.000	-0.020	200.001	0.458	1.645	1783100184.446
55	200.000	0.020	199.998	0.736	1.740	1783100184.737
56	200.000	0.057	199.999	0.614	1.584	1783100185.029
57	200.000	-0.004	200.000	0.142	1.158	1783100185.275
58	200.000	-0.003	199.999	0.437	2.940	1783100185.540
59	200.000	0.011	200.001	0.497	1.623	1783100185.769
60	200.000	0.021	199.999	0.447	1.756	1783100186.004
61	200.000	0.001	200.001	0.147	0.895	1783100186.281
62	200.000	-0.033	200.001	0.261	1.525	1783100186.521
63	200.000	0.036	199.998	0.183	1.626	1783100186.790
64	200.000	-0.010	199.995	0.098	5.462	1783100187.089
65	200.000	0.073	200.001	0.163	1.538	1783100187.313
66	200.000	0.021	200.001	0.217	2.743	1783100187.579
67	200.000	0.017	199.998	0.104	3.243	1783100187.843
68	200.000	0.036	200.001	0.454	1.475	1783100188.076
69	200.000	0.001	200.002	0.636	1.749	1783100188.335
70	200.000	-0.003	200.002	0.361	1.856	1783100188.590
71	200.000	0.032	200.000	0.457	1.347	1783100188.822
72	200.000	-0.088	199.999	0.608	1.698	1783100189.087
73	200.000	0.071	200.001	0.128	0.441	1783100189.317
74	200.000	0.010	199.996	0.170	4.112	1783100189.583
75	200.000	-0.020	200.001	0.259	2.145	1783100189.827
76	200.000	-0.019	199.997	0.133	3.820	1783100190.086
77	200.000	-0.008	199.999	0.079	0.510	1783100190.332
78	200.000	-0.015	200.003	0.223	3.980	1783100190.555
79	200.000	-0.023	200.000	0.302	3.732	1783100190.848
80	200.000	0.024	200.000	0.400	3.580	1783100191.089
81	200.000	-0.005	200.001	0.162	1.433	1783100191.342
82	200.000	-0.022	199.997	0.332	1.650	1783100191.574
83	200.000	-0.012	199.998	0.327	1.510	1783100191.846
84	200.000	0.013	200.005	0.157	0.203	1783100192.085
85	200.000	0.015	199.997	0.397	1.500	1783100192.348
86	200.000	-0.012	199.998	0.295	2.154	1783100192.600
87	200.000	0.008	200.000	0.310	1.418	1783100192.888
88	200.000	0.005	200.000	0.529	1.322	1783100193.140
89	200.000	-0.008	200.000	2.213	4.219	1783100193.415
90	200.000	-0.036	200.002	2.178	4.223	1783100193.666
91	200.000	-0.008	199.998	2.255	4.234	1783100193.963
92	200.000	-0.008	200.003	2.212	4.247	1783100194.193
