Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	400.000	-0.011	400.000	0.778	2.879	1771879493.313
2	400.000	-0.020	400.002	0.795	2.974	1771879493.543
3	400.000	0.003	400.002	0.742	2.825	1771879493.782
4	400.000	-0.043	400.001	0.835	2.967	1771879494.067
5	400.000	-0.006	400.006	0.775	2.819	1771879494.366
6	400.000	0.020	400.004	0.827	2.813	1771879494.609
7	400.000	-0.037	399.999	0.756	2.959	1771879494.893
8	400.000	-0.042	400.002	0.827	2.845	1771879495.200
9	400.000	0.025	400.002	0.755	2.890	1771879495.451
10	400.000	-0.073	400.002	0.690	2.831	1771879495.693
11	400.000	0.011	400.000	0.778	2.740	1771879495.959
12	400.000	0.011	400.003	0.791	2.740	1771879496.286
13	400.000	0.009	400.002	0.832	2.954	1771879496.564
14	400.000	0.044	400.000	0.733	2.859	1771879496.832
15	400.000	-0.000	400.003	0.782	2.893	1771879497.068
16	400.000	0.007	400.003	0.795	2.879	1771879497.317
17	400.000	-0.008	399.998	0.777	2.782	1771879497.573
18	400.000	-0.009	400.002	0.730	2.793	1771879497.801
19	400.000	-0.028	399.997	0.806	2.779	1771879498.093
20	400.000	0.020	400.002	0.773	2.818	1771879498.387
21	400.000	0.048	400.000	0.769	2.864	1771879498.626
22	400.000	-0.035	399.998	0.798	2.946	1771879498.883
23	400.000	-0.010	400.002	0.793	2.873	1771879499.146
24	400.000	0.039	400.001	0.760	2.888	1771879499.455
25	400.000	0.000	400.002	0.765	2.934	1771879499.683
26	400.000	0.034	399.999	0.870	2.796	1771879499.958
27	400.000	0.043	400.000	0.829	2.914	1771879500.199
28	400.000	0.003	399.999	0.822	2.813	1771879500.435
29	400.000	0.018	400.004	0.850	2.865	1771879500.693
30	400.000	0.045	400.002	0.831	2.754	1771879500.943
31	400.000	0.017	400.002	0.766	2.883	1771879501.195
32	400.000	-0.019	400.003	0.789	2.804	1771879501.436
33	400.000	-0.003	399.999	0.827	2.868	1771879501.696
34	400.000	0.008	399.998	0.859	2.963	1771879501.950
35	400.000	0.021	400.000	0.785	2.899	1771879502.204
36	400.000	0.077	399.998	0.785	2.801	1771879502.442
37	400.000	0.042	400.002	0.735	2.902	1771879502.677
38	400.000	0.030	400.001	0.842	2.880	1771879502.937
39	400.000	0.027	400.000	0.778	2.871	1771879503.174
40	400.000	0.031	400.001	0.849	2.868	1771879503.449
41	400.000	0.026	400.003	0.683	2.795	1771879503.689
42	400.000	0.015	400.000	0.833	2.871	1771879503.942
43	400.000	-0.023	400.000	0.799	2.751	1771879504.191
44	400.000	0.026	400.000	0.817	2.961	1771879504.455
45	400.000	-0.001	400.000	0.808	2.999	1771879504.745
46	400.000	-0.038	400.002	0.812	2.956	1771879505.013
47	400.000	0.002	399.997	0.823	2.931	1771879505.245
48	400.000	0.019	400.001	0.790	3.026	1771879505.516
49	400.000	-0.005	399.996	0.757	2.773	1771879505.763
50	400.000	-0.005	399.998	0.730	2.848	1771879506.010
51	400.000	-0.031	399.999	0.808	2.961	1771879506.259
52	400.000	0.017	399.999	0.808	2.895	1771879506.490
53	400.000	0.001	399.999	0.751	2.813	1771879506.738
54	400.000	0.014	400.003	0.733	2.812	1771879506.993
55	400.000	0.009	399.999	0.901	2.936	1771879507.253
56	400.000	0.015	399.997	0.809	2.810	1771879507.501
57	400.000	-0.011	399.999	0.786	2.877	1771879507.729
58	400.000	-0.029	400.001	0.858	2.953	1771879508.011
59	400.000	0.011	400.003	0.738	2.801	1771879508.233
60	400.000	-0.036	400.000	0.837	2.902	1771879508.511
61	400.000	-0.044	400.006	0.825	2.907	1771879508.765
62	400.000	0.014	400.000	0.761	2.940	1771879509.077
63	400.000	-0.009	399.999	0.800	2.823	1771879509.333
64	400.000	-0.013	399.998	0.825	2.940	1771879509.585
65	400.000	-0.013	400.002	0.809	2.984	1771879509.808
66	400.000	0.000	399.999	0.738	2.901	1771879510.072
67	400.000	-0.013	400.001	0.785	2.882	1771879510.328
68	400.000	0.020	399.998	0.718	2.893	1771879510.565
69	400.000	0.043	400.000	0.759	2.865	1771879510.822
70	400.000	-0.025	399.999	0.854	2.789	1771879511.036
71	400.000	-0.021	400.002	0.755	2.813	1771879511.338
72	400.000	-0.007	400.000	0.856	2.838	1771879511.626
73	400.000	0.006	399.999	0.787	2.837	1771879511.888
74	400.000	0.000	400.001	0.752	2.940	1771879512.194
75	400.000	-0.024	399.999	0.736	2.807	1771879512.433
76	400.000	-0.002	400.001	0.820	2.877	1771879512.690
77	400.000	0.012	400.001	0.793	2.874	1771879512.956
78	400.000	-0.030	400.003	0.784	2.834	1771879513.259
79	400.000	0.006	399.999	0.856	2.822	1771879513.503
80	400.000	-0.044	400.004	0.812	2.951	1771879513.760
81	400.000	-0.041	400.000	0.775	2.868	1771879513.989
82	400.000	-0.001	399.998	0.718	2.722	1771879514.266
83	400.000	-0.069	400.002	0.804	2.901	1771879514.507
84	400.000	0.080	399.998	0.772	2.807	1771879514.763
85	400.000	-0.014	399.999	0.712	2.926	1771879515.054
86	400.000	-0.027	400.002	0.742	2.795	1771879515.327
87	400.000	-0.031	399.997	0.812	2.772	1771879515.554
88	400.000	-0.010	400.000	0.763	2.827	1771879515.820
89	400.000	0.009	400.000	0.802	2.819	1771879516.072
90	400.000	-0.046	400.003	0.733	2.822	1771879516.332
91	400.000	0.005	399.996	0.778	2.853	1771879516.589
92	400.000	-0.018	399.998	0.785	2.882	1771879516.810
93	400.000	0.046	400.002	0.794	2.832	1771879517.102
94	400.000	-0.018	399.996	0.867	2.760	1771879517.334
95	400.000	0.026	400.000	0.731	2.975	1771879517.577
96	400.000	-0.016	400.001	0.774	2.859	1771879517.812
97	400.000	-0.040	400.003	0.695	2.761	1771879518.081
98	400.000	-0.023	399.998	0.704	2.807	1771879518.343
99	400.000	-0.011	400.002	0.734	2.743	1771879518.642
100	400.000	-0.001	400.001	0.791	2.955	1771879518.877
101	400.000	-0.018	399.999	0.703	2.870	1771879519.144
