Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	500.000	0.006	499.999	0.073	2.915	1772051768.293
2	500.000	0.003	499.999	0.122	3.470	1772051768.541
3	500.000	-0.008	500.000	0.141	2.870	1772051768.778
4	500.000	-0.026	500.000	0.201	3.348	1772051769.045
5	500.000	0.002	499.999	0.194	3.940	1772051769.286
6	500.000	-0.013	500.001	0.223	3.058	1772051769.516
7	500.000	-0.019	500.002	0.162	3.610	1772051769.771
8	500.000	0.002	499.998	0.153	3.302	1772051770.027
9	500.000	-0.010	500.002	0.158	3.564	1772051770.286
10	500.000	-0.049	499.999	0.221	3.566	1772051770.546
11	500.000	-0.030	500.002	0.133	2.901	1772051770.770
12	500.000	0.016	500.000	0.176	3.712	1772051771.009
13	500.000	-0.043	500.002	0.194	3.105	1772051771.273
14	500.000	0.020	499.999	0.155	3.486	1772051771.531
15	500.000	0.018	500.003	0.226	3.450	1772051771.759
16	500.000	0.008	500.002	0.216	3.050	1772051771.971
17	500.000	0.009	500.000	0.160	3.420	1772051772.241
18	500.000	-0.010	500.003	0.206	3.798	1772051772.523
19	500.000	0.036	500.002	0.184	3.303	1772051772.745
20	500.000	-0.017	499.997	0.276	3.451	1772051772.977
21	500.000	-0.008	500.000	0.179	3.542	1772051773.259
22	500.000	-0.043	500.001	0.199	3.496	1772051773.501
23	500.000	-0.001	499.999	0.175	3.478	1772051773.736
24	500.000	-0.012	500.000	0.176	3.120	1772051773.991
25	500.000	-0.022	499.997	0.168	3.374	1772051774.262
26	500.000	0.014	500.001	0.114	3.314	1772051774.512
27	500.000	-0.005	499.999	0.154	2.958	1772051774.757
28	500.000	-0.019	499.999	0.102	3.328	1772051774.985
29	500.000	0.028	500.002	0.180	3.286	1772051775.266
30	500.000	-0.020	500.000	0.152	3.471	1772051775.487
31	500.000	-0.023	499.998	0.242	3.374	1772051775.739
32	500.000	0.020	500.006	0.119	3.849	1772051776.012
33	500.000	-0.011	499.998	0.131	2.714	1772051776.249
34	500.000	0.036	499.999	0.137	3.732	1772051776.481
35	500.000	0.021	500.005	0.135	3.166	1772051776.744
36	500.000	-0.012	500.003	0.189	3.381	1772051776.998
37	500.000	0.038	499.999	0.169	3.393	1772051777.232
38	500.000	-0.006	499.998	0.165	3.664	1772051777.495
39	500.000	-0.006	500.004	0.221	3.829	1772051777.735
40	500.000	-0.044	500.001	0.204	3.275	1772051778.003
41	500.000	0.020	500.002	0.116	3.643	1772051778.234
42	500.000	0.030	499.997	0.189	3.531	1772051778.492
43	500.000	0.015	499.999	0.200	3.565	1772051778.746
44	500.000	-0.001	500.000	0.240	3.440	1772051779.005
