Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	1000.000	-0.010	999.999	0.031	2.935	1772124666.209
2	1000.000	-0.002	1000.000	0.066	1.160	1772124666.513
3	1000.000	0.014	1000.001	0.080	0.200	1772124666.826
4	1000.000	0.011	1000.002	0.036	0.964	1772124667.138
5	1000.000	-0.021	1000.001	0.039	0.964	1772124667.457
6	1000.000	0.006	1000.001	0.066	0.604	1772124667.781
7	1000.000	-0.019	999.999	0.034	1.895	1772124668.109
8	1000.000	-0.010	999.998	0.023	6.004	1772124668.470
9	1000.000	0.004	1000.001	0.013	5.754	1772124668.779
10	1000.000	-0.012	999.997	0.029	3.608	1772124669.100
11	1000.000	-0.009	999.998	0.009	5.650	1772124669.405
12	1000.000	0.004	1000.001	0.031	1.190	1772124669.722
13	1000.000	-0.025	1000.001	0.033	1.192	1772124670.031
14	1000.000	-0.003	1000.002	0.023	0.190	1772124670.339
15	1000.000	0.006	1000.000	0.051	2.569	1772124670.659
16	1000.000	0.012	1000.001	0.043	0.183	1772124670.973
17	1000.000	0.002	999.998	0.048	0.771	1772124671.299
18	1000.000	-0.010	1000.000	0.049	0.876	1772124671.619
19	1000.000	0.004	999.999	0.032	0.209	1772124671.911
20	1000.000	-0.003	1000.004	0.065	0.092	1772124672.238
21	1000.000	-0.011	999.998	0.049	0.855	1772124672.569
22	1000.000	0.012	1000.001	0.039	0.770	1772124672.927
23	1000.000	-0.004	1000.002	0.055	1.048	1772124673.257
24	1000.000	0.019	1000.003	0.037	0.926	1772124673.624
25	1000.000	-0.002	1000.001	0.019	1.243	1772124673.984
26	1000.000	0.022	1000.001	0.045	0.266	1772124674.293
27	1000.000	0.006	1000.002	0.019	0.562	1772124674.604
28	1000.000	0.009	999.998	0.089	0.696	1772124674.902
29	1000.000	-0.002	1000.001	0.094	1.785	1772124675.211
30	1000.000	-0.006	999.999	0.040	0.710	1772124675.560
31	1000.000	0.001	1000.002	0.033	5.793	1772124675.938
32	1000.000	0.012	999.998	0.032	6.257	1772124676.281
33	1000.000	-0.005	1000.002	0.017	3.452	1772124676.611
34	1000.000	0.010	999.997	0.039	0.265	1772124676.943
35	1000.000	-0.004	1000.001	0.096	1.100	1772124677.303
36	1000.000	0.001	999.998	0.034	5.530	1772124677.622
37	1000.000	-0.018	1000.002	0.051	0.916	1772124677.937
38	1000.000	-0.000	1000.000	0.025	5.971	1772124678.249
39	1000.000	0.008	999.998	0.054	0.647	1772124678.555
40	1000.000	0.001	1000.001	0.049	0.443	1772124678.891
41	1000.000	0.006	999.997	0.027	2.329	1772124679.254
42	1000.000	-0.001	999.998	0.039	1.892	1772124679.558
43	1000.000	-0.004	999.999	0.053	1.800	1772124679.867
44	1000.000	0.004	999.999	0.110	0.738	1772124680.189
45	1000.000	-0.002	1000.000	0.005	2.382	1772124680.517
46	1000.000	-0.012	999.999	0.018	5.137	1772124680.891
47	1000.000	0.011	999.999	0.031	2.048	1772124681.240
48	1000.000	0.020	1000.001	0.034	0.036	1772124681.561
49	1000.000	0.011	999.997	0.037	2.954	1772124681.843
50	1000.000	0.011	1000.002	0.047	0.263	1772124682.170
51	1000.000	0.007	1000.001	0.035	0.723	1772124682.491
52	1000.000	-0.002	1000.005	0.046	0.581	1772124682.810
53	1000.000	0.014	1000.004	0.056	1.988	1772124683.126
54	1000.000	0.010	999.999	0.018	3.647	1772124683.418
55	1000.000	0.022	1000.001	0.041	1.658	1772124683.741
56	1000.000	-0.005	1000.000	0.026	5.691	1772124684.073
57	1000.000	-0.009	999.998	0.044	1.260	1772124684.407
58	1000.000	0.004	999.997	0.026	0.550	1772124684.775
59	1000.000	0.014	1000.003	0.026	5.939	1772124685.136
60	1000.000	0.014	1000.000	0.058	0.792	1772124685.442
61	1000.000	0.009	1000.003	0.043	2.138	1772124685.758
62	1000.000	0.023	999.998	0.039	1.583	1772124686.053
63	1000.000	0.019	1000.001	0.021	6.172	1772124686.364
64	1000.000	-0.016	999.997	0.018	6.175	1772124686.687
65	1000.000	0.011	999.997	0.011	0.368	1772124687.009
66	1000.000	0.006	1000.000	0.025	0.956	1772124687.367
67	1000.000	0.024	1000.000	0.049	1.870	1772124687.673
68	1000.000	0.003	1000.002	0.088	0.303	1772124687.991
69	1000.000	0.008	1000.003	0.040	0.958	1772124688.296
70	1000.000	-0.012	999.997	0.023	1.442	1772124688.641
71	1000.000	0.008	1000.000	0.050	1.811	1772124688.992
72	1000.000	0.003	1000.000	0.069	0.338	1772124689.313
73	1000.000	0.014	999.997	0.055	0.685	1772124689.640
74	1000.000	-0.003	999.999	0.103	0.136	1772124689.986
75	1000.000	0.016	999.998	0.037	5.837	1772124690.298
76	1000.000	0.007	999.998	0.053	5.838	1772124690.628
77	1000.000	-0.020	999.999	0.027	0.425	1772124690.958
78	1000.000	0.006	1000.003	0.024	1.007	1772124691.307
79	1000.000	-0.001	1000.001	0.007	6.280	1772124691.612
80	1000.000	-0.003	1000.002	0.022	3.618	1772124691.964
81	1000.000	-0.009	1000.000	0.023	1.135	1772124692.333
82	1000.000	0.009	1000.000	0.074	6.266	1772124692.654
83	1000.000	-0.010	1000.000	0.023	2.770	1772124692.999
84	1000.000	0.019	999.996	0.030	2.810	1772124693.384
85	1000.000	0.014	999.994	0.043	0.779	1772124693.769
86	1000.000	0.018	999.999	0.052	0.646	1772124694.124
87	1000.000	-0.005	999.997	0.041	2.939	1772124694.450
88	1000.000	-0.015	999.998	0.015	4.569	1772124694.821
89	1000.000	-0.005	999.997	0.032	1.863	1772124695.106
90	1000.000	0.022	1000.001	0.021	2.159	1772124695.433
91	1000.000	-0.006	999.997	0.041	0.756	1772124695.742
92	1000.000	0.004	1000.000	0.038	3.099	1772124696.070
93	1000.000	-0.005	999.999	0.052	0.929	1772124696.430
94	1000.000	0.001	1000.000	0.023	2.118	1772124696.821
95	1000.000	0.016	1000.002	0.020	0.586	1772124697.144
96	1000.000	0.013	1000.002	0.025	1.210	1772124697.482
97	1000.000	-0.011	999.998	0.044	0.881	1772124697.792
98	1000.000	0.016	1000.002	0.045	3.726	1772124698.116
99	1000.000	0.011	1000.001	0.026	1.285	1772124698.457
100	1000.000	-0.001	1000.000	0.066	0.381	1772124698.778
101	1000.000	-0.004	1000.000	0.049	1.224	1772124699.083
102	1000.000	-0.005	999.998	0.072	2.319	1772124699.410
103	1000.000	0.001	1000.002	0.024	1.154	1772124699.732
104	1000.000	0.025	999.999	0.004	1.950	1772124700.118
105	1000.000	-0.007	1000.001	0.051	2.414	1772124700.477
106	1000.000	0.016	1000.002	0.080	0.618	1772124700.787
107	1000.000	-0.004	999.998	0.030	0.668	1772124701.102
108	1000.000	0.018	1000.002	0.074	2.527	1772124701.454
109	1000.000	-0.030	999.997	0.038	0.921	1772124701.782
110	1000.000	-0.020	1000.001	0.041	2.596	1772124702.066
111	1000.000	0.008	999.996	0.005	3.970	1772124702.381
112	1000.000	-0.007	999.999	0.022	0.394	1772124702.713
113	1000.000	-0.028	1000.001	0.067	0.693	1772124703.014
114	1000.000	-0.014	1000.002	0.065	1.429	1772124703.340
115	1000.000	0.018	1000.002	0.049	1.278	1772124703.661
116	1000.000	0.013	999.998	0.061	0.131	1772124703.965
117	1000.000	-0.008	1000.001	0.062	0.350	1772124704.284
118	1000.000	0.009	1000.001	0.028	6.117	1772124704.594
119	1000.000	-0.010	999.998	0.058	1.201	1772124704.920
120	1000.000	0.021	1000.000	0.016	1.647	1772124705.296
121	1000.000	0.005	1000.002	0.032	1.349	1772124705.652
122	1000.000	-0.005	1000.003	0.070	0.727	1772124705.967
123	1000.000	-0.008	1000.001	0.024	1.619	1772124706.290
124	1000.000	0.025	999.998	0.036	2.592	1772124706.609
125	1000.000	0.009	999.995	0.040	1.387	1772124706.978
126	1000.000	0.010	1000.001	0.050	4.187	1772124707.271
127	1000.000	0.018	999.997	0.007	5.588	1772124707.601
128	1000.000	-0.002	1000.001	0.021	3.515	1772124707.917
129	1000.000	0.010	1000.004	0.071	2.378	1772124708.251
130	1000.000	0.008	1000.003	0.024	1.678	1772124708.602
131	1000.000	0.004	1000.001	0.017	5.833	1772124708.985
132	1000.000	-0.018	999.998	0.012	0.299	1772124709.346
133	1000.000	0.003	999.996	0.050	1.356	1772124709.647
134	1000.000	0.031	1000.000	0.002	5.449	1772124709.961
135	1000.000	0.021	1000.001	0.035	1.593	1772124710.256
136	1000.000	-0.015	1000.002	0.013	5.229	1772124710.614
137	1000.000	0.003	999.999	0.029	0.749	1772124710.952
138	1000.000	-0.020	1000.001	0.046	0.310	1772124711.265
139	1000.000	0.002	1000.001	0.096	1.130	1772124711.576
140	1000.000	-0.030	1000.000	0.028	2.210	1772124711.896
141	1000.000	0.015	999.999	0.036	2.876	1772124712.229
142	1000.000	0.031	1000.002	0.039	0.791	1772124712.581
143	1000.000	-0.041	999.996	0.062	0.617	1772124712.920
144	1000.000	-0.006	1000.002	0.022	5.388	1772124713.223
145	1000.000	-0.018	999.997	0.024	2.040	1772124713.533
146	1000.000	0.037	999.998	0.028	3.460	1772124713.866
147	1000.000	-0.020	999.997	0.049	1.278	1772124714.187
148	1000.000	-0.004	1000.001	0.066	0.249	1772124714.539
149	1000.000	-0.002	999.994	0.010	4.746	1772124714.857
150	1000.000	0.000	1000.001	0.068	6.152	1772124715.182
151	1000.000	-0.014	1000.001	0.041	0.507	1772124715.555
152	1000.000	-0.026	999.998	0.022	1.338	1772124715.838
153	1000.000	-0.014	999.997	0.055	2.179	1772124716.165
154	1000.000	-0.015	1000.002	0.031	0.810	1772124716.477
155	1000.000	-0.023	1000.002	0.015	1.673	1772124716.793
156	1000.000	-0.008	1000.000	0.040	0.262	1772124717.102
157	1000.000	0.006	1000.000	0.027	0.075	1772124717.395
158	1000.000	-0.016	999.999	0.018	0.645	1772124717.754
159	1000.000	0.004	999.999	0.050	2.877	1772124718.053
160	1000.000	-0.004	1000.001	0.030	0.370	1772124718.374
161	1000.000	-0.015	999.999	0.035	1.180	1772124718.691
162	1000.000	0.001	1000.001	0.046	6.216	1772124718.998
163	1000.000	0.013	999.998	0.074	0.968	1772124719.326
164	1000.000	-0.005	1000.002	0.077	0.596	1772124719.635
