Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	400.000	0.002	399.998	0.182	2.592	1773171304.671
2	400.000	0.013	400.000	0.216	2.491	1773171304.958
3	400.000	-0.010	400.000	0.108	1.579	1773171305.263
4	400.000	-0.008	399.998	0.180	2.429	1773171305.581
5	400.000	0.004	400.001	0.093	0.969	1773171305.866
6	400.000	0.009	400.001	0.193	3.204	1773171306.143
7	400.000	-0.023	400.000	0.124	6.217	1773171306.375
8	400.000	0.008	399.997	0.269	2.598	1773171306.640
9	400.000	-0.023	400.000	0.145	2.262	1773171306.891
10	400.000	0.015	399.999	0.140	0.831	1773171307.203
11	400.000	-0.022	399.998	0.060	5.576	1773171307.515
12	400.000	-0.006	399.999	0.206	1.848	1773171307.805
13	400.000	-0.025	399.998	0.118	2.461	1773171308.125
14	400.000	0.025	399.997	0.098	5.919	1773171308.382
15	400.000	-0.016	399.998	0.172	1.956	1773171308.672
16	400.000	0.015	400.000	0.042	4.876	1773171308.955
17	400.000	-0.010	400.000	0.126	2.137	1773171309.281
18	400.000	0.009	399.998	0.099	2.399	1773171309.564
19	400.000	-0.009	400.000	0.118	0.480	1773171309.823
20	400.000	-0.016	399.999	0.097	2.089	1773171310.158
21	400.000	0.013	400.002	0.214	1.530	1773171310.456
22	400.000	-0.009	400.000	0.065	4.785	1773171310.780
23	400.000	-0.024	400.000	0.109	2.717	1773171311.091
24	400.000	0.021	400.000	0.150	0.078	1773171311.385
25	400.000	-0.015	399.998	0.240	1.626	1773171311.692
26	400.000	-0.010	399.998	0.091	6.276	1773171311.981
27	400.000	-0.005	399.996	0.116	1.168	1773171312.270
28	400.000	0.004	400.000	0.096	1.017	1773171312.566
29	400.000	-0.014	400.001	0.009	4.053	1773171312.829
30	400.000	-0.005	399.999	0.134	0.544	1773171313.134
31	400.000	0.002	400.002	0.083	3.368	1773171313.381
32	400.000	-0.023	400.000	0.156	1.139	1773171313.694
33	400.000	0.017	399.997	0.336	1.204	1773171313.966
34	400.000	-0.011	399.999	0.548	5.877	1773171314.271
35	400.000	-0.016	399.999	0.660	6.000	1773171314.597
36	400.000	-0.002	400.000	0.609	6.143	1773171314.898
37	400.000	-0.019	400.002	0.667	6.137	1773171315.187
38	400.000	-0.001	400.001	0.560	6.070	1773171315.472
39	400.000	0.014	400.000	0.502	6.160	1773171315.773
40	400.000	-0.008	400.001	0.560	6.050	1773171316.074
41	400.000	-0.003	400.001	0.521	5.979	1773171316.400
42	400.000	-0.022	400.001	0.435	4.984	1773171316.682
43	400.000	-0.005	399.996	0.918	2.109	1773171316.960
44	400.000	0.025	400.003	0.636	5.612	1773171317.246
45	400.000	-0.005	400.001	0.318	2.630	1773171317.519
46	400.000	-0.004	400.001	0.453	1.332	1773171317.783
47	400.000	-0.010	399.998	0.628	5.862	1773171318.083
48	400.000	-0.008	400.001	0.847	2.271	1773171318.334
49	400.000	-0.002	399.999	0.208	0.141	1773171318.601
50	400.000	0.057	400.001	0.591	5.468	1773171318.900
51	400.000	0.009	400.002	0.914	2.200	1773171319.139
52	400.000	0.038	399.999	0.493	6.000	1773171319.467
53	400.000	0.006	400.002	0.383	2.966	1773171319.789
54	400.000	-0.005	399.998	0.365	0.369	1773171320.083
55	400.000	-0.035	400.000	0.639	5.188	1773171320.383
56	400.000	0.040	399.998	0.654	2.070	1773171320.704
57	400.000	0.010	400.000	0.699	5.412	1773171320.978
58	400.000	0.002	399.997	0.438	2.829	1773171321.279
59	400.000	-0.000	399.998	0.394	0.605	1773171321.582
60	400.000	0.016	399.998	0.311	5.001	1773171321.916
61	400.000	0.033	400.002	0.601	1.987	1773171322.231
62	400.000	0.020	399.996	0.616	5.591	1773171322.521
63	400.000	-0.021	400.000	0.764	2.541	1773171322.813
64	400.000	-0.043	400.001	0.353	6.111	1773171323.098
65	400.000	0.013	399.999	0.281	4.570	1773171323.423
66	400.000	0.007	400.001	0.475	1.880	1773171323.696
67	400.000	0.013	399.998	0.643	5.548	1773171324.009
68	400.000	-0.016	400.003	0.865	2.367	1773171324.282
69	400.000	-0.003	399.997	0.481	0.274	1773171324.586
70	400.000	0.026	399.997	0.201	5.189	1773171324.884
71	400.000	-0.020	399.999	0.661	1.963	1773171325.152
72	400.000	-0.014	400.001	0.740	5.595	1773171325.447
73	400.000	0.007	400.006	0.664	3.083	1773171325.778
74	400.000	-0.005	400.003	0.428	6.272	1773171326.106
75	400.000	-0.000	399.999	0.192	3.933	1773171326.410
76	400.000	-0.019	399.998	0.467	1.686	1773171326.752
77	400.000	0.032	399.999	0.736	5.261	1773171327.001
78	400.000	0.027	400.002	0.889	2.515	1773171327.286
79	400.000	-0.022	400.001	0.579	6.189	1773171327.586
80	400.000	-0.007	399.997	0.290	4.330	1773171327.893
81	400.000	-0.003	400.002	0.644	2.061	1773171328.151
82	400.000	-0.027	400.002	0.902	5.724	1773171328.466
83	400.000	0.016	399.999	0.828	2.369	1773171328.746
84	400.000	-0.008	400.002	0.276	6.176	1773171329.033
85	400.000	0.004	399.997	0.443	4.798	1773171329.348
86	400.000	0.031	399.999	0.662	1.856	1773171329.631
87	400.000	0.021	399.996	0.810	5.585	1773171329.884
88	400.000	-0.006	399.998	0.444	2.991	1773171330.132
89	400.000	0.034	400.002	0.369	1.850	1773171330.400
90	400.000	0.010	400.003	0.710	5.684	1773171330.660
91	400.000	0.007	399.999	0.539	3.238	1773171330.922
92	400.000	-0.014	399.997	0.271	0.545	1773171331.232
93	400.000	-0.022	399.999	0.530	5.105	1773171331.536
94	400.000	0.004	400.001	0.751	2.113	1773171331.813
95	400.000	-0.002	400.000	0.866	5.362	1773171332.076
96	400.000	0.017	399.999	0.447	3.469	1773171332.364
97	400.000	-0.014	400.000	0.742	1.570	1773171332.615
98	400.000	-0.008	399.999	0.753	5.324	1773171332.913
99	400.000	0.011	399.998	0.730	2.609	1773171333.191
100	400.000	-0.000	400.003	0.506	0.343	1773171333.491
101	400.000	0.036	400.000	0.376	4.363	1773171333.788
102	400.000	0.023	400.003	0.992	1.924	1773171334.051
103	400.000	0.013	400.001	0.725	5.834	1773171334.302
104	400.000	0.021	399.999	0.374	3.629	1773171334.577
105	400.000	-0.022	400.001	0.646	1.439	1773171334.844
106	400.000	-0.003	400.000	0.749	5.575	1773171335.123
107	400.000	-0.004	399.999	0.727	2.508	1773171335.430
108	400.000	0.012	400.002	0.521	0.184	1773171335.728
109	400.000	-0.038	399.997	0.311	3.782	1773171336.041
110	400.000	0.004	399.999	0.563	1.864	1773171336.320
111	400.000	0.011	400.001	0.732	5.411	1773171336.599
112	400.000	-0.023	399.996	0.751	2.442	1773171336.880
113	400.000	-0.005	399.999	0.433	6.216	1773171337.208
114	400.000	-0.002	400.002	0.416	4.632	1773171337.518
115	400.000	-0.003	400.000	0.711	1.958	1773171337.798
116	400.000	-0.027	399.997	0.737	5.684	1773171338.068
