Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	400.000	-0.019	400.001	0.316	1.119	1772225992.898
2	400.000	0.010	400.000	0.342	1.175	1772225993.097
3	400.000	0.035	400.002	0.303	1.064	1772225993.304
4	400.000	-0.051	399.997	0.272	1.158	1772225993.536
5	400.000	0.038	400.000	0.388	1.074	1772225993.772
6	400.000	-0.037	399.998	0.364	1.227	1772225993.975
7	400.000	-0.015	399.999	0.262	1.193	1772225994.192
8	400.000	-0.035	399.998	0.464	1.254	1772225994.426
9	400.000	0.001	399.999	0.290	1.027	1772225994.619
10	400.000	0.033	400.002	0.380	1.483	1772225994.874
11	400.000	0.016	400.000	0.386	1.224	1772225995.101
12	400.000	-0.049	399.998	0.364	1.028	1772225995.296
13	400.000	0.070	399.999	0.255	1.078	1772225995.497
14	400.000	0.013	400.001	0.293	1.542	1772225995.700
15	400.000	-0.020	399.999	0.398	1.202	1772225995.933
16	400.000	-0.005	399.994	0.457	1.201	1772225996.217
17	400.000	-0.008	400.000	0.434	1.143	1772225996.411
18	400.000	0.008	399.999	0.381	1.073	1772225996.621
19	400.000	0.002	400.007	0.299	1.447	1772225996.804
20	400.000	-0.015	400.003	0.492	1.154	1772225997.015
21	400.000	0.017	399.998	0.352	1.207	1772225997.271
22	400.000	-0.020	399.999	0.325	1.084	1772225997.487
23	400.000	-0.001	400.000	0.485	1.389	1772225997.689
24	400.000	0.007	399.999	0.382	1.200	1772225997.949
25	400.000	0.012	399.997	0.359	1.113	1772225998.180
26	400.000	0.080	400.000	0.347	1.347	1772225998.368
27	400.000	-0.020	400.002	0.437	1.303	1772225998.593
28	400.000	0.008	400.002	0.411	1.207	1772225998.817
29	400.000	-0.028	399.998	0.514	1.062	1772225999.016
30	400.000	0.036	400.000	0.437	1.279	1772225999.251
31	400.000	0.005	400.001	0.334	0.887	1772225999.430
32	400.000	-0.020	399.999	0.368	1.037	1772225999.642
33	400.000	-0.033	400.000	0.427	1.159	1772225999.912
34	400.000	0.038	400.002	0.453	1.142	1772226000.132
35	400.000	-0.003	400.000	0.387	0.951	1772226000.321
36	400.000	0.022	399.998	0.354	0.933	1772226000.582
37	400.000	0.042	400.003	0.496	1.190	1772226000.781
38	400.000	0.101	399.999	0.151	5.927	1772226000.986
39	400.000	0.032	399.998	0.226	1.594	1772226001.199
40	400.000	0.018	400.002	0.207	0.926	1772226001.420
41	400.000	0.046	400.001	0.069	2.227	1772226001.627
42	400.000	0.087	400.000	0.209	1.186	1772226001.805
43	400.000	-0.049	399.998	0.035	5.314	1772226001.983
44	400.000	0.024	399.998	0.195	1.436	1772226002.167
45	400.000	0.025	399.998	0.128	1.881	1772226002.380
46	400.000	-0.056	399.997	0.206	1.348	1772226002.627
47	400.000	-0.025	400.001	0.132	1.626	1772226002.812
48	400.000	0.012	400.000	0.052	6.130	1772226003.006
49	400.000	-0.060	400.000	0.081	5.609	1772226003.243
50	400.000	-0.027	400.002	0.089	0.873	1772226003.436
51	400.000	-0.050	399.999	0.104	0.660	1772226003.710
52	400.000	0.000	399.998	0.448	1.120	1772226003.940
53	400.000	0.007	399.999	0.144	1.966	1772226004.208
54	400.000	0.001	400.004	0.264	1.089	1772226004.439
55	400.000	0.003	400.005	0.297	1.818	1772226004.612
