Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	900.000	0.004	900.002	0.140	0.412	1772059555.390
2	900.000	-0.012	900.000	0.074	1.035	1772059555.657
3	900.000	-0.005	899.997	0.118	0.419	1772059555.966
4	900.000	-0.009	899.997	0.146	0.664	1772059556.258
5	900.000	0.001	900.000	0.115	0.649	1772059556.527
6	900.000	-0.010	899.999	0.139	0.164	1772059556.823
7	900.000	0.011	899.999	0.147	0.544	1772059557.168
8	900.000	0.024	900.000	0.157	0.752	1772059557.447
9	900.000	-0.008	900.000	0.133	0.675	1772059557.699
10	900.000	-0.032	899.996	0.083	0.775	1772059557.950
11	900.000	-0.000	900.001	0.056	0.590	1772059558.263
12	900.000	0.020	900.001	0.138	0.795	1772059558.535
13	900.000	0.005	899.998	0.066	0.324	1772059558.865
14	900.000	0.008	900.001	0.061	0.875	1772059559.146
15	900.000	0.029	900.000	0.136	1.186	1772059559.418
16	900.000	0.014	899.999	0.113	1.259	1772059559.693
17	900.000	0.000	899.998	0.118	0.531	1772059559.969
18	900.000	-0.008	899.996	0.142	0.955	1772059560.223
19	900.000	-0.014	899.999	0.089	0.619	1772059560.543
20	900.000	0.025	900.001	0.145	0.430	1772059560.843
21	900.000	-0.020	899.999	0.135	1.089	1772059561.169
22	900.000	0.034	900.003	0.121	0.908	1772059561.446
23	900.000	-0.001	899.997	0.149	0.696	1772059561.717
24	900.000	0.002	899.999	0.128	0.965	1772059562.026
25	900.000	-0.000	899.998	0.122	0.755	1772059562.305
26	900.000	0.029	899.997	0.112	0.978	1772059562.597
27	900.000	0.001	900.000	0.129	0.618	1772059562.912
28	900.000	-0.001	900.001	0.087	0.820	1772059563.176
29	900.000	-0.012	900.001	0.145	0.957	1772059563.442
30	900.000	-0.010	899.998	0.083	0.819	1772059563.749
31	900.000	0.032	900.002	0.097	0.950	1772059564.063
32	900.000	0.012	899.996	0.085	0.639	1772059564.392
33	900.000	-0.013	899.998	0.154	0.335	1772059564.681
34	900.000	-0.017	900.003	0.099	0.471	1772059565.002
35	900.000	-0.010	900.002	0.060	1.144	1772059565.298
36	900.000	-0.017	899.999	0.125	0.681	1772059565.544
37	900.000	0.007	900.003	0.087	0.779	1772059565.785
38	900.000	0.005	900.001	0.149	1.000	1772059566.056
39	900.000	0.011	899.998	0.137	0.491	1772059566.377
40	900.000	0.002	900.000	0.090	6.258	1772059566.660
41	900.000	-0.011	900.002	0.047	0.540	1772059566.925
42	900.000	-0.005	900.001	0.100	0.316	1772059567.149
43	900.000	0.017	899.997	0.137	0.315	1772059567.442
44	900.000	-0.000	899.999	0.093	0.202	1772059567.724
45	900.000	0.015	899.999	0.147	0.219	1772059568.005
46	900.000	0.015	900.001	0.094	0.807	1772059568.284
47	900.000	-0.012	899.999	0.103	0.519	1772059568.563
48	900.000	-0.019	899.997	0.065	0.037	1772059568.860
49	900.000	0.008	900.000	0.125	0.388	1772059569.190
50	900.000	0.008	899.996	0.120	0.286	1772059569.477
51	900.000	-0.009	899.997	0.120	0.424	1772059569.782
52	900.000	-0.016	900.001	0.121	0.319	1772059570.077
53	900.000	-0.010	899.998	0.100	0.223	1772059570.374
54	900.000	0.007	899.997	0.092	0.615	1772059570.681
55	900.000	0.045	900.002	0.117	0.917	1772059570.998
56	900.000	0.006	899.999	0.100	0.609	1772059571.307
57	900.000	-0.005	899.999	0.110	0.747	1772059571.614
58	900.000	0.024	899.999	0.162	0.673	1772059571.919
59	900.000	0.028	900.000	0.164	0.354	1772059572.230
