Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	600.000	-0.015	599.999	0.070	0.864	1772223198.806
2	600.000	-0.025	599.996	0.080	1.594	1772223199.068
3	600.000	-0.021	600.002	0.059	1.721	1772223199.294
4	600.000	0.040	600.003	0.147	2.239	1772223199.568
5	600.000	-0.006	599.999	0.090	2.015	1772223199.815
6	600.000	0.022	599.999	0.148	1.368	1772223200.063
7	600.000	-0.036	600.000	0.081	1.984	1772223200.289
8	600.000	0.032	599.997	0.060	2.149	1772223200.538
9	600.000	0.036	600.000	0.081	2.113	1772223200.799
10	600.000	-0.011	600.000	0.070	1.615	1772223201.075
11	600.000	0.020	600.000	0.069	2.140	1772223201.376
12	600.000	-0.008	600.001	0.130	1.377	1772223201.596
13	600.000	-0.006	600.001	0.072	1.847	1772223201.867
14	600.000	0.014	600.002	0.042	3.422	1772223202.093
15	600.000	0.026	600.002	0.052	1.350	1772223202.357
16	600.000	-0.025	599.996	0.084	1.214	1772223202.633
17	600.000	-0.027	600.001	0.069	1.401	1772223202.864
18	600.000	-0.037	600.001	0.075	1.405	1772223203.120
19	600.000	-0.002	600.001	0.060	2.109	1772223203.333
20	600.000	0.033	600.001	0.042	1.028	1772223203.612
21	600.000	-0.018	600.001	0.102	1.004	1772223203.834
22	600.000	-0.016	599.997	0.130	2.315	1772223204.031
23	600.000	-0.019	599.999	0.126	1.466	1772223204.301
24	600.000	0.000	600.000	0.116	2.079	1772223204.515
25	600.000	0.008	600.001	0.082	1.917	1772223204.717
26	600.000	-0.013	600.001	0.105	2.211	1772223205.002
27	600.000	-0.016	600.003	0.114	1.320	1772223205.221
28	600.000	0.009	600.000	0.087	1.599	1772223205.481
29	600.000	0.004	600.000	0.082	2.414	1772223205.720
30	600.000	-0.007	599.998	0.061	0.370	1772223205.970
31	600.000	-0.035	600.000	0.063	1.185	1772223206.251
32	600.000	0.018	599.999	0.102	1.004	1772223206.456
33	600.000	-0.022	599.999	0.127	1.797	1772223206.733
34	600.000	0.024	600.001	0.106	2.214	1772223206.985
35	600.000	-0.013	599.998	0.104	1.313	1772223207.234
36	600.000	0.044	599.999	0.044	4.290	1772223207.483
37	600.000	0.039	600.000	0.051	1.258	1772223207.702
38	600.000	0.004	600.002	0.184	1.975	1772223207.925
39	600.000	0.029	600.003	0.128	1.385	1772223208.154
40	600.000	-0.034	599.997	0.068	2.773	1772223208.417
41	600.000	0.019	599.997	0.065	1.500	1772223208.681
42	600.000	0.029	599.999	0.015	1.716	1772223208.915
43	600.000	0.039	599.997	0.023	0.331	1772223209.200
44	600.000	0.026	600.001	0.118	1.411	1772223209.429
45	600.000	0.005	600.002	0.047	0.903	1772223209.671
46	600.000	-0.023	599.999	0.022	1.979	1772223209.957
47	600.000	-0.054	599.999	0.124	1.296	1772223210.168
48	600.000	0.000	599.998	0.140	1.039	1772223210.422
49	600.000	-0.049	600.000	0.101	2.338	1772223210.675
50	600.000	-0.028	599.999	0.087	1.113	1772223210.935
51	600.000	-0.005	599.997	0.095	2.035	1772223211.194
52	600.000	0.015	599.997	0.133	1.030	1772223211.472
53	600.000	0.015	600.000	0.120	1.316	1772223211.688
54	600.000	0.055	599.999	0.121	1.244	1772223211.953
55	600.000	0.005	600.002	0.041	1.180	1772223212.216
56	600.000	0.019	599.998	0.091	1.233	1772223212.466
57	600.000	0.042	600.002	0.054	1.522	1772223212.712
58	600.000	-0.110	599.999	0.043	1.644	1772223212.944
59	600.000	-0.022	599.999	0.059	4.940	1772223213.211
60	600.000	-0.038	600.001	0.150	5.639	1772223213.436
61	600.000	-0.011	600.000	0.082	4.577	1772223213.696
62	600.000	-0.063	600.002	0.073	0.927	1772223213.952
63	600.000	-0.038	600.003	0.090	6.133	1772223214.216
64	600.000	-0.026	599.998	0.187	5.046	1772223214.463
65	600.000	-0.033	600.002	0.106	1.956	1772223214.675
66	600.000	0.042	600.003	0.139	5.476	1772223214.953
67	600.000	0.008	600.002	0.142	5.414	1772223215.206
68	600.000	-0.049	600.003	0.100	1.484	1772223215.457
69	600.000	0.007	599.998	0.145	5.357	1772223215.713
70	600.000	-0.006	599.999	0.102	5.205	1772223215.957
71	600.000	0.016	599.998	0.060	1.080	1772223216.228
72	600.000	-0.010	600.000	0.141	5.870	1772223216.435
73	600.000	-0.035	600.001	0.170	4.882	1772223216.706
74	600.000	0.002	599.998	0.115	2.547	1772223216.943
75	600.000	0.067	600.002	0.134	5.988	1772223217.220
76	600.000	-0.024	600.004	0.269	5.257	1772223217.444
77	600.000	-0.011	599.998	0.077	2.643	1772223217.695
78	600.000	0.009	599.998	0.138	5.904	1772223217.978
79	600.000	-0.047	600.001	0.204	5.313	1772223218.273
80	600.000	0.018	599.995	0.114	5.122	1772223218.494
81	600.000	0.003	599.998	0.127	0.667	1772223218.702
82	600.000	-0.011	600.003	0.201	5.319	1772223218.961
83	600.000	0.019	600.001	0.037	0.254	1772223219.196
84	600.000	-0.003	600.004	0.079	5.421	1772223219.458
85	600.000	-0.037	600.000	0.208	5.029	1772223219.718
86	600.000	0.015	599.997	0.049	3.065	1772223219.941
87	600.000	-0.009	600.000	0.144	5.578	1772223220.212
88	600.000	0.007	599.996	0.153	4.663	1772223220.439
89	600.000	-0.006	600.001	0.067	2.156	1772223220.714
90	600.000	0.025	600.003	0.249	5.355	1772223220.937
91	600.000	-0.063	599.998	0.013	5.857	1772223221.197
92	600.000	0.038	599.999	0.017	0.738	1772223221.456
93	600.000	-0.036	600.002	0.244	5.250	1772223221.681
94	600.000	0.019	599.998	0.103	2.684	1772223221.949
95	600.000	-0.035	599.998	0.114	5.523	1772223222.184
96	600.000	-0.042	600.000	0.176	5.192	1772223222.455
97	600.000	-0.036	599.999	0.106	1.565	1772223222.701
98	600.000	-0.017	599.999	0.158	5.847	1772223222.966
99	600.000	-0.065	600.002	0.260	5.081	1772223223.221
100	600.000	0.024	600.000	0.086	2.791	1772223223.449
101	600.000	-0.002	600.002	0.072	5.960	1772223223.706
102	600.000	-0.003	600.001	0.211	5.143	1772223223.950
103	600.000	0.047	600.002	0.080	2.123	1772223224.208
104	600.000	0.012	600.002	0.138	6.179	1772223224.451
105	600.000	-0.015	599.999	0.241	5.021	1772223224.683
106	600.000	-0.009	600.000	0.088	1.535	1772223224.951
107	600.000	-0.027	599.999	0.181	5.778	1772223225.190
108	600.000	0.003	599.999	0.196	5.302	1772223225.438
109	600.000	0.035	599.998	0.065	3.085	1772223225.720
110	600.000	0.010	600.000	0.092	0.317	1772223225.965
111	600.000	-0.016	599.999	0.257	5.096	1772223226.212
112	600.000	-0.029	600.000	0.098	2.186	1772223226.483
113	600.000	0.034	599.999	0.100	6.108	1772223226.726
114	600.000	0.001	600.002	0.141	4.529	1772223226.953
115	600.000	0.042	599.999	0.131	1.914	1772223227.224
116	600.000	-0.020	599.997	0.234	6.264	1772223227.457
117	600.000	-0.045	600.000	0.217	5.102	1772223227.729
118	600.000	-0.058	600.001	0.073	1.825	1772223227.958
119	600.000	0.015	600.003	0.178	5.706	1772223228.219
120	600.000	0.004	600.000	0.278	4.834	1772223228.479
121	600.000	-0.017	600.000	0.185	1.716	1772223228.687
122	600.000	0.019	600.006	0.237	5.926	1772223228.960
123	600.000	-0.005	600.002	0.208	4.293	1772223229.193
124	600.000	0.012	600.000	0.176	0.808	1772223229.408
125	600.000	-0.041	599.997	0.269	5.159	1772223229.656
126	600.000	-0.001	600.001	0.084	2.375	1772223229.913
127	600.000	0.024	599.997	0.181	0.137	1772223230.187
128	600.000	-0.020	599.995	0.244	4.784	1772223230.424
129	600.000	0.005	599.999	0.109	2.228	1772223230.665
130	600.000	-0.027	599.998	0.108	5.162	1772223230.921
131	600.000	-0.003	599.998	0.326	4.779	1772223231.159
132	600.000	-0.023	600.001	0.155	2.157	1772223231.399
133	600.000	0.014	599.998	0.195	5.921	1772223231.636
134	600.000	0.002	600.002	0.162	4.865	1772223231.901
135	600.000	0.026	599.997	0.121	1.494	1772223232.149
136	600.000	0.011	599.996	0.184	5.951	1772223232.404
137	600.000	-0.012	600.001	0.221	4.570	1772223232.648
