Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	300.000	0.037	300.001	0.737	0.701	1772221419.542
2	300.000	0.005	300.001	0.871	0.811	1772221419.831
3	300.000	-0.011	299.998	0.767	0.768	1772221420.074
4	300.000	0.035	300.000	0.894	0.785	1772221420.322
5	300.000	0.045	300.001	0.777	0.708	1772221420.554
6	300.000	0.017	300.003	0.797	0.763	1772221420.823
7	300.000	-0.015	300.000	0.794	0.675	1772221421.055
8	300.000	0.025	300.001	0.800	0.771	1772221421.287
9	300.000	0.035	300.001	0.810	0.818	1772221421.552
10	300.000	0.002	299.998	0.855	0.774	1772221421.811
11	300.000	-0.024	299.996	0.917	0.761	1772221422.055
12	300.000	0.026	300.004	0.896	0.759	1772221422.313
13	300.000	0.021	300.001	0.863	0.831	1772221422.561
14	300.000	-0.074	300.003	0.824	0.780	1772221422.797
15	300.000	-0.041	299.998	0.869	0.708	1772221423.074
16	300.000	-0.021	300.000	0.816	0.573	1772221423.325
17	300.000	-0.005	299.999	0.895	0.743	1772221423.541
18	300.000	0.012	300.002	0.801	0.644	1772221423.826
19	300.000	0.022	299.999	0.885	0.761	1772221424.058
20	300.000	0.009	299.998	0.802	0.696	1772221424.301
21	300.000	0.028	300.001	0.876	0.806	1772221424.545
22	300.000	-0.001	300.001	0.845	0.659	1772221424.800
23	300.000	0.024	299.998	0.793	0.823	1772221425.054
24	300.000	0.011	300.001	0.811	0.724	1772221425.297
25	300.000	0.024	299.998	0.833	0.651	1772221425.534
26	300.000	0.030	300.001	0.833	0.707	1772221425.805
27	300.000	-0.030	300.004	0.883	0.663	1772221426.044
28	300.000	-0.019	300.002	0.772	0.685	1772221426.295
29	300.000	0.035	299.997	0.787	0.695	1772221426.557
30	300.000	0.015	300.000	0.846	0.683	1772221426.851
31	300.000	-0.004	299.999	0.900	0.836	1772221427.058
32	300.000	-0.027	300.001	0.743	0.620	1772221427.337
33	300.000	0.061	300.002	0.926	0.763	1772221427.560
34	300.000	0.046	300.002	0.909	0.706	1772221427.823
35	300.000	0.001	300.000	0.894	0.809	1772221428.078
36	300.000	0.038	299.996	0.780	0.655	1772221428.332
37	300.000	-0.020	299.998	0.905	0.696	1772221428.589
38	300.000	0.008	299.997	0.763	0.688	1772221428.813
39	300.000	-0.031	299.999	0.811	0.647	1772221429.076
40	300.000	0.023	300.003	0.874	0.768	1772221429.316
41	300.000	-0.042	300.000	0.805	0.756	1772221429.573
42	300.000	-0.016	300.001	0.844	0.693	1772221429.835
43	300.000	0.011	299.997	0.898	0.748	1772221430.081
44	300.000	0.030	300.002	0.871	0.636	1772221430.311
45	300.000	0.019	299.998	0.943	0.755	1772221430.542
46	300.000	-0.003	299.999	0.907	0.771	1772221430.830
47	300.000	-0.005	300.001	0.784	0.701	1772221431.083
48	300.000	0.007	299.995	0.705	0.635	1772221431.309
