Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	100.000	0.006	99.998	2.360	1.035	1772749350.221
2	100.000	-0.030	100.004	2.410	1.062	1772749350.481
3	100.000	0.007	99.998	2.422	1.135	1772749350.712
4	100.000	-0.013	100.002	2.301	1.024	1772749350.905
5	100.000	0.050	99.999	2.349	1.020	1772749351.121
6	100.000	0.033	100.003	2.548	1.021	1772749351.327
7	100.000	0.058	100.004	2.034	1.025	1772749351.534
8	100.000	0.024	100.004	2.338	0.967	1772749351.734
9	100.000	0.031	99.997	2.254	1.003	1772749351.944
10	100.000	-0.039	99.998	2.385	1.046	1772749352.197
11	100.000	-0.026	100.002	2.366	1.027	1772749352.419
12	100.000	0.017	99.998	2.321	1.065	1772749352.620
13	100.000	0.003	99.994	2.547	1.085	1772749352.796
14	100.000	0.018	100.003	2.273	0.914	1772749352.977
15	100.000	-0.001	99.997	2.491	1.040	1772749353.167
16	100.000	-0.032	100.000	2.339	1.034	1772749353.335
17	100.000	0.070	100.006	2.488	0.993	1772749353.535
18	100.000	-0.054	99.997	2.424	0.985	1772749353.733
19	100.000	0.005	100.001	2.223	1.154	1772749353.923
20	100.000	0.005	99.998	2.486	1.040	1772749354.113
21	100.000	0.030	100.001	2.058	1.027	1772749354.301
22	100.000	-0.016	99.997	2.293	1.085	1772749354.480
23	100.000	0.041	100.001	2.386	1.043	1772749354.677
24	100.000	-0.021	99.995	2.454	1.111	1772749354.872
25	100.000	0.046	99.998	2.477	1.118	1772749355.083
26	100.000	0.008	99.996	2.400	1.100	1772749355.320
27	100.000	-0.011	100.002	2.175	0.940	1772749355.554
28	100.000	-0.029	99.997	2.460	1.119	1772749355.740
29	100.000	0.014	100.001	2.506	1.111	1772749355.928
30	100.000	0.001	99.994	2.573	1.036	1772749356.145
31	100.000	-0.023	99.999	2.584	1.066	1772749356.355
32	100.000	-0.027	99.998	2.432	1.173	1772749356.568
33	100.000	-0.000	99.997	2.202	1.107	1772749356.815
34	100.000	-0.022	99.999	2.250	1.071	1772749357.052
35	100.000	0.020	100.002	2.441	1.031	1772749357.245
