Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	600.000	-0.023	599.999	0.161	0.305	1772052405.806
2	600.000	0.015	600.000	0.114	6.040	1772052406.101
3	600.000	0.044	600.002	0.225	0.034	1772052406.363
4	600.000	0.023	600.002	0.171	6.163	1772052406.623
5	600.000	0.016	600.002	0.221	6.060	1772052406.883
6	600.000	-0.011	600.001	0.131	5.865	1772052407.116
7	600.000	-0.014	600.002	0.107	0.152	1772052407.381
8	600.000	-0.005	600.000	0.201	6.081	1772052407.618
9	600.000	-0.005	599.999	0.188	0.492	1772052407.855
10	600.000	0.020	600.000	0.251	0.049	1772052408.124
11	600.000	-0.017	600.003	0.189	6.137	1772052408.361
12	600.000	0.017	599.999	0.172	0.284	1772052408.616
13	600.000	0.010	599.999	0.180	0.154	1772052408.865
14	600.000	-0.004	600.000	0.174	0.084	1772052409.142
15	600.000	-0.015	599.998	0.157	6.250	1772052409.431
16	600.000	-0.061	599.998	0.187	5.601	1772052409.718
17	600.000	0.023	599.999	0.162	5.604	1772052410.015
18	600.000	-0.037	599.998	0.147	6.200	1772052410.285
19	600.000	-0.023	599.999	0.160	6.226	1772052410.578
20	600.000	-0.023	600.000	0.185	5.997	1772052410.884
21	600.000	0.042	599.997	0.135	6.118	1772052411.173
22	600.000	0.007	599.999	0.198	0.064	1772052411.428
23	600.000	0.000	600.002	0.153	0.139	1772052411.660
24	600.000	-0.001	600.000	0.101	6.260	1772052411.929
25	600.000	-0.043	599.999	0.119	0.191	1772052412.185
26	600.000	0.013	600.002	0.120	0.177	1772052412.432
27	600.000	0.029	599.999	0.228	0.226	1772052412.697
28	600.000	0.014	599.997	0.207	6.280	1772052412.933
29	600.000	0.001	600.004	0.127	0.237	1772052413.173
30	600.000	0.010	600.002	0.078	5.358	1772052413.417
31	600.000	0.001	600.002	0.238	0.129	1772052413.676
32	600.000	-0.002	600.000	0.253	6.268	1772052413.920
33	600.000	-0.001	600.002	0.195	0.085	1772052414.197
34	600.000	-0.015	600.000	0.202	0.075	1772052414.442
35	600.000	0.011	599.998	0.229	0.096	1772052414.659
36	600.000	0.019	600.000	0.095	5.691	1772052414.932
37	600.000	-0.002	599.998	0.186	0.021	1772052415.171
38	600.000	0.008	600.002	0.122	6.018	1772052415.447
39	600.000	-0.026	599.999	0.168	6.037	1772052415.676
40	600.000	-0.001	599.996	0.128	0.307	1772052415.920
41	600.000	-0.010	599.997	0.148	6.211	1772052416.191
42	600.000	0.001	600.001	0.189	6.161	1772052416.448
43	600.000	-0.053	600.003	0.217	0.071	1772052416.688
44	600.000	0.037	599.999	0.167	6.261	1772052416.912
45	600.000	-0.035	599.999	0.141	6.227	1772052417.184
46	600.000	0.027	600.002	0.134	6.131	1772052417.430
47	600.000	0.033	599.998	0.193	6.140	1772052417.682
48	600.000	0.013	600.001	0.253	0.290	1772052417.941
49	600.000	0.040	599.999	0.156	6.099	1772052418.189
50	600.000	-0.000	600.000	0.209	0.225	1772052418.420
51	600.000	-0.020	599.999	0.157	6.182	1772052418.683
52	600.000	-0.018	599.999	0.132	0.310	1772052418.934
53	600.000	0.038	599.996	0.195	6.178	1772052419.151
54	600.000	-0.026	599.997	0.144	6.033	1772052419.425
