Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	100.000	0.008	99.994	4.080	1.167	1773265807.476
2	100.000	-0.002	99.997	4.207	1.142	1773265807.761
3	100.000	0.002	99.999	4.230	1.087	1773265808.046
4	100.000	0.032	99.998	4.076	1.043	1773265808.323
5	100.000	0.011	100.003	4.219	1.122	1773265808.637
6	100.000	-0.002	99.999	4.117	1.041	1773265808.956
7	100.000	-0.011	99.995	4.240	1.173	1773265809.248
8	100.000	0.039	100.004	4.149	1.159	1773265809.496
9	100.000	-0.016	99.999	4.240	1.098	1773265809.741
10	100.000	-0.009	99.997	4.235	1.033	1773265810.056
11	100.000	-0.023	99.998	4.121	1.029	1773265810.316
12	100.000	0.002	100.000	4.121	1.010	1773265810.638
13	100.000	0.016	99.998	4.253	0.969	1773265810.924
14	100.000	-0.026	99.996	4.125	0.966	1773265811.190
15	100.000	0.003	100.000	4.217	0.927	1773265811.439
16	100.000	-0.011	100.001	4.430	1.021	1773265811.697
17	100.000	-0.029	99.995	4.116	1.053	1773265811.962
18	100.000	-0.024	100.006	4.199	1.053	1773265812.276
19	100.000	0.037	99.995	4.191	1.007	1773265812.588
20	100.000	0.016	99.998	4.356	1.098	1773265812.900
21	100.000	-0.005	99.996	4.227	1.054	1773265813.176
22	100.000	-0.001	100.002	4.167	0.991	1773265813.446
23	100.000	0.009	100.005	4.328	1.044	1773265813.704
24	100.000	-0.028	100.001	4.220	1.078	1773265813.921
25	100.000	0.016	100.004	4.207	1.062	1773265814.205
26	100.000	-0.011	99.998	4.336	0.994	1773265814.447
27	100.000	-0.013	100.000	4.221	1.037	1773265814.762
28	100.000	-0.007	100.001	4.040	0.959	1773265815.035
29	100.000	-0.029	99.998	4.081	1.016	1773265815.297
30	100.000	-0.011	100.003	4.085	1.006	1773265815.586
31	100.000	-0.002	99.999	4.207	1.068	1773265815.869
32	100.000	-0.028	99.998	4.267	0.994	1773265816.143
33	100.000	0.012	99.998	4.174	1.005	1773265816.434
34	100.000	0.001	100.002	4.372	1.083	1773265816.678
35	100.000	0.000	100.001	4.250	1.100	1773265816.939
36	100.000	-0.004	100.004	4.126	0.956	1773265817.196
37	100.000	-0.012	99.996	4.172	1.029	1773265817.445
38	100.000	-0.003	100.002	4.197	1.019	1773265817.720
39	100.000	-0.006	100.004	4.230	1.017	1773265818.015
40	100.000	0.012	99.999	4.281	0.928	1773265818.243
41	100.000	0.013	99.997	4.392	1.051	1773265818.526
42	100.000	-0.002	100.003	4.189	1.017	1773265818.838
43	100.000	0.022	100.003	4.258	1.009	1773265819.105
44	100.000	0.004	100.002	4.212	1.063	1773265819.390
45	100.000	0.025	99.999	4.024	1.099	1773265819.647
46	100.000	0.022	99.998	4.061	1.082	1773265819.951
47	100.000	0.004	99.999	4.162	0.958	1773265820.278
48	100.000	-0.009	99.999	4.317	0.987	1773265820.542
49	100.000	-0.008	100.000	4.212	1.001	1773265820.810
50	100.000	0.002	100.000	4.219	1.017	1773265821.040
51	100.000	-0.015	100.005	4.284	1.005	1773265821.321
52	100.000	-0.010	99.998	4.275	1.008	1773265821.553
53	100.000	0.016	99.997	4.242	0.998	1773265821.808
54	100.000	-0.019	100.001	4.154	0.971	1773265822.070
55	100.000	-0.014	99.997	4.353	0.991	1773265822.326
56	100.000	-0.019	100.000	4.136	0.945	1773265822.571
57	100.000	0.029	100.001	4.397	1.042	1773265822.838
58	100.000	0.007	99.999	4.434	0.997	1773265823.109
59	100.000	-0.019	99.999	4.225	0.985	1773265823.399
60	100.000	-0.011	100.005	4.220	1.048	1773265823.685
61	100.000	-0.015	99.999	4.482	1.079	1773265823.956
62	100.000	-0.001	100.003	4.171	1.007	1773265824.247
63	100.000	-0.019	99.997	4.229	0.942	1773265824.507
64	100.000	-0.021	99.999	3.981	0.927	1773265824.760
65	100.000	0.004	100.004	4.101	0.971	1773265824.996
66	100.000	0.031	100.004	4.045	1.045	1773265825.239
67	100.000	-0.034	100.000	4.258	0.976	1773265825.515
68	100.000	0.039	100.001	4.230	0.991	1773265825.758
69	100.000	0.005	100.003	4.135	0.954	1773265826.012
70	100.000	-0.043	99.996	4.107	0.885	1773265826.264
71	100.000	0.022	99.998	4.321	0.963	1773265826.508
72	100.000	-0.042	99.999	4.011	0.967	1773265826.763
73	100.000	0.011	100.002	4.414	0.945	1773265827.024
74	100.000	0.004	99.999	4.395	0.978	1773265827.311
75	100.000	-0.006	100.000	4.113	0.888	1773265827.571
76	100.000	0.023	100.000	4.284	0.870	1773265827.818
77	100.000	0.040	100.000	4.080	0.879	1773265828.074
78	100.000	0.009	100.000	4.123	0.960	1773265828.310
79	100.000	0.018	100.000	4.404	0.970	1773265828.540
80	100.000	-0.000	99.995	4.103	1.006	1773265828.819
81	100.000	0.002	99.998	4.167	0.988	1773265829.049
82	100.000	0.017	100.002	4.280	0.992	1773265829.337
83	100.000	-0.003	100.002	4.192	0.942	1773265829.588
84	100.000	-0.044	100.000	4.301	0.965	1773265829.844
85	100.000	-0.027	100.000	4.390	0.936	1773265830.147
86	100.000	0.007	100.004	4.384	0.898	1773265830.394
87	100.000	-0.000	99.999	3.573	0.822	1773265830.722
88	100.000	-0.039	100.002	3.711	0.915	1773265830.996
89	100.000	0.001	100.004	4.071	1.010	1773265831.267
90	100.000	0.040	100.002	4.274	1.064	1773265831.570
91	100.000	0.017	100.006	4.150	1.054	1773265831.824
92	100.000	0.035	99.999	4.039	1.083	1773265832.064
93	100.000	0.017	99.999	3.751	1.065	1773265832.340
94	100.000	0.010	99.999	3.749	1.112	1773265832.640
95	100.000	0.034	100.001	4.327	1.147	1773265832.885
96	100.000	0.003	99.999	4.360	1.127	1773265833.148
97	100.000	-0.013	99.998	4.563	1.154	1773265833.462
98	100.000	-0.011	100.005	4.491	1.180	1773265833.758
99	100.000	-0.025	100.003	4.238	1.190	1773265834.031
100	100.000	0.024	99.999	3.994	1.136	1773265834.280
101	100.000	0.008	100.000	3.757	1.233	1773265834.602
102	100.000	-0.026	99.998	4.071	1.242	1773265834.920
103	100.000	0.006	99.997	4.089	1.153	1773265835.212
104	100.000	-0.027	100.000	3.926	1.110	1773265835.461
105	100.000	0.002	100.002	3.399	1.218	1773265835.720
106	100.000	-0.002	99.997	3.701	1.201	1773265835.983
107	100.000	0.017	99.998	4.020	1.234	1773265836.287
108	100.000	0.008	99.999	4.131	1.304	1773265836.525
109	100.000	0.028	100.000	3.664	1.275	1773265836.787
110	100.000	0.039	99.998	3.585	1.152	1773265837.073
111	100.000	0.000	100.000	3.323	1.208	1773265837.340
112	100.000	0.000	100.004	3.159	1.282	1773265837.554
113	100.000	0.017	100.000	3.556	1.211	1773265837.830
114	100.000	0.018	99.997	3.282	1.155	1773265838.091
115	100.000	-0.016	99.999	3.141	1.246	1773265838.358
116	100.000	0.022	100.002	3.298	1.271	1773265838.613
117	100.000	-0.014	99.997	3.089	1.217	1773265838.882
118	100.000	-0.001	100.001	3.379	1.319	1773265839.197
119	100.000	0.004	100.003	3.689	1.313	1773265839.484
120	100.000	0.008	99.997	3.124	1.178	1773265839.749
121	100.000	0.023	99.996	3.187	1.312	1773265840.052
122	100.000	0.011	100.000	3.329	1.261	1773265840.313
123	100.000	-0.012	100.001	3.111	1.418	1773265840.576
124	100.000	0.001	100.003	3.490	1.416	1773265840.868
125	100.000	0.004	100.001	3.357	1.349	1773265841.138
126	100.000	-0.011	99.999	3.433	1.477	1773265841.423
127	100.000	0.007	99.998	3.530	1.547	1773265841.692
128	100.000	0.018	100.002	3.225	1.436	1773265841.979
129	100.000	-0.000	99.999	3.389	1.345	1773265842.239
130	100.000	0.007	99.997	2.870	1.408	1773265842.488
131	100.000	0.051	100.001	3.428	1.319	1773265842.745
132	100.000	-0.002	100.002	3.246	1.323	1773265842.959
133	100.000	0.030	100.002	3.072	1.290	1773265843.249
134	100.000	0.005	99.998	2.962	1.281	1773265843.500
135	100.000	0.021	99.997	3.274	1.239	1773265843.754
136	100.000	0.017	100.001	3.232	1.339	1773265844.004
137	100.000	-0.040	99.998	3.010	1.320	1773265844.268
138	100.000	0.014	100.004	3.256	1.329	1773265844.511
139	100.000	0.004	99.998	3.345	1.328	1773265844.778
140	100.000	0.001	100.001	3.412	1.289	1773265845.062
141	100.000	0.016	100.003	3.295	1.286	1773265845.328
142	100.000	0.002	99.998	3.264	1.297	1773265845.553
143	100.000	0.006	99.999	3.645	1.283	1773265845.839
144	100.000	0.006	100.003	3.484	1.284	1773265846.139
145	100.000	-0.008	99.999	3.689	1.295	1773265846.442
146	100.000	0.030	99.996	3.401	1.369	1773265846.720
147	100.000	0.016	100.003	3.561	1.308	1773265847.010
