Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
100.000	100.000	3.158	3.284
100.000	99.998	2.538	3.388
100.000	100.002	2.704	3.282
100.000	100.000	3.437	2.529
100.000	99.997	3.604	2.344
100.000	100.000	3.504	2.778
100.000	99.999	2.898	3.028
100.000	100.000	2.189	3.267
100.000	100.001	1.529	3.435
100.000	99.998	1.548	2.147
100.000	100.006	2.127	3.225
100.000	99.999	2.982	2.647
100.000	99.999	3.565	2.945
100.000	100.006	3.458	3.273
100.000	100.003	2.875	3.484
100.000	100.001	2.413	3.733
100.000	100.000	2.207	3.324
100.000	100.001	2.999	2.659
100.000	99.999	3.183	2.900
100.000	99.998	3.380	3.094
100.000	99.999	2.696	3.456
100.000	99.992	2.019	3.673
100.000	99.999	2.028	3.425
100.000	99.997	2.464	2.946
100.000	100.000	2.818	2.950
100.000	100.000	3.390	3.088
100.000	100.000	3.828	3.243
100.000	100.000	3.103	3.492
100.000	99.996	1.946	3.665
100.000	100.005	1.424	3.667
100.000	99.996	1.792	3.115
100.000	99.995	2.430	2.970
100.000	100.000	2.956	3.150
100.000	99.999	3.329	3.382
100.000	100.001	3.067	3.410
100.000	100.000	1.876	3.351
100.000	99.999	1.451	3.468
100.000	99.997	1.688	2.765
100.000	99.999	2.471	3.083
100.000	99.996	3.313	3.326
100.000	99.998	3.327	3.411
100.000	100.002	2.311	3.297
100.000	100.000	1.745	3.009
100.000	100.000	2.474	2.755
100.000	100.001	2.710	2.777
100.000	99.999	3.428	3.359
100.000	99.999	3.674	3.354
100.000	99.998	3.272	3.360
100.000	99.999	2.206	3.245
100.000	100.002	2.367	3.260
100.000	100.007	2.944	2.927
100.000	100.002	3.304	2.753
100.000	99.999	2.957	3.018
100.000	100.000	3.260	3.240
100.000	99.996	3.294	3.243
100.000	100.000	2.258	2.894
100.000	100.000	16.730	4.363
100.000	100.001	2.527	2.721
100.000	99.996	2.524	3.108
100.000	99.999	2.759	3.466
100.000	100.001	2.641	3.380
100.000	100.002	2.051	2.919
100.000	100.003	1.788	2.607
100.000	100.001	2.513	2.977
100.000	99.998	3.021	3.028
100.000	99.999	3.111	3.218
100.000	100.003	2.727	3.331
100.000	100.001	2.384	3.279
100.000	99.996	1.884	2.670
100.000	100.000	1.695	2.620
100.000	100.003	2.650	3.100
100.000	99.998	3.304	3.317
100.000	100.001	3.285	3.522
100.000	100.000	3.048	3.574
100.000	100.001	2.933	3.254
100.000	100.003	2.356	2.482
100.000	100.002	2.667	2.600
100.000	100.006	3.519	3.065
100.000	100.000	3.551	3.127
100.000	100.000	3.628	3.450
100.000	100.002	3.502	3.548
100.000	100.000	2.964	3.085
100.000	99.998	2.902	2.295
100.000	100.002	2.352	2.441
100.000	99.998	3.358	3.097
100.000	99.998	3.959	3.355
100.000	99.998	4.102	3.488
100.000	100.000	3.689	3.477
100.000	99.998	3.286	2.812
100.000	99.999	2.971	2.219
100.000	99.999	2.405	2.716
100.000	99.998	3.916	3.358
100.000	99.999	4.231	3.389
100.000	100.002	3.654	3.487
100.000	99.999	2.758	3.378
100.000	100.002	2.678	2.360
100.000	100.000	2.382	2.032
100.000	99.996	2.217	3.111
100.000	100.003	4.027	3.484
100.000	100.000	3.910	3.545
100.000	100.004	3.195	3.571
100.000	99.999	0.609	0.865
100.000	100.003	1.971	2.060
100.000	100.005	2.234	2.330
100.000	100.003	2.702	3.393
100.000	100.002	3.692	3.652
100.000	100.000	3.387	3.727
100.000	100.000	2.925	3.672
100.000	100.002	2.380	2.686
100.000	99.998	2.461	2.215
100.000	99.995	2.324	2.817
100.000	100.001	3.506	3.479
100.000	100.000	4.216	3.605
100.000	100.002	3.738	3.629
100.000	100.000	2.881	3.179
100.000	99.999	2.877	2.271
100.000	100.001	2.933	2.176
100.000	100.001	2.874	2.962
100.000	100.003	4.063	3.461
100.000	100.003	4.424	3.644
100.000	100.003	3.875	3.616
100.000	100.000	2.478	2.894
100.000	100.001	2.968	2.171
100.000	99.997	2.154	2.683
100.000	100.000	3.494	3.529
100.000	99.997	4.492	3.667
100.000	100.005	4.438	3.700
100.000	99.998	3.764	3.158
100.000	100.002	3.737	2.483
100.000	100.002	3.306	2.269
100.000	100.002	2.409	2.986
100.000	99.999	3.409	3.699
100.000	99.997	3.845	3.845
100.000	100.007	2.876	3.588
100.000	99.998	2.862	2.752
100.000	100.007	3.457	2.334
100.000	99.997	3.045	2.527
100.000	100.000	3.322	3.371
100.000	99.995	4.236	3.713
100.000	99.999	4.212	3.757
100.000	99.995	2.707	3.272
100.000	100.003	2.894	2.448
100.000	100.003	2.918	2.373
100.000	100.001	2.863	2.810
100.000	99.999	3.314	3.356
100.000	100.000	3.682	3.675
100.000	99.996	3.211	3.736
100.000	100.001	2.329	2.842
100.000	99.998	2.759	2.386
100.000	99.996	3.071	2.708
100.000	100.000	3.566	3.182
100.000	100.004	4.247	3.378
100.000	100.008	3.654	3.573
100.000	100.003	2.157	3.050
100.000	100.002	2.484	2.251
100.000	100.000	2.215	2.532
100.000	100.000	3.503	3.204
100.000	100.002	4.042	3.407
100.000	100.004	3.595	3.392
100.000	99.996	2.637	3.411
100.000	100.002	2.459	2.449
100.000	99.999	2.739	2.202
100.000	100.000	2.434	3.028
100.000	99.999	3.512	3.250
100.000	100.002	4.155	3.418
100.000	100.001	3.514	3.168
100.000	100.002	3.130	2.631
100.000	100.001	3.887	2.159
100.000	100.000	3.454	2.251
100.000	99.997	3.273	2.976
100.000	100.001	3.786	3.312
100.000	100.001	3.620	3.460
100.000	99.997	2.724	3.278
100.000	99.997	2.270	2.374
100.000	100.000	3.698	2.068
100.000	100.000	4.195	2.228
100.000	99.999	3.374	3.161
100.000	100.003	3.878	3.224
100.000	99.998	2.456	3.294
100.000	100.002	1.634	2.876
100.000	99.993	2.651	2.199
100.000	100.001	3.250	2.260
100.000	100.000	3.425	2.805
100.000	100.000	4.147	3.248
100.000	100.003	3.687	3.343
100.000	100.002	2.086	3.246
100.000	100.001	1.921	2.120
100.000	100.000	3.076	1.909
100.000	100.000	2.553	2.353
100.000	99.999	3.344	2.989
100.000	100.002	3.858	3.375
100.000	99.999	3.060	3.481
100.000	100.004	1.091	2.743
100.000	100.002	2.501	1.533
100.000	99.994	3.629	1.559
100.000	100.003	2.582	2.519
100.000	99.998	3.900	3.131
100.000	99.996	4.171	3.427
100.000	99.998	2.614	3.395
100.000	99.998	0.943	2.677
100.000	100.004	2.618	1.821
100.000	99.998	2.714	1.979
100.000	100.000	2.979	2.904
100.000	100.001	3.507	3.272
100.000	100.005	3.380	3.424
100.000	100.000	1.582	3.603
100.000	100.003	1.588	1.448
100.000	99.994	2.351	1.707
100.000	100.005	1.667	2.696
100.000	99.999	3.417	3.284
100.000	100.000	3.963	3.414
100.000	99.998	2.562	3.262
100.000	100.000	0.706	2.343
100.000	100.002	1.683	1.511
100.000	99.998	2.134	2.112
100.000	100.002	2.925	3.102
100.000	100.000	4.267	3.301
100.000	99.997	4.198	3.354
100.000	99.998	2.209	3.002
100.000	99.998	1.701	1.732
100.000	100.000	1.386	1.800
100.000	100.000	2.395	2.916
100.000	100.004	4.250	3.368
100.000	100.002	4.679	3.454
100.000	99.997	3.421	3.316
100.000	99.999	2.322	2.480
100.000	100.001	2.233	1.959
100.000	100.000	1.884	2.875
100.000	100.002	3.777	3.456
100.000	100.000	4.229	3.474
100.000	100.001	3.854	3.422
100.000	99.996	2.887	3.322
100.000	99.996	2.381	2.461
100.000	99.998	2.367	2.139
100.000	100.001	2.258	2.787
100.000	100.000	3.776	3.456
100.000	100.000	4.807	3.475
100.000	100.000	4.560	3.431
100.000	99.999	2.609	2.940
100.000	100.002	2.746	1.908
100.000	100.003	1.883	2.238
100.000	99.997	2.706	3.206
100.000	99.995	4.330	3.535
100.000	99.999	5.073	3.567
100.000	100.001	4.030	3.385
100.000	99.999	2.204	2.316
100.000	100.001	2.446	1.746
100.000	100.001	2.062	2.790
100.000	99.999	3.372	3.400
100.000	99.999	4.078	3.692
100.000	100.000	4.120	3.729
100.000	100.004	3.411	3.612
100.000	100.000	1.950	2.622
100.000	99.996	1.794	1.888
100.000	100.006	1.974	3.023
100.000	99.999	3.745	3.458
100.000	100.001	4.642	3.614
100.000	100.005	4.488	3.613
100.000	100.001	2.950	3.330
100.000	100.003	2.519	2.339
100.000	99.997	2.052	2.215
100.000	100.004	2.554	3.039
100.000	99.998	3.870	3.435
100.000	99.998	4.748	3.633
100.000	100.002	6.251	3.118
100.000	99.999	3.160	3.287
100.000	100.003	2.098	2.300
100.000	100.001	1.790	2.633
100.000	99.995	3.906	3.413
100.000	99.997	4.514	3.554
100.000	99.999	5.001	3.752
100.000	99.999	5.367	3.872
100.000	100.002	3.401	3.430
100.000	100.000	2.183	2.537
100.000	100.001	1.794	2.278
100.000	100.000	2.433	3.444
100.000	99.996	4.250	3.436
100.000	100.003	4.774	3.731
100.000	100.000	3.986	3.696
100.000	99.999	2.158	2.935
100.000	100.005	2.431	2.017
100.000	100.000	2.016	2.690
100.000	100.001	3.572	3.220
100.000	100.001	3.258	3.525
100.000	100.002	3.458	3.881
100.000	100.001	2.424	3.734
100.000	100.000	1.215	2.586
100.000	100.001	1.468	2.252
100.000	99.999	2.639	3.166
100.000	99.997	3.871	3.327
100.000	100.001	3.573	3.568
100.000	100.004	3.051	3.764
100.000	99.996	1.826	3.062
100.000	100.000	1.569	2.043
100.000	100.000	1.175	2.614
100.000	99.997	3.244	3.328
100.000	99.999	3.792	3.247
100.000	100.000	3.010	3.515
100.000	99.998	2.446	3.420
100.000	100.003	1.814	2.605
100.000	100.000	1.962	2.344
100.000	100.001	2.172	3.280
100.000	99.996	4.182	3.518
100.000	100.001	3.771	3.535
100.000	100.000	3.050	3.836
100.000	100.002	1.526	3.165
100.000	100.002	1.368	2.000
100.000	100.003	1.210	2.859
100.000	100.002	3.247	3.417
100.000	100.002	4.264	3.504
100.000	100.003	3.308	3.626
100.000	100.000	2.017	3.652
100.000	100.002	1.122	2.330
100.000	100.000	1.202	1.974
100.000	99.999	1.345	3.485
100.000	100.001	3.457	3.535
100.000	100.000	3.532	3.651
100.000	99.998	2.820	3.946
100.000	100.000	1.566	3.542
100.000	100.003	0.813	2.132
100.000	100.000	0.414	2.841
100.000	100.001	2.554	3.782
100.000	99.997	3.806	3.726
100.000	100.005	3.234	3.928
100.000	100.000	2.611	4.034
100.000	100.002	1.560	2.775
100.000	99.997	1.216	2.243
100.000	100.004	1.112	3.388
100.000	100.002	3.012	3.649
100.000	100.005	3.539	3.826
100.000	100.001	2.786	4.162
100.000	99.997	1.380	3.614
100.000	99.998	1.995	2.113
100.000	100.000	1.316	2.534
100.000	100.003	2.628	3.623
100.000	100.004	3.824	3.737
100.000	100.001	3.289	3.957
100.000	100.006	2.683	3.993
100.000	99.997	1.578	2.359
100.000	100.001	2.041	2.005
100.000	100.001	2.536	3.342
100.000	100.001	4.007	3.556
100.000	100.000	3.757	3.873
100.000	100.002	2.931	4.131
100.000	99.999	1.178	3.055
100.000	100.005	1.895	1.712
100.000	100.001	1.182	2.743
100.000	99.998	2.530	3.350
100.000	100.003	3.372	3.556
100.000	100.001	3.046	4.110
100.000	100.002	0.609	0.865
100.000	100.001	1.278	2.708
100.000	99.999	1.397	2.708
100.000	99.997	2.100	3.400
100.000	100.002	3.297	3.570
100.000	100.003	3.928	3.686
100.000	100.003	3.390	3.880
100.000	100.000	1.908	3.195
100.000	99.998	2.028	2.358
100.000	100.001	1.303	2.538
100.000	99.998	1.627	3.427
100.000	100.005	2.708	3.572
100.000	99.998	3.047	3.742
100.000	100.002	2.574	3.879
100.000	99.998	1.899	3.065
100.000	100.006	1.959	2.519
100.000	100.000	2.112	3.196
100.000	99.998	2.946	3.458
100.000	100.001	3.523	3.573
100.000	99.999	3.329	3.779
100.000	100.002	2.745	3.585
100.000	100.003	1.958	2.772
100.000	100.001	1.802	3.045
100.000	100.002	2.538	3.673
100.000	100.001	3.376	3.823
100.000	100.001	3.390	3.917
100.000	99.999	3.081	3.882
100.000	100.000	2.743	3.410
100.000	99.997	2.405	2.844
100.000	100.001	2.421	3.252
100.000	99.996	3.504	3.550
100.000	99.996	3.762	3.545
100.000	100.002	2.817	3.826
100.000	99.997	2.473	3.939
100.000	99.998	2.282	3.609
100.000	100.000	2.515	3.342
100.000	99.999	3.586	3.538
100.000	100.002	4.333	3.688
100.000	100.004	3.581	3.708
100.000	100.003	2.277	3.898
100.000	100.005	1.780	3.649
100.000	100.000	1.909	3.046
100.000	100.000	3.060	3.492
100.000	100.003	4.549	3.609
100.000	100.001	4.335	3.648
100.000	99.998	3.142	3.729
100.000	100.004	1.744	3.488
100.000	100.000	2.043	2.911
100.000	99.997	2.232	3.153
100.000	99.998	3.518	3.537
100.000	100.001	4.286	3.618
100.000	99.996	3.776	3.526
100.000	100.000	2.215	3.483
100.000	100.000	1.088	2.918
100.000	99.998	1.890	3.227
100.000	100.001	1.634	2.913
100.000	100.000	2.768	3.379
100.000	100.004	4.245	3.569
100.000	99.999	4.023	3.511
100.000	99.998	2.374	3.289
100.000	99.997	1.300	3.088
100.000	100.002	1.480	2.395
100.000	100.004	1.181	3.231
100.000	99.998	2.663	3.907
100.000	100.000	3.639	3.767
100.000	100.001	3.755	3.583
100.000	100.002	2.660	3.328
100.000	99.997	2.152	2.941
100.000	99.998	2.160	2.923
100.000	100.003	2.246	3.492
100.000	100.002	3.415	3.314
100.000	100.003	3.529	3.792
100.000	100.004	3.355	3.616
100.000	100.002	2.503	3.291
100.000	100.002	2.474	2.778
100.000	100.000	2.327	2.630
100.000	100.000	1.453	3.597
100.000	100.000	2.797	3.792
100.000	100.002	3.825	3.949
100.000	100.004	3.290	3.697
100.000	100.002	2.268	3.037
100.000	100.004	2.174	2.538
100.000	99.994	1.974	2.544
100.000	99.999	1.593	3.571
100.000	99.997	2.837	3.823
100.000	100.000	3.090	3.849
100.000	99.998	1.748	3.488
100.000	100.000	1.884	2.548
100.000	100.002	2.007	2.510
100.000	100.000	1.429	3.586
100.000	100.003	2.133	3.888
100.000	100.003	3.226	3.919
100.000	99.997	2.959	3.761
100.000	99.998	1.826	3.326
100.000	100.005	1.808	2.554
100.000	100.000	1.598	2.747
100.000	100.003	1.154	3.708
100.000	99.998	2.107	4.073
100.000	100.002	2.448	4.042
100.000	100.004	1.894	3.714
100.000	99.999	1.732	2.733
100.000	100.000	1.684	2.411
100.000	100.001	1.054	3.636
100.000	99.999	2.172	4.032
100.000	99.998	3.016	3.803
100.000	99.999	2.886	3.624
100.000	100.001	1.877	3.012
100.000	99.996	1.886	2.334
100.000	99.999	0.978	2.838
100.000	100.001	1.814	3.969
100.000	99.998	2.754	4.038
100.000	99.992	2.937	3.847
100.000	99.999	2.277	3.683
100.000	100.001	1.639	2.992
100.000	100.001	1.601	2.430
100.000	100.005	1.049	3.492
100.000	99.997	2.482	4.141
100.000	100.001	3.081	4.051
100.000	100.001	3.015	3.821
100.000	100.000	1.966	3.352
100.000	99.992	2.162	2.739
100.000	100.001	2.326	3.027
100.000	100.001	2.124	3.321
100.000	99.997	2.010	3.821
100.000	99.997	2.877	4.022
100.000	100.003	3.754	3.750
100.000	100.002	2.508	3.483
100.000	100.001	2.080	2.886
100.000	99.998	1.963	3.048
100.000	100.001	1.570	3.680
100.000	99.999	2.235	3.911
100.000	99.997	2.694	4.008
100.000	100.001	2.611	3.712
100.000	99.997	2.066	3.035
100.000	100.002	1.894	3.056
100.000	99.999	1.660	3.787
100.000	100.001	2.161	4.014
100.000	100.002	2.812	3.980
100.000	100.000	2.893	3.714
100.000	100.001	2.228	3.120
100.000	99.999	1.572	2.788
100.000	99.999	1.114	3.709
100.000	100.001	2.141	4.444
100.000	99.998	2.928	4.273
100.000	100.002	2.860	3.866
100.000	99.999	2.950	3.423
100.000	99.999	2.468	2.947
100.000	100.004	1.566	3.300
100.000	100.000	2.394	4.128
100.000	100.000	2.893	3.996
100.000	99.998	3.781	3.807
100.000	99.998	3.444	3.529
100.000	99.996	2.838	2.930
100.000	100.003	2.064	2.493
100.000	99.999	0.856	3.101
100.000	99.997	1.578	4.131
100.000	100.002	2.560	4.313
100.000	100.003	3.326	4.003
100.000	99.999	3.737	3.674
100.000	100.000	3.379	3.093
100.000	99.999	2.237	2.689
100.000	100.004	1.439	3.604
100.000	99.999	2.059	4.252
100.000	99.999	2.576	4.220
100.000	100.003	2.686	3.862
100.000	100.001	2.283	3.274
100.000	99.999	2.044	2.914
100.000	100.001	1.565	3.218
100.000	100.002	1.775	3.971
100.000	99.999	2.258	4.080
100.000	99.999	2.544	3.894
100.000	99.999	2.372	3.188
100.000	100.002	2.401	2.774
100.000	99.997	1.958	3.017
100.000	99.995	2.136	3.706
100.000	100.000	2.285	4.084
100.000	100.000	2.088	4.023
100.000	99.996	2.685	3.610
100.000	99.995	2.973	2.937
100.000	100.003	2.935	2.661
100.000	99.998	2.141	3.326
100.000	100.002	2.684	3.950
100.000	100.001	2.997	4.109
100.000	99.999	2.507	3.938
100.000	100.006	2.548	3.522
100.000	99.997	3.174	2.961
100.000	99.999	2.459	2.946
100.000	100.000	2.826	3.629
100.000	100.003	3.252	3.915
100.000	100.000	2.685	3.874
100.000	99.998	2.387	3.848
100.000	99.999	2.071	3.344
100.000	99.999	3.070	3.028
100.000	100.002	3.317	3.441
100.000	100.004	3.553	3.716
100.000	100.003	3.354	3.844
100.000	99.999	2.598	3.696
100.000	100.000	2.100	3.330
100.000	99.999	2.396	2.946
100.000	100.000	2.967	3.073
100.000	99.998	3.798	3.487
100.000	100.000	3.400	3.861
100.000	100.002	3.344	3.934
100.000	99.999	2.161	3.849
100.000	100.001	1.628	3.246
100.000	100.004	2.224	2.943
100.000	100.004	3.199	3.261
100.000	100.002	3.609	3.651
100.000	99.998	3.569	3.857
100.000	99.999	2.825	3.982
100.000	100.002	1.695	3.894
100.000	100.000	1.664	3.096
100.000	99.997	2.787	3.335
100.000	99.999	3.848	3.605
100.000	100.001	4.005	3.751
100.000	100.000	3.445	3.857
100.000	100.002	1.568	3.532
100.000	99.999	1.508	3.413
100.000	100.001	2.065	2.548
100.000	100.001	1.955	2.993
100.000	99.999	3.183	3.635
100.000	100.000	3.320	3.862
100.000	99.997	2.707	3.961
100.000	100.001	1.864	3.481
100.000	99.997	2.247	2.884
100.000	100.001	2.119	3.002
100.000	100.004	2.938	3.840
100.000	99.997	3.653	4.076
100.000	99.998	3.759	4.007
100.000	100.003	2.546	3.607
100.000	100.003	2.491	2.857
100.000	99.998	2.327	2.791
100.000	99.994	2.591	3.718
100.000	99.997	3.958	3.892
100.000	100.003	4.151	3.967
100.000	100.002	3.607	3.897
100.000	100.001	2.689	3.316
100.000	99.999	2.941	2.870
100.000	100.001	1.864	3.124
100.000	99.998	3.046	3.757
100.000	99.999	3.718	3.953
100.000	100.000	3.843	3.959
100.000	100.000	2.748	3.687
100.000	100.001	2.665	2.928
100.000	99.999	2.854	2.709
100.000	100.001	2.359	3.561
100.000	99.999	3.582	3.976
100.000	99.998	4.063	3.947
100.000	99.997	3.847	3.889
100.000	100.000	2.774	3.392
100.000	99.999	2.995	2.804
100.000	100.003	2.391	3.036
100.000	100.003	2.968	3.954
100.000	100.003	3.641	3.914
100.000	99.998	4.069	3.940
100.000	100.001	3.168	3.804
100.000	99.999	2.871	3.230
100.000	100.002	3.046	3.054
100.000	100.000	3.102	3.539
100.000	99.998	3.566	3.974
100.000	100.002	3.889	3.967
100.000	100.000	3.623	3.791
100.000	100.002	2.619	3.241
100.000	99.999	2.832	3.092
100.000	99.999	0.858	2.921
100.000	100.002	3.004	3.494
100.000	99.997	5.562	4.112
100.000	99.999	3.740	4.024
100.000	99.999	4.054	3.992
100.000	100.004	3.139	3.672
100.000	100.002	3.448	2.924
100.000	100.002	3.049	2.883
100.000	100.002	2.584	3.654
100.000	100.003	3.295	3.998
100.000	100.003	3.525	3.958
100.000	99.998	3.265	3.838
100.000	100.005	2.316	3.179
100.000	99.999	2.932	2.649
100.000	100.002	2.175	3.292
100.000	100.007	2.281	3.864
100.000	100.001	2.796	4.096
100.000	99.997	3.105	4.061
100.000	100.003	2.756	2.929
100.000	100.002	36.111	3.365
100.000	99.998	2.806	2.771
100.000	100.001	2.526	2.920
100.000	100.002	2.240	3.747
100.000	100.004	2.559	4.096
100.000	99.998	2.304	3.894
100.000	99.999	1.455	3.485
100.000	100.000	2.142	2.865
100.000	99.993	2.519	2.754
100.000	100.003	2.235	3.069
100.000	99.999	2.491	3.907
100.000	99.995	2.311	3.997
100.000	100.000	1.531	3.763
100.000	99.998	1.840	2.732
100.000	99.998	2.360	2.846
100.000	100.001	2.100	3.288
100.000	100.000	2.396	3.883
100.000	99.999	2.630	3.901
100.000	100.000	2.198	3.880
100.000	100.003	1.228	3.048
100.000	99.998	1.943	2.459
100.000	99.999	1.944	2.702
100.000	100.000	2.171	3.725
100.000	100.007	3.358	4.025
100.000	100.002	2.811	3.887
100.000	99.999	1.192	4.270
100.000	100.000	1.087	2.288
100.000	99.997	1.550	2.742
100.000	99.998	2.096	2.954
100.000	100.001	7.538	2.234
100.000	100.004	2.730	3.725
100.000	99.997	3.716	3.849
100.000	99.999	3.585	3.834
100.000	100.002	2.251	3.576
100.000	99.998	2.013	2.271
100.000	100.000	2.851	2.369
100.000	100.001	1.865	3.050
100.000	99.997	3.271	3.819
100.000	100.002	3.772	3.676
100.000	100.000	2.728	3.478
100.000	100.001	1.855	2.640
100.000	99.997	3.034	2.433
100.000	99.997	2.686	2.712
100.000	100.002	2.460	3.425
100.000	100.000	3.429	3.829
100.000	100.002	3.728	3.780
100.000	100.000	2.376	3.478
100.000	100.000	1.971	2.370
100.000	100.001	2.491	2.324
100.000	100.000	1.719	3.338
100.000	100.003	3.206	3.860
100.000	100.003	4.006	3.795
100.000	99.999	3.608	3.455
100.000	100.004	2.688	2.800
100.000	99.998	2.868	2.232
100.000	99.994	2.024	2.538
100.000	99.997	2.523	3.898
100.000	100.000	3.847	3.899
100.000	100.001	3.482	3.765
100.000	99.997	2.761	3.496
