Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
100.000	99.999	3.188	3.091
100.000	100.002	2.660	3.550
100.000	100.000	2.943	2.857
100.000	100.007	2.742	2.261
100.000	100.002	2.533	2.795
100.000	100.001	3.369	3.344
100.000	100.000	3.605	3.366
100.000	99.994	3.674	2.404
100.000	99.998	3.485	2.609
100.000	100.000	3.071	3.143
100.000	99.998	2.440	3.314
100.000	100.001	3.027	2.803
100.000	100.000	3.499	2.359
100.000	100.000	3.222	2.791
100.000	99.996	2.178	3.206
100.000	100.005	1.704	3.238
100.000	100.001	2.715	2.525
100.000	100.002	3.418	2.844
100.000	99.993	3.218	3.378
100.000	100.000	2.495	3.503
100.000	99.999	2.442	2.904
100.000	100.002	3.032	2.681
100.000	100.004	3.195	3.053
100.000	100.001	2.457	3.452
100.000	99.998	2.188	3.222
100.000	100.002	2.706	2.694
100.000	99.999	3.653	3.093
100.000	99.999	3.353	3.418
100.000	100.002	1.908	3.614
100.000	100.002	1.817	3.014
100.000	99.998	2.541	2.929
100.000	99.996	3.300	3.249
100.000	99.997	2.591	3.340
100.000	100.001	1.410	2.967
100.000	99.995	1.839	2.804
100.000	100.000	3.218	3.184
100.000	100.003	3.189	3.286
100.000	99.998	2.312	3.234
100.000	100.001	2.420	2.721
100.000	99.999	2.935	2.794
100.000	100.003	3.738	3.193
100.000	100.000	2.936	3.274
100.000	99.998	2.531	3.055
100.000	99.999	3.146	2.665
100.000	100.003	3.140	3.024
100.000	100.001	3.347	3.139
100.000	100.000	1.962	2.778
100.000	100.001	2.516	2.709
100.000	99.997	2.589	2.992
100.000	100.002	3.070	3.300
100.000	99.999	2.588	2.879
100.000	99.995	1.920	2.707
100.000	100.000	3.153	2.921
100.000	99.998	3.036	3.227
100.000	100.002	2.739	3.256
100.000	100.000	1.718	2.522
100.000	100.001	2.211	2.887
100.000	100.002	3.334	3.283
100.000	100.004	3.451	3.476
100.000	100.001	2.954	3.156
100.000	100.000	2.320	2.428
100.000	100.002	3.520	2.934
100.000	99.997	3.689	3.291
100.000	99.999	3.485	3.430
100.000	100.000	2.800	2.347
100.000	100.002	2.660	2.732
100.000	100.000	3.955	3.245
100.000	100.002	4.065	3.426
100.000	100.003	3.194	2.868
100.000	100.002	2.590	2.161
100.000	99.996	3.533	3.163
100.000	99.998	4.093	3.393
100.000	100.001	3.130	3.266
100.000	100.000	2.645	2.172
100.000	100.001	1.828	2.617
100.000	100.000	4.281	3.391
100.000	99.999	3.700	3.427
100.000	100.002	2.175	2.732
100.000	100.001	1.927	2.123
100.000	100.001	3.077	3.251
100.000	99.999	3.859	3.531
100.000	100.000	2.872	3.388
100.000	100.000	2.363	2.174
100.000	100.001	2.497	2.904
100.000	100.000	4.353	3.496
100.000	99.998	3.792	3.452
100.000	99.999	2.664	2.372
100.000	100.000	2.726	2.273
100.000	100.000	3.624	3.326
100.000	100.002	4.342	3.547
100.000	100.000	2.775	3.203
100.000	99.998	2.664	2.123
100.000	99.993	2.881	3.187
100.000	99.998	4.655	3.614
100.000	99.998	4.412	3.374
100.000	100.001	3.677	2.480
100.000	99.998	2.704	2.405
100.000	99.998	3.284	3.495
100.000	100.003	3.746	3.672
100.000	100.000	2.796	2.768
100.000	99.997	3.276	2.304
100.000	100.000	3.282	3.286
100.000	99.995	4.564	3.685
100.000	99.999	2.907	3.343
100.000	99.998	3.036	2.372
100.000	99.999	2.800	2.759
100.000	99.999	3.499	3.471
100.000	99.993	3.259	3.626
100.000	99.999	2.482	2.546
100.000	99.998	2.857	2.461
100.000	99.996	3.744	3.193
100.000	99.999	3.849	3.396
100.000	99.996	2.186	2.826
100.000	100.002	2.260	2.214
100.000	100.003	3.557	3.142
100.000	100.004	3.974	3.437
100.000	99.999	2.696	3.354
100.000	100.002	2.693	2.205
100.000	100.002	2.642	2.827
100.000	100.000	4.154	3.311
100.000	100.001	3.554	3.086
100.000	100.003	3.283	2.295
100.000	100.001	3.065	2.233
100.000	99.996	3.684	3.154
100.000	99.999	3.498	3.329
100.000	100.000	2.014	2.784
100.000	100.003	3.242	1.967
100.000	100.001	3.398	2.675
100.000	100.002	3.742	3.152
100.000	99.995	2.242	3.242
100.000	100.001	2.295	2.257
100.000	100.006	3.246	2.327
100.000	100.001	4.118	3.067
100.000	100.005	3.322	3.311
100.000	100.001	1.345	2.369
100.000	99.999	2.705	1.851
100.000	99.999	3.068	2.897
100.000	99.998	3.831	3.322
100.000	99.998	1.560	3.255
100.000	100.001	2.122	1.486
100.000	99.999	2.367	2.188
100.000	100.000	3.755	3.200
100.000	100.000	3.382	3.457
100.000	100.000	0.858	2.363
100.000	100.000	2.795	1.820
100.000	100.003	3.016	2.894
100.000	100.001	3.403	3.344
100.000	100.000	0.826	3.328
100.000	100.001	1.691	1.296
100.000	100.000	1.706	2.673
100.000	100.000	3.866	3.261
100.000	99.999	2.766	3.208
100.000	99.998	0.885	1.473
100.000	99.999	1.901	1.867
100.000	99.997	3.480	3.118
100.000	100.000	4.201	3.312
100.000	100.002	1.639	2.647
100.000	99.999	1.352	1.627
100.000	100.002	2.686	2.988
100.000	100.006	4.681	3.295
100.000	100.002	3.463	3.200
100.000	100.001	2.124	1.974
100.000	100.000	2.012	2.745
100.000	99.999	4.399	3.323
100.000	99.999	4.088	3.378
100.000	99.994	2.239	2.547
100.000	100.000	1.879	2.144
100.000	100.002	3.236	3.288
100.000	100.000	4.907	3.431
100.000	99.999	3.192	3.124
100.000	100.002	2.321	1.816
100.000	100.001	2.209	2.916
100.000	100.000	4.368	3.432
100.000	100.002	4.905	3.486
100.000	100.001	2.399	2.501
100.000	100.002	1.676	2.005
100.000	100.001	3.199	3.267
100.000	99.999	4.234	3.680
100.000	100.002	2.872	3.335
100.000	100.001	1.761	1.901
100.000	99.999	3.020	3.162
100.000	100.004	4.446	3.437
100.000	99.999	4.271	3.542
100.000	100.000	2.378	2.701
100.000	99.998	2.045	2.615
100.000	100.004	4.098	3.381
100.000	100.001	5.103	3.571
100.000	99.993	2.961	3.207
100.000	100.000	1.881	2.244
100.000	99.998	3.501	3.216
100.000	100.003	4.833	3.591
100.000	100.001	4.669	3.610
100.000	100.002	2.076	2.518
100.000	100.004	2.046	2.896
100.000	100.000	4.257	3.429
100.000	99.996	4.943	3.713
100.000	100.000	2.284	3.045
100.000	100.000	1.979	2.149
100.000	100.000	3.218	3.099
100.000	100.000	3.392	3.612
100.000	100.002	2.919	3.772
100.000	99.999	1.299	2.287
100.000	99.999	2.252	3.156
100.000	100.000	3.736	3.336
100.000	100.000	3.429	3.674
100.000	99.999	1.599	2.743
100.000	99.998	1.280	2.114
100.000	99.999	3.450	3.280
100.000	99.999	3.226	3.355
100.000	99.998	2.470	3.493
100.000	100.000	1.827	2.284
100.000	99.999	2.375	3.319
100.000	100.000	4.245	3.482
100.000	100.003	3.208	3.669
100.000	99.999	1.233	2.502
100.000	100.002	1.020	2.483
100.000	100.004	3.771	3.458
100.000	99.999	3.451	3.582
100.000	100.000	1.480	3.348
100.000	99.999	1.093	1.943
100.000	99.995	2.303	3.555
100.000	100.000	3.801	3.616
100.000	99.998	2.742	3.882
100.000	100.000	0.836	2.446
100.000	100.001	0.913	3.582
100.000	100.001	3.872	3.702
100.000	99.999	3.097	3.878
100.000	100.004	1.580	3.251
100.000	100.000	1.050	2.358
100.000	100.000	2.624	3.681
100.000	99.996	3.179	3.880
100.000	100.001	1.789	3.741
100.000	99.998	1.777	2.055
100.000	100.001	1.987	3.376
100.000	100.000	3.981	3.689
100.000	100.004	2.946	3.991
100.000	99.998	1.793	2.130
100.000	100.004	1.448	2.531
100.000	100.001	3.537	3.565
100.000	99.999	4.013	3.881
100.000	99.999	1.530	3.572
100.000	100.000	1.475	1.646
100.000	99.998	1.811	3.316
100.000	100.000	3.318	3.542
100.000	100.000	3.008	4.074
100.000	99.996	1.315	2.462
100.000	100.006	1.894	3.307
100.000	99.999	3.812	3.511
100.000	100.001	3.637	3.739
100.000	100.001	1.819	2.861
100.000	99.999	1.580	2.434
100.000	99.997	2.283	3.580
100.000	100.002	3.223	3.800
100.000	100.002	2.341	3.590
100.000	100.004	1.889	2.546
100.000	99.998	2.369	3.341
100.000	100.000	3.551	3.461
100.000	100.001	3.382	3.680
100.000	99.999	2.121	2.919
100.000	99.999	1.949	3.317
100.000	100.000	3.570	3.718
100.000	99.997	3.456	3.905
100.000	100.000	2.924	3.454
100.000	100.000	2.333	2.753
100.000	99.998	3.471	3.398
100.000	99.999	3.638	3.495
100.000	99.998	3.024	3.854
100.000	100.004	2.342	3.172
100.000	99.998	3.474	3.399
100.000	99.998	4.566	3.490
100.000	100.001	3.232	3.724
100.000	100.000	1.969	3.543
100.000	99.999	2.369	3.138
100.000	99.999	4.343	3.575
100.000	99.998	4.227	3.598
100.000	99.999	2.303	3.535
100.000	99.998	2.108	2.810
100.000	99.998	3.728	3.346
100.000	100.002	4.694	3.377
100.000	99.997	2.827	3.447
100.000	99.999	1.578	2.834
100.000	100.001	2.501	3.155
100.000	100.002	4.411	3.377
100.000	99.999	3.456	3.326
100.000	100.003	1.389	2.967
100.000	99.997	1.165	2.750
100.000	99.999	3.175	3.662
100.000	100.001	4.113	3.501
100.000	100.003	2.895	3.300
100.000	99.996	2.273	2.764
100.000	100.000	2.440	3.434
100.000	100.003	3.766	3.658
100.000	100.001	3.221	3.442
100.000	99.999	2.374	2.908
100.000	100.000	1.899	2.751
100.000	100.001	2.998	3.692
100.000	99.995	4.011	3.719
100.000	100.002	2.146	2.991
100.000	99.997	2.095	2.396
100.000	100.002	1.998	3.539
100.000	100.002	3.382	3.720
100.000	99.999	2.447	3.554
100.000	100.003	1.886	2.400
100.000	99.998	1.660	2.869
100.000	100.003	2.822	3.721
100.000	99.997	3.304	3.688
100.000	99.999	1.907	3.008
100.000	100.000	1.656	2.394
100.000	100.003	1.718	3.591
100.000	100.000	2.827	3.840
100.000	99.998	2.130	3.568
100.000	100.003	1.748	2.366
100.000	99.998	1.321	3.552
100.000	99.995	2.879	3.651
100.000	99.999	3.236	3.507
100.000	100.001	1.729	2.529
100.000	100.001	1.144	2.563
100.000	100.002	2.702	3.800
100.000	99.997	3.449	3.736
100.000	99.996	2.477	3.424
100.000	100.001	1.641	2.505
100.000	100.002	1.515	3.553
100.000	100.001	3.308	3.869
100.000	100.002	3.118	3.683
100.000	100.001	2.108	2.938
100.000	100.001	2.188	2.970
100.000	100.003	2.899	3.699
100.000	99.999	4.089	3.694
100.000	99.999	2.436	3.101
100.000	99.998	2.059	2.744
100.000	100.001	2.046	3.572
100.000	99.999	2.904	3.760
100.000	99.999	2.971	3.390
100.000	100.002	1.988	2.864
100.000	99.996	2.070	3.645
100.000	100.000	2.939	3.783
100.000	100.001	3.010	3.596
100.000	100.000	2.190	2.805
100.000	99.999	1.161	3.403
100.000	100.001	2.625	4.089
100.000	99.999	3.750	3.718
100.000	100.003	3.224	3.146
100.000	100.005	2.186	2.809
100.000	100.004	2.419	3.853
100.000	99.998	3.779	3.684
100.000	99.997	3.716	3.348
100.000	100.002	2.883	2.485
100.000	100.005	1.313	3.354
100.000	100.004	3.041	4.070
100.000	99.998	3.831	3.699
100.000	100.002	3.224	3.121
100.000	100.000	1.830	2.931
100.000	100.000	2.359	4.031
100.000	99.999	3.190	3.938
100.000	99.996	2.597	3.320
100.000	99.999	2.303	2.651
100.000	100.004	1.975	3.411
100.000	99.996	2.770	3.869
100.000	99.999	2.934	3.537
100.000	99.997	2.439	2.663
100.000	99.999	2.184	3.085
100.000	99.998	2.978	3.792
100.000	100.002	2.940	3.623
100.000	100.005	3.002	2.913
100.000	100.000	2.748	2.528
100.000	100.000	2.781	3.534
100.000	100.001	3.196	3.866
100.000	99.998	2.853	3.673
100.000	99.997	3.045	2.749
100.000	99.997	2.651	3.239
100.000	99.996	3.241	3.669
100.000	100.000	3.238	3.676
100.000	99.999	2.566	3.275
100.000	100.001	3.257	2.927
100.000	99.999	3.909	3.483
100.000	100.004	3.380	3.639
100.000	100.002	2.247	3.292
100.000	100.004	2.853	2.852
100.000	100.000	3.847	3.369
100.000	100.001	3.796	3.781
100.000	99.999	2.574	3.734
100.000	99.997	1.774	2.990
100.000	100.002	2.795	3.002
100.000	99.999	3.757	3.593
100.000	100.002	3.342	3.727
100.000	99.998	1.641	3.597
100.000	99.997	2.582	3.184
100.000	99.999	4.104	3.620
100.000	99.998	3.948	3.767
100.000	99.995	2.278	3.701
100.000	100.000	1.909	2.550
100.000	100.000	2.390	3.118
100.000	100.001	3.482	3.687
100.000	100.000	3.093	3.803
100.000	100.002	1.830	3.215
100.000	100.002	2.151	2.912
100.000	99.998	3.226	3.600
100.000	100.001	4.150	3.915
100.000	99.999	2.718	3.504
100.000	99.997	2.618	2.626
100.000	100.002	2.609	3.387
100.000	100.002	4.255	3.768
100.000	100.002	3.955	3.831
100.000	100.001	2.776	3.067
100.000	100.003	2.334	2.999
100.000	99.998	3.512	3.686
100.000	100.003	4.213	3.798
100.000	99.999	2.851	3.502
100.000	99.999	2.940	2.681
100.000	100.003	2.791	3.470
100.000	99.998	4.178	3.874
100.000	100.004	4.059	3.757
100.000	100.002	2.879	3.007
100.000	100.002	2.521	2.906
100.000	99.996	3.509	3.738
100.000	100.002	4.213	3.837
100.000	99.997	3.621	3.391
100.000	100.000	3.274	2.938
100.000	100.003	3.435	3.529
100.000	100.004	3.848	3.785
100.000	100.001	3.734	3.718
100.000	100.001	2.868	2.933
100.000	99.999	3.017	3.196
100.000	99.997	4.175	3.855
100.000	99.999	4.052	3.837
100.000	99.997	3.177	3.340
100.000	99.996	3.354	2.689
100.000	100.002	2.997	3.703
100.000	100.002	3.544	3.800
100.000	100.001	3.205	3.689
100.000	100.000	2.677	2.821
100.000	99.998	2.448	3.176
100.000	99.999	3.075	3.907
100.000	100.000	3.233	3.784
100.000	99.999	2.693	3.027
100.000	99.997	2.642	2.633
100.000	100.002	3.031	3.597
100.000	99.998	2.699	3.711
100.000	100.002	1.783	3.127
100.000	99.996	2.767	2.478
100.000	100.002	2.591	3.267
100.000	99.998	2.767	3.862
100.000	100.000	1.856	3.526
100.000	100.005	2.244	2.634
100.000	99.999	2.562	2.886
100.000	100.000	2.941	3.601
100.000	99.998	2.722	3.747
100.000	100.000	1.344	2.968
100.000	100.001	2.076	2.549
100.000	100.003	2.786	3.643
100.000	100.002	3.550	3.720
100.000	99.995	1.940	3.713
100.000	100.001	1.882	2.386
100.000	99.997	2.403	2.898
100.000	99.998	3.669	3.656
100.000	99.998	3.740	3.636
100.000	100.000	1.768	2.979
100.000	100.002	2.829	2.227
100.000	99.997	2.588	3.294
100.000	99.998	4.142	3.605
100.000	99.999	2.521	3.361
100.000	100.004	2.745	2.350
100.000	100.002	2.706	2.801
100.000	100.000	3.817	3.628
100.000	100.000	3.664	3.434
100.000	100.001	1.851	2.675
100.000	100.002	2.449	2.342
100.000	99.999	2.753	3.595
100.000	100.001	4.165	3.640
100.000	99.999	3.151	3.128
100.000	99.998	2.783	2.124
100.000	99.999	2.241	3.122
100.000	100.000	4.112	3.733
100.000	100.000	3.225	3.492
100.000	100.002	2.517	2.480
100.000	100.002	2.271	2.496
100.000	99.997	3.276	3.570
100.000	100.001	4.350	3.582
100.000	100.004	2.866	3.055
100.000	99.998	2.989	2.397
100.000	99.997	2.656	3.289
100.000	99.997	4.355	3.647
100.000	100.002	3.998	3.395
100.000	100.002	3.745	2.704
100.000	100.005	3.093	2.532
100.000	100.004	2.852	3.410
100.000	99.997	3.252	3.449
100.000	100.000	2.844	2.832
100.000	100.002	3.469	2.467
100.000	100.001	2.926	3.264
100.000	99.998	3.684	3.634
100.000	100.002	3.184	3.145
100.000	100.000	3.411	2.552
100.000	99.997	2.292	3.157
100.000	99.998	3.383	3.794
100.000	99.998	3.370	3.443
100.000	100.000	3.313	2.743
100.000	100.000	2.999	2.762
100.000	99.998	2.703	3.636
100.000	100.002	3.479	3.814
100.000	99.998	2.697	3.295
100.000	100.002	3.396	2.786
100.000	100.004	2.345	3.239
100.000	100.001	3.293	3.730
100.000	99.999	2.659	3.485
100.000	99.998	3.191	2.560
100.000	99.998	2.138	2.841
100.000	100.001	2.371	3.879
100.000	100.001	2.312	3.687
100.000	100.001	2.145	2.601
100.000	100.000	3.250	2.395
100.000	100.002	1.940	3.617
100.000	99.999	2.905	3.888
100.000	100.004	1.560	3.286
100.000	99.998	2.553	2.389
100.000	100.001	2.008	2.793
100.000	100.000	2.421	3.952
100.000	100.001	2.466	3.862
100.000	100.003	1.923	2.584
100.000	99.999	3.021	2.419
100.000	100.002	1.975	3.919
100.000	100.002	3.311	4.123
100.000	100.000	1.970	3.700
100.000	100.000	3.011	2.411
100.000	100.004	1.762	2.811
100.000	100.000	2.576	4.180
100.000	99.998	2.846	3.947
100.000	100.000	2.353	2.804
100.000	99.995	2.716	2.547
100.000	100.001	1.954	3.877
100.000	100.002	2.655	4.127
100.000	99.997	2.002	3.852
100.000	100.001	2.848	2.686
100.000	99.996	2.433	2.795
100.000	100.000	2.669	3.932
100.000	100.001	2.063	3.645
100.000	100.000	2.183	2.757
100.000	100.003	3.269	2.624
100.000	100.003	2.360	3.731
100.000	99.999	2.965	3.884
100.000	100.004	1.594	3.377
100.000	99.999	2.995	2.594
100.000	99.998	2.175	2.613
100.000	100.000	2.250	3.923
100.000	99.998	1.983	3.502
100.000	100.000	2.858	2.585
100.000	99.997	3.039	2.781
100.000	100.003	1.545	3.339
100.000	100.000	1.663	3.976
100.000	99.998	1.150	2.787
100.000	100.002	2.628	2.498
100.000	99.998	1.480	3.112
100.000	100.000	2.022	3.735
100.000	99.999	0.924	3.787
100.000	99.999	2.394	2.697
100.000	100.001	2.585	2.772
100.000	100.000	1.406	3.440
100.000	99.998	1.375	3.430
100.000	100.006	1.166	2.167
100.000	100.004	2.927	2.689
100.000	99.999	1.399	3.051
100.000	100.002	1.860	3.890
100.000	100.000	0.639	2.907
100.000	100.001	2.592	2.185
100.000	99.999	1.758	2.665
100.000	100.003	1.594	3.827
100.000	99.997	1.137	3.803
100.000	100.005	1.486	2.435
100.000	100.001	2.504	2.570
100.000	100.002	1.021	3.962
100.000	99.995	1.154	4.108
100.000	100.001	0.560	1.937
100.000	100.002	2.583	2.450
100.000	100.001	1.747	2.815
100.000	100.003	0.984	4.264
100.000	99.999	0.039	3.112
100.000	100.000	2.212	2.481
100.000	100.001	2.688	2.743
100.000	100.004	1.445	4.184
100.000	99.997	0.696	4.905
100.000	99.998	0.823	1.175
100.000	99.998	2.874	2.443
100.000	99.999	1.366	3.009
100.000	100.002	1.700	4.405
100.000	100.000	1.110	0.170
100.000	100.000	1.568	2.600
100.000	100.002	2.581	3.075
100.000	99.997	1.904	4.165
100.000	100.001	0.951	4.722
100.000	100.002	0.693	0.535
100.000	100.000	1.090	0.639
100.000	100.004	1.071	0.694
100.000	100.001	1.205	0.813
100.000	100.005	1.225	0.801
100.000	99.994	0.903	0.692
100.000	100.002	0.925	0.629
100.000	100.000	1.087	0.639
100.000	100.005	1.071	0.719
100.000	99.996	0.972	0.627
100.000	99.997	1.078	0.668
100.000	99.998	1.102	0.707
100.000	99.999	1.054	0.747
100.000	99.998	0.838	0.695
100.000	100.001	1.140	0.801
100.000	99.999	1.133	0.665
100.000	100.001	1.059	0.772
100.000	100.004	1.063	0.778
100.000	99.998	1.298	0.797
100.000	100.003	1.228	0.823
100.000	99.999	1.107	0.815
100.000	100.004	1.257	0.785
100.000	100.001	1.317	0.847
100.000	100.002	1.285	0.862
100.000	100.001	1.206	0.918
100.000	100.001	1.189	0.775
100.000	100.001	1.074	0.747
100.000	99.998	0.953	0.557
100.000	99.997	1.069	0.632
100.000	99.999	0.913	0.670
100.000	100.001	1.091	0.780
100.000	100.002	1.210	0.781
100.000	99.994	1.065	0.634
100.000	100.002	1.072	0.772
100.000	100.001	0.969	0.546
100.000	100.003	1.058	0.782
100.000	100.000	1.026	0.747
100.000	100.004	1.006	0.756
100.000	100.001	1.034	0.766
100.000	100.004	1.111	0.765
100.000	99.999	1.057	0.704
100.000	100.000	1.192	0.794
100.000	100.000	1.103	0.563
100.000	100.001	1.206	0.790
100.000	100.000	0.970	0.670
100.000	99.999	0.934	0.683
100.000	99.999	1.220	0.713
100.000	100.000	1.042	0.788
100.000	99.998	0.965	0.614
100.000	99.999	1.074	0.831
100.000	100.003	1.105	0.770
100.000	99.999	1.209	0.789
100.000	99.998	1.163	0.896
100.000	100.000	1.285	0.893
100.000	100.001	1.277	0.907
100.000	100.001	1.343	0.980
100.000	100.004	1.299	0.936
100.000	99.998	1.078	0.813
100.000	100.003	1.238	0.906
100.000	99.998	1.109	0.817
100.000	99.999	1.092	0.802
100.000	100.000	0.935	0.747
100.000	99.999	1.152	0.777
100.000	99.998	1.215	0.759
100.000	99.999	1.080	0.672
100.000	99.999	1.162	0.685
100.000	100.000	1.007	0.665
100.000	99.996	1.141	0.659
100.000	100.000	0.834	0.486
100.000	100.001	1.015	0.578
100.000	99.995	1.221	0.713
100.000	99.999	1.195	0.842
100.000	100.002	1.165	0.751
100.000	99.996	1.139	0.848
100.000	99.999	1.149	0.740
100.000	99.998	1.210	0.742
100.000	99.997	0.958	0.601
100.000	100.003	1.068	0.711
100.000	99.997	1.029	0.608
100.000	99.999	1.033	0.737
100.000	100.003	0.993	0.713
100.000	99.999	1.015	0.786
