Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	1000.000	0.009	1000.047	0.022	4.846	1772126858.797
2	1000.000	-0.000	1000.045	0.039	6.243	1772126859.163
3	1000.000	0.019	1000.036	0.051	0.526	1772126859.478
4	1000.000	-0.012	1000.033	0.028	3.630	1772126859.775
5	1000.000	0.003	1000.029	0.009	2.101	1772126860.084
6	1000.000	-0.009	1000.027	0.004	3.538	1772126860.492
7	1000.000	-0.022	1000.025	0.027	1.141	1772126860.840
8	1000.000	0.019	1000.021	0.035	5.698	1772126861.131
9	1000.000	0.018	1000.021	0.039	1.381	1772126861.467
10	1000.000	-0.015	1000.020	0.007	0.824	1772126861.780
11	1000.000	-0.006	1000.015	0.057	6.262	1772126862.095
12	1000.000	0.010	1000.018	0.047	1.095	1772126862.412
13	1000.000	-0.034	1000.014	0.013	0.889	1772126862.701
14	1000.000	-0.008	1000.012	0.055	2.898	1772126863.049
15	1000.000	-0.003	1000.010	0.015	3.566	1772126863.419
16	1000.000	0.013	1000.011	0.007	0.638	1772126863.756
17	1000.000	-0.011	1000.011	0.036	0.627	1772126864.090
18	1000.000	-0.001	1000.006	0.037	2.400	1772126864.432
19	1000.000	0.020	1000.009	0.044	6.149	1772126864.793
20	1000.000	0.011	1000.007	0.015	3.495	1772126865.097
21	1000.000	-0.012	1000.010	0.091	0.978	1772126865.412
22	1000.000	-0.013	1000.008	0.042	2.185	1772126865.732
23	1000.000	-0.016	1000.007	0.007	1.894	1772126866.045
24	1000.000	-0.008	1000.005	0.054	1.564	1772126866.391
25	1000.000	-0.009	999.999	0.043	2.345	1772126866.724
26	1000.000	0.006	1000.004	0.018	6.103	1772126867.052
27	1000.000	-0.020	1000.004	0.059	0.724	1772126867.393
28	1000.000	0.020	1000.002	0.028	2.640	1772126867.771
29	1000.000	0.010	1000.004	0.048	2.737	1772126868.125
30	1000.000	0.002	1000.005	0.042	2.472	1772126868.550
31	1000.000	-0.012	1000.002	0.010	2.194	1772126868.934
32	1000.000	-0.023	1000.001	0.048	6.076	1772126869.352
33	1000.000	0.018	1000.002	0.042	5.255	1772126869.696
34	1000.000	-0.017	1000.001	0.031	0.535	1772126870.125
35	1000.000	0.011	1000.003	0.041	0.646	1772126870.534
36	1000.000	0.014	1000.001	0.064	1.599	1772126870.894
37	1000.000	0.000	1000.004	0.042	1.056	1772126871.274
38	1000.000	0.011	1000.003	0.036	0.871	1772126871.659
39	1000.000	0.011	1000.003	0.052	1.828	1772126872.030
40	1000.000	0.002	1000.002	0.038	2.074	1772126872.415
41	1000.000	0.007	1000.004	0.031	1.372	1772126872.788
42	1000.000	0.005	1000.002	0.060	1.439	1772126873.177
43	1000.000	-0.021	1000.001	0.019	1.224	1772126873.595
44	1000.000	-0.006	1000.002	0.033	6.012	1772126873.981
45	1000.000	0.011	1000.002	0.043	1.261	1772126874.357
46	1000.000	0.017	999.994	0.012	1.297	1772126874.723
47	1000.000	0.002	1000.001	0.023	5.817	1772126875.077
48	1000.000	0.011	1000.002	0.026	3.456	1772126875.481
49	1000.000	0.003	1000.000	0.020	1.016	1772126875.836
50	1000.000	0.032	1000.000	0.074	0.986	1772126876.224
51	1000.000	0.019	1000.003	0.017	2.695	1772126876.588
52	1000.000	0.001	1000.006	0.020	1.991	1772126876.969
53	1000.000	0.008	1000.000	0.056	2.321	1772126877.343
54	1000.000	-0.000	999.999	0.083	0.797	1772126877.675
55	1000.000	0.020	999.998	0.027	5.030	1772126878.090
56	1000.000	-0.005	1000.000	0.029	1.999	1772126878.474
57	1000.000	0.003	1000.003	0.002	3.909	1772126878.846
58	1000.000	0.005	1000.001	0.050	1.034	1772126879.207
59	1000.000	-0.003	999.999	0.031	1.089	1772126879.592
60	1000.000	0.006	999.999	0.076	0.848	1772126879.959
61	1000.000	-0.003	1000.000	0.040	2.202	1772126880.323
