Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
400.000	399.999	0.620	2.543
400.000	400.000	0.828	2.121
400.000	399.999	0.227	6.171
400.000	400.001	0.437	2.572
400.000	400.001	1.027	2.370
400.000	400.000	0.536	1.500
400.000	399.999	0.160	5.253
400.000	400.000	0.803	2.348
400.000	400.001	0.247	0.254
400.000	399.996	0.190	3.151
400.000	399.996	0.984	2.243
400.000	399.998	0.599	1.568
400.000	399.998	0.320	6.094
400.000	400.000	0.410	2.413
400.000	399.999	0.960	2.325
400.000	400.001	0.444	1.385
400.000	400.000	0.101	4.658
400.000	400.000	0.741	2.411
400.000	399.999	0.786	2.301
400.000	399.999	0.236	0.225
400.000	399.997	0.100	2.975
400.000	400.001	0.908	2.099
400.000	400.006	0.408	1.520
400.000	399.999	0.178	5.026
400.000	400.002	0.588	2.459
400.000	400.003	1.004	2.179
400.000	399.998	0.324	0.984
400.000	399.999	0.138	4.981
400.000	400.004	0.795	2.545
400.000	400.001	0.899	2.214
400.000	400.000	0.204	0.136
400.000	399.996	0.189	4.310
400.000	400.005	0.917	2.332
400.000	400.001	0.717	2.091
400.000	400.001	0.358	0.152
400.000	400.001	0.194	2.017
400.000	400.000	1.016	2.395
400.000	399.996	0.416	1.104
400.000	399.997	0.035	4.855
400.000	400.000	0.884	2.245
400.000	399.999	0.239	5.920
400.000	400.001	0.435	2.532
400.000	399.995	1.062	2.345
400.000	399.998	0.351	1.136
400.000	399.999	0.085	4.548
400.000	399.999	0.973	2.260
400.000	400.000	0.243	1.452
400.000	399.998	0.072	4.079
400.000	399.997	0.922	2.531
400.000	400.000	0.693	2.169
400.000	399.999	0.310	0.182
400.000	400.002	0.415	2.870
400.000	400.000	1.061	2.419
400.000	400.001	0.381	1.813
400.000	400.001	0.250	5.244
400.000	399.999	0.649	2.472
400.000	399.998	0.818	2.288
400.000	400.000	0.425	0.877
400.000	400.004	0.148	3.925
400.000	400.001	0.939	2.421
400.000	399.997	0.399	1.754
400.000	399.998	0.308	5.993
400.000	399.997	0.407	2.454
400.000	399.998	0.896	2.149
400.000	400.001	0.340	0.579
400.000	399.999	0.191	4.661
400.000	400.002	0.743	2.499
400.000	400.003	0.914	2.255
400.000	400.001	0.167	2.452
400.000	400.000	0.856	2.589
400.000	399.999	0.741	2.080
400.000	399.999	0.194	5.723
400.000	400.001	0.168	3.198
400.000	399.999	0.995	2.354
400.000	400.003	0.335	1.080
400.000	400.000	0.157	5.501
400.000	399.998	0.514	2.413
400.000	400.001	1.000	2.353
400.000	399.998	0.274	0.791
400.000	400.002	0.097	5.191
400.000	400.001	0.920	2.428
400.000	399.999	0.794	1.937
400.000	400.002	0.256	6.049
400.000	400.002	0.517	2.643
400.000	399.999	0.928	2.208
400.000	400.000	0.371	0.338
400.000	399.998	0.261	2.993
400.000	399.998	0.989	2.421
400.000	400.002	0.238	0.273
400.000	400.001	0.087	4.896
400.000	400.004	1.032	2.288
400.000	400.002	0.319	1.160
400.000	399.999	0.202	4.568
400.000	399.999	0.712	2.571
400.000	400.003	0.849	2.032
400.000	399.997	0.329	0.073
400.000	400.000	0.166	2.868
400.000	400.000	1.093	2.465
400.000	400.001	0.343	1.317
400.000	399.999	0.440	2.693
400.000	400.000	1.088	2.363
400.000	400.001	0.377	1.073
400.000	399.997	0.213	4.731
400.000	400.002	0.924	2.551
400.000	399.995	0.894	2.296
400.000	399.999	0.204	5.408
400.000	399.999	0.274	3.055
400.000	400.002	1.003	2.417
400.000	400.003	0.391	1.476
400.000	400.001	0.103	4.569
400.000	399.999	1.001	2.329
400.000	400.000	0.531	1.772
400.000	400.003	0.302	5.212
400.000	400.000	0.820	2.358
400.000	399.999	0.661	1.759
400.000	399.998	0.341	5.800
400.000	399.999	0.592	2.436
400.000	399.996	0.902	2.308
400.000	400.001	0.374	0.554
400.000	400.002	0.191	3.433
400.000	400.000	1.046	2.419
400.000	399.999	0.378	0.866
400.000	400.000	0.290	5.136
400.000	400.002	0.738	2.361
400.000	400.000	0.766	2.002
400.000	400.001	0.353	5.758
400.000	400.004	0.184	3.074
400.000	400.000	0.989	2.264
400.000	399.998	0.254	5.482
400.000	399.997	0.623	2.549
400.000	400.001	0.877	2.229
400.000	400.000	0.411	0.113
400.000	400.002	0.036	2.973
400.000	400.000	0.994	2.409
400.000	399.999	0.373	1.538
400.000	400.000	0.373	5.854
400.000	400.000	0.661	2.300
400.000	400.000	0.834	2.232
400.000	399.998	0.296	0.798
400.000	399.998	0.339	4.911
400.000	400.002	0.911	2.438
400.000	400.002	0.477	1.631
400.000	399.999	0.259	5.232
400.000	400.000	0.818	2.321
400.000	399.999	0.789	1.959
400.000	400.000	0.403	5.742
400.000	400.003	0.162	4.202
400.000	400.003	0.975	2.398
400.000	399.998	0.610	1.902
400.000	400.001	0.554	6.105
400.000	400.001	0.258	3.537
400.000	400.002	0.949	2.434
400.000	400.002	0.447	1.467
400.000	400.000	0.223	5.151
400.000	399.999	0.941	2.427
400.000	400.000	0.427	1.739
400.000	400.000	0.388	5.571
400.000	399.998	0.653	2.952
400.000	399.995	0.494	1.606
400.000	399.998	0.409	5.583
400.000	400.001	0.499	2.791
400.000	399.999	0.957	2.212
400.000	400.000	0.358	0.408
400.000	399.998	0.345	5.140
400.000	400.002	0.858	2.514
400.000	399.998	0.891	2.171
400.000	400.001	0.407	0.324
400.000	400.000	0.325	4.896
400.000	399.998	0.936	2.450
400.000	399.999	0.468	1.618
400.000	399.998	0.321	5.288
400.000	400.000	0.843	2.654
400.000	399.999	0.934	2.160
400.000	399.998	0.314	0.460
400.000	399.997	0.221	5.430
400.000	400.001	0.934	2.337
400.000	400.002	0.551	1.710
400.000	399.999	0.287	5.832
400.000	399.999	0.424	2.668
400.000	400.002	1.003	2.294
400.000	399.998	0.325	0.567
400.000	400.001	0.305	4.988
400.000	400.000	0.872	2.528
400.000	400.000	0.723	2.054
400.000	399.998	0.390	0.013
400.000	399.996	0.280	4.200
400.000	400.003	0.890	2.256
400.000	399.995	0.673	2.112
400.000	400.005	0.677	3.688
400.000	400.002	0.884	2.428
400.000	400.001	0.593	2.118
400.000	400.002	0.420	5.564
400.000	400.000	0.117	2.526
400.000	400.001	0.983	2.312
400.000	400.002	0.682	1.844
400.000	399.999	0.378	0.053
400.000	400.000	0.254	4.501
400.000	399.999	0.998	2.339
400.000	399.998	0.585	2.189
400.000	400.001	0.321	5.908
400.000	400.002	0.167	5.172
400.000	400.000	0.947	2.471
400.000	399.999	0.579	1.856
400.000	399.998	0.406	5.175
400.000	400.001	0.380	3.106
400.000	399.999	0.912	2.376
400.000	400.002	0.321	0.503
400.000	400.000	0.143	4.510
400.000	399.998	1.033	2.360
400.000	400.000	0.359	0.534
400.000	399.998	0.192	4.726
400.000	400.001	0.784	2.282
400.000	399.997	0.796	1.965
400.000	399.998	0.429	5.442
400.000	399.999	0.391	2.332
400.000	400.001	1.061	2.325
400.000	400.000	0.409	0.948
400.000	399.994	0.297	5.270
400.000	400.000	1.017	2.300
400.000	399.997	0.263	0.405
400.000	400.002	0.804	2.557
400.000	400.000	0.624	1.995
400.000	400.000	0.466	5.356
400.000	400.000	0.717	2.371
400.000	400.001	0.777	2.208
400.000	400.002	0.381	5.881
400.000	400.002	0.241	2.832
400.000	400.005	0.978	2.378
400.000	400.000	0.426	1.756
400.000	399.998	0.368	4.919
400.000	400.000	0.715	2.281
400.000	400.002	0.805	2.104
400.000	400.001	0.340	5.801
400.000	400.002	0.479	2.666
400.000	400.000	0.956	2.347
400.000	400.000	0.345	1.059
400.000	399.999	0.284	4.688
400.000	400.000	0.852	2.408
400.000	399.999	0.883	2.094
400.000	399.997	0.328	5.936
400.000	399.999	0.367	2.932
400.000	399.998	1.057	2.282
400.000	400.003	0.270	0.825
400.000	399.997	0.236	4.572
400.000	400.000	0.983	2.377
400.000	400.000	0.397	1.787
400.000	399.997	0.266	5.116
400.000	399.998	1.065	2.333
400.000	400.000	0.096	5.249
400.000	399.998	0.093	4.171
400.000	400.000	1.014	2.442
400.000	400.002	0.763	2.280
400.000	400.002	0.366	6.090
400.000	399.999	0.225	4.514
400.000	400.002	1.052	2.400
400.000	400.004	0.263	1.095
400.000	399.997	0.368	5.068
400.000	400.000	0.730	2.443
400.000	399.996	0.970	2.237
400.000	399.998	0.305	0.776
400.000	400.000	0.316	5.306
400.000	400.003	0.801	2.451
400.000	399.998	0.671	2.018
400.000	399.999	0.442	5.684
400.000	399.997	0.115	4.408
400.000	400.001	0.971	2.301
400.000	400.001	0.541	2.007
400.000	400.000	0.438	5.911
400.000	400.002	0.377	2.626
400.000	400.001	0.790	2.121
400.000	400.002	0.341	6.117
400.000	400.001	0.253	4.840
400.000	399.996	0.946	2.304
400.000	400.006	0.810	2.247
400.000	400.002	0.401	6.259
400.000	399.998	0.116	4.340
400.000	399.999	1.016	2.210
400.000	399.999	0.332	0.820
400.000	400.002	0.312	5.276
400.000	400.003	2.029	2.361
400.000	400.002	0.315	0.356
400.000	399.997	0.343	4.503
400.000	400.000	0.972	2.403
400.000	400.000	0.716	2.006
400.000	400.003	0.411	5.930
400.000	400.000	0.395	2.792
400.000	400.004	0.905	2.182
400.000	399.998	0.364	6.105
400.000	400.002	0.243	4.582
400.000	400.002	0.810	2.282
400.000	399.998	0.801	2.217
400.000	399.999	0.467	5.796
400.000	400.003	0.276	3.626
400.000	400.001	1.148	2.423
400.000	399.999	0.577	1.967
400.000	400.003	0.473	5.503
400.000	400.000	0.710	2.488
400.000	399.999	1.048	2.339
400.000	399.999	0.347	0.442
400.000	400.001	0.284	4.978
400.000	400.001	0.877	2.507
400.000	400.000	0.905	2.135
400.000	400.002	0.275	6.106
400.000	400.001	0.286	4.619
400.000	399.999	0.928	2.466
400.000	400.003	0.584	1.768
400.000	400.002	0.510	5.728
400.000	399.998	0.604	2.696
400.000	399.998	0.729	2.204
400.000	399.999	0.453	5.934
400.000	399.999	0.603	2.703
400.000	400.003	0.658	2.156
400.000	400.002	0.312	4.905
400.000	399.999	0.909	2.306
400.000	400.003	0.511	2.081
400.000	400.000	0.326	5.458
400.000	400.000	0.937	2.467
400.000	400.001	0.495	1.848
400.000	399.996	0.331	5.110
400.000	399.999	0.932	2.346
400.000	399.999	0.717	2.030
400.000	400.001	0.466	6.071
400.000	400.003	0.193	3.343
400.000	399.998	0.973	2.302
400.000	400.000	0.496	1.758
400.000	399.999	0.443	5.442
400.000	399.996	0.676	2.450
400.000	400.003	0.634	2.135
400.000	399.998	0.350	6.044
400.000	400.000	0.249	3.881
400.000	400.000	0.993	2.429
400.000	400.001	0.224	0.387
400.000	400.001	0.337	4.760
400.000	399.999	0.933	2.571
400.000	400.001	0.683	1.909
400.000	400.001	0.481	5.505
400.000	399.999	0.551	2.871
400.000	399.999	1.021	2.212
400.000	400.003	0.276	0.881
400.000	400.001	0.381	5.223
400.000	399.999	0.909	2.354
400.000	400.002	0.486	1.925
400.000	400.000	0.510	6.009
400.000	400.001	0.309	2.601
400.000	400.000	0.798	2.210
400.000	400.000	0.323	4.887
400.000	399.997	0.731	2.469
400.000	400.001	0.907	2.223
400.000	399.998	0.260	6.252
400.000	399.999	0.076	4.949
400.000	399.996	1.066	2.199
400.000	399.999	0.434	1.593
400.000	399.998	0.465	5.786
400.000	400.003	0.717	2.487
400.000	399.998	0.881	2.260
400.000	399.997	0.436	6.096
400.000	400.002	0.156	3.439
400.000	399.999	0.941	2.268
400.000	399.999	0.311	0.915
400.000	399.996	0.293	4.699
400.000	399.997	1.016	2.437
400.000	399.998	0.451	1.665
400.000	400.004	0.544	5.947
400.000	400.000	0.699	2.503
400.000	399.999	0.671	2.069
400.000	400.001	0.480	5.746
400.000	399.996	0.325	2.566
400.000	400.000	0.760	2.164
400.000	399.999	0.424	5.815
400.000	400.001	0.301	2.879
400.000	399.999	1.059	2.419
400.000	399.998	0.210	0.914
400.000	400.000	0.434	5.495
400.000	400.000	0.628	2.538
400.000	400.002	0.218	2.140
400.000	399.999	0.480	5.531
400.000	400.002	0.639	2.610
400.000	400.001	0.898	2.267
400.000	399.997	0.315	6.146
400.000	399.997	0.264	5.013
400.000	400.000	0.974	2.309
400.000	400.000	0.488	1.849
400.000	400.001	0.396	5.508
400.000	399.998	0.256	2.736
400.000	399.998	0.931	2.348
400.000	399.999	0.258	0.129
400.000	400.001	0.434	5.470
400.000	399.999	0.861	2.452
400.000	399.999	0.535	1.596
400.000	399.999	0.396	5.611
400.000	400.002	0.257	2.740
400.000	399.999	1.018	2.269
400.000	400.003	0.335	1.395
400.000	400.002	0.371	5.369
400.000	400.004	0.898	2.464
400.000	399.996	0.408	1.611
400.000	400.001	0.466	5.361
400.000	400.000	0.533	2.396
400.000	399.999	1.006	2.249
400.000	400.000	0.264	1.292
400.000	399.999	0.339	5.098
400.000	400.000	0.886	2.403
400.000	399.999	0.497	1.703
400.000	400.001	0.383	5.609
400.000	399.998	0.166	3.024
400.000	400.000	0.582	1.908
400.000	399.999	0.412	5.495
400.000	399.998	0.693	2.547
400.000	399.999	0.898	2.141
400.000	400.003	0.329	0.063
400.000	399.999	0.311	4.911
400.000	400.003	1.031	2.160
400.000	400.002	0.337	1.579
400.000	400.002	0.478	5.576
400.000	400.003	0.390	2.562
400.000	400.000	0.979	2.282
400.000	400.000	0.228	0.773
400.000	400.000	0.172	5.218
400.000	400.001	1.133	2.312
400.000	399.999	0.626	1.824
400.000	400.001	0.455	5.456
400.000	399.998	0.723	2.373
400.000	399.999	0.825	1.987
400.000	400.000	0.375	6.058
400.000	400.001	0.223	4.749
400.000	400.002	1.166	2.356
400.000	400.001	0.549	1.854
400.000	399.999	0.486	5.593
400.000	400.001	0.374	2.735
400.000	399.998	0.927	2.107
400.000	400.002	0.366	0.062
400.000	400.001	0.288	5.010
400.000	399.995	0.951	2.425
400.000	399.996	0.358	1.312
400.000	400.002	0.285	3.018
400.000	400.002	1.008	2.238
400.000	399.998	0.373	0.637
400.000	400.002	0.568	5.153
400.000	400.001	0.624	2.509
400.000	400.000	0.892	2.302
400.000	400.001	0.233	0.760
400.000	399.999	0.352	5.002
400.000	400.000	0.972	2.426
400.000	399.997	0.629	1.922
400.000	400.000	0.499	5.723
400.000	399.997	0.181	2.761
400.000	399.997	1.024	2.072
400.000	400.004	0.368	0.104
400.000	399.998	0.212	2.559
400.000	400.002	0.841	2.181
400.000	399.999	0.335	6.242
400.000	399.998	0.116	4.602
400.000	400.002	1.056	2.305
400.000	399.999	0.483	1.663
400.000	400.002	0.455	5.687
400.000	399.999	0.306	2.895
400.000	400.002	0.986	2.216
400.000	399.999	0.447	0.508
400.000	400.002	0.400	5.210
400.000	399.998	0.780	2.532
400.000	400.003	0.867	2.221
400.000	400.004	0.431	5.997
400.000	400.002	0.188	3.714
400.000	400.000	0.996	2.282
400.000	400.002	0.413	5.617
400.000	399.998	0.402	2.953
400.000	400.002	0.957	2.127
400.000	400.001	0.403	5.976
400.000	400.001	0.074	3.784
400.000	399.996	1.022	2.255
400.000	400.002	0.548	1.727
400.000	400.002	0.462	5.752
400.000	400.002	0.285	3.557
400.000	399.997	0.952	2.327
400.000	400.001	0.588	1.882
400.000	399.999	0.509	5.661
400.000	399.998	0.225	3.423
400.000	400.002	1.059	2.407
400.000	399.999	0.444	1.471
400.000	400.002	0.504	5.563
400.000	399.999	0.617	2.592
400.000	399.998	0.750	2.241
400.000	399.999	0.367	0.080
400.000	400.001	0.290	4.961
400.000	399.999	0.978	2.414
400.000	400.000	0.786	2.184
400.000	399.999	0.398	5.713
400.000	399.999	0.154	3.446
400.000	400.001	1.034	2.256
400.000	400.001	0.329	1.351
400.000	400.000	0.524	5.493
400.000	399.999	0.440	2.604
400.000	399.998	0.997	2.236
400.000	400.004	0.328	0.845
400.000	400.001	0.305	5.310
400.000	399.999	0.828	2.122
400.000	399.998	0.416	0.144
400.000	400.002	0.132	4.397
400.000	400.000	1.111	2.283
400.000	400.001	0.104	0.829
400.000	399.998	0.515	5.170
400.000	400.003	0.672	2.468
400.000	399.998	1.027	2.183
400.000	399.997	0.312	0.074
400.000	399.999	0.079	2.946
400.000	400.003	1.077	2.330
400.000	400.002	0.504	1.666
400.000	400.002	0.527	5.655
400.000	400.001	0.038	4.372
400.000	400.001	0.979	2.397
400.000	399.997	0.623	1.841
400.000	400.003	0.346	6.019
400.000	400.001	0.195	4.952
400.000	399.999	1.055	2.346
400.000	400.000	0.343	1.263
400.000	400.000	0.382	4.847
400.000	399.998	0.864	2.525
400.000	400.000	0.619	1.982
400.000	399.998	0.521	5.497
400.000	400.003	0.224	2.556
400.000	400.002	1.029	2.260
400.000	400.001	0.445	0.304
400.000	400.002	0.313	4.957
400.000	400.004	0.800	2.342
400.000	399.999	0.854	2.087
400.000	400.000	0.312	0.476
400.000	399.999	0.839	2.077
400.000	399.995	0.933	2.181
400.000	399.997	0.405	0.092
400.000	400.003	0.426	4.727
400.000	400.000	0.861	2.243
400.000	400.000	0.595	1.836
400.000	399.999	0.469	5.472
400.000	400.004	0.142	3.951
400.000	399.999	1.004	2.297
400.000	399.998	0.376	0.334
400.000	399.999	0.400	4.885
400.000	400.000	0.808	2.291
400.000	399.997	0.699	1.916
400.000	399.998	0.390	6.052
400.000	400.003	0.269	3.067
400.000	400.000	0.818	2.183
400.000	399.997	0.440	6.073
400.000	400.002	0.172	4.079
400.000	399.998	1.029	2.167
400.000	399.999	0.337	1.364
400.000	399.998	0.440	5.256
400.000	399.998	0.744	2.442
400.000	400.002	0.693	2.005
400.000	400.000	0.376	6.081
400.000	400.000	0.133	4.640
400.000	400.000	0.985	2.289
400.000	399.995	0.360	6.175
400.000	400.000	0.151	3.466
400.000	399.999	0.967	2.317
400.000	399.996	0.381	0.885
400.000	400.002	0.496	5.180
400.000	400.001	0.243	4.296
400.000	400.002	0.485	1.329
400.000	400.001	0.541	5.471
400.000	400.002	0.288	3.192
400.000	400.000	1.077	2.337
400.000	399.999	0.275	0.250
400.000	399.998	0.330	4.860
400.000	400.001	1.046	2.385
400.000	400.000	0.435	1.617
400.000	400.000	0.504	5.452
400.000	400.000	0.184	3.687
400.000	400.006	1.032	2.218
400.000	400.000	0.392	0.012
400.000	400.001	0.241	4.547
400.000	400.002	1.076	2.359
400.000	399.999	0.678	1.786
400.000	400.000	0.372	5.522
400.000	399.999	0.398	2.645
400.000	400.000	0.834	1.982
400.000	400.000	0.365	6.127
400.000	400.001	0.427	4.907
400.000	400.003	1.025	2.287
400.000	400.002	0.331	0.890
400.000	400.001	0.338	4.925
400.000	399.997	1.103	2.239
400.000	400.000	0.400	0.985
400.000	399.999	0.270	5.069
400.000	400.000	0.905	2.170
400.000	400.001	0.614	1.857
400.000	400.003	0.342	5.876
400.000	399.995	0.202	3.729
400.000	399.999	0.965	2.369
400.000	399.999	0.520	1.646
400.000	400.001	0.484	5.586
400.000	400.002	0.476	2.392
400.000	399.999	0.870	2.064
400.000	400.001	0.442	5.153
400.000	400.000	0.908	2.340
400.000	399.999	0.476	1.526
400.000	400.000	0.429	6.078
400.000	400.004	0.267	3.300
400.000	399.999	1.107	2.409
400.000	400.003	0.554	1.692
400.000	400.000	0.552	5.636
400.000	400.000	0.730	2.595
400.000	400.000	0.710	2.102
400.000	399.999	0.396	5.843
400.000	400.002	0.556	2.662
400.000	399.994	0.821	2.351
400.000	399.999	0.258	0.141
400.000	399.999	0.273	4.911
400.000	400.000	0.901	2.630
400.000	400.003	0.637	2.104
400.000	399.998	0.345	0.032
400.000	399.998	0.157	3.918
400.000	400.000	1.080	2.474
400.000	400.002	0.602	1.918
400.000	400.000	0.391	5.950
400.000	399.998	0.423	2.817
400.000	399.999	0.842	2.029
400.000	400.000	0.383	5.945
400.000	399.998	0.208	3.664
400.000	399.998	0.884	2.129
400.000	400.004	0.380	0.113
400.000	400.000	0.131	4.646
400.000	399.997	1.003	2.461
400.000	399.997	0.478	0.121
400.000	400.000	0.356	4.696
400.000	400.000	0.965	2.296
400.000	400.004	0.617	2.030
400.000	400.001	0.364	5.961
400.000	399.999	0.243	2.987
400.000	399.998	1.126	2.008
400.000	400.001	0.350	0.998
400.000	399.998	0.326	5.399
400.000	399.999	0.386	2.873
400.000	399.999	0.933	2.135
400.000	400.002	0.312	0.015
400.000	400.001	0.164	3.932
400.000	400.002	0.888	2.294
400.000	399.999	0.601	1.893
400.000	399.998	0.406	5.615
400.000	399.999	0.228	3.354
400.000	399.998	1.052	2.323
400.000	399.999	0.197	0.128
400.000	400.001	0.139	4.571
400.000	400.002	1.000	2.375
400.000	399.997	0.596	2.065
400.000	400.002	0.366	5.576
400.000	400.000	0.525	2.721
400.000	400.002	0.906	2.220
400.000	400.000	0.380	0.507
400.000	400.001	0.233	4.526
400.000	399.996	1.204	2.344
400.000	399.999	0.290	1.371
400.000	400.002	0.418	5.173
400.000	399.998	0.940	2.290
400.000	400.000	0.349	6.134
400.000	400.002	0.174	3.661
400.000	400.001	1.208	2.275
400.000	399.998	0.487	1.173
400.000	400.000	0.289	5.039
400.000	399.999	0.680	2.499
400.000	400.003	0.831	2.119
400.000	400.002	0.416	5.792
400.000	399.999	0.252	3.243
400.000	400.002	1.122	2.304
400.000	400.002	0.432	1.285
400.000	400.001	0.344	5.089
400.000	399.999	1.120	2.482
400.000	400.004	0.421	1.348
400.000	399.998	0.468	4.996
400.000	399.997	0.851	2.710
400.000	400.001	0.822	2.012
400.000	399.997	0.450	6.213
400.000	399.999	0.226	3.464
400.000	400.000	1.091	2.280
400.000	400.005	0.488	0.673
400.000	399.999	0.387	4.924
400.000	400.001	0.931	2.498
400.000	400.000	0.607	1.768
400.000	400.001	0.404	5.691
400.000	400.001	0.218	3.982
400.000	399.998	1.103	2.391
400.000	400.000	0.630	1.817
400.000	399.999	0.363	5.944
400.000	400.003	0.863	2.757
400.000	400.000	0.754	1.990
400.000	400.000	0.454	6.058
400.000	399.999	0.162	4.349
400.000	400.000	0.961	2.533
400.000	399.999	0.599	1.952
400.000	399.999	0.393	5.840
400.000	400.002	0.282	3.087
400.000	400.003	1.061	2.299
400.000	399.998	0.418	0.955
400.000	399.998	0.326	4.825
400.000	400.002	0.950	2.331
400.000	399.997	0.391	1.694
400.000	399.998	0.281	5.465
400.000	400.000	0.481	2.459
400.000	399.999	0.928	2.208
400.000	400.001	0.349	5.821
400.000	400.000	0.304	3.186
400.000	399.998	1.071	2.409
400.000	399.996	0.396	0.673
400.000	400.002	0.366	5.225
400.000	399.998	0.618	2.685
400.000	400.001	0.880	2.055
400.000	399.996	0.403	5.572
400.000	399.999	0.342	2.593
400.000	400.000	0.979	2.488
400.000	399.999	0.353	0.801
400.000	400.000	0.252	5.051
400.000	399.998	0.505	2.637
400.000	399.998	0.807	2.235
400.000	400.001	0.367	5.255
400.000	400.001	0.276	2.699
400.000	400.001	0.904	2.415
400.000	400.001	0.256	6.230
400.000	400.001	0.083	4.596
400.000	399.999	1.056	2.466
400.000	400.001	0.386	0.942
400.000	400.000	0.338	4.637
400.000	399.998	0.901	2.490
400.000	400.005	0.619	1.756
400.000	399.999	0.405	5.313
400.000	399.999	0.636	2.689
400.000	399.999	1.109	2.294
400.000	400.001	0.298	0.623
400.000	400.002	0.282	5.129
400.000	399.997	0.910	2.483
400.000	400.001	0.845	2.117
400.000	399.999	0.458	5.894
400.000	400.002	0.306	3.647
400.000	400.002	0.955	2.281
400.000	400.000	0.466	0.426
400.000	399.998	0.266	4.737
400.000	399.997	0.976	2.444
400.000	400.002	0.459	1.268
400.000	399.998	0.375	4.941
400.000	399.999	1.093	2.359
400.000	400.001	0.383	1.145
400.000	399.998	0.305	5.035
400.000	400.000	0.866	2.514
400.000	400.000	0.568	1.278
400.000	400.000	0.277	2.955
400.000	399.999	1.122	2.294
400.000	400.000	0.513	1.296
400.000	400.002	0.495	5.630
400.000	399.998	0.652	2.572
400.000	400.001	0.695	2.012
400.000	400.002	0.471	5.618
400.000	400.002	0.547	2.340
400.000	400.000	0.758	2.263
400.000	399.998	0.314	6.231
400.000	400.001	0.252	3.112
400.000	400.003	0.950	2.231
400.000	400.001	0.483	0.273
400.000	399.998	0.454	4.595
400.000	400.001	0.990	2.552
400.000	399.999	0.700	1.979
400.000	399.998	0.378	5.996
400.000	399.996	0.116	3.292
400.000	399.998	0.999	2.456
400.000	399.998	0.554	1.650
400.000	400.002	0.411	5.174
400.000	400.000	0.639	2.572
400.000	399.999	0.855	2.242
400.000	400.001	0.461	6.112
400.000	400.000	0.376	4.157
400.000	400.000	1.012	2.410
400.000	399.998	0.469	1.217
400.000	399.998	0.524	5.555
400.000	400.000	0.488	2.986
400.000	400.000	0.810	2.223
400.000	399.999	0.572	5.692
400.000	400.002	0.458	2.379
400.000	399.999	0.502	1.444
400.000	400.002	0.504	5.600
400.000	400.002	0.729	2.521
400.000	399.998	0.713	1.956
400.000	400.002	0.457	5.540
400.000	400.000	0.615	2.485
400.000	399.999	0.939	2.342
400.000	399.998	0.464	0.715
400.000	400.002	0.463	5.184
400.000	400.000	0.947	2.413
400.000	399.999	0.622	1.735
400.000	399.999	0.435	5.849
400.000	400.000	0.222	4.284
400.000	400.000	1.069	2.156
400.000	400.000	0.391	1.128
400.000	399.998	0.441	5.102
400.000	399.999	0.871	2.616
400.000	400.000	0.783	2.081
400.000	399.998	0.554	0.608
400.000	399.998	0.275	4.327
400.000	400.003	0.969	2.396
400.000	399.999	0.404	0.980
400.000	399.996	0.469	5.306
400.000	399.999	0.502	2.344
400.000	400.000	0.938	2.180
400.000	399.997	0.457	0.275
400.000	399.999	0.186	4.016
400.000	400.004	1.002	2.404
400.000	399.999	0.520	1.557
400.000	399.999	0.437	5.154
400.000	400.003	0.576	2.499
400.000	399.999	0.470	0.443
400.000	400.001	0.559	4.956
400.000	399.999	0.737	2.333
400.000	399.997	0.688	2.169
400.000	400.002	0.458	5.709
400.000	400.000	0.369	2.840
400.000	399.997	0.817	2.089
400.000	399.997	0.473	0.117
400.000	400.000	0.387	4.838
400.000	400.001	1.020	2.313
400.000	400.001	0.361	1.177
400.000	399.997	0.381	5.525
400.000	400.002	0.868	2.434
400.000	399.999	0.529	1.963
400.000	399.999	0.521	5.907
400.000	400.000	0.410	2.777
400.000	400.000	1.000	2.360
400.000	400.000	0.463	0.511
400.000	399.997	0.357	4.713
400.000	400.001	1.019	2.220
400.000	399.999	0.676	1.860
400.000	400.004	0.593	5.884
400.000	400.000	0.377	4.336
400.000	399.996	0.956	2.452
400.000	400.004	0.642	1.884
400.000	399.998	0.475	5.960
400.000	400.001	0.280	3.737
400.000	400.001	1.049	2.486
400.000	399.999	0.549	1.434
400.000	400.001	0.495	5.338
400.000	399.996	0.432	2.512
400.000	400.002	0.306	1.743
400.000	400.002	0.552	5.406
400.000	400.003	0.556	2.819
400.000	400.002	1.031	2.127
400.000	400.001	0.368	1.065
400.000	399.999	0.504	5.248
400.000	400.002	0.526	2.806
400.000	400.002	1.014	2.055
400.000	400.002	0.420	0.619
400.000	400.000	0.238	4.939
400.000	400.003	0.890	2.339
400.000	400.001	0.506	1.684
400.000	400.000	0.552	5.739
400.000	400.000	0.296	4.245
400.000	400.002	1.005	2.469
400.000	399.999	0.633	1.561
400.000	400.004	0.552	5.691
400.000	399.998	0.170	3.631
400.000	400.000	0.977	2.268
400.000	400.000	0.390	0.307
400.000	399.999	0.246	4.846
400.000	400.002	1.061	2.357
400.000	399.998	0.378	1.083
400.000	399.994	0.539	5.285
400.000	400.002	0.406	2.891
400.000	399.999	1.045	2.155
400.000	399.997	0.432	0.804
400.000	400.000	0.486	5.104
400.000	400.001	0.671	2.691
400.000	399.998	0.925	2.285
400.000	400.001	0.458	0.630
400.000	399.999	0.917	1.905
400.000	400.001	0.954	2.153
400.000	400.000	0.415	0.523
400.000	400.003	0.330	4.321
