Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	900.000	-0.019	900.001	0.091	4.620	1772056864.511
2	900.000	0.011	899.998	0.114	4.911	1772056864.773
3	900.000	0.003	900.002	0.099	4.304	1772056865.032
4	900.000	0.014	900.003	0.059	5.909	1772056865.286
5	900.000	-0.006	900.001	0.088	4.836	1772056865.536
6	900.000	-0.008	900.001	0.063	5.164	1772056865.769
7	900.000	0.012	900.000	0.090	4.366	1772056866.042
8	900.000	-0.010	900.002	0.097	4.797	1772056866.360
9	900.000	0.021	900.001	0.075	4.110	1772056866.658
10	900.000	0.020	899.997	0.063	5.663	1772056866.904
11	900.000	0.027	900.001	0.083	5.420	1772056867.145
12	900.000	0.017	900.003	0.078	5.698	1772056867.395
13	900.000	-0.021	900.001	0.070	5.015	1772056867.650
14	900.000	-0.029	899.999	0.065	4.940	1772056867.894
15	900.000	-0.015	899.998	0.054	4.301	1772056868.149
16	900.000	0.045	899.996	0.078	4.585	1772056868.421
17	900.000	0.011	900.001	0.068	4.970	1772056868.703
18	900.000	-0.005	900.002	0.062	4.877	1772056868.972
19	900.000	-0.009	900.002	0.074	4.548	1772056869.219
20	900.000	0.002	900.003	0.134	4.049	1772056869.493
21	900.000	0.004	899.999	0.100	4.371	1772056869.762
22	900.000	-0.017	900.000	0.065	6.160	1772056870.020
23	900.000	0.032	899.999	0.139	4.836	1772056870.277
24	900.000	0.014	900.004	0.108	5.207	1772056870.540
25	900.000	-0.022	899.997	0.078	5.913	1772056870.774
26	900.000	-0.011	899.997	0.055	4.675	1772056871.007
27	900.000	-0.003	900.003	0.070	4.763	1772056871.297
28	900.000	0.021	899.997	0.063	4.934	1772056871.590
29	900.000	-0.015	900.002	0.135	4.943	1772056871.826
30	900.000	0.024	900.001	0.087	5.146	1772056872.101
31	900.000	-0.024	899.999	0.082	4.530	1772056872.343
32	900.000	0.012	899.999	0.074	5.228	1772056872.560
33	900.000	-0.008	900.000	0.076	4.439	1772056872.831
34	900.000	0.007	900.000	0.118	5.498	1772056873.077
35	900.000	-0.031	900.001	0.101	4.866	1772056873.353
36	900.000	0.012	900.006	0.110	5.167	1772056873.648
37	900.000	0.026	900.000	0.086	4.796	1772056873.912
38	900.000	-0.007	900.003	0.027	4.155	1772056874.147
39	900.000	-0.022	899.999	0.119	5.190	1772056874.405
40	900.000	-0.020	899.999	0.106	4.397	1772056874.626
41	900.000	0.005	899.999	0.117	5.827	1772056874.906
42	900.000	0.016	899.999	0.113	4.886	1772056875.152
43	900.000	0.005	899.999	0.106	3.985	1772056875.389
44	900.000	-0.002	900.000	0.055	4.667	1772056875.679
45	900.000	-0.014	900.003	0.035	4.026	1772056875.975
46	900.000	0.004	900.000	0.071	4.744	1772056876.205
47	900.000	0.007	899.998	0.066	5.360	1772056876.484
48	900.000	0.000	900.001	0.093	5.300	1772056876.743
49	900.000	0.012	900.000	0.106	4.723	1772056877.030
50	900.000	0.019	900.000	0.080	4.917	1772056877.262
51	900.000	0.025	900.001	0.063	4.599	1772056877.513
52	900.000	0.008	899.999	0.072	5.079	1772056877.787
53	900.000	0.001	900.001	0.126	4.690	1772056878.038
54	900.000	-0.006	900.001	0.078	5.130	1772056878.281
55	900.000	0.002	900.001	0.090	4.216	1772056878.534
56	900.000	-0.004	900.004	0.078	4.491	1772056878.794
57	900.000	-0.006	899.997	0.055	4.824	1772056879.107
58	900.000	0.023	899.996	0.086	5.170	1772056879.396
59	900.000	-0.003	900.000	0.098	4.684	1772056879.639
60	900.000	0.025	900.002	0.091	4.595	1772056879.898
61	900.000	-0.006	900.003	0.097	5.612	1772056880.157
62	900.000	-0.019	900.003	0.102	5.010	1772056880.418
63	900.000	-0.003	900.001	0.123	4.678	1772056880.711
64	900.000	-0.003	900.002	0.090	4.673	1772056880.952
65	900.000	-0.024	900.000	0.125	3.976	1772056881.221
66	900.000	-0.001	900.003	0.120	4.615	1772056881.445
67	900.000	-0.038	900.001	0.062	4.367	1772056881.724
68	900.000	-0.013	900.000	0.089	4.723	1772056881.970
69	900.000	0.005	899.999	0.072	4.676	1772056882.203
70	900.000	-0.004	899.997	0.079	4.900	1772056882.454
71	900.000	0.023	900.003	0.124	3.955	1772056882.735
72	900.000	-0.005	900.004	0.030	5.034	1772056883.013
73	900.000	-0.007	899.999	0.066	4.553	1772056883.279
74	900.000	-0.005	900.002	0.100	4.018	1772056883.516
75	900.000	-0.013	899.998	0.101	4.302	1772056883.781
76	900.000	0.015	899.999	0.100	4.618	1772056884.041
77	900.000	0.011	899.999	0.087	4.931	1772056884.351
78	900.000	-0.017	900.003	0.052	4.021	1772056884.574
79	900.000	-0.011	900.000	0.145	5.615	1772056884.838
80	900.000	0.020	899.998	0.105	4.642	1772056885.094
81	900.000	0.015	899.999	0.125	4.715	1772056885.371
82	900.000	0.031	899.998	0.101	4.342	1772056885.657
83	900.000	0.006	900.002	0.124	5.106	1772056885.906
84	900.000	0.030	900.001	0.145	4.472	1772056886.148
85	900.000	0.006	900.003	0.135	5.184	1772056886.393
86	900.000	0.012	900.004	0.064	4.646	1772056886.651
87	900.000	0.022	900.000	0.111	4.972	1772056886.905
88	900.000	-0.013	899.998	0.108	4.566	1772056887.159
89	900.000	-0.005	899.998	0.129	4.308	1772056887.433
90	900.000	-0.036	899.999	0.119	4.185	1772056887.684
91	900.000	-0.008	899.996	0.063	5.051	1772056887.931
92	900.000	-0.006	900.004	0.127	5.195	1772056888.215
93	900.000	-0.010	899.997	0.054	5.167	1772056888.430
94	900.000	-0.034	900.001	0.097	4.985	1772056888.704
95	900.000	-0.004	900.001	0.135	4.174	1772056888.958
96	900.000	-0.002	900.000	0.042	5.926	1772056889.209
97	900.000	0.014	900.001	0.071	5.013	1772056889.462
98	900.000	-0.055	900.001	0.144	5.359	1772056889.717
99	900.000	-0.034	900.000	0.086	4.926	1772056889.955
100	900.000	-0.013	900.001	0.114	5.276	1772056890.192
101	900.000	-0.028	900.000	0.064	4.297	1772056890.457
102	900.000	-0.004	899.998	0.081	4.779	1772056890.684
103	900.000	0.002	899.997	0.089	5.057	1772056890.949
104	900.000	0.025	900.000	0.052	4.871	1772056891.202
105	900.000	-0.017	900.001	0.031	5.491	1772056891.464
106	900.000	-0.017	900.001	0.041	0.249	1772056891.698
107	900.000	-0.020	900.000	0.053	6.255	1772056891.918
108	900.000	0.001	900.000	0.035	4.116	1772056892.200
109	900.000	-0.003	899.997	0.041	0.889	1772056892.492
110	900.000	-0.025	900.000	0.022	5.368	1772056892.762
111	900.000	-0.021	900.000	0.020	2.605	1772056893.030
112	900.000	0.025	899.998	0.029	0.407	1772056893.325
113	900.000	0.017	900.003	0.091	5.630	1772056893.594
114	900.000	0.023	899.998	0.042	2.186	1772056893.894
115	900.000	0.058	900.000	0.077	3.691	1772056894.155
116	900.000	0.010	899.998	0.054	5.402	1772056894.462
117	900.000	-0.006	900.000	0.021	0.545	1772056894.693
118	900.000	-0.007	900.002	0.003	3.304	1772056894.958
119	900.000	-0.005	899.999	0.060	1.120	1772056895.191
120	900.000	-0.026	899.999	0.033	1.530	1772056895.462
121	900.000	-0.040	900.002	0.054	2.109	1772056895.730
122	900.000	0.018	899.999	0.019	6.260	1772056896.029
123	900.000	0.036	899.998	0.018	3.954	1772056896.253
124	900.000	-0.022	899.998	0.064	0.362	1772056896.518
125	900.000	-0.004	899.999	0.039	3.302	1772056896.773
126	900.000	0.017	900.003	0.040	2.497	1772056897.079
127	900.000	-0.017	900.000	0.012	5.760	1772056897.309
128	900.000	-0.026	900.000	0.017	1.520	1772056897.583
129	900.000	0.021	900.002	0.022	3.347	1772056897.813
130	900.000	0.007	899.999	0.021	1.463	1772056898.085
131	900.000	0.009	900.001	0.041	5.307	1772056898.344
132	900.000	-0.005	900.000	0.012	2.709	1772056898.581
133	900.000	-0.025	899.995	0.062	3.276	1772056898.821
134	900.000	0.007	899.999	0.086	1.617	1772056899.044
135	900.000	0.023	900.000	0.045	3.530	1772056899.335
136	900.000	0.014	899.998	0.070	4.246	1772056899.555
137	900.000	0.032	899.999	0.108	0.214	1772056899.819
138	900.000	-0.008	900.001	0.040	1.900	1772056900.079
139	900.000	0.031	900.001	0.031	1.389	1772056900.324
140	900.000	-0.039	900.002	0.044	6.224	1772056900.591
141	900.000	0.023	900.001	0.035	3.823	1772056900.826
142	900.000	-0.002	900.001	0.097	5.544	1772056901.079
143	900.000	-0.029	900.000	0.027	4.142	1772056901.314
144	900.000	0.009	899.999	0.058	3.972	1772056901.576
145	900.000	-0.011	900.000	0.051	1.843	1772056901.830
146	900.000	0.000	900.001	0.039	4.759	1772056902.073
147	900.000	-0.019	900.002	0.067	5.446	1772056902.332
148	900.000	-0.017	900.001	0.017	6.265	1772056902.556
149	900.000	0.038	899.998	0.048	4.499	1772056902.829
150	900.000	0.022	900.002	0.073	0.405	1772056903.059
151	900.000	0.074	900.001	0.057	1.704	1772056903.337
152	900.000	-0.025	899.998	0.051	0.122	1772056903.582
153	900.000	-0.026	900.001	0.018	6.248	1772056903.862
154	900.000	0.032	899.998	0.017	3.130	1772056904.120
155	900.000	-0.008	900.000	0.050	0.313	1772056904.389
156	900.000	-0.015	900.000	0.064	4.516	1772056904.616
157	900.000	-0.007	900.004	0.048	0.235	1772056904.892
158	900.000	0.029	899.999	0.043	4.284	1772056905.142
159	900.000	0.010	899.997	0.053	1.222	1772056905.382
160	900.000	-0.007	899.999	0.042	5.683	1772056905.631
161	900.000	-0.002	899.999	0.066	5.666	1772056905.906
162	900.000	-0.015	899.999	0.064	0.360	1772056906.188
163	900.000	0.011	899.999	0.030	4.128	1772056906.458
164	900.000	0.024	900.003	0.074	5.915	1772056906.683
165	900.000	0.025	899.998	0.034	3.266	1772056906.970
166	900.000	-0.023	899.997	0.021	5.464	1772056907.219
167	900.000	0.023	900.002	0.033	3.495	1772056907.444
168	900.000	0.013	899.999	0.040	5.237	1772056907.703
169	900.000	0.038	900.000	0.031	3.003	1772056907.933
170	900.000	-0.008	900.001	0.059	0.689	1772056908.207
171	900.000	0.013	899.998	0.082	5.039	1772056908.441
172	900.000	0.026	900.000	0.059	0.039	1772056908.698
173	900.000	0.034	899.997	0.041	5.827	1772056908.949
174	900.000	0.035	900.001	0.017	2.851	1772056909.187
175	900.000	0.004	900.001	0.049	5.548	1772056909.471
176	900.000	0.008	899.996	0.012	4.713	1772056909.700
177	900.000	-0.016	900.002	0.045	6.032	1772056909.975
178	900.000	-0.020	900.001	0.037	5.502	1772056910.231
179	900.000	0.006	899.999	0.053	3.064	1772056910.509
180	900.000	-0.000	899.999	0.037	5.236	1772056910.809
181	900.000	-0.009	900.003	0.012	5.563	1772056911.072
182	900.000	-0.005	900.000	0.091	0.221	1772056911.372
183	900.000	0.032	900.003	0.046	5.400	1772056911.679
184	900.000	-0.028	900.000	0.059	6.107	1772056911.949
185	900.000	0.045	899.999	0.059	5.885	1772056912.231
186	900.000	0.033	900.004	0.112	6.129	1772056912.471
187	900.000	0.018	899.997	0.046	6.098	1772056912.733
188	900.000	0.007	900.000	0.061	3.770	1772056912.985
189	900.000	-0.026	899.999	0.066	5.187	1772056913.225
190	900.000	-0.018	900.000	0.101	0.206	1772056913.480
191	900.000	0.008	900.002	0.101	0.006	1772056913.745
192	900.000	0.018	899.998	0.065	0.226	1772056914.002
193	900.000	0.019	899.998	0.085	3.070	1772056914.216
194	900.000	-0.002	900.003	0.076	3.386	1772056914.486
195	900.000	-0.001	899.999	0.116	5.890	1772056914.738
196	900.000	-0.023	899.998	0.052	4.276	1772056914.990
197	900.000	-0.038	900.001	0.053	3.659	1772056915.212
198	900.000	0.006	899.998	0.051	4.986	1772056915.488
199	900.000	-0.026	899.999	0.012	3.923	1772056915.741
200	900.000	-0.015	899.999	0.048	4.462	1772056915.970
201	900.000	0.031	899.999	0.038	6.152	1772056916.245
202	900.000	-0.036	900.005	0.070	5.951	1772056916.481
203	900.000	-0.027	900.005	0.062	2.275	1772056916.728
204	900.000	0.005	900.002	0.105	6.255	1772056916.966
205	900.000	-0.008	899.999	0.057	6.242	1772056917.243
206	900.000	0.009	900.001	0.041	2.159	1772056917.497
207	900.000	0.013	900.000	0.082	3.509	1772056917.731
208	900.000	0.022	900.003	0.080	5.775	1772056917.999
209	900.000	-0.025	899.998	0.023	1.413	1772056918.221
210	900.000	0.024	900.000	0.096	3.238	1772056918.497
211	900.000	0.013	900.002	0.123	0.087	1772056918.800
212	900.000	-0.010	899.997	0.066	3.416	1772056919.061
213	900.000	0.004	899.999	0.049	3.802	1772056919.289
214	900.000	0.022	899.999	0.032	0.194	1772056919.570
215	900.000	-0.018	899.998	0.017	3.477	1772056919.877
216	900.000	-0.008	899.998	0.105	3.697	1772056920.154
217	900.000	0.018	900.000	0.097	0.203	1772056920.426
218	900.000	-0.005	899.997	0.018	1.117	1772056920.658
219	900.000	0.019	899.997	0.090	3.604	1772056920.945
220	900.000	0.004	900.000	0.019	0.133	1772056921.217
221	900.000	0.002	899.999	0.032	5.386	1772056921.474
222	900.000	-0.029	899.996	0.059	3.098	1772056921.704
223	900.000	-0.010	900.005	0.048	4.571	1772056921.990
224	900.000	-0.014	900.002	0.090	0.380	1772056922.224
225	900.000	-0.014	900.002	0.051	4.124	1772056922.483
226	900.000	0.027	900.002	0.038	3.680	1772056922.730
227	900.000	0.004	900.002	0.091	0.540	1772056922.949
228	900.000	-0.010	900.002	0.012	6.119	1772056923.270
229	900.000	-0.004	899.999	0.045	3.160	1772056923.561
230	900.000	0.028	900.000	0.045	5.380	1772056923.804
231	900.000	-0.015	899.999	0.082	4.049	1772056924.060
232	900.000	0.007	899.997	0.035	2.899	1772056924.318
233	900.000	0.011	899.999	0.037	5.806	1772056924.568
234	900.000	0.026	900.000	0.035	1.570	1772056924.809
235	900.000	-0.049	900.000	0.074	3.677	1772056925.039
236	900.000	0.004	899.998	0.080	6.203	1772056925.310
237	900.000	0.011	899.995	0.056	3.106	1772056925.546
238	900.000	-0.003	900.001	0.117	3.466	1772056925.825
239	900.000	0.037	899.998	0.026	2.098	1772056926.057
240	900.000	-0.030	900.001	0.109	0.033	1772056926.319
241	900.000	0.002	900.001	0.025	2.952	1772056926.559
242	900.000	-0.036	900.001	0.054	4.225	1772056926.817
243	900.000	0.007	899.999	0.146	6.213	1772056927.071
244	900.000	-0.031	900.001	0.049	3.015	1772056927.375
245	900.000	0.032	900.000	0.074	3.400	1772056927.614
246	900.000	-0.022	899.998	0.058	0.085	1772056927.887
247	900.000	-0.001	900.001	0.055	0.335	1772056928.129
248	900.000	-0.008	900.001	0.092	3.008	1772056928.357
249	900.000	0.009	899.998	0.113	5.387	1772056928.628
250	900.000	-0.033	899.999	0.032	4.872	1772056928.854
251	900.000	0.018	900.001	0.062	3.511	1772056929.112
252	900.000	-0.017	900.000	0.085	0.583	1772056929.381
253	900.000	0.030	900.002	0.092	5.836	1772056929.643
254	900.000	0.009	899.997	0.056	2.444	1772056929.882
255	900.000	-0.044	899.997	0.064	3.831	1772056930.108
256	900.000	-0.023	900.001	0.183	6.085	1772056930.369
257	900.000	-0.017	900.002	0.009	2.257	1772056930.627
258	900.000	0.028	900.000	0.048	4.038	1772056930.855
259	900.000	-0.020	899.999	0.075	6.264	1772056931.114
260	900.000	0.013	900.002	0.036	3.144	1772056931.393
261	900.000	0.007	900.002	0.109	3.392	1772056931.677
262	900.000	0.001	899.997	0.039	5.466	1772056931.940
263	900.000	-0.001	900.002	0.020	6.119	1772056932.168
264	900.000	-0.045	899.998	0.065	3.594	1772056932.438
265	900.000	0.015	899.998	0.039	5.519	1772056932.693
266	900.000	-0.039	900.001	0.055	0.003	1772056932.942
267	900.000	0.050	900.001	0.036	3.121	1772056933.192
268	900.000	0.026	899.998	0.018	4.878	1772056933.428
269	900.000	-0.018	899.998	0.129	0.051	1772056933.704
270	900.000	0.005	900.002	0.025	2.222	1772056933.941
271	900.000	-0.012	900.001	0.026	3.785	1772056934.262
272	900.000	0.001	900.000	0.071	5.986	1772056934.503
273	900.000	0.016	900.002	0.076	2.739	1772056934.798
274	900.000	0.012	900.001	0.045	5.105	1772056935.067
275	900.000	-0.017	899.998	0.098	0.119	1772056935.325
276	900.000	-0.035	900.005	0.093	2.985	1772056935.617
277	900.000	-0.019	900.002	0.016	2.592	1772056935.849
278	900.000	-0.028	900.000	0.065	5.751	1772056936.124
279	900.000	0.004	899.998	0.040	0.161	1772056936.367
280	900.000	0.030	899.997	0.103	3.402	1772056936.642
281	900.000	0.023	900.002	0.018	6.176	1772056936.950
282	900.000	-0.000	900.001	0.036	2.284	1772056937.260
283	900.000	0.029	900.002	0.052	3.345	1772056937.567
284	900.000	-0.016	900.000	0.039	0.119	1772056937.809
285	900.000	-0.034	900.003	0.050	2.929	1772056938.063
286	900.000	-0.009	899.998	0.051	5.239	1772056938.317
287	900.000	0.025	900.001	0.055	5.916	1772056938.615
288	900.000	0.015	899.999	0.054	1.026	1772056938.870
289	900.000	0.008	900.000	0.038	4.753	1772056939.109
290	900.000	-0.050	899.996	0.065	0.032	1772056939.368
291	900.000	0.005	899.998	0.058	0.024	1772056939.618
292	900.000	-0.001	900.001	0.019	2.761	1772056939.882
293	900.000	-0.011	900.001	0.016	6.223	1772056940.140
294	900.000	-0.021	900.000	0.058	6.124	1772056940.434
295	900.000	-0.037	899.999	0.102	3.557	1772056940.676
296	900.000	-0.024	900.001	0.034	5.812	1772056940.913
297	900.000	-0.010	900.002	0.096	6.223	1772056941.185
298	900.000	-0.013	900.002	0.020	2.761	1772056941.451
299	900.000	0.016	899.998	0.014	0.934	1772056941.753
300	900.000	0.009	899.999	0.056	5.146	1772056941.982
301	900.000	0.002	899.999	0.063	3.089	1772056942.260
302	900.000	-0.025	900.003	0.040	3.807	1772056942.487
303	900.000	0.009	899.997	0.164	5.947	1772056942.760
304	900.000	0.014	900.002	0.027	2.251	1772056943.060
305	900.000	-0.039	900.000	0.093	3.555	1772056943.305
306	900.000	-0.034	900.002	0.115	6.261	1772056943.563
307	900.000	-0.002	899.999	0.019	1.609	1772056943.811
308	900.000	0.001	899.995	0.127	3.282	1772056944.044
309	900.000	0.010	900.001	0.102	6.052	1772056944.312
310	900.000	0.020	899.999	0.042	5.171	1772056944.563
311	900.000	0.019	900.003	0.115	3.673	1772056944.816
312	900.000	0.018	899.996	0.073	5.631	1772056945.073
313	900.000	-0.000	899.999	0.054	0.139	1772056945.306
314	900.000	0.010	900.001	0.032	3.848	1772056945.557
315	900.000	-0.022	899.998	0.044	4.663	1772056945.811
316	900.000	-0.004	900.000	0.138	6.195	1772056946.076
317	900.000	0.011	900.006	0.036	1.411	1772056946.318
318	900.000	-0.017	899.998	0.021	2.533	1772056946.562
319	900.000	-0.004	899.997	0.085	0.225	1772056946.813
320	900.000	-0.007	899.997	0.069	0.390	1772056947.065
321	900.000	-0.037	900.000	0.073	3.821	1772056947.312
322	900.000	0.028	900.003	0.071	5.278	1772056947.548
323	900.000	-0.032	900.000	0.099	6.067	1772056947.832
324	900.000	-0.007	899.999	0.122	3.013	1772056948.120
325	900.000	-0.016	900.002	0.038	5.208	1772056948.371
326	900.000	0.014	900.003	0.043	6.148	1772056948.609
327	900.000	0.011	899.999	0.057	3.280	1772056948.875
328	900.000	0.005	900.001	0.071	4.217	1772056949.134
329	900.000	-0.033	900.002	0.075	6.096	1772056949.452
330	900.000	0.017	899.995	0.046	2.873	1772056949.704
331	900.000	0.021	900.001	0.077	3.075	1772056949.956
332	900.000	0.024	899.998	0.079	6.245	1772056950.261
333	900.000	-0.028	899.999	0.096	3.593	1772056950.482
334	900.000	0.042	900.001	0.032	3.019	1772056950.764
335	900.000	0.027	900.002	0.094	0.162	1772056951.002
336	900.000	0.016	900.004	0.108	0.212	1772056951.229
337	900.000	0.015	899.999	0.127	3.371	1772056951.509
338	900.000	-0.018	899.999	0.030	4.745	1772056951.735
339	900.000	-0.007	900.001	0.056	5.923	1772056952.001
340	900.000	0.020	900.002	0.110	3.465	1772056952.248
341	900.000	0.002	900.001	0.062	4.002	1772056952.500
342	900.000	0.006	899.998	0.091	0.127	1772056952.750
343	900.000	-0.001	899.997	0.067	3.439	1772056952.974
344	900.000	-0.002	900.002	0.076	3.470	1772056953.237
345	900.000	0.014	899.999	0.070	0.090	1772056953.498
346	900.000	0.021	900.001	0.028	1.772	1772056953.809
347	900.000	0.002	900.000	0.134	3.780	1772056954.045
