Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	400.000	-0.025	399.998	0.553	4.434	1772227596.263
2	400.000	0.042	399.998	0.527	4.587	1772227596.532
3	400.000	0.009	400.002	0.524	4.670	1772227596.779
4	400.000	0.003	399.998	0.548	4.624	1772227597.075
5	400.000	0.006	399.998	0.612	4.711	1772227597.305
6	400.000	-0.002	400.001	0.524	4.683	1772227597.558
7	400.000	0.005	399.998	0.614	4.732	1772227597.810
8	400.000	0.061	399.998	0.559	4.742	1772227598.080
9	400.000	0.001	400.000	0.526	4.761	1772227598.300
10	400.000	0.008	400.002	0.537	4.691	1772227598.548
11	400.000	-0.014	400.002	0.595	4.732	1772227598.814
12	400.000	-0.014	400.000	0.473	4.755	1772227599.034
13	400.000	0.021	400.001	0.503	4.651	1772227599.304
14	400.000	0.035	400.004	0.542	4.830	1772227599.557
15	400.000	-0.017	400.002	0.609	4.703	1772227599.787
16	400.000	-0.020	400.003	0.593	4.489	1772227600.068
17	400.000	-0.047	399.998	0.508	4.662	1772227600.298
18	400.000	-0.027	399.999	0.538	4.860	1772227600.591
19	400.000	0.010	400.000	0.509	4.803	1772227600.792
20	400.000	-0.053	399.998	0.569	4.752	1772227601.051
21	400.000	-0.003	400.000	0.555	4.644	1772227601.301
22	400.000	-0.029	400.000	0.520	4.669	1772227601.539
23	400.000	-0.022	400.001	0.453	4.573	1772227601.811
24	400.000	0.004	400.001	0.541	4.777	1772227602.040
25	400.000	0.000	400.000	0.513	4.529	1772227602.315
26	400.000	-0.027	400.005	0.453	4.812	1772227602.548
27	400.000	-0.005	399.997	0.579	4.741	1772227602.820
28	400.000	0.050	400.004	0.569	4.717	1772227603.047
29	400.000	-0.031	400.002	0.487	4.681	1772227603.305
30	400.000	-0.007	399.997	0.528	4.615	1772227603.592
31	400.000	0.034	399.999	0.476	4.800	1772227603.835
32	400.000	0.036	400.001	0.505	4.644	1772227604.091
33	400.000	0.002	400.001	0.535	4.725	1772227604.342
34	400.000	-0.002	399.998	0.537	4.588	1772227604.596
35	400.000	0.041	400.000	0.627	4.815	1772227604.840
36	400.000	0.016	400.000	0.484	4.886	1772227605.095
37	400.000	-0.017	400.002	0.532	4.604	1772227605.339
38	400.000	-0.066	400.004	0.583	4.674	1772227605.588
39	400.000	-0.043	399.997	0.532	4.695	1772227605.844
40	400.000	-0.027	399.999	0.466	4.773	1772227606.093
41	400.000	0.047	400.001	0.546	4.752	1772227606.347
42	400.000	0.051	400.001	0.507	4.525	1772227606.590
43	400.000	-0.058	400.000	0.431	4.722	1772227606.856
44	400.000	0.001	400.000	0.527	4.530	1772227607.085
45	400.000	0.006	400.003	0.604	4.511	1772227607.349
46	400.000	0.023	399.999	0.584	4.469	1772227607.576
47	400.000	0.023	400.000	0.555	4.650	1772227607.851
48	400.000	-0.012	399.999	0.557	4.620	1772227608.083
49	400.000	-0.008	400.000	0.548	4.587	1772227608.308
50	400.000	0.044	399.999	0.574	4.550	1772227608.590
51	400.000	-0.010	400.000	0.545	4.824	1772227608.830
52	400.000	0.017	400.001	0.538	4.693	1772227609.096
53	400.000	0.012	400.005	0.500	4.516	1772227609.321
54	400.000	0.009	400.002	0.487	4.646	1772227609.579
55	400.000	0.020	400.001	0.575	4.749	1772227609.833
56	400.000	-0.009	400.000	0.554	4.687	1772227610.054
57	400.000	0.030	400.000	0.485	4.605	1772227610.312
58	400.000	0.000	399.998	0.578	4.444	1772227610.563
59	400.000	-0.041	400.000	0.542	4.642	1772227610.838
60	400.000	0.068	399.998	0.418	4.794	1772227611.076
61	400.000	-0.021	400.000	0.447	4.621	1772227611.351
62	400.000	0.049	400.001	0.459	4.678	1772227611.574
63	400.000	0.010	400.000	0.607	4.617	1772227611.849
64	400.000	0.014	400.003	0.618	4.637	1772227612.098
65	400.000	-0.023	399.999	0.509	4.674	1772227612.326
66	400.000	0.008	400.002	0.595	4.540	1772227612.580
67	400.000	-0.053	399.999	0.490	4.615	1772227612.847
68	400.000	0.039	400.001	0.607	4.626	1772227613.096
69	400.000	0.008	400.000	0.483	4.542	1772227613.336
70	400.000	-0.012	400.001	0.507	4.626	1772227613.594
71	400.000	-0.005	400.003	0.554	4.615	1772227613.837
72	400.000	0.034	399.998	0.557	4.596	1772227614.107
73	400.000	0.004	400.001	0.496	4.760	1772227614.359
74	400.000	0.063	400.001	0.662	4.529	1772227614.564
75	400.000	-0.003	400.001	0.477	4.635	1772227614.833
76	400.000	0.037	399.998	0.529	4.557	1772227615.080
77	400.000	0.044	400.000	0.520	4.476	1772227615.344
78	400.000	0.004	399.998	0.513	4.649	1772227615.586
79	400.000	0.026	399.998	0.522	4.637	1772227615.799
80	400.000	0.020	400.000	0.498	4.628	1772227616.037
81	400.000	0.019	400.000	0.548	4.726	1772227616.271
82	400.000	0.005	399.999	0.502	4.487	1772227616.497
83	400.000	0.018	399.997	0.576	4.650	1772227616.707
84	400.000	-0.007	399.996	0.581	4.533	1772227616.981
85	400.000	0.018	400.002	0.512	4.640	1772227617.222
86	400.000	-0.023	400.002	0.500	4.750	1772227617.449
87	400.000	0.010	400.000	0.470	4.691	1772227617.699
88	400.000	-0.046	400.000	0.467	4.653	1772227617.977
89	400.000	-0.024	400.003	0.527	4.695	1772227618.204
90	400.000	0.041	399.999	0.555	4.588	1772227618.431
91	400.000	0.032	399.998	0.519	4.534	1772227618.650
92	400.000	-0.012	400.004	0.549	4.587	1772227618.911
93	400.000	0.032	400.000	0.525	4.659	1772227619.126
94	400.000	0.011	399.998	0.511	4.613	1772227619.384
95	400.000	-0.009	399.998	0.604	4.582	1772227619.660
96	400.000	0.046	399.998	0.523	4.625	1772227619.913
97	400.000	-0.033	399.999	0.566	4.606	1772227620.161
98	400.000	-0.006	399.999	0.591	4.429	1772227620.410
99	400.000	-0.029	399.998	0.451	4.598	1772227620.679
100	400.000	-0.021	399.998	0.541	4.599	1772227620.899
101	400.000	-0.019	400.000	0.509	4.561	1772227621.176
102	400.000	-0.007	400.004	0.639	4.686	1772227621.395
103	400.000	-0.005	400.000	0.462	4.453	1772227621.670
104	400.000	0.017	400.000	0.541	4.441	1772227621.898
105	400.000	0.015	400.003	0.493	4.569	1772227622.175
106	400.000	-0.032	400.003	0.527	4.464	1772227622.418
107	400.000	-0.010	400.001	0.567	4.452	1772227622.640
108	400.000	-0.041	399.997	0.542	4.628	1772227622.917
109	400.000	0.005	399.999	0.505	4.463	1772227623.163
110	400.000	0.001	399.999	0.515	4.621	1772227623.418
111	400.000	0.030	399.998	0.569	4.682	1772227623.651
112	400.000	0.013	399.999	0.533	4.533	1772227623.845
113	400.000	-0.009	400.001	0.432	4.731	1772227624.046
114	400.000	-0.003	399.999	0.550	4.514	1772227624.287
115	400.000	0.013	400.004	0.633	4.599	1772227624.526
116	400.000	-0.005	399.999	0.487	4.623	1772227624.788
117	400.000	-0.010	400.000	0.485	4.616	1772227625.040
118	400.000	0.016	400.001	0.564	4.680	1772227625.272
119	400.000	0.017	400.002	0.494	4.663	1772227625.541
120	400.000	-0.035	399.997	0.618	4.552	1772227625.794
121	400.000	-0.042	400.001	0.557	4.783	1772227626.051
122	400.000	0.026	399.999	0.501	4.658	1772227626.306
123	400.000	-0.041	399.999	0.483	4.803	1772227626.509
124	400.000	-0.008	400.001	0.553	4.622	1772227626.798
125	400.000	0.016	400.000	0.605	4.546	1772227627.016
126	400.000	-0.016	400.000	0.541	4.429	1772227627.283
127	400.000	-0.017	399.999	0.474	4.713	1772227627.508
128	400.000	-0.023	399.997	0.559	4.668	1772227627.798
129	400.000	-0.036	399.998	0.513	4.648	1772227628.040
130	400.000	-0.008	399.999	0.428	4.747	1772227628.316
131	400.000	-0.009	400.001	0.486	4.755	1772227628.567
132	400.000	0.034	400.000	0.583	4.530	1772227628.792
133	400.000	-0.026	399.997	0.121	5.000	1772227629.084
134	400.000	-0.015	399.999	0.280	1.163	1772227629.312
135	400.000	-0.027	399.999	0.063	2.293	1772227629.569
136	400.000	-0.004	400.000	0.314	1.501	1772227629.802
