Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)
403	400.000	0.036	399.999	0.844	6.180	2.655	1771525565.147	1771525565.147	1771525565.147	1771525565.147	1771525565.147	1771525565.147
404	400.000	0.022	400.000	1.338	0.710	2.655	1771525565.403	1771525565.403	1771525565.403	1771525565.403	1771525565.403	1771525565.403
405	400.000	-0.117	399.997	1.060	4.361	2.655	1771525565.610	1771525565.610	1771525565.610	1771525565.610	1771525565.610	1771525565.610
406	400.000	0.040	399.997	1.462	0.277	2.655	1771525565.821	1771525565.821	1771525565.821	1771525565.821	1771525565.821	1771525565.821
407	400.000	-0.044	399.999	1.151	4.264	2.655	1771525566.019	1771525566.019	1771525566.019	1771525566.019	1771525566.019	1771525566.019
408	400.000	0.029	400.000	0.683	6.108	2.655	1771525566.255	1771525566.255	1771525566.255	1771525566.255	1771525566.255	1771525566.255
409	400.000	0.066	400.003	0.649	0.794	2.655	1771525566.429	1771525566.429	1771525566.429	1771525566.429	1771525566.429	1771525566.429
410	400.000	0.078	399.998	0.744	5.504	2.655	1771525566.658	1771525566.658	1771525566.658	1771525566.658	1771525566.658	1771525566.658
411	400.000	-0.070	400.000	1.684	0.627	2.655	1771525566.873	1771525566.873	1771525566.873	1771525566.873	1771525566.873	1771525566.873
412	400.000	-0.024	400.000	1.195	4.344	2.655	1771525567.072	1771525567.072	1771525567.072	1771525567.072	1771525567.072	1771525567.072
413	400.000	-0.016	400.003	1.468	0.317	2.655	1771525567.324	1771525567.324	1771525567.324	1771525567.324	1771525567.324	1771525567.324
414	400.000	0.029	400.002	0.203	0.555	2.655	1771525567.579	1771525567.579	1771525567.579	1771525567.579	1771525567.579	1771525567.579
415	400.000	-0.011	400.000	0.991	4.457	2.655	1771525567.818	1771525567.818	1771525567.818	1771525567.818	1771525567.818	1771525567.818
416	400.000	0.051	400.002	1.660	0.406	2.655	1771525568.039	1771525568.039	1771525568.039	1771525568.039	1771525568.039	1771525568.039
417	400.000	0.012	400.001	0.795	4.231	2.655	1771525568.274	1771525568.274	1771525568.274	1771525568.274	1771525568.274	1771525568.274
418	400.000	-0.040	400.000	0.763	5.994	2.655	1771525568.504	1771525568.504	1771525568.504	1771525568.504	1771525568.504	1771525568.504
419	400.000	0.004	400.000	0.835	0.916	2.655	1771525568.682	1771525568.682	1771525568.682	1771525568.682	1771525568.682	1771525568.682
420	400.000	-0.037	400.002	0.915	4.660	2.655	1771525568.902	1771525568.902	1771525568.902	1771525568.902	1771525568.902	1771525568.902
421	400.000	-0.025	399.998	1.695	0.681	2.655	1771525569.139	1771525569.139	1771525569.139	1771525569.139	1771525569.139	1771525569.139
422	400.000	0.023	400.001	0.965	4.200	2.655	1771525569.391	1771525569.391	1771525569.391	1771525569.391	1771525569.391	1771525569.391
423	400.000	-0.104	400.002	0.858	5.754	2.655	1771525569.617	1771525569.617	1771525569.617	1771525569.617	1771525569.617	1771525569.617
424	400.000	-0.050	399.997	1.390	0.674	2.655	1771525569.878	1771525569.878	1771525569.878	1771525569.878	1771525569.878	1771525569.878
425	400.000	0.004	400.002	1.100	4.307	2.655	1771525570.069	1771525570.069	1771525570.069	1771525570.069	1771525570.069	1771525570.069
426	400.000	-0.020	400.000	1.784	0.472	2.655	1771525570.250	1771525570.250	1771525570.250	1771525570.250	1771525570.250	1771525570.250
427	400.000	-0.035	399.997	1.297	4.297	2.655	1771525570.433	1771525570.433	1771525570.433	1771525570.433	1771525570.433	1771525570.433
428	400.000	0.042	400.001	1.786	0.566	2.655	1771525570.640	1771525570.640	1771525570.640	1771525570.640	1771525570.640	1771525570.640
429	400.000	-0.006	400.002	1.115	4.310	2.655	1771525570.831	1771525570.831	1771525570.831	1771525570.831	1771525570.831	1771525570.831
430	400.000	-0.008	400.000	1.551	0.483	2.655	1771525571.021	1771525571.021	1771525571.021	1771525571.021	1771525571.021	1771525571.021
431	400.000	0.001	400.001	0.678	4.177	2.655	1771525571.254	1771525571.254	1771525571.254	1771525571.254	1771525571.254	1771525571.254
432	400.000	0.012	399.998	0.863	5.636	2.655	1771525571.494	1771525571.494	1771525571.494	1771525571.494	1771525571.494	1771525571.494
433	400.000	0.023	399.999	1.281	0.809	2.655	1771525571.688	1771525571.688	1771525571.688	1771525571.688	1771525571.688	1771525571.688
434	400.000	-0.007	399.999	0.969	4.607	2.655	1771525571.918	1771525571.918	1771525571.918	1771525571.918	1771525571.918	1771525571.918
435	400.000	0.021	400.001	1.905	0.676	2.655	1771525572.114	1771525572.114	1771525572.114	1771525572.114	1771525572.114	1771525572.114
436	400.000	0.006	399.998	0.890	4.276	2.655	1771525572.358	1771525572.358	1771525572.358	1771525572.358	1771525572.358	1771525572.358
437	400.000	-0.014	399.998	0.815	5.896	2.655	1771525572.586	1771525572.586	1771525572.586	1771525572.586	1771525572.586	1771525572.586
438	400.000	0.043	400.001	0.440	0.892	2.655	1771525572.782	1771525572.782	1771525572.782	1771525572.782	1771525572.782	1771525572.782
439	400.000	0.004	400.003	1.043	4.653	2.655	1771525573.041	1771525573.041	1771525573.041	1771525573.041	1771525573.041	1771525573.041
440	400.000	-0.069	400.001	1.559	0.528	2.655	1771525573.252	1771525573.252	1771525573.252	1771525573.252	1771525573.252	1771525573.252
441	400.000	0.022	400.000	1.094	4.226	2.655	1771525573.459	1771525573.459	1771525573.459	1771525573.459	1771525573.459	1771525573.459
442	400.000	0.055	399.998	1.116	0.152	2.655	1771525573.675	1771525573.675	1771525573.675	1771525573.675	1771525573.675	1771525573.675
443	400.000	-0.029	399.998	0.185	3.951	2.655	1771525573.853	1771525573.853	1771525573.853	1771525573.853	1771525573.853	1771525573.853
444	400.000	-0.051	400.000	0.819	5.766	2.655	1771525574.104	1771525574.104	1771525574.104	1771525574.104	1771525574.104	1771525574.104
445	400.000	-0.035	400.001	1.473	0.807	2.655	1771525574.309	1771525574.309	1771525574.309	1771525574.309	1771525574.309	1771525574.309
446	400.000	0.006	400.000	1.120	4.341	2.655	1771525574.557	1771525574.557	1771525574.557	1771525574.557	1771525574.557	1771525574.557
447	400.000	0.009	400.001	1.263	0.222	2.655	1771525574.785	1771525574.785	1771525574.785	1771525574.785	1771525574.785	1771525574.785
448	400.000	-0.017	400.000	0.515	4.284	2.655	1771525574.973	1771525574.973	1771525574.973	1771525574.973	1771525574.973	1771525574.973
449	400.000	-0.010	399.998	0.864	5.855	2.655	1771525575.180	1771525575.180	1771525575.180	1771525575.180	1771525575.180	1771525575.180
450	400.000	-0.022	399.997	0.674	0.706	2.655	1771525575.410	1771525575.410	1771525575.410	1771525575.410	1771525575.410	1771525575.410
451	400.000	0.013	399.997	1.142	4.566	2.655	1771525575.599	1771525575.599	1771525575.599	1771525575.599	1771525575.599	1771525575.599
452	400.000	-0.022	400.002	1.458	0.755	2.655	1771525575.831	1771525575.831	1771525575.831	1771525575.831	1771525575.831	1771525575.831
453	400.000	-0.029	400.002	1.009	4.259	2.655	1771525576.070	1771525576.070	1771525576.070	1771525576.070	1771525576.070	1771525576.070
454	400.000	-0.038	400.003	1.027	6.160	2.655	1771525576.269	1771525576.269	1771525576.269	1771525576.269	1771525576.269	1771525576.269
455	400.000	-0.062	399.997	0.031	0.142	2.655	1771525576.486	1771525576.486	1771525576.486	1771525576.486	1771525576.486	1771525576.486
456	400.000	-0.039	400.001	0.790	5.789	2.655	1771525576.693	1771525576.693	1771525576.693	1771525576.693	1771525576.693	1771525576.693
457	400.000	-0.005	400.000	1.315	0.661	2.655	1771525576.957	1771525576.957	1771525576.957	1771525576.957	1771525576.957	1771525576.957
458	400.000	0.001	399.997	1.145	4.167	2.655	1771525577.194	1771525577.194	1771525577.194	1771525577.194	1771525577.194	1771525577.194
459	400.000	0.029	400.000	0.792	5.627	2.655	1771525577.427	1771525577.427	1771525577.427	1771525577.427	1771525577.427	1771525577.427
460	400.000	-0.038	400.003	0.604	0.934	2.655	1771525577.633	1771525577.633	1771525577.633	1771525577.633	1771525577.633	1771525577.633
461	400.000	0.030	400.001	1.082	4.693	2.655	1771525577.883	1771525577.883	1771525577.883	1771525577.883	1771525577.883	1771525577.883
462	400.000	0.022	400.000	1.520	0.453	2.655	1771525578.117	1771525578.117	1771525578.117	1771525578.117	1771525578.117	1771525578.117
463	400.000	-0.057	399.998	0.238	4.148	2.655	1771525578.351	1771525578.351	1771525578.351	1771525578.351	1771525578.351	1771525578.351
464	400.000	-0.010	399.999	0.805	5.727	2.655	1771525578.547	1771525578.547	1771525578.547	1771525578.547	1771525578.547	1771525578.547
465	400.000	0.009	400.000	1.223	0.802	2.655	1771525578.809	1771525578.809	1771525578.809	1771525578.809	1771525578.809	1771525578.809
466	400.000	0.022	399.996	0.996	4.445	2.655	1771525579.046	1771525579.046	1771525579.046	1771525579.046	1771525579.046	1771525579.046
467	400.000	-0.001	399.998	0.813	6.019	2.655	1771525579.316	1771525579.316	1771525579.316	1771525579.316	1771525579.316	1771525579.316
468	400.000	0.020	399.998	1.307	0.674	2.655	1771525579.535	1771525579.535	1771525579.535	1771525579.535	1771525579.535	1771525579.535
469	400.000	0.044	400.001	1.122	4.392	2.655	1771525579.745	1771525579.745	1771525579.745	1771525579.745	1771525579.745	1771525579.745
470	400.000	0.019	399.998	1.550	0.522	2.655	1771525579.982	1771525579.982	1771525579.982	1771525579.982	1771525579.982	1771525579.982
471	400.000	-0.038	400.000	0.884	4.140	2.655	1771525580.185	1771525580.185	1771525580.185	1771525580.185	1771525580.185	1771525580.185
472	400.000	-0.019	400.000	0.791	5.827	2.655	1771525580.441	1771525580.441	1771525580.441	1771525580.441	1771525580.441	1771525580.441
473	400.000	-0.002	400.000	1.468	0.559	2.655	1771525580.704	1771525580.704	1771525580.704	1771525580.704	1771525580.704	1771525580.704
474	400.000	-0.008	399.999	0.583	4.415	2.655	1771525580.948	1771525580.948	1771525580.948	1771525580.948	1771525580.948	1771525580.948
475	400.000	-0.013	400.000	0.746	5.508	2.655	1771525581.172	1771525581.172	1771525581.172	1771525581.172	1771525581.172	1771525581.172
476	400.000	0.009	399.999	1.493	0.676	2.655	1771525581.444	1771525581.444	1771525581.444	1771525581.444	1771525581.444	1771525581.444
477	400.000	0.002	399.999	0.875	4.443	2.655	1771525581.673	1771525581.673	1771525581.673	1771525581.673	1771525581.673	1771525581.673
478	400.000	-0.008	400.002	1.088	0.159	2.655	1771525581.888	1771525581.888	1771525581.888	1771525581.888	1771525581.888	1771525581.888
479	400.000	0.014	400.001	0.404	0.914	2.655	1771525582.128	1771525582.128	1771525582.128	1771525582.128	1771525582.128	1771525582.128
480	400.000	-0.044	400.002	1.044	4.555	2.655	1771525582.361	1771525582.361	1771525582.361	1771525582.361	1771525582.361	1771525582.361
481	400.000	-0.025	400.000	1.355	0.449	2.655	1771525582.633	1771525582.633	1771525582.633	1771525582.633	1771525582.633	1771525582.633
482	400.000	-0.014	400.001	0.862	0.647	2.655	1771525582.890	1771525582.890	1771525582.890	1771525582.890	1771525582.890	1771525582.890
483	400.000	-0.013	400.004	1.103	4.425	2.655	1771525583.123	1771525583.123	1771525583.123	1771525583.123	1771525583.123	1771525583.123
484	400.000	0.018	399.999	1.527	0.552	2.655	1771525583.377	1771525583.377	1771525583.377	1771525583.377	1771525583.377	1771525583.377
485	400.000	0.010	400.001	0.592	0.595	2.655	1771525583.591	1771525583.591	1771525583.591	1771525583.591	1771525583.591	1771525583.591
486	400.000	-0.045	400.002	0.774	5.244	2.655	1771525583.814	1771525583.814	1771525583.814	1771525583.814	1771525583.814	1771525583.814
487	400.000	0.038	400.000	1.580	0.764	2.655	1771525584.047	1771525584.047	1771525584.047	1771525584.047	1771525584.047	1771525584.047
488	400.000	-0.026	399.998	1.143	4.403	2.655	1771525584.269	1771525584.269	1771525584.269	1771525584.269	1771525584.269	1771525584.269
489	400.000	0.035	400.001	1.505	0.484	2.655	1771525584.474	1771525584.474	1771525584.474	1771525584.474	1771525584.474	1771525584.474
490	400.000	0.003	399.998	0.219	0.390	2.655	1771525584.732	1771525584.732	1771525584.732	1771525584.732	1771525584.732	1771525584.732
491	400.000	0.009	400.001	0.896	4.877	2.655	1771525584.930	1771525584.930	1771525584.930	1771525584.930	1771525584.930	1771525584.930
492	400.000	0.094	399.998	1.137	0.745	2.655	1771525585.108	1771525585.108	1771525585.108	1771525585.108	1771525585.108	1771525585.108
493	400.000	-0.033	399.998	0.964	4.768	2.655	1771525585.313	1771525585.313	1771525585.313	1771525585.313	1771525585.313	1771525585.313
494	400.000	-0.055	400.000	1.382	0.745	2.655	1771525585.511	1771525585.511	1771525585.511	1771525585.511	1771525585.511	1771525585.511
495	400.000	0.002	400.000	1.109	4.516	2.655	1771525585.741	1771525585.741	1771525585.741	1771525585.741	1771525585.741	1771525585.741
496	400.000	0.041	399.998	1.794	0.546	2.655	1771525585.940	1771525585.940	1771525585.940	1771525585.940	1771525585.940	1771525585.940
497	400.000	0.043	399.997	0.428	4.552	2.655	1771525586.192	1771525586.192	1771525586.192	1771525586.192	1771525586.192	1771525586.192
498	400.000	-0.003	400.001	0.756	5.423	2.655	1771525586.439	1771525586.439	1771525586.439	1771525586.439	1771525586.439	1771525586.439
499	400.000	-0.050	400.001	1.724	0.674	2.655	1771525586.683	1771525586.683	1771525586.683	1771525586.683	1771525586.683	1771525586.683
500	400.000	-0.002	399.998	0.657	4.416	2.655	1771525586.902	1771525586.902	1771525586.902	1771525586.902	1771525586.902	1771525586.902
501	400.000	-0.042	400.000	1.185	0.088	2.655	1771525587.087	1771525587.087	1771525587.087	1771525587.087	1771525587.087	1771525587.087
502	400.000	-0.038	400.001	0.834	4.297	2.655	1771525587.305	1771525587.305	1771525587.305	1771525587.305	1771525587.305	1771525587.305
503	400.000	-0.045	399.999	0.662	5.430	2.655	1771525587.553	1771525587.553	1771525587.553	1771525587.553	1771525587.553	1771525587.553
504	400.000	0.013	400.001	1.533	0.738	2.655	1771525587.768	1771525587.768	1771525587.768	1771525587.768	1771525587.768	1771525587.768
505	400.000	0.004	399.999	1.040	4.495	2.655	1771525588.020	1771525588.020	1771525588.020	1771525588.020	1771525588.020	1771525588.020
506	400.000	-0.001	400.000	1.174	0.308	2.655	1771525588.250	1771525588.250	1771525588.250	1771525588.250	1771525588.250	1771525588.250
507	400.000	0.043	400.000	0.679	0.744	2.655	1771525588.485	1771525588.485	1771525588.485	1771525588.485	1771525588.485	1771525588.485
508	400.000	-0.025	399.999	1.012	4.939	2.655	1771525588.674	1771525588.674	1771525588.674	1771525588.674	1771525588.674	1771525588.674
509	400.000	0.003	400.002	1.508	0.659	2.655	1771525588.936	1771525588.936	1771525588.936	1771525588.936	1771525588.936	1771525588.936
510	400.000	-0.018	400.001	0.837	4.531	2.655	1771525589.185	1771525589.185	1771525589.185	1771525589.185	1771525589.185	1771525589.185
511	400.000	-0.015	400.004	0.847	5.047	2.655	1771525589.460	1771525589.460	1771525589.460	1771525589.460	1771525589.460	1771525589.460
512	400.000	-0.053	400.001	1.760	0.673	2.655	1771525589.667	1771525589.667	1771525589.667	1771525589.667	1771525589.667	1771525589.667
513	400.000	-0.033	400.000	1.034	4.423	2.655	1771525589.876	1771525589.876	1771525589.876	1771525589.876	1771525589.876	1771525589.876
514	400.000	-0.004	400.000	1.071	0.123	2.655	1771525590.149	1771525590.149	1771525590.149	1771525590.149	1771525590.149	1771525590.149
515	400.000	0.027	399.999	1.215	0.903	2.655	1771525590.377	1771525590.377	1771525590.377	1771525590.377	1771525590.377	1771525590.377
516	400.000	-0.039	399.996	1.042	4.705	2.655	1771525590.602	1771525590.602	1771525590.602	1771525590.602	1771525590.602	1771525590.602
517	400.000	0.012	400.003	1.282	0.433	2.655	1771525590.857	1771525590.857	1771525590.857	1771525590.857	1771525590.857	1771525590.857
518	400.000	-0.026	400.000	0.504	4.464	2.655	1771525591.055	1771525591.055	1771525591.055	1771525591.055	1771525591.055	1771525591.055
519	400.000	0.009	400.001	0.857	5.178	2.655	1771525591.296	1771525591.296	1771525591.296	1771525591.296	1771525591.296	1771525591.296
520	400.000	0.001	399.997	1.611	0.769	2.655	1771525591.524	1771525591.524	1771525591.524	1771525591.524	1771525591.524	1771525591.524
521	400.000	0.014	400.006	0.892	4.487	2.655	1771525591.769	1771525591.769	1771525591.769	1771525591.769	1771525591.769	1771525591.769
522	400.000	0.014	400.002	0.946	6.083	2.655	1771525592.000	1771525592.000	1771525592.000	1771525592.000	1771525592.000	1771525592.000
523	400.000	-0.038	399.999	1.184	0.783	2.655	1771525592.270	1771525592.270	1771525592.270	1771525592.270	1771525592.270	1771525592.270
524	400.000	0.045	399.997	0.711	4.548	2.655	1771525592.518	1771525592.518	1771525592.518	1771525592.518	1771525592.518	1771525592.518
525	400.000	-0.020	400.002	0.808	5.828	2.655	1771525592.783	1771525592.783	1771525592.783	1771525592.783	1771525592.783	1771525592.783
526	400.000	0.042	400.000	1.413	0.622	2.655	1771525593.002	1771525593.002	1771525593.002	1771525593.002	1771525593.002	1771525593.002
527	400.000	-0.003	400.002	1.029	4.494	2.655	1771525593.207	1771525593.207	1771525593.207	1771525593.207	1771525593.207	1771525593.207
528	400.000	0.041	400.003	1.274	0.355	2.655	1771525593.458	1771525593.458	1771525593.458	1771525593.458	1771525593.458	1771525593.458
529	400.000	-0.026	399.999	0.433	0.601	2.655	1771525593.715	1771525593.715	1771525593.715	1771525593.715	1771525593.715	1771525593.715
530	400.000	-0.056	400.000	1.031	4.663	2.655	1771525593.958	1771525593.958	1771525593.958	1771525593.958	1771525593.958	1771525593.958
531	400.000	-0.031	399.999	1.384	0.396	2.655	1771525594.188	1771525594.188	1771525594.188	1771525594.188	1771525594.188	1771525594.188
532	400.000	-0.044	400.000	0.732	4.433	2.655	1771525594.373	1771525594.373	1771525594.373	1771525594.373	1771525594.373	1771525594.373
533	400.000	-0.043	399.997	1.231	0.308	2.655	1771525594.577	1771525594.577	1771525594.577	1771525594.577	1771525594.577	1771525594.577
534	400.000	-0.013	400.001	0.540	0.911	2.655	1771525594.802	1771525594.802	1771525594.802	1771525594.802	1771525594.802	1771525594.802
535	400.000	0.039	400.002	0.969	5.370	2.655	1771525595.014	1771525595.014	1771525595.014	1771525595.014	1771525595.014	1771525595.014
536	400.000	0.024	399.998	1.442	0.687	2.655	1771525595.273	1771525595.273	1771525595.273	1771525595.273	1771525595.273	1771525595.273
537	400.000	0.008	400.000	0.457	4.686	2.655	1771525595.510	1771525595.510	1771525595.510	1771525595.510	1771525595.510	1771525595.510
538	400.000	0.073	399.998	0.807	5.447	2.655	1771525595.772	1771525595.772	1771525595.772	1771525595.772	1771525595.772	1771525595.772
539	400.000	0.041	400.001	1.437	0.682	2.655	1771525596.016	1771525596.016	1771525596.016	1771525596.016	1771525596.016	1771525596.016
540	400.000	0.048	399.998	0.783	4.512	2.655	1771525596.216	1771525596.216	1771525596.216	1771525596.216	1771525596.216	1771525596.216
541	400.000	-0.024	400.002	1.254	0.303	2.655	1771525596.421	1771525596.421	1771525596.421	1771525596.421	1771525596.421	1771525596.421
542	400.000	0.005	400.004	0.393	0.469	2.655	1771525596.689	1771525596.689	1771525596.689	1771525596.689	1771525596.689	1771525596.689
543	400.000	0.017	399.996	0.976	4.872	2.655	1771525596.889	1771525596.889	1771525596.889	1771525596.889	1771525596.889	1771525596.889
544	400.000	0.044	400.000	1.431	0.737	2.655	1771525597.102	1771525597.102	1771525597.102	1771525597.102	1771525597.102	1771525597.102
545	400.000	-0.003	399.999	0.892	4.587	2.655	1771525597.368	1771525597.368	1771525597.368	1771525597.368	1771525597.368	1771525597.368
546	400.000	0.037	399.998	0.743	5.779	2.655	1771525597.639	1771525597.639	1771525597.639	1771525597.639	1771525597.639	1771525597.639
547	400.000	0.058	400.000	1.473	0.816	2.655	1771525597.852	1771525597.852	1771525597.852	1771525597.852	1771525597.852	1771525597.852
548	400.000	0.031	400.001	1.105	4.535	2.655	1771525598.048	1771525598.048	1771525598.048	1771525598.048	1771525598.048	1771525598.048
549	400.000	0.023	400.001	1.439	0.473	2.655	1771525598.287	1771525598.287	1771525598.287	1771525598.287	1771525598.287	1771525598.287
550	400.000	-0.016	399.999	0.154	0.439	2.655	1771525598.553	1771525598.553	1771525598.553	1771525598.553	1771525598.553	1771525598.553
551	400.000	-0.007	400.002	1.086	4.745	2.655	1771525598.800	1771525598.800	1771525598.800	1771525598.800	1771525598.800	1771525598.800
552	400.000	0.005	400.000	1.282	0.387	2.655	1771525599.036	1771525599.036	1771525599.036	1771525599.036	1771525599.036	1771525599.036
553	400.000	0.020	399.999	0.469	4.668	2.655	1771525599.233	1771525599.233	1771525599.233	1771525599.233	1771525599.233	1771525599.233
554	400.000	-0.046	400.005	0.975	6.104	2.655	1771525599.464	1771525599.464	1771525599.464	1771525599.464	1771525599.464	1771525599.464
555	400.000	-0.001	399.999	0.923	0.888	2.655	1771525599.682	1771525599.682	1771525599.682	1771525599.682	1771525599.682	1771525599.682
556	400.000	0.026	400.005	1.052	4.684	2.655	1771525599.939	1771525599.939	1771525599.939	1771525599.939	1771525599.939	1771525599.939
557	400.000	-0.014	399.999	0.928	6.263	2.655	1771525600.203	1771525600.203	1771525600.203	1771525600.203	1771525600.203	1771525600.203
558	400.000	-0.003	400.001	1.182	0.759	2.655	1771525600.424	1771525600.424	1771525600.424	1771525600.424	1771525600.424	1771525600.424
559	400.000	-0.011	400.004	1.144	4.693	2.655	1771525600.642	1771525600.642	1771525600.642	1771525600.642	1771525600.642	1771525600.642
560	400.000	-0.036	400.000	1.650	0.682	2.655	1771525600.848	1771525600.848	1771525600.848	1771525600.848	1771525600.848	1771525600.848
561	400.000	0.025	399.999	1.062	4.648	2.655	1771525601.042	1771525601.042	1771525601.042	1771525601.042	1771525601.042	1771525601.042
562	400.000	-0.060	400.002	1.677	0.654	2.655	1771525601.258	1771525601.258	1771525601.258	1771525601.258	1771525601.258	1771525601.258
563	400.000	0.037	400.001	0.756	4.428	2.655	1771525601.483	1771525601.483	1771525601.483	1771525601.483	1771525601.483	1771525601.483
564	400.000	0.031	400.001	0.812	5.040	2.655	1771525601.744	1771525601.744	1771525601.744	1771525601.744	1771525601.744	1771525601.744
565	400.000	-0.011	399.998	1.720	0.806	2.655	1771525601.942	1771525601.942	1771525601.942	1771525601.942	1771525601.942	1771525601.942
566	400.000	0.009	399.997	1.181	4.475	2.655	1771525602.205	1771525602.205	1771525602.205	1771525602.205	1771525602.205	1771525602.205
567	400.000	0.047	400.005	0.903	6.164	2.655	1771525602.449	1771525602.449	1771525602.449	1771525602.449	1771525602.449	1771525602.449
568	400.000	0.026	400.002	1.127	0.745	2.655	1771525602.659	1771525602.659	1771525602.659	1771525602.659	1771525602.659	1771525602.659
569	400.000	0.047	399.999	1.149	4.629	2.655	1771525602.885	1771525602.885	1771525602.885	1771525602.885	1771525602.885	1771525602.885
570	400.000	0.036	399.998	1.563	0.645	2.655	1771525603.125	1771525603.125	1771525603.125	1771525603.125	1771525603.125	1771525603.125
571	400.000	-0.027	399.999	0.361	4.542	2.655	1771525603.356	1771525603.356	1771525603.356	1771525603.356	1771525603.356	1771525603.356
572	400.000	0.024	400.001	0.595	5.734	2.655	1771525603.537	1771525603.537	1771525603.537	1771525603.537	1771525603.537	1771525603.537
573	400.000	0.043	400.000	0.211	0.103	2.655	1771525603.730	1771525603.730	1771525603.730	1771525603.730	1771525603.730	1771525603.730
574	400.000	-0.033	399.998	0.901	4.961	2.655	1771525603.996	1771525603.996	1771525603.996	1771525603.996	1771525603.996	1771525603.996
575	400.000	0.004	399.997	1.586	0.698	2.655	1771525604.193	1771525604.193	1771525604.193	1771525604.193	1771525604.193	1771525604.193
576	400.000	-0.017	400.000	1.007	4.438	2.655	1771525604.438	1771525604.438	1771525604.438	1771525604.438	1771525604.438	1771525604.438
577	400.000	-0.031	399.999	0.717	5.958	2.655	1771525604.686	1771525604.686	1771525604.686	1771525604.686	1771525604.686	1771525604.686
578	400.000	-0.037	400.003	1.139	0.759	2.655	1771525604.905	1771525604.905	1771525604.905	1771525604.905	1771525604.905	1771525604.905
579	400.000	-0.047	400.000	1.225	4.691	2.655	1771525605.119	1771525605.119	1771525605.119	1771525605.119	1771525605.119	1771525605.119
580	400.000	-0.010	399.998	1.765	0.792	2.655	1771525605.287	1771525605.287	1771525605.287	1771525605.287	1771525605.287	1771525605.287
581	400.000	0.002	400.000	1.065	4.554	2.655	1771525605.523	1771525605.523	1771525605.523	1771525605.523	1771525605.523	1771525605.523
582	400.000	0.008	400.001	1.457	0.476	2.655	1771525605.764	1771525605.764	1771525605.764	1771525605.764	1771525605.764	1771525605.764
583	400.000	-0.023	399.999	0.221	0.005	2.655	1771525605.994	1771525605.994	1771525605.994	1771525605.994	1771525605.994	1771525605.994
584	400.000	-0.014	400.003	0.977	4.983	2.655	1771525606.241	1771525606.241	1771525606.241	1771525606.241	1771525606.241	1771525606.241
585	400.000	-0.042	400.001	1.677	0.746	2.655	1771525606.468	1771525606.468	1771525606.468	1771525606.468	1771525606.468	1771525606.468
586	400.000	-0.009	399.998	1.074	4.416	2.655	1771525606.680	1771525606.680	1771525606.680	1771525606.680	1771525606.680	1771525606.680
587	400.000	-0.008	400.002	1.248	0.332	2.655	1771525606.860	1771525606.860	1771525606.860	1771525606.860	1771525606.860	1771525606.860
588	400.000	-0.029	400.001	0.829	4.443	2.655	1771525607.087	1771525607.087	1771525607.087	1771525607.087	1771525607.087	1771525607.087
589	400.000	0.063	400.002	0.790	5.632	2.655	1771525607.353	1771525607.353	1771525607.353	1771525607.353	1771525607.353	1771525607.353
590	400.000	0.006	399.995	1.579	0.762	2.655	1771525607.545	1771525607.545	1771525607.545	1771525607.545	1771525607.545	1771525607.545
591	400.000	0.025	400.000	1.110	4.777	2.655	1771525607.761	1771525607.761	1771525607.761	1771525607.761	1771525607.761	1771525607.761
592	400.000	-0.016	399.997	1.378	0.529	2.655	1771525608.019	1771525608.019	1771525608.019	1771525608.019	1771525608.019	1771525608.019
593	400.000	0.005	400.003	0.333	0.469	2.655	1771525608.245	1771525608.245	1771525608.245	1771525608.245	1771525608.245	1771525608.245
594	400.000	0.011	399.999	0.704	5.662	2.655	1771525608.429	1771525608.429	1771525608.429	1771525608.429	1771525608.429	1771525608.429
595	400.000	-0.009	400.000	1.258	0.759	2.655	1771525608.697	1771525608.697	1771525608.697	1771525608.697	1771525608.697	1771525608.697
596	400.000	-0.027	400.003	1.164	4.556	2.655	1771525608.928	1771525608.928	1771525608.928	1771525608.928	1771525608.928	1771525608.928
597	400.000	-0.012	399.998	1.056	0.185	2.655	1771525609.142	1771525609.142	1771525609.142	1771525609.142	1771525609.142	1771525609.142
598	400.000	-0.008	400.001	0.425	4.753	2.655	1771525609.386	1771525609.386	1771525609.386	1771525609.386	1771525609.386	1771525609.386
599	400.000	-0.045	400.000	1.030	4.625	2.655	1771525609.645	1771525609.645	1771525609.645	1771525609.645	1771525609.645	1771525609.645
600	400.000	0.039	400.001	1.578	0.513	2.655	1771525609.852	1771525609.852	1771525609.852	1771525609.852	1771525609.852	1771525609.852
601	400.000	0.068	399.998	1.307	4.298	2.655	1771525610.075	1771525610.075	1771525610.075	1771525610.075	1771525610.075	1771525610.075
602	400.000	-0.074	400.001	0.650	5.758	2.655	1771525610.347	1771525610.347	1771525610.347	1771525610.347	1771525610.347	1771525610.347
603	400.000	0.013	400.003	1.311	0.708	2.655	1771525610.582	1771525610.582	1771525610.582	1771525610.582	1771525610.582	1771525610.582
604	400.000	-0.023	400.003	0.852	4.437	2.655	1771525610.834	1771525610.834	1771525610.834	1771525610.834	1771525610.834	1771525610.834
