Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	1100.000	-0.000	1100.001	0.041	0.707	1772142825.785
2	1100.000	0.007	1099.998	0.050	2.896	1772142826.201
3	1100.000	0.001	1100.002	0.040	1.689	1772142826.572
4	1100.000	0.019	1100.002	0.014	5.638	1772142826.968
5	1100.000	0.003	1100.003	0.013	4.774	1772142827.318
6	1100.000	0.007	1099.999	0.055	3.260	1772142827.676
7	1100.000	-0.006	1100.000	0.011	4.562	1772142828.099
8	1100.000	0.004	1100.000	0.017	1.322	1772142828.467
9	1100.000	0.015	1100.002	0.019	6.013	1772142828.849
10	1100.000	0.001	1100.002	0.052	3.983	1772142829.204
11	1100.000	0.004	1100.002	0.064	3.019	1772142829.585
12	1100.000	0.013	1099.997	0.013	5.654	1772142829.938
13	1100.000	0.006	1099.998	0.008	0.229	1772142830.307
14	1100.000	0.006	1100.001	0.020	4.226	1772142830.724
15	1100.000	0.019	1100.000	0.023	4.677	1772142831.089
16	1100.000	0.004	1100.001	0.055	5.734	1772142831.453
17	1100.000	-0.012	1100.001	0.015	2.144	1772142831.828
18	1100.000	0.020	1100.000	0.052	3.438	1772142832.226
19	1100.000	-0.004	1099.997	0.015	3.678	1772142832.647
20	1100.000	-0.004	1100.001	0.015	1.927	1772142833.031
21	1100.000	-0.011	1099.999	0.040	3.086	1772142833.416
22	1100.000	0.005	1100.000	0.015	4.562	1772142833.770
23	1100.000	-0.001	1100.001	0.028	5.869	1772142834.143
24	1100.000	0.017	1100.002	0.030	0.632	1772142834.533
25	1100.000	0.009	1100.002	0.030	6.280	1772142834.899
26	1100.000	-0.005	1099.997	0.002	1.986	1772142835.274
27	1200.000	0.014	1103.116	0.021	2.852	1772142835.689
28	1200.000	-0.006	1151.029	0.061	0.169	1772142836.087
29	1200.000	-0.017	1173.286	0.037	0.767	1772142836.431
30	1200.000	0.034	1187.534	0.025	3.818	1772142836.831
31	1200.000	0.015	1195.973	0.040	1.826	1772142837.218
32	1200.000	-0.007	1200.013	0.032	3.336	1772142837.571
33	1200.000	0.014	1201.601	0.023	2.473	1772142837.965
34	1200.000	0.020	1201.788	0.035	3.235	1772142838.354
35	1200.000	-0.002	1201.451	0.037	2.920	1772142838.718
36	1200.000	-0.003	1201.014	0.005	3.781	1772142839.123
37	1200.000	-0.009	1200.648	0.028	0.238	1772142839.490
38	1200.000	-0.003	1200.377	0.025	5.945	1772142839.875
39	1200.000	-0.013	1200.202	0.009	1.997	1772142840.261
40	1200.000	0.018	1200.107	0.022	1.845	1772142840.622
41	1200.000	0.005	1200.056	0.030	2.843	1772142840.990
42	1200.000	-0.020	1200.033	0.038	5.978	1772142841.378
43	1200.000	0.009	1200.028	0.012	5.061	1772142841.731
44	1200.000	-0.001	1200.022	0.043	2.351	1772142842.123
45	1200.000	0.012	1200.022	0.024	2.245	1772142842.488
46	1200.000	0.008	1200.017	0.036	1.281	1772142842.865
47	1200.000	-0.000	1200.018	0.021	2.331	1772142843.246
48	1200.000	-0.010	1200.016	0.035	0.441	1772142843.589
49	1200.000	-0.004	1200.020	0.019	0.019	1772142843.981
50	1200.000	-0.009	1200.016	0.038	3.304	1772142844.367
51	1200.000	-0.020	1200.012	0.037	2.618	1772142844.750
52	1200.000	0.007	1200.013	0.007	4.859	1772142845.144
53	1200.000	-0.007	1200.008	0.019	2.614	1772142845.494
54	1200.000	-0.010	1200.008	0.029	2.893	1772142845.873
55	1200.000	0.003	1200.004	0.031	4.962	1772142846.226
56	1200.000	0.007	1200.010	0.020	0.464	1772142846.591
57	1200.000	-0.008	1200.008	0.008	2.178	1772142846.998
58	1200.000	0.008	1200.001	0.016	3.968	1772142847.373
59	1200.000	0.013	1200.007	0.005	2.345	1772142847.748
60	1200.000	0.015	1200.006	0.015	3.858	1772142848.124
61	1200.000	-0.029	1200.000	0.022	3.110	1772142848.473
62	1200.000	-0.002	1200.009	0.012	5.772	1772142848.840
63	1200.000	0.005	1200.001	0.053	3.013	1772142849.227
64	1200.000	0.002	1200.001	0.016	2.858	1772142849.617
65	1200.000	0.007	1200.003	0.027	1.401	1772142850.010
66	1200.000	0.026	1199.999	0.025	2.539	1772142850.423
67	1200.000	0.018	1200.002	0.022	3.029	1772142850.812
68	1200.000	-0.001	1200.005	0.031	4.040	1772142851.184
69	1200.000	0.002	1200.005	0.035	0.927	1772142851.540
70	1200.000	-0.020	1199.998	0.012	1.422	1772142851.913
71	1200.000	-0.010	1200.007	0.006	0.696	1772142852.290
72	1200.000	-0.010	1200.003	0.023	0.075	1772142852.672
73	1200.000	-0.019	1200.000	0.020	5.562	1772142853.063
74	1200.000	0.001	1200.000	0.027	2.196	1772142853.436
75	1200.000	0.022	1199.997	0.035	3.138	1772142853.791
