Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
200.000	200.001	1.594	3.215
200.000	199.999	3.159	2.042
200.000	200.001	3.334	1.419
200.000	200.001	1.828	6.209
200.000	200.000	2.642	4.750
200.000	199.995	2.402	4.121
200.000	200.002	1.954	2.606
200.000	199.995	3.479	1.847
200.000	199.994	2.786	1.039
200.000	200.002	1.936	5.645
200.000	200.000	2.834	4.591
200.000	200.001	2.151	3.997
200.000	199.998	2.178	2.439
200.000	200.003	3.656	1.770
200.000	200.000	2.530	0.844
200.000	200.000	2.093	5.562
200.000	199.996	2.976	4.530
200.000	199.999	1.899	3.816
200.000	199.995	2.565	2.285
200.000	200.003	3.657	1.733
200.000	200.002	2.355	0.755
200.000	199.999	2.372	5.104
200.000	199.999	2.633	4.291
200.000	199.999	1.978	2.611
200.000	199.997	3.486	1.838
200.000	200.006	2.353	0.779
200.000	199.999	2.314	5.189
200.000	200.000	2.955	4.360
200.000	200.002	1.645	3.086
200.000	199.999	3.468	1.969
200.000	200.002	2.951	1.234
200.000	200.001	1.917	5.972
200.000	200.001	2.789	4.643
200.000	200.000	2.455	4.135
200.000	199.994	2.024	2.572
200.000	199.999	3.632	1.893
200.000	200.003	3.112	1.214
200.000	199.992	1.908	5.987
200.000	200.002	2.778	4.664
200.000	200.003	2.190	3.988
200.000	199.998	2.428	2.337
200.000	199.999	3.597	1.730
200.000	199.999	2.460	0.828
200.000	200.002	2.162	5.393
200.000	199.995	2.952	4.504
200.000	199.999	2.042	3.777
200.000	199.998	2.744	2.208
200.000	200.003	3.340	1.552
200.000	200.001	2.211	0.501
200.000	199.998	2.323	5.144
200.000	200.007	2.835	4.344
200.000	200.001	1.716	3.055
200.000	200.000	3.325	2.022
200.000	200.002	3.271	1.345
200.000	199.997	1.935	0.042
200.000	200.001	2.497	4.870
200.000	199.999	2.810	4.263
200.000	199.997	1.779	3.175
200.000	200.002	3.282	2.090
200.000	200.001	3.325	1.385
200.000	199.996	1.974	6.243
200.000	200.000	2.625	4.859
200.000	200.001	2.448	4.093
200.000	199.998	1.999	2.613
200.000	200.003	3.607	1.896
200.000	200.002	2.726	1.021
200.000	199.998	2.115	5.374
200.000	199.996	2.847	4.447
200.000	199.997	1.972	3.687
200.000	199.999	2.745	2.327
200.000	200.000	3.642	1.758
200.000	200.000	2.368	0.753
200.000	200.001	2.324	5.205
200.000	200.000	2.879	4.369
200.000	200.001	1.803	3.333
200.000	200.002	3.347	2.044
200.000	200.003	3.210	1.303
200.000	199.998	1.988	5.947
200.000	200.000	2.792	4.660
200.000	199.998	2.275	3.916
200.000	200.001	2.358	2.417
200.000	200.001	3.765	1.722
200.000	199.999	2.579	0.878
200.000	199.999	2.146	5.469
200.000	199.995	2.931	4.502
200.000	199.998	2.189	3.866
200.000	200.003	2.564	2.342
200.000	200.000	3.714	1.716
200.000	199.996	2.508	0.731
200.000	200.001	2.137	5.290
200.000	199.997	2.912	4.366
200.000	200.000	1.798	3.499
200.000	200.002	3.307	2.025
200.000	199.999	3.103	1.280
200.000	200.003	1.950	6.111
200.000	199.998	2.638	4.795
200.000	200.000	2.740	4.123
200.000	200.001	1.891	2.871
200.000	200.000	3.603	1.955
200.000	199.997	2.900	1.172
200.000	200.000	2.002	5.639
200.000	199.999	2.915	4.571
200.000	199.999	2.277	3.865
200.000	200.002	2.675	2.333
200.000	200.002	3.613	1.528
200.000	200.000	1.852	6.255
200.000	200.003	2.798	4.658
200.000	199.999	2.271	3.906
200.000	199.998	2.479	2.414
200.000	200.001	3.752	1.739
200.000	199.995	2.310	0.705
200.000	200.001	2.292	5.108
200.000	199.995	2.788	4.228
200.000	200.000	1.895	2.744
200.000	200.000	3.782	1.886
200.000	199.997	2.785	1.090
200.000	199.998	1.879	5.826
200.000	200.001	2.767	4.628
200.000	200.002	2.479	3.964
200.000	199.999	2.220	2.592
200.000	200.002	3.842	1.855
200.000	199.999	2.659	1.042
200.000	200.001	2.217	5.327
200.000	200.000	2.978	4.363
200.000	200.002	1.997	3.552
200.000	199.999	3.343	2.041
200.000	199.999	3.462	1.481
200.000	200.005	1.890	0.012
200.000	200.003	2.718	4.830
200.000	199.995	2.521	4.020
200.000	199.995	2.340	2.497
200.000	200.003	3.776	1.710
200.000	200.004	2.379	0.640
200.000	200.002	2.384	5.261
200.000	199.998	2.867	4.355
200.000	199.998	2.064	3.566
200.000	200.001	2.888	2.260
200.000	199.998	3.646	1.629
200.000	200.000	2.169	0.513
200.000	200.002	2.506	5.090
200.000	200.000	3.115	4.360
200.000	200.000	1.959	3.459
200.000	200.000	2.967	2.190
200.000	199.998	3.460	1.531
200.000	199.996	1.856	0.186
200.000	199.998	2.680	4.842
200.000	199.999	2.856	4.191
200.000	199.997	1.940	2.921
200.000	200.001	3.659	1.893
200.000	200.000	2.613	1.024
200.000	200.002	2.068	5.653
200.000	199.997	3.021	4.602
200.000	200.000	2.479	3.970
200.000	200.002	2.372	2.435
200.000	200.004	3.615	1.668
200.000	199.999	2.147	0.474
200.000	200.003	2.486	5.023
200.000	200.001	2.878	4.285
200.000	200.003	1.891	3.103
200.000	200.000	3.366	2.063
200.000	200.001	3.383	1.431
200.000	200.001	1.985	6.235
200.000	200.000	2.759	4.925
200.000	200.001	2.929	4.201
200.000	200.003	1.904	3.159
200.000	200.000	3.538	1.913
200.000	199.999	2.888	1.118
200.000	200.006	2.186	5.688
200.000	199.995	2.931	4.645
200.000	200.001	2.614	3.954
200.000	200.000	2.452	2.462
200.000	199.999	3.740	1.672
200.000	200.001	2.413	0.707
200.000	200.001	2.438	5.227
200.000	199.998	2.982	4.346
200.000	199.999	1.925	3.420
200.000	200.004	3.056	2.113
200.000	200.000	3.344	1.402
200.000	200.000	1.979	6.042
200.000	199.999	2.925	4.617
200.000	200.001	2.519	3.964
200.000	200.000	2.589	2.353
200.000	200.003	3.774	1.703
200.000	200.003	2.266	0.605
200.000	199.999	2.348	5.256
200.000	200.001	2.961	4.426
200.000	199.999	1.972	3.570
200.000	199.997	3.057	2.162
200.000	200.001	3.378	1.451
200.000	199.996	1.999	6.111
200.000	199.998	2.797	4.762
200.000	200.000	2.682	4.097
200.000	199.999	2.047	2.823
200.000	200.000	3.704	1.925
200.000	199.998	2.989	1.148
200.000	199.999	2.080	5.868
200.000	199.999	2.941	4.761
200.000	199.999	2.618	4.104
200.000	199.998	1.925	2.774
200.000	199.999	3.646	1.986
200.000	199.997	2.625	0.966
200.000	200.001	2.412	5.477
200.000	199.997	3.019	4.614
200.000	200.000	2.470	4.037
200.000	199.997	2.496	2.436
200.000	200.000	3.797	1.764
200.000	200.001	2.403	0.804
200.000	199.997	2.381	5.381
200.000	199.999	2.836	4.447
200.000	200.000	2.049	3.694
200.000	199.998	3.067	2.181
200.000	200.003	3.527	1.535
200.000	199.999	1.973	5.928
200.000	199.997	2.944	4.690
200.000	200.003	2.708	4.083
200.000	200.000	2.273	2.597
200.000	200.000	3.701	1.737
200.000	200.003	2.273	0.694
200.000	199.997	2.536	5.171
200.000	199.999	3.174	4.432
200.000	199.999	2.185	3.684
200.000	199.997	2.808	2.295
200.000	200.000	3.726	1.674
200.000	200.002	2.096	0.498
200.000	200.002	2.426	5.197
200.000	200.006	3.136	4.378
200.000	200.000	2.106	3.565
200.000	199.997	3.126	2.164
200.000	200.002	3.591	1.524
200.000	200.000	1.894	6.258
200.000	199.998	2.756	4.891
200.000	199.999	2.708	4.142
200.000	199.998	2.299	2.583
200.000	200.000	3.731	1.730
200.000	199.999	2.069	0.448
200.000	200.000	2.499	5.132
200.000	199.999	3.001	4.327
200.000	200.001	1.958	3.495
200.000	200.004	3.003	2.228
200.000	200.002	3.736	1.645
200.000	200.001	2.035	0.603
200.000	200.000	2.678	5.144
200.000	200.003	3.078	4.445
200.000	200.001	2.079	3.672
200.000	200.005	2.992	2.263
200.000	200.004	3.507	1.608
200.000	200.000	2.123	0.343
200.000	200.000	2.687	5.114
200.000	199.998	3.085	4.430
200.000	200.003	1.971	3.583
200.000	200.003	3.194	2.201
200.000	200.001	3.509	1.565
200.000	200.001	2.078	6.127
200.000	200.000	3.096	4.842
200.000	199.999	2.667	4.200
200.000	200.000	1.955	3.043
200.000	200.001	3.745	1.991
200.000	199.998	3.016	1.363
200.000	199.998	1.994	5.967
200.000	200.000	3.008	4.793
200.000	200.001	2.802	4.158
200.000	199.997	2.093	2.963
200.000	199.997	3.676	1.981
200.000	200.004	2.828	1.171
200.000	200.001	2.077	5.846
200.000	199.999	3.073	4.736
200.000	199.999	2.442	3.910
200.000	200.000	2.573	2.506
200.000	200.004	3.850	1.768
200.000	200.002	2.191	0.712
200.000	200.004	2.593	5.129
200.000	199.999	3.198	4.369
200.000	199.999	2.071	3.532
200.000	200.002	3.301	2.184
200.000	199.996	3.677	1.665
200.000	199.998	2.028	0.118
200.000	200.000	2.851	4.988
200.000	200.001	2.926	4.216
200.000	200.003	2.068	2.939
200.000	200.000	3.762	1.987
200.000	200.004	2.700	1.105
200.000	199.999	2.336	5.411
200.000	200.002	3.022	4.623
200.000	199.999	2.523	3.860
200.000	199.998	2.553	2.511
200.000	200.003	3.690	1.642
200.000	200.000	1.941	0.365
200.000	199.998	2.698	5.020
200.000	200.007	3.043	4.386
200.000	199.998	2.036	3.495
200.000	199.998	3.134	2.199
200.000	200.000	3.539	1.525
200.000	199.999	1.885	0.204
200.000	200.002	2.690	5.010
200.000	200.003	2.970	4.293
200.000	199.997	1.992	3.192
200.000	199.998	3.740	1.975
200.000	200.001	3.191	1.297
200.000	200.003	2.100	5.844
200.000	200.002	3.075	4.731
200.000	199.998	2.703	4.035
200.000	199.999	2.042	2.810
200.000	200.001	3.830	1.891
200.000	200.003	2.614	0.981
200.000	200.000	2.500	5.347
200.000	199.999	3.132	4.597
200.000	200.000	2.378	3.837
200.000	200.002	2.564	2.402
200.000	199.999	3.692	1.611
200.000	199.997	1.939	6.135
200.000	199.999	2.853	4.885
200.000	200.002	2.920	4.154
200.000	200.002	2.017	3.011
200.000	200.000	3.492	1.998
200.000	199.998	3.016	1.191
200.000	199.997	2.273	5.588
200.000	199.997	3.122	4.523
200.000	200.000	2.076	3.714
200.000	199.998	2.618	2.346
200.000	199.999	3.761	1.551
200.000	199.995	2.187	0.365
200.000	200.004	2.773	5.147
200.000	199.999	3.029	4.411
200.000	199.999	2.085	3.589
200.000	200.001	3.087	2.130
200.000	200.001	3.218	1.266
200.000	199.999	2.182	5.824
200.000	199.998	3.103	4.694
200.000	199.998	2.756	4.065
200.000	200.000	2.276	2.515
200.000	200.001	3.855	1.734
200.000	200.001	2.483	0.674
200.000	200.000	2.413	5.384
200.000	199.999	3.181	4.495
200.000	200.003	2.367	3.840
200.000	200.000	2.774	2.347
200.000	200.001	3.763	1.698
200.000	199.999	2.366	0.691
200.000	199.999	2.678	5.288
200.000	199.999	3.097	4.489
200.000	199.996	2.073	3.553
200.000	200.002	3.113	2.115
200.000	199.999	3.581	1.479
200.000	199.998	2.124	0.156
200.000	199.993	2.897	5.008
200.000	199.997	3.005	4.285
200.000	199.999	2.047	3.278
200.000	200.001	3.428	2.051
200.000	199.999	3.516	1.397
200.000	200.001	2.085	6.103
200.000	200.001	3.041	4.803
200.000	199.999	2.700	4.092
200.000	200.003	2.176	2.774
200.000	200.001	3.806	1.907
200.000	200.001	3.038	1.129
200.000	200.003	2.093	5.785
200.000	200.003	3.102	4.644
200.000	200.003	2.437	3.892
200.000	199.998	2.559	2.385
200.000	200.000	3.850	1.609
200.000	200.000	2.295	0.658
200.000	200.005	2.747	5.195
200.000	199.999	3.028	4.364
200.000	200.006	2.185	3.553
200.000	200.000	3.086	2.203
200.000	199.997	3.621	1.431
200.000	199.999	2.123	0.023
200.000	199.994	2.788	4.997
200.000	200.000	2.990	4.226
200.000	199.996	2.064	3.061
200.000	199.999	3.790	1.973
200.000	200.002	3.323	1.288
200.000	200.004	2.237	5.669
200.000	200.000	3.003	4.594
200.000	199.996	2.360	3.723
200.000	200.001	2.984	2.290
200.000	199.998	3.853	1.637
200.000	200.004	2.219	0.479
200.000	199.999	2.764	5.168
200.000	200.004	2.973	4.354
200.000	200.000	2.169	3.518
200.000	199.999	2.976	2.249
200.000	199.995	3.865	1.597
200.000	199.999	2.359	0.489
200.000	199.998	2.904	5.028
200.000	199.997	3.003	4.291
200.000	200.000	1.993	2.943
200.000	200.001	3.908	1.914
200.000	200.000	3.051	1.152
200.000	200.003	2.224	5.694
200.000	200.000	3.099	4.607
200.000	199.999	2.524	3.839
200.000	200.001	2.481	2.520
200.000	199.999	4.035	1.764
200.000	199.999	2.694	0.846
200.000	199.996	2.557	5.408
200.000	200.003	3.242	4.532
200.000	200.000	2.368	3.806
200.000	199.996	2.725	2.424
200.000	199.999	3.871	1.648
200.000	199.996	2.179	0.283
200.000	200.000	2.879	5.047
200.000	199.999	2.939	4.304
200.000	200.000	2.039	3.392
200.000	199.997	3.538	2.004
200.000	200.000	2.968	0.995
200.000	199.999	2.388	5.462
200.000	199.998	3.119	4.562
200.000	199.997	2.416	3.869
200.000	200.001	2.627	2.466
200.000	199.997	3.907	1.756
200.000	199.999	2.409	0.388
200.000	200.002	2.901	5.001
200.000	200.002	2.743	4.120
200.000	199.998	2.150	2.744
200.000	199.999	3.744	1.904
200.000	200.004	3.142	1.064
200.000	200.000	2.338	5.701
200.000	199.998	3.125	4.597
200.000	200.004	2.299	3.736
200.000	200.000	2.689	2.427
200.000	199.999	4.032	1.779
200.000	199.998	2.534	0.679
200.000	199.999	2.671	5.190
200.000	200.000	2.778	4.172
200.000	199.998	2.202	3.046
200.000	199.996	3.694	1.997
200.000	199.998	3.245	1.115
200.000	200.000	2.399	5.563
200.000	199.999	3.102	4.623
200.000	199.998	2.576	3.928
200.000	200.001	2.679	2.485
200.000	199.996	4.024	1.835
200.000	199.997	2.744	0.853
200.000	200.003	2.450	5.396
200.000	199.996	2.943	4.437
200.000	200.000	2.293	3.707
200.000	200.003	3.067	2.261
200.000	200.005	4.028	1.651
200.000	199.999	2.312	0.387
200.000	200.000	2.649	5.227
200.000	199.997	2.964	4.377
200.000	199.999	2.214	3.455
200.000	200.001	3.207	2.238
200.000	200.000	3.716	1.435
200.000	199.998	2.055	6.172
200.000	199.997	2.956	4.847
200.000	200.003	2.827	4.101
200.000	199.997	2.207	2.895
200.000	200.001	3.895	1.992
200.000	199.998	3.345	1.195
200.000	199.998	2.252	6.011
200.000	200.000	2.954	4.648
200.000	199.995	2.592	3.821
200.000	200.001	2.542	2.546
200.000	199.997	4.094	1.805
200.000	200.000	2.472	0.659
200.000	199.997	2.713	5.115
200.000	199.999	2.885	4.261
200.000	199.998	2.141	2.845
200.000	199.995	4.172	1.895
200.000	199.998	3.369	1.200
200.000	200.002	2.346	5.747
200.000	200.003	3.159	4.666
200.000	200.000	2.686	3.992
200.000	200.001	2.281	2.689
200.000	200.001	4.071	1.853
200.000	200.002	2.639	0.789
200.000	200.000	2.691	5.268
200.000	200.000	2.877	4.344
200.000	200.001	2.092	3.227
200.000	200.003	3.506	2.107
200.000	199.999	3.706	1.416
200.000	200.001	2.267	6.135
200.000	200.003	3.008	4.910
200.000	199.998	2.828	4.140
200.000	200.003	2.223	3.112
200.000	200.000	3.642	2.032
200.000	200.000	3.682	1.342
200.000	200.001	2.016	5.975
200.000	200.007	3.075	4.840
200.000	199.995	2.955	4.175
200.000	200.003	2.150	3.060
200.000	199.995	3.732	2.030
200.000	199.999	3.484	1.286
200.000	200.002	2.057	5.954
200.000	200.001	3.038	4.850
200.000	200.000	2.721	4.045
200.000	200.002	2.697	2.555
200.000	200.002	4.114	1.841
200.000	200.004	2.862	0.981
200.000	199.997	2.622	5.302
200.000	199.999	2.931	4.209
200.000	200.001	2.377	2.985
200.000	200.000	4.075	1.813
200.000	199.996	2.364	0.638
200.000	200.002	2.896	5.074
200.000	199.997	2.919	4.172
200.000	200.002	2.276	3.165
200.000	199.999	3.641	2.054
200.000	200.001	3.714	1.356
200.000	200.001	2.190	6.179
200.000	200.001	3.004	4.821
200.000	199.996	2.719	4.012
200.000	199.996	2.302	2.800
200.000	199.998	3.976	1.878
200.000	199.999	3.155	1.036
200.000	200.002	2.536	5.391
200.000	200.003	3.145	4.596
200.000	200.000	2.443	3.697
200.000	199.999	2.761	2.492
200.000	199.998	4.010	1.773
200.000	199.997	2.799	0.847
200.000	199.998	2.597	5.313
200.000	199.999	3.130	4.485
200.000	199.999	2.412	3.678
200.000	199.998	2.865	2.452
200.000	199.999	3.973	1.724
200.000	200.008	2.605	0.616
200.000	199.999	2.606	5.396
200.000	199.999	3.199	4.492
200.000	200.001	2.445	3.665
200.000	200.001	2.927	2.391
200.000	200.004	4.041	1.582
200.000	200.000	2.143	6.209
200.000	200.001	3.213	4.831
200.000	200.001	2.842	4.067
200.000	199.994	2.279	3.024
200.000	199.998	3.800	1.975
200.000	199.998	3.421	1.219
200.000	200.000	2.354	5.822
200.000	200.002	3.417	4.663
200.000	199.999	2.577	3.823
200.000	199.999	2.683	2.479
200.000	200.000	4.024	1.686
200.000	200.002	2.473	0.551
200.000	199.995	2.967	5.098
200.000	199.999	3.151	4.369
200.000	199.998	2.334	3.382
200.000	200.000	3.380	2.149
200.000	200.004	3.470	1.280
200.000	199.999	2.314	5.707
200.000	199.999	3.088	4.777
200.000	200.000	2.952	4.094
200.000	200.000	2.330	2.872
200.000	200.000	4.031	1.834
200.000	200.003	2.657	0.797
200.000	199.999	2.743	5.318
200.000	200.003	3.214	4.534
200.000	200.004	2.238	3.525
200.000	199.999	3.341	2.172
200.000	200.000	3.968	1.451
200.000	199.999	2.260	0.063
200.000	200.004	3.010	5.022
200.000	199.999	3.272	4.337
200.000	199.999	2.335	3.303
200.000	200.001	3.585	2.124
200.000	200.001	3.301	1.169
200.000	199.999	2.539	5.494
200.000	200.007	3.248	4.636
200.000	200.002	2.672	3.861
200.000	199.998	2.691	2.579
200.000	200.002	4.142	1.846
200.000	200.003	2.846	0.963
200.000	199.997	2.451	5.538
200.000	199.998	3.209	4.632
200.000	200.001	2.781	3.850
200.000	199.999	2.747	2.490
200.000	199.998	4.102	1.808
200.000	200.000	2.875	0.933
200.000	199.997	2.618	5.415
200.000	200.001	3.320	4.573
200.000	200.003	2.686	3.722
200.000	199.998	2.719	2.514
200.000	200.003	4.167	1.683
200.000	200.002	2.557	0.621
200.000	200.000	2.856	5.217
200.000	200.002	3.124	4.375
200.000	200.003	2.445	3.412
200.000	200.002	3.352	2.279
200.000	199.998	3.742	1.430
200.000	200.002	2.282	6.066
200.000	200.002	3.249	4.833
200.000	200.003	2.912	4.154
200.000	200.004	2.564	2.710
200.000	200.001	4.139	1.795
200.000	200.002	3.082	0.980
200.000	200.000	2.466	5.643
200.000	199.999	3.266	4.589
200.000	200.001	2.795	3.941
200.000	199.995	2.755	2.622
200.000	199.999	4.059	1.857
200.000	200.000	3.112	1.024
200.000	200.003	2.533	5.555
200.000	200.002	3.243	4.656
200.000	200.000	2.645	3.840
200.000	199.998	2.707	2.597
200.000	200.004	4.158	1.853
200.000	200.003	2.687	0.746
200.000	200.002	2.965	5.081
200.000	199.998	3.067	4.282
200.000	200.005	2.394	2.983
200.000	199.999	4.006	1.920
200.000	200.004	3.235	1.152
200.000	200.005	2.369	5.635
200.000	200.001	3.248	4.797
200.000	199.998	2.745	4.064
200.000	200.000	2.716	2.594
200.000	199.998	4.146	1.788
200.000	199.997	2.468	0.573
200.000	200.001	2.930	5.169
200.000	199.998	3.180	4.495
200.000	200.001	2.411	3.632
200.000	199.999	3.110	2.349
200.000	200.000	4.240	1.657
200.000	199.995	2.431	0.380
200.000	199.997	2.926	5.195
200.000	200.001	3.137	4.446
200.000	199.999	2.350	3.560
200.000	200.000	3.182	2.322
200.000	199.998	4.073	1.558
200.000	199.999	2.388	0.430
200.000	200.002	2.985	5.061
200.000	199.999	2.889	4.344
200.000	200.000	2.345	3.102
200.000	200.003	3.928	1.999
200.000	200.002	3.387	1.218
200.000	199.998	2.304	5.796
200.000	199.999	3.132	4.766
200.000	199.999	2.703	3.984
200.000	200.000	2.655	2.608
200.000	200.001	4.217	1.738
200.000	200.001	2.764	0.777
200.000	200.001	2.727	5.294
200.000	199.997	3.251	4.529
200.000	199.998	2.526	3.725
200.000	199.999	2.955	2.336
200.000	199.997	4.215	1.698
200.000	200.002	2.200	0.298
200.000	200.003	3.158	4.953
200.000	199.999	2.775	3.975
200.000	199.995	2.563	2.644
200.000	200.000	4.258	1.889
200.000	199.999	2.661	0.868
200.000	199.998	2.953	5.105
200.000	200.003	2.860	4.191
200.000	200.000	2.460	2.814
200.000	199.994	4.044	1.992
200.000	200.004	3.328	1.158
200.000	200.001	2.298	5.703
200.000	199.993	3.251	4.672
200.000	199.997	2.636	3.821
200.000	200.001	2.901	2.368
200.000	199.998	3.919	1.489
200.000	199.999	2.176	6.233
200.000	200.005	3.253	4.878
200.000	199.999	2.908	4.220
200.000	199.998	2.410	2.837
200.000	200.000	4.079	1.887
200.000	199.998	2.740	0.831
200.000	200.003	2.739	5.268
200.000	199.999	3.230	4.496
200.000	199.997	2.403	3.576
200.000	199.999	3.144	2.367
200.000	200.002	4.361	1.691
200.000	199.997	2.587	0.727
200.000	200.002	2.758	5.238
200.000	200.001	3.227	4.438
200.000	200.001	2.386	3.602
200.000	200.000	3.150	2.269
200.000	200.003	4.156	1.613
200.000	199.997	2.334	0.399
200.000	200.001	3.067	5.027
200.000	200.003	2.924	4.229
200.000	199.999	2.231	3.058
200.000	200.000	3.699	2.056
200.000	200.000	3.860	1.374
200.000	199.994	2.225	5.729
200.000	199.998	3.375	4.746
200.000	199.998	3.014	4.147
200.000	200.003	2.283	2.991
200.000	200.003	4.166	1.905
200.000	199.997	2.854	0.892
200.000	199.998	2.995	5.036
200.000	199.997	3.067	4.253
200.000	200.003	2.158	3.170
200.000	199.998	3.773	2.026
200.000	199.998	3.651	1.343
200.000	199.999	2.247	6.064
200.000	199.999	3.300	4.887
200.000	199.998	2.951	4.241
200.000	199.995	2.268	3.004
200.000	199.999	4.093	1.877
200.000	199.999	3.272	1.045
200.000	199.999	2.585	5.473
200.000	199.999	3.297	4.658
200.000	199.998	2.684	3.999
200.000	200.000	2.837	2.525
200.000	200.000	4.223	1.873
200.000	199.996	3.685	1.298
200.000	200.001	2.268	5.888
200.000	200.001	3.358	4.697
200.000	199.998	2.278	3.641
200.000	200.004	3.514	2.151
200.000	199.999	3.940	1.378
200.000	200.000	2.264	5.971
200.000	199.999	3.341	4.826
200.000	199.997	3.010	4.181
200.000	200.000	2.261	3.385
200.000	199.997	3.759	2.033
200.000	199.995	3.067	0.988
200.000	200.000	2.571	5.386
200.000	199.995	3.478	4.606
200.000	199.995	2.549	3.913
200.000	200.001	2.661	2.564
200.000	199.998	4.233	1.806
200.000	199.999	2.780	0.750
200.000	199.999	2.606	5.431
200.000	199.999	3.354	4.584
200.000	200.001	2.692	3.909
200.000	199.995	2.910	2.482
200.000	199.999	4.394	1.783
200.000	200.002	3.030	0.947
200.000	200.000	2.709	5.328
200.000	200.000	3.149	4.312
200.000	199.999	2.195	3.114
200.000	200.001	3.803	2.114
200.000	200.003	3.960	1.476
200.000	199.998	2.322	6.037
200.000	199.998	3.324	4.806
200.000	199.999	2.640	3.913
200.000	199.997	2.995	2.399
200.000	200.002	4.142	1.572
200.000	199.996	2.265	0.097
200.000	200.001	3.218	4.947
200.000	200.003	2.997	4.224
200.000	200.000	2.232	3.015
200.000	200.001	4.036	1.982
200.000	200.001	3.870	1.381
200.000	200.001	2.389	6.030
200.000	199.998	3.446	4.764
200.000	200.004	2.773	3.957
200.000	200.002	2.647	2.602
200.000	200.002	4.335	1.776
200.000	200.000	2.788	0.676
200.000	200.002	2.899	5.246
200.000	200.001	3.380	4.564
200.000	199.996	2.431	3.757
200.000	200.001	2.988	2.387
200.000	200.000	4.343	1.694
200.000	200.001	2.365	0.339
200.000	200.000	3.127	4.989
200.000	200.000	3.204	4.345
200.000	199.998	2.221	3.239
200.000	199.997	3.941	2.017
200.000	200.001	3.630	1.238
200.000	200.001	2.461	5.651
200.000	199.998	3.272	4.527
200.000	200.003	2.371	3.633
200.000	199.999	3.176	2.334
200.000	199.997	4.348	1.564
200.000	199.998	2.466	0.325
200.000	199.998	3.125	5.003
200.000	199.999	2.785	4.125
200.000	199.999	2.496	2.723
200.000	200.005	4.323	1.894
200.000	199.998	3.259	1.030
200.000	200.000	2.682	5.458
200.000	200.001	3.286	4.498
200.000	200.000	2.282	3.435
200.000	199.998	3.798	2.070
200.000	199.997	4.096	1.458
200.000	200.001	2.134	5.992
200.000	200.000	3.379	4.833
200.000	200.004	2.703	3.965
200.000	199.996	2.538	2.757
200.000	200.000	4.313	1.921
200.000	200.004	3.540	1.167
200.000	200.001	2.436	5.674
200.000	200.000	3.411	4.529
200.000	200.001	2.386	3.402
200.000	200.002	3.927	2.078
200.000	200.000	3.947	1.339
200.000	199.999	2.290	5.877
200.000	199.999	3.345	4.802
200.000	200.000	3.054	4.133
200.000	200.000	2.439	2.986
200.000	200.001	4.080	2.022
200.000	199.998	3.629	1.283
200.000	200.000	2.267	6.068
200.000	199.999	3.387	4.823
200.000	200.000	2.899	4.129
200.000	199.998	2.568	2.898
200.000	199.998	4.273	1.956
200.000	199.999	3.499	1.188
200.000	200.000	2.405	5.602
200.000	199.999	3.327	4.558
200.000	200.001	2.519	3.684
200.000	200.000	3.192	2.411
200.000	200.000	4.650	1.745
200.000	200.001	2.798	0.800
200.000	199.996	2.843	5.283
200.000	199.997	3.350	4.461
200.000	199.995	2.500	3.647
200.000	200.001	3.473	2.298
200.000	199.997	4.340	1.574
200.000	200.002	2.200	0.155
200.000	200.005	3.227	4.962
200.000	200.002	3.268	4.295
200.000	199.998	2.399	3.338
200.000	199.997	3.962	2.068
200.000	199.999	3.352	1.183
200.000	199.999	2.528	5.620
200.000	200.005	3.504	4.520
200.000	200.001	2.435	3.612
200.000	200.001	3.585	2.239
200.000	199.998	3.843	1.411
200.000	199.999	2.332	5.867
200.000	199.997	3.573	4.851
200.000	200.004	3.020	4.068
200.000	199.999	2.571	2.759
200.000	199.998	4.421	1.894
200.000	199.999	3.194	1.109
200.000	199.998	2.549	5.501
200.000	199.999	3.523	4.601
200.000	200.003	2.608	3.755
200.000	199.998	3.177	2.417
200.000	200.003	4.451	1.655
200.000	200.000	2.479	0.527
200.000	199.996	3.105	5.112
200.000	200.001	3.274	4.378
200.000	200.000	2.520	3.579
200.000	199.999	3.296	2.350
200.000	200.002	4.500	1.664
200.000	199.997	2.183	0.102
200.000	199.999	3.417	4.919
200.000	199.999	3.410	4.314
200.000	200.001	2.378	3.261
200.000	200.004	4.038	2.087
200.000	200.004	3.884	1.362
200.000	199.999	2.339	5.923
200.000	199.996	3.464	4.822
200.000	200.003	3.258	4.196
200.000	200.001	2.402	3.239
200.000	199.998	4.350	1.871
200.000	199.998	2.619	0.798
200.000	199.998	2.944	5.229
200.000	199.997	3.526	4.557
200.000	200.002	2.612	3.657
200.000	200.002	3.678	2.193
200.000	200.003	4.451	1.579
200.000	200.000	2.485	0.482
200.000	199.996	3.059	5.187
200.000	199.999	3.560	4.458
200.000	199.997	3.080	4.131
200.000	200.000	2.871	3.938
200.000	199.998	2.836	3.942
200.000	199.997	2.743	3.944
200.000	199.999	2.847	3.945
200.000	200.001	2.764	3.941
200.000	200.004	2.757	3.975
200.000	200.000	2.723	3.959
200.000	200.002	2.723	3.910
200.000	199.999	2.803	3.981
200.000	200.000	2.816	3.953
200.000	200.001	2.865	3.955
200.000	199.999	2.819	3.926
200.000	200.003	2.726	3.954
200.000	199.998	2.690	3.962
200.000	200.002	2.764	3.958
200.000	200.003	2.863	3.932
200.000	200.002	2.718	3.893
