Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	100.000	0.010	100.002	5.492	1.971	1772220137.117
2	100.000	0.001	100.002	5.393	2.011	1772220137.469
3	100.000	0.031	100.001	5.402	2.048	1772220137.841
4	100.000	-0.026	99.999	5.361	2.039	1772220138.234
5	100.000	-0.002	99.999	5.486	2.004	1772220138.599
6	100.000	0.008	100.000	5.351	2.016	1772220138.953
7	100.000	-0.014	100.000	5.379	1.985	1772220139.352
8	100.000	-0.015	100.000	5.282	2.013	1772220139.722
9	100.000	-0.002	100.000	5.394	2.000	1772220140.110
10	100.000	0.023	99.994	5.316	2.003	1772220140.466
11	100.000	0.006	100.003	5.468	1.997	1772220140.857
12	100.000	-0.020	99.999	5.355	2.012	1772220141.216
13	100.000	0.001	100.002	5.344	2.007	1772220141.589
14	100.000	-0.024	100.001	5.269	2.006	1772220141.982
15	100.000	0.012	99.999	5.299	2.028	1772220142.357
16	100.000	0.031	100.001	5.410	2.016	1772220142.723
17	100.000	0.010	100.003	5.377	2.007	1772220143.111
18	100.000	0.005	100.003	5.381	2.022	1772220143.468
19	100.000	-0.015	99.999	5.336	2.027	1772220143.863
20	100.000	0.004	99.997	5.349	2.026	1772220144.305
21	100.000	-0.012	100.000	5.388	2.007	1772220144.657
22	100.000	-0.028	100.001	5.415	2.014	1772220145.031
23	100.000	-0.037	100.004	5.410	1.976	1772220145.404
24	100.000	-0.013	100.002	5.442	1.987	1772220145.765
25	100.000	0.030	100.002	5.475	1.970	1772220146.165
26	100.000	-0.005	99.998	5.466	1.934	1772220146.522
27	100.000	-0.020	100.000	5.396	1.989	1772220146.911
28	100.000	-0.027	99.999	5.494	1.983	1772220147.287
29	100.000	-0.004	100.000	5.492	1.981	1772220147.671
30	100.000	-0.029	100.002	5.473	1.962	1772220148.050
31	100.000	-0.011	99.998	5.443	2.018	1772220148.480
32	100.000	0.009	99.999	5.489	1.992	1772220148.874
33	100.000	-0.008	100.001	5.543	2.000	1772220149.269
34	100.000	-0.030	100.002	5.564	2.035	1772220149.664
35	100.000	-0.019	100.000	5.393	2.024	1772220150.036
36	100.000	-0.010	100.000	5.373	1.992	1772220150.434
37	100.000	0.034	100.003	5.330	2.014	1772220150.803
38	100.000	0.025	99.998	5.369	2.012	1772220151.176
39	100.000	-0.028	100.000	5.677	1.997	1772220151.536
40	100.000	-0.005	99.999	5.263	1.971	1772220151.921
41	100.000	0.002	100.002	5.460	1.993	1772220152.287
42	100.000	0.015	100.002	5.462	1.975	1772220152.671
43	100.000	-0.008	99.997	5.532	1.971	1772220153.040
44	100.000	0.025	100.001	5.548	1.986	1772220153.434
45	100.000	0.012	100.003	5.491	2.000	1772220153.864
46	100.000	-0.015	100.003	5.288	2.026	1772220154.225
47	100.000	-0.002	100.000	5.405	2.028	1772220154.589
48	100.000	0.045	100.003	5.463	1.995	1772220154.981
49	100.000	-0.007	99.997	5.450	2.000	1772220155.355
50	100.000	0.027	100.000	5.457	1.982	1772220155.718
51	100.000	-0.025	99.999	5.456	2.005	1772220156.088
52	100.000	0.031	100.000	5.381	1.999	1772220156.470
53	100.000	-0.000	100.000	5.406	2.007	1772220156.849
54	100.000	0.000	100.004	5.332	2.000	1772220157.238
55	100.000	-0.014	99.996	5.385	2.016	1772220157.623
56	100.000	-0.004	100.001	5.363	1.956	1772220157.978
57	100.000	-0.004	99.998	5.425	1.995	1772220158.343
58	100.000	0.027	100.001	5.409	2.008	1772220158.721
59	100.000	0.030	99.999	5.353	1.977	1772220159.094
60	100.000	0.003	99.998	5.413	2.001	1772220159.472
61	100.000	0.016	99.998	5.289	1.969	1772220159.856
62	100.000	0.020	99.998	5.354	1.997	1772220160.225
63	100.000	-0.008	99.997	5.459	2.014	1772220160.587
64	100.000	0.007	100.001	5.455	1.990	1772220160.949
65	100.000	-0.006	100.003	5.407	1.994	1772220161.349
66	100.000	0.033	100.000	5.357	1.997	1772220161.728
67	100.000	-0.040	99.998	5.269	1.979	1772220162.095
68	100.000	0.015	100.001	5.451	1.982	1772220162.466
69	100.000	0.046	99.998	5.409	1.954	1772220162.852
70	100.000	0.013	99.998	5.410	2.024	1772220163.209
71	100.000	-0.016	100.000	5.488	1.992	1772220163.613
72	100.000	0.023	99.999	5.452	1.974	1772220163.990
73	100.000	-0.030	100.000	5.422	1.978	1772220164.354
74	100.000	-0.003	100.002	5.597	1.973	1772220164.736
75	100.000	0.007	100.001	5.426	2.028	1772220165.109
76	100.000	0.002	100.001	5.453	2.017	1772220165.482
77	100.000	-0.042	100.000	5.465	1.993	1772220165.832
78	100.000	0.029	100.000	5.375	1.984	1772220166.201
79	100.000	-0.011	100.001	5.277	1.991	1772220166.580
80	100.000	-0.013	100.004	5.504	1.997	1772220166.970
81	100.000	-0.005	100.000	5.305	2.029	1772220167.298
82	100.000	-0.018	100.007	5.458	1.985	1772220167.546
83	100.000	0.080	99.995	5.430	1.976	1772220167.768
84	100.000	0.019	100.003	5.390	2.044	1772220168.063
85	100.000	-0.029	99.997	5.482	1.999	1772220168.292
86	100.000	-0.015	99.998	5.288	1.975	1772220168.548
87	100.000	-0.017	99.998	5.357	2.012	1772220168.791
88	100.000	-0.002	99.997	5.351	2.012	1772220169.044
89	100.000	-0.064	99.998	5.534	1.987	1772220169.276
90	100.000	0.026	99.995	5.343	2.021	1772220169.524
91	100.000	-0.020	100.001	5.823	1.990	1772220169.795
92	100.000	-0.045	100.000	5.477	2.027	1772220170.041
93	100.000	-0.039	99.999	5.515	2.014	1772220170.285
94	100.000	0.053	100.002	5.418	1.978	1772220170.545
95	100.000	0.055	99.999	5.367	1.983	1772220170.780
96	100.000	-0.066	99.998	5.595	1.981	1772220171.035
97	100.000	0.003	100.003	5.418	2.027	1772220171.280
98	100.000	0.030	99.999	5.321	1.997	1772220171.562
99	100.000	0.049	100.004	5.423	1.995	1772220171.796
100	100.000	0.005	100.002	5.301	1.948	1772220172.058
101	100.000	-0.026	99.999	5.519	1.990	1772220172.297
102	100.000	0.030	99.998	5.328	1.958	1772220172.543
103	100.000	0.007	100.002	5.345	2.030	1772220172.776
104	100.000	-0.009	99.996	5.414	2.026	1772220173.042
105	100.000	0.008	99.999	5.260	2.021	1772220173.306
106	100.000	0.073	99.998	5.411	2.003	1772220173.528
107	100.000	0.031	100.003	5.323	2.031	1772220173.783
108	100.000	-0.040	100.002	5.380	2.040	1772220174.041
109	100.000	-0.038	100.000	5.324	2.074	1772220174.282
110	100.000	-0.072	99.999	5.365	2.012	1772220174.537
111	100.000	0.032	100.001	5.324	2.020	1772220174.764
112	100.000	0.038	100.000	5.579	1.999	1772220175.049
113	100.000	-0.016	100.002	5.332	2.027	1772220175.280
114	100.000	-0.003	100.001	5.495	2.059	1772220175.571
115	100.000	0.019	100.000	5.441	2.042	1772220175.798
116	100.000	-0.008	99.996	5.349	2.007	1772220176.038
117	100.000	0.031	99.998	5.314	1.998	1772220176.292
118	100.000	0.050	100.003	5.231	2.007	1772220176.564
119	100.000	0.032	99.999	5.361	2.016	1772220176.815
