Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	400.000	0.020	400.000	0.417	4.383	1772225393.942
2	400.000	0.063	400.002	0.452	4.262	1772225394.195
3	400.000	0.049	399.999	0.525	4.339	1772225394.430
4	400.000	-0.021	399.998	0.423	4.440	1772225394.629
5	400.000	0.074	400.002	0.379	4.392	1772225394.899
6	400.000	-0.016	400.001	0.474	4.298	1772225395.116
7	400.000	0.020	400.001	0.273	4.587	1772225395.303
8	400.000	-0.052	400.003	0.453	4.253	1772225395.503
9	400.000	0.077	400.002	0.490	4.466	1772225395.744
10	400.000	0.020	400.002	0.478	4.466	1772225395.951
11	400.000	0.079	399.999	0.397	4.501	1772225396.160
12	400.000	0.032	399.996	0.529	4.204	1772225396.362
13	400.000	0.026	399.996	0.385	4.219	1772225396.566
14	400.000	-0.038	400.001	0.425	4.291	1772225396.814
15	400.000	-0.045	400.002	0.516	4.354	1772225397.065
16	400.000	-0.068	400.001	0.364	4.355	1772225397.269
17	400.000	0.061	400.000	0.390	4.324	1772225397.505
18	400.000	-0.017	399.997	0.433	4.445	1772225397.680
19	400.000	0.009	399.998	0.447	4.175	1772225397.879
20	400.000	-0.013	399.996	0.388	4.365	1772225398.114
21	400.000	-0.002	400.000	0.405	4.423	1772225398.301
22	400.000	-0.077	400.003	0.435	4.490	1772225398.507
23	400.000	0.033	399.999	0.360	4.264	1772225398.757
24	400.000	0.017	399.999	0.447	4.415	1772225398.986
25	400.000	-0.015	399.998	0.423	4.232	1772225399.187
26	400.000	0.015	400.000	0.417	4.421	1772225399.358
27	400.000	0.003	399.999	0.399	4.168	1772225399.558
28	400.000	0.049	399.998	0.341	4.325	1772225399.760
29	400.000	-0.016	400.001	0.480	4.331	1772225400.004
30	400.000	-0.028	400.002	0.494	4.604	1772225400.203
31	400.000	-0.031	400.001	0.460	4.445	1772225400.465
32	400.000	0.008	399.998	0.454	4.271	1772225400.699
33	400.000	0.025	400.001	0.426	4.233	1772225400.925
34	400.000	0.039	400.002	0.361	4.297	1772225401.106
35	400.000	-0.036	400.000	0.526	4.314	1772225401.318
36	400.000	-0.022	399.999	0.512	4.363	1772225401.497
37	400.000	-0.094	400.000	0.389	4.407	1772225401.690
38	400.000	0.023	399.999	0.417	4.323	1772225401.945
39	400.000	0.019	400.004	0.491	4.232	1772225402.180
40	400.000	-0.042	399.998	0.437	4.399	1772225402.382
41	400.000	0.028	400.001	0.466	4.239	1772225402.631
42	400.000	-0.039	399.998	0.395	4.217	1772225402.863
43	400.000	0.023	400.002	0.496	4.225	1772225403.129
44	400.000	0.054	400.001	0.400	4.551	1772225403.362
45	400.000	-0.016	400.000	0.494	4.427	1772225403.559
46	400.000	0.057	399.999	0.434	4.174	1772225403.819
47	400.000	-0.029	400.002	0.455	4.344	1772225404.055
48	400.000	-0.017	400.000	0.482	4.304	1772225404.224
49	400.000	-0.027	400.001	0.408	4.403	1772225404.464
50	400.000	0.043	400.003	0.524	4.523	1772225404.719
51	400.000	-0.111	400.000	0.343	4.501	1772225404.933
52	400.000	0.084	400.002	0.388	4.444	1772225405.197
53	400.000	0.010	400.002	0.393	4.376	1772225405.396
54	400.000	-0.056	400.000	0.518	4.341	1772225405.619
55	400.000	-0.058	400.004	0.467	4.397	1772225405.794
56	400.000	0.016	400.004	0.412	4.388	1772225406.007
57	400.000	0.073	400.001	0.437	4.421	1772225406.257
58	400.000	0.052	400.005	0.391	4.287	1772225406.481
59	400.000	-0.013	400.002	0.395	4.463	1772225406.701
60	400.000	0.081	400.001	0.452	4.334	1772225406.962
61	400.000	0.098	399.999	0.382	4.399	1772225407.187
62	400.000	0.091	400.001	0.401	4.783	1772225407.376
63	400.000	0.076	400.002	0.487	4.190	1772225407.580
64	400.000	-0.010	400.000	0.377	4.498	1772225407.783
65	400.000	-0.033	399.999	0.433	4.511	1772225408.038
66	400.000	0.015	400.003	0.414	4.369	1772225408.286
67	400.000	0.069	400.002	0.481	4.275	1772225408.476
68	400.000	0.042	399.999	0.498	4.007	1772225408.684
69	400.000	0.073	400.004	0.515	4.355	1772225408.911
70	400.000	0.026	400.002	0.430	4.482	1772225409.147
71	400.000	-0.012	399.998	0.412	4.165	1772225409.355
72	400.000	-0.008	400.000	0.454	4.541	1772225409.563
73	400.000	-0.015	399.998	0.445	4.320	1772225409.749
74	400.000	-0.003	399.998	0.510	4.251	1772225409.945
