Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	400.000	-0.007	400.004	1.001	2.424	1773081037.308
2	400.000	0.016	400.003	0.982	2.484	1773081037.633
3	400.000	0.001	400.004	0.982	2.497	1773081037.951
4	400.000	0.003	400.001	1.005	2.579	1773081038.278
5	400.000	-0.007	400.002	0.940	2.573	1773081038.578
6	400.000	0.013	400.005	1.101	2.543	1773081038.858
7	400.000	-0.023	400.004	1.072	2.529	1773081039.147
8	400.000	-0.004	400.001	0.972	2.594	1773081039.453
9	400.000	-0.001	400.001	0.979	2.574	1773081039.767
10	400.000	-0.005	400.000	0.996	2.492	1773081040.079
11	400.000	0.006	399.998	1.010	2.650	1773081040.402
12	400.000	-0.018	400.004	1.048	2.504	1773081040.710
13	400.000	-0.003	400.001	0.987	2.662	1773081041.033
14	400.000	0.000	400.000	0.947	2.574	1773081041.314
15	400.000	-0.018	400.001	0.960	2.496	1773081041.639
16	400.000	0.014	400.005	1.083	2.685	1773081041.940
17	400.000	-0.031	399.998	1.065	2.600	1773081042.180
18	400.000	-0.012	399.997	1.003	2.517	1773081042.453
19	400.000	0.006	400.000	1.005	2.631	1773081042.776
20	400.000	-0.032	399.999	0.971	2.608	1773081043.056
21	400.000	-0.017	400.000	1.017	2.652	1773081043.349
22	400.000	0.003	400.002	0.995	2.679	1773081043.624
23	400.000	0.003	400.005	1.002	2.618	1773081043.880
24	400.000	-0.011	399.999	0.971	2.539	1773081044.138
25	400.000	0.008	399.999	0.990	2.585	1773081044.447
26	400.000	0.011	399.997	1.063	2.722	1773081044.772
27	400.000	0.001	400.000	0.964	2.759	1773081045.080
28	400.000	0.004	399.999	0.983	2.754	1773081045.382
29	400.000	0.031	400.002	0.969	2.656	1773081045.641
30	400.000	-0.012	400.000	0.995	2.691	1773081045.960
31	400.000	-0.012	400.000	1.013	2.700	1773081046.269
32	400.000	0.024	400.001	0.984	2.623	1773081046.572
33	400.000	0.019	399.998	1.008	2.763	1773081046.826
34	400.000	-0.018	400.004	1.038	2.808	1773081047.057
35	400.000	0.014	399.997	0.955	2.720	1773081047.329
36	400.000	0.023	400.000	0.979	2.738	1773081047.619
37	400.000	-0.011	400.000	1.001	2.758	1773081047.895
