Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	400.000	-0.012	400.007	0.847	2.151	1772221896.769
2	400.000	0.003	400.005	0.713	2.010	1772221897.003
3	400.000	0.012	400.009	0.849	1.965	1772221897.260
4	400.000	-0.018	400.008	0.883	1.898	1772221897.519
5	400.000	-0.037	400.007	0.786	2.253	1772221897.766
6	400.000	-0.014	400.004	0.772	2.212	1772221898.017
7	400.000	-0.024	400.009	0.797	2.178	1772221898.244
8	400.000	-0.063	400.003	0.864	2.045	1772221898.523
9	400.000	-0.045	400.006	0.822	2.141	1772221898.743
10	400.000	-0.042	400.002	0.714	2.222	1772221899.012
11	400.000	0.002	400.003	0.810	2.111	1772221899.250
12	400.000	0.004	400.000	0.733	2.349	1772221899.518
13	400.000	0.012	400.003	0.783	2.218	1772221899.774
14	400.000	-0.022	400.004	0.779	2.022	1772221899.998
15	400.000	-0.004	400.007	0.828	2.365	1772221900.281
16	400.000	0.032	400.003	0.766	2.187	1772221900.552
17	400.000	0.010	400.000	0.779	2.155	1772221900.773
18	400.000	0.041	400.001	0.798	2.231	1772221901.032
19	400.000	0.006	400.001	0.759	2.291	1772221901.293
20	400.000	-0.012	400.000	0.793	2.040	1772221901.531
21	400.000	0.004	400.002	0.821	2.167	1772221901.792
22	400.000	0.071	400.002	0.802	2.200	1772221902.046
23	400.000	-0.014	400.000	0.760	2.285	1772221902.267
24	400.000	0.021	399.997	0.795	2.342	1772221902.585
25	400.000	-0.023	400.003	0.771	2.358	1772221902.786
26	400.000	0.013	400.000	0.810	2.113	1772221903.037
27	400.000	0.012	400.000	0.772	2.008	1772221903.290
28	400.000	0.044	400.000	0.805	2.261	1772221903.554
29	400.000	-0.005	400.001	0.701	2.158	1772221903.815
30	400.000	0.013	400.000	0.680	2.313	1772221904.068
31	400.000	0.011	400.000	0.741	2.116	1772221904.322
32	400.000	-0.024	400.002	0.741	2.421	1772221904.569
33	400.000	-0.020	399.996	0.787	2.301	1772221904.812
34	400.000	0.029	399.999	0.730	2.236	1772221905.041
35	400.000	0.049	400.000	0.759	2.293	1772221905.306
36	400.000	-0.044	400.001	0.757	2.222	1772221905.552
37	400.000	0.013	399.999	0.731	2.146	1772221905.807
38	400.000	-0.000	400.000	0.743	2.159	1772221906.069
39	400.000	0.004	400.003	0.813	2.136	1772221906.311
40	400.000	-0.018	400.002	0.704	2.496	1772221906.549
41	400.000	0.014	399.997	0.726	2.236	1772221906.813
42	400.000	-0.003	399.999	0.851	2.177	1772221907.077
43	400.000	0.019	400.001	0.731	2.315	1772221907.294
44	400.000	0.016	400.002	0.746	2.265	1772221907.558
45	400.000	-0.021	400.000	0.689	2.355	1772221907.796
46	400.000	0.037	400.002	0.720	2.319	1772221908.049
47	400.000	0.017	400.002	0.679	2.281	1772221908.296
48	400.000	0.061	400.000	0.717	2.379	1772221908.547
49	400.000	-0.013	400.002	0.679	2.410	1772221908.801
50	400.000	-0.006	400.001	0.761	2.346	1772221909.051
51	400.000	0.005	400.002	0.723	2.447	1772221909.293
52	400.000	-0.048	400.002	0.752	2.395	1772221909.568
53	400.000	0.011	400.003	0.793	2.351	1772221909.808
54	400.000	-0.020	399.999	0.671	2.347	1772221910.071
55	400.000	-0.053	399.999	0.755	2.288	1772221910.288
56	400.000	0.022	399.999	0.754	2.273	1772221910.561
57	400.000	0.011	400.000	0.699	2.370	1772221910.799
58	400.000	-0.026	400.001	0.710	2.268	1772221911.061
59	400.000	-0.002	400.002	0.746	2.393	1772221911.326
60	400.000	-0.029	400.001	0.693	2.363	1772221911.591
61	400.000	-0.024	400.001	0.797	2.237	1772221911.824
62	400.000	-0.002	400.002	0.754	2.389	1772221912.066
63	400.000	-0.030	400.000	0.711	2.219	1772221912.320
64	400.000	-0.040	400.001	0.830	2.302	1772221912.571
65	400.000	0.014	399.999	0.810	2.359	1772221912.815
66	400.000	0.022	399.998	0.769	2.273	1772221913.063
67	400.000	0.013	400.001	0.729	2.249	1772221913.340
68	400.000	0.042	400.001	0.674	2.146	1772221913.573
69	400.000	-0.018	400.000	0.338	3.816	1772221913.822
70	400.000	-0.057	400.005	0.190	3.648	1772221914.071
71	400.000	0.026	400.002	0.173	2.481	1772221914.318
72	400.000	0.030	400.002	0.264	2.550	1772221914.564
73	400.000	0.040	400.001	0.073	4.344	1772221914.810
74	400.000	0.041	400.003	0.315	2.469	1772221915.050
75	400.000	0.010	400.000	0.173	3.075	1772221915.326
76	400.000	0.034	400.001	0.204	3.161	1772221915.580
77	400.000	0.023	400.000	0.268	3.589	1772221915.816
78	400.000	0.018	400.001	0.232	2.797	1772221916.064
79	400.000	-0.014	399.998	0.238	3.948	1772221916.314
80	400.000	-0.044	400.002	0.259	3.156	1772221916.569
81	400.000	0.014	400.001	0.218	2.933	1772221916.836
82	400.000	-0.001	400.002	0.226	4.122	1772221917.059
83	400.000	0.008	400.004	0.127	3.261	1772221917.341
84	400.000	-0.022	400.001	0.356	2.174	1772221917.584
85	400.000	-0.006	400.001	0.234	3.981	1772221917.819
86	400.000	-0.004	399.999	0.183	2.553	1772221918.060
87	400.000	-0.009	399.999	0.262	3.095	1772221918.293
88	400.000	-0.017	400.000	0.170	3.500	1772221918.512
89	400.000	-0.026	400.000	0.264	4.004	1772221918.752
90	400.000	-0.001	399.998	0.219	2.479	1772221918.987
91	400.000	-0.010	399.997	0.306	3.363	1772221919.252
92	400.000	-0.059	400.001	0.214	3.408	1772221919.527
93	400.000	-0.038	399.999	0.230	4.460	1772221919.782
94	400.000	-0.003	400.000	0.310	3.332	1772221920.020
95	400.000	-0.017	400.001	0.266	2.962	1772221920.251
96	400.000	0.007	399.999	0.182	3.200	1772221920.525
97	400.000	-0.032	400.002	0.247	2.758	1772221920.751
98	400.000	-0.033	400.002	0.173	3.114	1772221921.033
99	400.000	-0.003	400.003	0.158	3.022	1772221921.264
100	400.000	-0.031	399.999	0.225	2.247	1772221921.511
101	400.000	0.023	400.000	0.084	3.911	1772221921.758
102	400.000	-0.004	400.001	0.157	3.518	1772221921.995
103	400.000	0.004	400.000	0.234	2.468	1772221922.250
104	400.000	0.014	400.001	0.189	2.804	1772221922.507
105	400.000	0.017	400.002	0.099	3.543	1772221922.777
106	400.000	0.018	399.998	0.159	3.998	1772221923.037
107	400.000	-0.021	400.001	0.175	2.919	1772221923.236
108	400.000	0.015	399.998	0.156	2.871	1772221923.519
109	400.000	0.027	399.997	0.136	3.451	1772221923.779
110	400.000	0.041	400.003	0.211	3.054	1772221924.005
111	400.000	-0.013	400.000	0.272	3.771	1772221924.260
112	400.000	0.046	400.001	0.156	4.074	1772221924.510
113	400.000	0.015	400.002	0.226	2.857	1772221924.769
114	400.000	0.014	399.999	0.203	2.924	1772221925.022
115	400.000	-0.044	399.999	0.291	4.084	1772221925.278
116	400.000	-0.008	399.999	0.101	2.095	1772221925.538
117	400.000	0.013	399.998	0.245	3.134	1772221925.783
118	400.000	-0.023	399.999	0.199	3.063	1772221926.042
119	400.000	-0.005	400.002	0.207	2.558	1772221926.273
120	400.000	0.024	399.997	0.183	3.580	1772221926.513
121	400.000	0.046	400.002	0.068	4.021	1772221926.784
122	400.000	-0.006	400.000	0.076	3.134	1772221927.033
123	400.000	0.021	399.998	0.181	2.846	1772221927.279
124	400.000	0.034	400.000	0.205	4.107	1772221927.514
125	400.000	-0.011	399.998	0.272	2.644	1772221927.757
126	400.000	-0.002	400.000	0.304	4.152	1772221927.979
127	400.000	-0.026	400.001	0.264	2.702	1772221928.245
128	400.000	-0.020	400.000	0.188	3.208	1772221928.478
129	400.000	0.030	400.000	0.140	3.881	1772221928.724
130	400.000	0.006	400.000	0.224	2.585	1772221928.970
131	400.000	-0.008	399.999	0.242	3.588	1772221929.252
132	400.000	0.025	399.998	0.139	3.019	1772221929.480
133	400.000	-0.018	400.002	0.135	3.256	1772221929.735
134	400.000	0.051	400.000	0.246	3.607	1772221929.986
135	400.000	-0.020	399.999	0.038	2.699	1772221930.229
136	400.000	-0.036	399.999	0.275	2.612	1772221930.478
137	400.000	-0.004	400.001	0.165	3.240	1772221930.714
138	400.000	-0.003	400.001	0.171	2.865	1772221930.986
139	400.000	0.007	399.995	0.070	1.984	1772221931.212
140	400.000	-0.037	400.000	0.271	3.463	1772221931.471
141	400.000	0.008	399.999	0.115	3.467	1772221931.744
142	400.000	-0.023	400.000	0.136	3.912	1772221931.982
143	400.000	-0.008	399.998	0.262	3.235	1772221932.222
144	400.000	-0.005	400.001	0.152	4.054	1772221932.478
145	400.000	-0.019	399.997	0.043	5.716	1772221932.727
146	400.000	0.008	400.002	0.204	3.104	1772221932.978
147	400.000	0.019	400.002	0.257	4.414	1772221933.233
148	400.000	0.005	399.999	0.163	4.489	1772221933.486
149	400.000	0.029	399.999	0.283	4.403	1772221933.717
150	400.000	0.014	399.998	0.628	1.612	1772221933.972
151	400.000	0.003	400.001	0.603	1.656	1772221934.234
152	400.000	-0.030	400.000	0.585	1.617	1772221934.480
153	400.000	-0.034	399.999	0.563	1.552	1772221934.708
154	400.000	-0.008	400.001	0.608	1.636	1772221934.978
155	400.000	0.010	400.000	0.620	1.649	1772221935.231
156	400.000	0.022	400.001	0.669	1.632	1772221935.482
157	400.000	0.063	400.000	0.644	1.704	1772221935.711
158	400.000	0.039	399.999	0.756	1.812	1772221935.967
159	400.000	-0.014	400.001	0.311	5.027	1772221936.239
160	400.000	0.051	399.999	0.441	4.237	1772221936.460
161	400.000	0.034	399.999	0.743	2.077	1772221936.739
162	400.000	0.014	400.002	0.392	5.238	1772221936.995
163	400.000	-0.027	399.999	0.526	4.306	1772221937.243
164	400.000	0.015	399.999	0.697	1.681	1772221937.520
165	400.000	-0.027	399.997	0.476	5.097	1772221937.736
166	400.000	-0.003	400.001	0.451	3.751	1772221937.996
167	400.000	-0.038	399.998	0.648	1.664	1772221938.258
168	400.000	0.048	399.999	0.695	4.951	1772221938.509
169	400.000	-0.033	399.999	0.370	3.466	1772221938.738
170	400.000	-0.038	400.002	0.644	1.717	1772221939.014
171	400.000	-0.021	400.001	0.590	5.146	1772221939.268
172	400.000	-0.008	399.999	0.475	3.573	1772221939.521
173	400.000	-0.005	400.001	0.546	1.821	1772221939.760
174	400.000	-0.002	400.000	0.503	4.938	1772221939.987
175	400.000	-0.010	400.001	0.443	3.669	1772221940.260
176	400.000	0.039	400.004	0.595	1.938	1772221940.501
177	400.000	0.024	400.002	0.592	4.981	1772221940.748
178	400.000	0.010	400.000	0.377	3.021	1772221940.998
179	400.000	-0.007	400.000	0.562	1.682	1772221941.233
180	400.000	0.016	399.999	0.597	4.933	1772221941.505
181	400.000	-0.068	400.000	0.574	3.297	1772221941.752
182	400.000	0.019	400.001	0.398	1.539	1772221942.013
183	400.000	-0.011	400.003	0.668	5.058	1772221942.250
184	400.000	-0.011	399.997	0.512	3.071	1772221942.497
185	400.000	-0.014	400.000	0.383	1.390	1772221942.758
186	400.000	0.021	400.001	0.665	5.099	1772221943.019
187	400.000	-0.026	400.000	0.667	2.694	1772221943.267
188	400.000	0.053	399.999	0.385	1.434	1772221943.462
189	400.000	0.022	400.000	0.690	4.979	1772221943.669
190	400.000	-0.018	400.000	0.505	3.362	1772221943.942
191	400.000	0.009	400.002	0.664	1.669	1772221944.171
192	400.000	-0.006	400.004	0.466	5.085	1772221944.439
193	400.000	0.037	399.999	0.479	3.710	1772221944.679
194	400.000	-0.005	400.000	0.853	1.806	1772221944.926
195	400.000	-0.025	400.001	0.507	4.915	1772221945.176
196	400.000	-0.013	399.998	0.415	3.660	1772221945.416
197	400.000	0.060	400.001	0.699	1.623	1772221945.689
198	400.000	0.023	400.003	0.656	5.007	1772221945.918
199	400.000	0.031	400.000	0.570	3.767	1772221946.204
200	400.000	-0.006	400.001	0.668	1.493	1772221946.428
201	400.000	-0.004	400.003	0.657	4.999	1772221946.674
202	400.000	-0.034	399.998	0.475	3.308	1772221946.940
203	400.000	0.002	400.003	0.442	1.586	1772221947.211
204	400.000	-0.005	400.001	0.774	4.915	1772221947.437
205	400.000	0.031	400.000	0.539	3.189	1772221947.678
206	400.000	-0.032	399.997	0.566	1.623	1772221947.955
207	400.000	-0.009	400.004	0.656	4.929	1772221948.183
208	400.000	-0.004	400.002	0.538	2.836	1772221948.459
209	400.000	-0.050	400.001	0.367	1.354	1772221948.687
210	400.000	-0.009	400.001	0.708	4.906	1772221948.944
211	400.000	0.001	400.003	0.597	2.771	1772221949.198
212	400.000	0.012	400.000	0.544	1.549	1772221949.429
213	400.000	0.010	400.003	0.722	4.844	1772221949.703
214	400.000	-0.023	399.997	0.510	2.720	1772221949.940
215	400.000	-0.043	399.998	0.441	1.663	1772221950.211
216	400.000	0.000	400.000	0.727	4.868	1772221950.447
217	400.000	-0.015	400.000	0.516	2.697	1772221950.697
218	400.000	-0.013	400.000	0.338	1.465	1772221950.933
219	400.000	0.007	400.001	0.650	4.942	1772221951.226
220	400.000	-0.002	400.000	0.695	2.392	1772221951.475
221	400.000	0.030	400.002	0.337	1.170	1772221951.676
222	400.000	-0.020	400.001	0.703	4.894	1772221951.950
223	400.000	-0.015	400.000	0.623	2.462	1772221952.198
224	400.000	0.014	399.996	0.290	1.293	1772221952.454
225	400.000	0.008	400.001	0.726	4.748	1772221952.697
226	400.000	-0.016	400.000	0.781	2.304	1772221952.961
227	400.000	0.030	399.999	0.130	0.669	1772221953.201
228	400.000	0.028	400.004	0.704	4.811	1772221953.431
229	400.000	-0.042	399.996	0.658	2.504	1772221953.703
230	400.000	-0.012	400.001	0.157	0.718	1772221953.925
231	400.000	0.019	400.005	0.699	4.898	1772221954.185
