Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	600.000	0.036	600.045	0.215	0.013	1771887823.497
2	600.000	-0.031	600.037	0.191	0.213	1771887823.763
3	600.000	-0.006	600.033	0.247	0.332	1771887824.012
4	600.000	-0.107	600.029	0.230	0.552	1771887824.265
5	600.000	-0.021	600.023	0.132	0.359	1771887824.484
6	600.000	-0.038	600.025	0.086	0.388	1771887824.757
7	600.000	0.072	600.019	0.180	0.768	1771887825.013
8	600.000	0.029	600.017	0.183	0.921	1771887825.263
9	600.000	-0.041	600.016	0.189	0.801	1771887825.521
10	600.000	0.002	600.014	0.215	0.635	1771887825.765
11	600.000	-0.030	600.014	0.225	0.673	1771887825.999
12	600.000	0.014	600.015	0.172	0.912	1771887826.267
13	600.000	-0.016	600.014	0.182	0.639	1771887826.515
14	600.000	0.051	600.008	0.228	0.982	1771887826.745
15	600.000	-0.008	600.007	0.182	1.005	1771887827.021
16	600.000	-0.027	600.009	0.305	0.972	1771887827.251
17	600.000	0.017	600.009	0.162	1.398	1771887827.494
18	600.000	-0.004	600.007	0.235	0.997	1771887827.747
19	600.000	-0.009	600.006	0.230	1.146	1771887828.021
20	600.000	-0.008	600.008	0.097	0.638	1771887828.243
21	600.000	-0.008	600.008	0.199	0.900	1771887828.495
22	600.000	0.035	600.010	0.152	0.848	1771887828.750
23	600.000	-0.025	600.009	0.172	0.756	1771887828.994
24	600.000	-0.011	600.006	0.166	1.050	1771887829.259
25	600.000	-0.011	599.999	0.200	0.921	1771887829.515
26	600.000	-0.033	600.003	0.120	0.889	1771887829.744
27	600.000	-0.004	600.004	0.083	1.399	1771887829.996
28	600.000	0.028	600.005	0.160	1.567	1771887830.250
29	600.000	-0.045	600.003	0.246	1.299	1771887830.519
30	600.000	0.047	600.001	0.187	1.292	1771887830.757
31	600.000	0.008	600.006	0.167	0.641	1771887830.997
32	600.000	-0.014	600.001	0.213	1.356	1771887831.256
33	600.000	0.041	600.004	0.262	1.083	1771887831.530
34	600.000	0.007	600.002	0.139	1.388	1771887831.778
35	600.000	0.026	600.003	0.153	1.270	1771887831.999
36	600.000	0.004	600.005	0.168	1.278	1771887832.270
37	600.000	-0.029	600.002	0.177	1.051	1771887832.516
38	600.000	0.003	600.001	0.184	1.367	1771887832.794
39	600.000	0.028	600.001	0.110	1.592	1771887833.023
40	600.000	0.026	600.003	0.254	0.931	1771887833.248
41	600.000	-0.027	600.001	0.236	1.020	1771887833.520
42	600.000	-0.017	600.002	0.225	0.826	1771887833.772
43	600.000	0.011	600.003	0.205	1.020	1771887834.053
44	600.000	-0.005	599.999	0.182	1.079	1771887834.288
45	600.000	0.031	600.004	0.221	0.994	1771887834.538
46	600.000	0.030	600.001	0.195	1.132	1771887834.787
47	600.000	0.001	600.001	0.194	1.026	1771887835.041
48	600.000	0.042	600.001	0.168	1.077	1771887835.277
49	600.000	0.002	600.002	0.247	1.241	1771887835.509
50	600.000	0.032	599.998	0.189	1.252	1771887835.772
51	600.000	0.040	600.003	0.205	1.157	1771887835.991
52	600.000	0.022	600.000	0.136	1.042	1771887836.185
53	600.000	0.015	600.001	0.186	0.946	1771887836.486
54	600.000	-0.033	600.004	0.156	1.127	1771887836.719
55	600.000	-0.033	600.002	0.181	0.802	1771887836.963
56	600.000	-0.007	600.001	0.186	1.282	1771887837.210
57	600.000	0.013	599.999	0.123	1.622	1771887837.442
58	600.000	0.025	600.001	0.119	0.968	1771887837.709
59	600.000	-0.070	600.000	0.168	1.174	1771887837.950
60	600.000	0.049	599.998	0.294	1.216	1771887838.187
61	600.000	0.053	600.001	0.141	1.712	1771887838.424
62	600.000	0.010	599.999	0.180	1.327	1771887838.637
63	600.000	-0.044	600.000	0.165	1.227	1771887838.908
64	600.000	0.027	600.000	0.142	1.662	1771887839.137
65	600.000	-0.031	600.000	0.212	1.635	1771887839.388
66	600.000	-0.054	599.999	0.145	1.400	1771887839.626
67	600.000	0.039	600.003	0.175	1.105	1771887839.909
68	600.000	0.070	599.995	0.257	1.290	1771887840.149
69	600.000	-0.011	600.001	0.117	1.264	1771887840.393
70	600.000	-0.006	599.998	0.207	1.016	1771887840.677
71	600.000	0.001	600.002	0.111	0.998	1771887840.903
72	600.000	0.038	600.002	0.208	1.183	1771887841.162
73	600.000	-0.014	600.002	0.181	0.823	1771887841.413
74	600.000	-0.075	600.000	0.164	1.326	1771887841.633
75	600.000	-0.085	600.000	0.195	1.457	1771887841.892
76	600.000	-0.020	599.999	0.178	1.281	1771887842.110
77	600.000	0.037	599.999	0.132	0.961	1771887842.318
78	600.000	-0.047	600.000	0.198	0.910	1771887842.544
79	600.000	0.018	599.999	0.208	1.651	1771887842.794
80	600.000	-0.059	600.001	0.158	1.105	1771887843.033
81	600.000	-0.038	600.003	0.132	0.988	1771887843.299
82	600.000	0.048	600.001	0.179	1.139	1771887843.551
83	600.000	0.055	600.003	0.289	1.023	1771887843.812
84	600.000	0.013	600.001	0.262	1.098	1771887844.030
85	600.000	-0.028	599.998	0.159	1.163	1771887844.308
86	600.000	-0.008	599.999	0.161	1.292	1771887844.552
87	600.000	0.003	599.999	0.166	1.877	1771887844.786
88	600.000	0.047	599.997	0.253	0.970	1771887845.052
89	600.000	-0.003	600.002	0.202	1.545	1771887845.296
90	600.000	0.032	600.000	0.214	0.996	1771887845.560
91	600.000	-0.033	600.005	0.182	1.388	1771887845.785
92	600.000	0.044	599.997	0.232	1.156	1771887846.029
93	600.000	0.013	599.999	0.184	1.016	1771887846.293
94	600.000	-0.036	600.000	0.183	1.149	1771887846.567
95	600.000	0.009	600.002	0.175	1.567	1771887846.822
96	600.000	-0.014	599.999	0.206	1.581	1771887847.019
