Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
400.000	400.000	0.975	2.422
400.000	400.004	0.805	2.359
400.000	399.998	0.207	5.304
400.000	400.001	0.307	4.809
400.000	399.999	0.297	4.608
400.000	399.998	0.220	4.929
400.000	400.001	0.268	4.929
400.000	400.001	0.230	4.717
400.000	400.000	0.226	4.703
400.000	400.004	0.215	5.486
400.000	400.000	0.506	2.252
400.000	400.001	0.492	1.336
400.000	399.998	0.494	1.325
400.000	399.999	0.467	1.337
400.000	399.999	0.519	1.410
400.000	400.001	0.504	1.515
400.000	400.003	0.390	1.382
400.000	399.999	0.394	1.571
400.000	399.998	0.343	1.643
400.000	400.002	1.121	2.516
400.000	400.000	1.170	2.471
400.000	400.000	1.073	2.512
400.000	400.001	1.041	2.564
400.000	400.000	1.058	2.533
400.000	400.000	1.069	2.373
400.000	400.003	1.022	2.498
400.000	399.999	0.988	2.502
400.000	400.000	0.157	3.017
400.000	399.999	0.246	4.576
400.000	399.999	0.294	4.318
400.000	399.999	0.228	4.566
400.000	400.002	0.191	4.467
400.000	400.003	0.161	4.219
400.000	400.000	0.145	4.962
400.000	400.003	0.151	4.463
400.000	399.998	0.257	2.325
400.000	399.997	0.466	0.964
400.000	399.997	0.497	0.999
400.000	400.002	0.329	0.926
400.000	400.003	0.372	1.308
400.000	400.001	0.396	1.166
400.000	400.002	0.358	1.225
400.000	399.998	0.421	1.154
400.000	400.000	0.464	1.382
400.000	399.999	0.640	2.491
400.000	400.000	1.098	2.529
400.000	399.998	0.987	2.477
400.000	399.997	1.044	2.479
400.000	400.001	1.018	2.607
400.000	400.000	1.049	2.589
400.000	400.002	1.021	2.414
400.000	399.997	1.080	2.529
400.000	399.999	0.166	2.616
400.000	399.999	0.284	3.611
400.000	399.998	0.230	3.557
400.000	400.002	0.213	3.766
400.000	400.001	0.242	3.644
400.000	400.002	0.076	3.429
400.000	400.000	0.257	3.825
400.000	399.998	0.260	3.394
400.000	399.999	0.282	1.838
400.000	400.000	0.390	0.547
400.000	400.004	0.399	0.490
400.000	400.000	0.390	0.336
400.000	400.000	0.406	0.307
400.000	400.000	0.353	0.074
400.000	400.001	0.335	0.276
400.000	400.001	0.471	0.228
400.000	399.999	0.465	2.297
400.000	399.999	0.962	2.378
400.000	400.000	0.976	2.459
400.000	399.998	1.022	2.407
400.000	399.997	1.020	2.355
400.000	399.999	0.964	2.486
400.000	399.998	0.958	2.346
400.000	399.996	1.061	2.484
400.000	400.000	0.241	2.507
400.000	400.001	0.205	3.748
400.000	399.999	0.257	3.905
400.000	400.001	0.130	3.885
400.000	400.001	0.287	3.628
400.000	400.002	0.200	3.936
400.000	400.003	0.178	3.861
400.000	399.998	0.254	3.658
400.000	400.000	0.373	3.411
400.000	400.003	0.324	0.968
400.000	399.998	0.351	6.217
400.000	400.003	0.376	5.979
400.000	400.000	0.384	6.147
400.000	400.004	0.363	6.239
400.000	400.001	0.412	6.227
400.000	400.002	0.394	6.262
400.000	400.003	0.389	6.145
400.000	400.000	0.143	2.108
400.000	400.001	0.864	2.229
400.000	399.998	0.885	2.366
400.000	400.000	0.849	2.390
400.000	399.999	0.902	2.302
400.000	399.999	0.898	2.269
400.000	400.001	0.853	2.352
400.000	399.999	0.835	2.285
400.000	399.999	0.482	2.128
400.000	400.001	0.436	3.065
400.000	399.998	0.490	2.980
400.000	399.996	0.461	3.117
400.000	400.003	0.503	2.960
400.000	399.998	0.472	2.999
400.000	399.997	0.505	2.953
400.000	399.996	0.500	3.032
400.000	399.997	0.426	2.844
400.000	399.999	0.135	6.152
400.000	400.001	0.359	5.840
400.000	399.998	0.431	6.100
400.000	400.002	0.466	5.707
400.000	399.998	0.320	5.714
400.000	400.002	0.414	5.761
400.000	400.003	0.442	5.941
400.000	399.998	0.413	5.724
400.000	399.998	0.831	2.461
400.000	399.999	0.982	2.290
400.000	400.000	0.976	2.365
400.000	400.003	0.971	2.308
400.000	400.001	0.947	2.312
400.000	399.999	0.933	2.389
400.000	400.004	0.993	2.367
400.000	399.999	0.875	2.303
400.000	399.995	0.641	2.281
400.000	400.000	0.517	2.854
400.000	400.001	0.561	2.815
400.000	399.997	0.543	2.853
400.000	400.001	0.529	2.827
400.000	399.995	0.466	2.835
400.000	400.002	0.558	2.846
400.000	400.000	0.521	2.769
400.000	400.001	0.605	3.095
400.000	400.000	0.332	2.314
400.000	400.003	0.409	5.993
400.000	400.001	0.288	6.126
400.000	400.000	0.357	6.053
400.000	399.998	0.321	5.908
400.000	400.003	0.317	5.861
400.000	400.003	0.358	5.878
400.000	399.998	0.403	6.141
400.000	400.000	0.805	2.408
400.000	400.001	0.996	2.247
400.000	399.999	0.912	2.325
400.000	399.999	0.923	2.383
400.000	400.000	0.980	2.424
400.000	400.000	0.958	2.239
400.000	400.001	0.967	2.384
400.000	400.000	0.931	2.418
400.000	399.999	0.905	2.413
400.000	399.999	0.285	3.121
400.000	400.002	0.354	2.918
400.000	399.999	0.484	3.113
400.000	399.997	0.461	3.195
400.000	400.000	0.451	3.049
400.000	399.998	0.449	2.982
400.000	399.999	0.466	3.061
400.000	400.000	0.419	3.093
400.000	400.000	0.296	1.950
400.000	400.000	0.346	5.936
400.000	399.998	0.543	6.063
400.000	400.001	0.429	6.211
400.000	399.999	0.422	6.046
400.000	399.999	0.448	6.076
400.000	400.000	0.383	6.044
400.000	400.002	0.394	5.982
400.000	400.000	0.209	2.205
400.000	400.001	0.913	2.342
400.000	399.999	0.870	2.277
400.000	399.999	0.817	2.499
400.000	400.002	0.868	2.388
400.000	399.999	0.935	2.387
400.000	400.001	0.920	2.364
400.000	400.000	0.899	2.366
400.000	400.001	0.894	2.268
400.000	399.999	0.296	2.865
400.000	400.001	0.543	2.697
400.000	399.999	0.622	2.965
400.000	399.999	0.580	2.717
400.000	400.000	0.712	2.896
400.000	400.001	0.575	2.684
400.000	399.998	0.539	2.784
400.000	400.000	0.606	2.799
400.000	400.002	0.367	2.547
400.000	400.002	0.504	5.937
400.000	399.999	0.480	5.876
400.000	400.000	0.372	6.097
400.000	400.001	0.389	5.970
400.000	399.999	0.446	5.750
400.000	399.997	0.573	6.063
400.000	399.999	0.460	5.951
400.000	400.002	0.292	6.042
400.000	400.002	0.940	2.226
400.000	400.001	0.876	2.298
400.000	400.001	0.802	2.318
400.000	400.003	0.838	2.301
400.000	400.001	0.884	2.222
400.000	399.998	0.790	2.034
400.000	400.004	0.934	2.275
400.000	399.998	0.912	2.315
400.000	400.001	0.548	2.155
400.000	400.001	0.330	3.382
400.000	400.002	0.460	3.217
400.000	400.001	0.492	3.046
400.000	400.004	0.380	3.018
400.000	400.001	0.504	3.084
400.000	399.999	0.418	2.773
400.000	400.000	0.427	2.858
400.000	400.003	0.620	3.336
400.000	400.001	0.463	2.587
400.000	400.000	0.383	5.773
400.000	399.998	0.484	5.656
400.000	400.000	0.450	5.736
400.000	399.999	0.376	5.843
400.000	400.001	0.379	5.710
400.000	400.003	0.471	5.897
400.000	400.002	0.418	5.899
400.000	400.004	0.174	5.559
400.000	399.999	0.805	2.379
400.000	400.000	0.678	2.216
400.000	400.001	0.790	2.211
400.000	400.001	0.705	2.183
400.000	399.999	0.786	2.191
400.000	399.997	0.745	2.240
400.000	399.997	0.746	2.264
400.000	399.998	0.789	2.109
400.000	399.999	0.592	1.969
400.000	400.001	0.305	2.518
400.000	400.004	0.637	2.709
400.000	400.002	0.660	2.747
400.000	399.997	0.661	2.659
400.000	400.001	0.695	2.724
400.000	399.999	0.599	2.680
400.000	400.000	0.663	2.740
400.000	400.001	0.666	2.748
400.000	399.997	0.511	2.583
400.000	399.998	0.509	5.886
400.000	400.002	0.495	5.908
400.000	400.001	0.464	6.033
400.000	400.001	0.474	6.156
400.000	399.998	0.481	5.659
400.000	399.996	0.499	6.035
400.000	400.002	0.518	5.866
400.000	399.995	0.369	5.939
400.000	399.997	0.776	2.263
400.000	400.002	0.753	2.193
400.000	399.997	0.726	2.222
400.000	399.997	0.804	2.128
400.000	400.002	0.801	2.213
400.000	399.999	0.660	2.275
400.000	400.002	0.756	2.304
400.000	399.999	0.792	2.179
400.000	400.001	0.145	2.216
400.000	400.003	0.796	2.769
400.000	399.997	0.781	2.754
400.000	400.000	0.757	2.689
400.000	400.001	0.724	2.786
400.000	400.003	0.796	2.766
400.000	399.999	0.765	2.760
400.000	399.998	0.816	2.558
400.000	399.999	0.756	2.697
400.000	400.001	0.220	2.685
400.000	400.000	0.488	5.578
400.000	400.001	0.551	5.490
400.000	399.997	0.485	5.585
400.000	400.002	0.524	5.471
400.000	399.999	0.538	5.693
400.000	399.999	0.543	5.738
400.000	399.996	0.487	5.639
400.000	399.999	0.521	2.057
400.000	399.996	0.607	1.973
400.000	399.999	0.668	1.935
400.000	399.996	0.657	2.014
400.000	400.000	0.533	2.289
400.000	400.000	0.676	1.933
400.000	400.002	0.620	1.984
400.000	399.998	0.615	1.992
400.000	399.999	0.404	1.938
400.000	400.004	0.668	2.614
400.000	400.001	0.931	2.449
400.000	399.999	0.816	2.447
400.000	400.000	0.890	2.431
400.000	400.001	0.783	2.409
400.000	400.001	0.895	2.545
400.000	400.000	0.860	2.397
400.000	399.999	0.874	2.602
400.000	400.000	0.576	2.351
400.000	400.000	0.383	5.682
400.000	400.000	0.370	5.535
400.000	400.001	0.445	5.596
400.000	399.999	0.365	5.533
400.000	400.003	0.418	5.421
400.000	399.999	0.430	5.416
400.000	400.001	0.424	5.481
400.000	400.002	0.402	5.521
400.000	399.996	0.400	2.430
400.000	400.003	0.535	1.851
400.000	399.998	0.464	2.080
400.000	399.995	0.558	1.929
400.000	400.001	0.533	1.847
400.000	400.000	0.497	1.943
400.000	400.002	0.560	1.705
400.000	400.000	0.474	1.729
400.000	400.002	0.451	1.789
400.000	400.001	0.548	2.276
400.000	400.002	1.040	2.546
400.000	400.000	1.019	2.479
400.000	399.997	1.086	2.358
400.000	399.999	1.085	2.528
400.000	400.000	1.045	2.461
400.000	399.997	1.083	2.455
400.000	400.002	0.595	2.392
400.000	400.004	0.497	5.176
400.000	399.999	0.381	5.209
400.000	400.003	0.486	5.031
400.000	400.000	0.504	5.156
400.000	399.999	0.370	5.152
400.000	400.000	0.408	5.032
400.000	400.000	0.430	5.115
400.000	399.996	0.259	4.894
400.000	400.002	0.372	2.092
400.000	399.997	0.403	1.671
400.000	400.000	0.374	1.922
400.000	400.000	0.375	1.664
400.000	399.997	0.363	1.561
400.000	400.001	0.489	1.679
400.000	400.000	0.475	1.650
400.000	400.001	0.461	1.573
400.000	399.997	0.245	1.927
400.000	400.001	1.039	2.383
400.000	400.001	1.082	2.456
400.000	400.001	1.035	2.466
400.000	400.001	1.095	2.508
400.000	400.001	1.076	2.388
400.000	400.003	0.985	2.380
400.000	400.000	1.095	2.425
400.000	400.000	1.059	2.357
400.000	399.998	0.229	2.459
400.000	400.002	0.323	5.073
400.000	399.999	0.424	4.964
400.000	400.004	0.328	5.158
400.000	400.000	0.366	5.051
400.000	399.999	0.340	4.983
400.000	400.000	0.454	5.023
400.000	400.000	0.296	5.047
400.000	399.999	0.247	4.881
400.000	400.001	0.523	2.084
400.000	399.998	0.458	1.409
400.000	400.000	0.401	1.278
400.000	399.999	0.251	1.637
400.000	399.998	0.327	1.456
400.000	399.998	0.460	1.404
400.000	399.999	0.356	1.466
400.000	400.001	0.381	1.494
400.000	400.000	0.548	2.420
400.000	400.001	1.035	2.385
400.000	399.998	1.062	2.448
400.000	400.002	0.984	2.372
400.000	400.001	0.985	2.499
400.000	400.001	1.025	2.400
400.000	400.000	1.013	2.465
400.000	400.001	0.995	2.409
400.000	399.997	0.722	2.388
400.000	400.001	0.462	5.119
400.000	399.999	0.487	5.103
400.000	400.000	0.460	5.001
400.000	400.000	0.376	5.265
400.000	399.998	0.451	5.204
400.000	399.998	0.528	5.291
400.000	400.002	0.412	5.239
400.000	399.999	0.313	5.348
400.000	400.000	0.534	2.095
400.000	400.006	0.544	2.052
400.000	399.999	0.483	1.782
400.000	399.997	0.506	1.831
400.000	400.002	0.439	1.817
400.000	399.998	0.547	1.957
400.000	400.002	0.506	1.901
400.000	400.002	0.527	2.022
400.000	400.001	0.204	2.248
400.000	400.006	0.907	2.469
400.000	400.000	0.986	2.363
400.000	400.000	0.977	2.417
400.000	400.001	0.942	2.430
400.000	399.998	1.011	2.489
400.000	399.997	0.989	2.494
400.000	400.001	0.956	2.426
400.000	400.000	0.193	2.163
400.000	399.997	0.480	5.349
400.000	400.002	0.498	5.260
400.000	399.999	0.501	5.120
400.000	400.004	0.490	5.265
400.000	399.998	0.455	5.370
400.000	400.003	0.523	5.231
400.000	400.000	0.478	5.361
400.000	399.997	0.484	2.320
400.000	400.002	0.456	1.708
400.000	400.000	0.396	1.711
400.000	400.004	0.494	1.686
400.000	400.002	0.459	1.699
400.000	399.997	0.528	1.597
400.000	399.998	0.490	1.635
400.000	400.000	0.463	1.830
400.000	400.000	0.381	2.264
400.000	400.002	1.059	2.482
400.000	400.004	1.106	2.393
400.000	400.000	1.034	2.527
400.000	400.000	0.976	2.523
400.000	400.001	1.011	2.461
400.000	400.001	1.034	2.441
400.000	400.000	1.023	2.470
400.000	400.003	0.281	2.459
400.000	400.000	0.520	5.037
400.000	400.003	0.519	5.058
400.000	400.000	0.473	5.052
400.000	400.001	0.417	5.188
400.000	400.002	0.496	5.275
400.000	400.002	0.449	5.126
400.000	400.004	0.322	5.275
400.000	399.999	0.432	4.960
400.000	400.000	0.412	1.780
400.000	400.000	0.520	1.308
400.000	400.001	0.373	1.327
400.000	400.000	0.431	1.298
400.000	400.000	0.438	1.307
400.000	400.001	0.410	1.417
400.000	399.999	0.522	1.468
400.000	399.999	0.380	1.265
400.000	399.999	0.192	2.193
400.000	400.002	1.101	2.513
400.000	400.001	1.119	2.429
400.000	400.000	1.075	2.364
400.000	400.001	1.109	2.448
400.000	400.002	1.068	2.450
400.000	399.999	1.124	2.470
400.000	399.999	1.073	2.358
400.000	399.998	0.105	5.758
400.000	399.999	0.321	5.038
400.000	400.000	0.356	4.948
400.000	399.998	0.313	4.773
400.000	399.996	0.407	4.994
400.000	399.999	0.305	5.172
400.000	400.000	0.326	5.179
400.000	400.000	0.298	5.043
400.000	400.000	0.280	2.257
400.000	399.997	0.317	0.767
400.000	400.001	0.400	0.698
400.000	399.997	0.369	0.777
400.000	399.999	0.345	0.598
400.000	400.002	0.384	0.647
400.000	400.002	0.383	0.733
400.000	400.000	0.366	0.544
400.000	400.001	0.347	0.826
400.000	400.003	0.414	2.637
400.000	400.003	1.054	2.405
400.000	400.003	1.029	2.362
400.000	400.002	1.030	2.404
400.000	400.002	1.047	2.380
400.000	400.005	1.000	2.450
400.000	399.997	0.999	2.262
400.000	400.002	0.982	2.352
400.000	399.998	0.223	2.310
400.000	400.002	0.252	4.267
400.000	399.998	0.200	3.899
400.000	399.997	0.292	4.026
400.000	399.999	0.320	3.980
400.000	399.999	0.160	3.989
400.000	400.002	0.245	4.135
400.000	400.000	0.262	3.900
400.000	399.998	0.426	2.396
400.000	399.998	0.278	0.100
400.000	400.000	0.351	0.144
400.000	399.999	0.255	5.945
400.000	399.999	0.396	0.022
400.000	399.998	0.299	0.107
400.000	400.000	0.366	0.092
400.000	400.000	0.290	6.080
400.000	399.996	0.052	2.378
400.000	400.000	0.951	2.401
400.000	399.998	0.931	2.252
400.000	400.002	0.823	2.270
400.000	399.999	0.849	2.257
400.000	400.002	0.909	2.252
400.000	400.002	0.943	2.183
400.000	400.002	0.824	2.254
400.000	400.000	0.847	2.219
400.000	400.001	0.104	2.918
400.000	399.998	0.330	2.863
400.000	400.001	0.346	2.901
400.000	400.001	0.423	3.155
400.000	399.998	0.406	3.129
400.000	400.003	0.378	3.160
400.000	400.000	0.367	3.260
400.000	399.999	0.429	2.940
400.000	400.000	0.219	1.488
400.000	399.999	0.392	6.027
400.000	400.000	0.344	5.808
400.000	399.999	0.361	5.786
400.000	399.999	0.241	5.962
400.000	400.001	0.410	6.043
400.000	400.001	0.296	5.862
400.000	400.002	0.406	5.762
400.000	399.999	0.569	2.380
400.000	400.000	0.774	1.978
400.000	400.002	0.740	2.051
400.000	399.999	0.758	2.215
400.000	399.999	0.725	2.116
400.000	399.998	0.771	2.157
400.000	399.998	0.791	2.146
400.000	400.000	0.762	2.206
400.000	399.998	0.417	1.890
400.000	399.997	0.597	2.773
400.000	399.998	0.680	2.833
400.000	400.000	0.693	2.777
400.000	400.000	0.648	2.691
400.000	400.002	0.605	2.705
400.000	400.001	0.659	2.802
400.000	400.001	0.713	2.716
400.000	400.001	0.697	2.721
400.000	400.002	0.163	1.343
400.000	400.000	0.380	5.804
400.000	399.997	0.452	5.843
400.000	399.997	0.354	5.828
400.000	400.000	0.495	5.927
400.000	399.999	0.376	5.823
400.000	400.002	0.429	5.861
400.000	400.001	0.398	5.865
400.000	399.999	0.285	2.207
400.000	400.000	0.971	2.374
400.000	399.997	0.969	2.225
400.000	400.001	0.973	2.388
400.000	399.998	0.947	2.199
400.000	399.999	0.959	2.419
400.000	400.005	0.929	2.397
400.000	399.997	0.877	2.353
400.000	400.001	0.390	2.478
400.000	400.001	0.429	3.015
400.000	400.002	0.376	3.008
400.000	400.005	0.393	3.213
400.000	399.999	0.394	2.911
400.000	400.003	0.385	2.876
400.000	400.005	0.451	3.201
400.000	400.001	0.515	2.802
400.000	400.001	0.241	1.086
400.000	400.002	0.400	5.688
400.000	400.001	0.440	5.810
400.000	399.999	0.500	5.775
400.000	400.004	0.494	5.795
400.000	400.000	0.475	5.830
400.000	400.000	0.436	5.873
400.000	400.001	0.040	2.823
400.000	399.998	0.879	2.427
400.000	400.000	0.771	2.340
400.000	400.003	0.878	2.415
400.000	400.001	0.919	2.394
400.000	399.998	0.826	2.340
400.000	400.001	0.920	2.277
400.000	400.000	0.952	2.277
400.000	400.001	0.802	2.448
400.000	399.998	0.310	2.160
400.000	399.997	0.581	2.891
400.000	399.998	0.571	2.814
400.000	400.001	0.522	2.972
400.000	400.001	0.507	2.865
400.000	400.000	0.607	2.896
400.000	400.001	0.564	2.871
400.000	400.002	0.532	2.805
400.000	400.000	0.425	2.806
400.000	400.000	0.044	1.073
400.000	399.998	0.438	5.546
400.000	399.999	0.442	5.475
400.000	399.999	0.484	5.625
400.000	400.001	0.491	5.599
400.000	400.002	0.421	5.520
400.000	399.999	0.416	5.618
400.000	400.001	0.435	5.346
400.000	400.000	0.669	2.210
400.000	400.004	0.725	1.791
400.000	400.000	0.647	1.963
400.000	400.000	0.605	1.905
400.000	400.000	0.617	1.971
400.000	400.001	0.653	1.935
400.000	400.000	0.698	1.929
400.000	399.998	0.643	1.962
400.000	399.999	0.258	2.401
400.000	399.998	0.697	2.803
400.000	399.998	0.715	2.693
400.000	400.001	0.750	2.769
400.000	400.000	0.679	2.602
400.000	400.001	0.695	2.625
400.000	400.000	0.641	2.625
400.000	399.998	0.711	2.726
400.000	400.003	0.561	2.518
400.000	399.998	0.456	5.353
400.000	400.000	0.473	5.418
400.000	400.000	0.450	5.410
400.000	399.997	0.482	5.369
400.000	399.999	0.451	5.347
400.000	400.002	0.555	5.429
400.000	400.002	0.487	5.354
400.000	400.003	0.433	5.378
400.000	400.000	0.376	2.407
400.000	400.001	0.662	2.036
400.000	399.998	0.706	1.936
400.000	399.996	0.676	1.940
400.000	400.000	0.646	1.925
400.000	400.003	0.619	2.041
400.000	399.999	0.661	1.851
400.000	400.001	0.619	1.922
400.000	400.001	0.269	2.129
400.000	400.002	0.815	2.518
400.000	400.000	0.895	2.562
400.000	400.002	0.898	2.525
400.000	400.001	0.848	2.582
400.000	399.998	0.921	2.623
400.000	400.002	0.838	2.524
400.000	399.999	0.985	2.672
400.000	399.998	0.839	2.584
400.000	400.001	0.321	1.432
400.000	400.002	0.539	5.111
400.000	400.000	0.461	5.146
400.000	399.999	0.512	5.221
400.000	399.997	0.484	5.280
400.000	400.000	0.531	4.968
400.000	400.001	0.450	5.082
400.000	400.001	0.469	5.234
400.000	400.001	0.396	2.163
400.000	400.000	0.474	1.296
400.000	399.999	0.505	1.260
400.000	399.999	0.570	1.212
400.000	400.000	0.392	1.207
400.000	400.002	0.564	1.195
400.000	400.000	0.505	1.306
400.000	399.999	0.558	1.306
400.000	399.999	0.441	1.136
400.000	400.000	0.444	2.624
400.000	399.998	0.968	2.536
400.000	399.998	0.962	2.510
400.000	399.999	0.941	2.598
400.000	399.999	1.045	2.347
400.000	400.003	0.971	2.470
400.000	399.998	0.999	2.387
400.000	400.002	0.968	2.518
400.000	399.998	0.842	2.531
400.000	399.999	0.122	5.354
400.000	400.000	0.328	4.208
400.000	400.001	0.272	4.281
400.000	399.999	0.251	4.629
400.000	399.999	0.227	4.255
400.000	399.998	0.244	4.206
400.000	400.003	0.296	4.444
400.000	400.001	0.256	4.383
400.000	400.002	0.266	2.536
400.000	400.001	0.460	0.928
400.000	399.999	0.458	0.843
400.000	399.998	0.436	0.868
400.000	399.998	0.454	0.815
400.000	399.998	0.449	0.891
400.000	400.002	0.473	0.886
400.000	400.000	0.365	1.055
400.000	399.999	0.268	1.372
400.000	400.000	1.055	2.302
400.000	399.999	1.025	2.355
400.000	400.000	0.981	2.408
400.000	400.001	0.969	2.377
400.000	399.998	1.031	2.439
400.000	400.001	0.993	2.335
400.000	399.999	0.951	2.300
400.000	400.002	0.073	2.940
400.000	400.002	0.313	3.534
400.000	400.000	0.365	3.469
400.000	400.002	0.303	3.500
400.000	400.003	0.272	3.269
400.000	400.000	0.318	3.355
400.000	400.000	0.267	3.238
400.000	400.002	0.285	3.329
400.000	400.000	0.341	3.474
400.000	400.001	0.285	2.292
400.000	400.000	0.350	0.131
400.000	399.999	0.428	0.182
400.000	400.003	0.428	0.317
400.000	399.999	0.429	6.183
400.000	400.000	0.321	0.051
400.000	400.002	0.440	6.236
400.000	400.002	0.482	0.153
400.000	400.001	0.399	2.569
400.000	399.999	0.869	2.175
400.000	399.997	0.900	2.325
400.000	400.001	0.956	2.140
400.000	400.001	0.907	2.213
400.000	400.000	0.696	6.011
400.000	400.003	0.880	2.278
400.000	400.001	0.793	2.290
400.000	400.001	0.342	2.418
400.000	400.001	0.516	2.799
400.000	399.999	0.574	3.004
400.000	399.999	0.530	2.908
400.000	400.000	0.593	2.808
400.000	400.001	0.565	2.989
400.000	399.999	0.545	2.875
400.000	400.002	0.528	2.800
400.000	400.001	0.616	2.819
400.000	400.000	0.435	2.110
400.000	399.999	0.481	5.960
400.000	400.001	0.462	5.728
400.000	400.000	0.519	5.960
400.000	399.999	0.449	5.753
400.000	400.002	0.514	5.907
400.000	399.998	0.532	5.707
400.000	400.001	0.464	5.804
400.000	400.002	0.145	5.493
400.000	399.999	0.833	2.269
400.000	399.998	0.705	2.178
400.000	400.000	0.741	1.986
400.000	399.999	0.779	2.048
400.000	400.001	0.796	2.026
400.000	400.000	0.776	1.956
400.000	399.999	0.831	2.000
400.000	399.999	0.316	1.866
400.000	400.001	0.688	2.691
400.000	399.999	0.701	2.810
400.000	400.003	0.731	2.628
400.000	399.997	0.787	2.720
400.000	400.002	0.748	2.626
400.000	400.000	0.775	2.767
400.000	400.001	0.722	2.693
400.000	400.000	0.734	2.606
400.000	399.995	0.229	1.200
400.000	400.000	0.536	5.895
400.000	399.999	0.445	6.093
400.000	400.000	0.494	5.813
400.000	400.003	0.532	5.993
400.000	400.002	0.489	6.021
400.000	400.001	0.506	5.944
400.000	399.997	0.466	5.932
400.000	399.999	0.151	5.615
400.000	399.999	0.711	1.895
400.000	400.002	0.724	1.748
400.000	399.999	0.761	1.758
400.000	400.000	0.587	1.817
400.000	400.000	0.692	1.832
400.000	400.002	0.721	1.784
400.000	400.004	0.707	1.710
400.000	399.998	0.333	1.883
400.000	399.999	0.934	2.775
400.000	399.999	0.913	2.692
400.000	399.997	0.845	2.629
400.000	400.004	0.966	2.764
400.000	399.999	0.788	2.699
400.000	400.000	0.827	2.656
400.000	400.000	0.872	2.718
400.000	400.002	0.867	2.632
400.000	400.001	0.438	2.162
400.000	399.998	0.566	5.256
400.000	400.000	0.616	5.300
400.000	400.000	0.605	5.253
400.000	399.999	0.564	5.256
400.000	400.003	0.552	5.317
400.000	400.002	0.550	5.292
400.000	399.999	0.584	5.293
400.000	399.999	0.051	2.122
400.000	400.002	0.700	1.862
400.000	400.001	0.695	1.798
400.000	399.996	0.614	1.839
400.000	400.003	0.677	1.741
400.000	399.999	0.668	1.686
400.000	400.004	0.627	1.868
400.000	399.997	0.518	1.617
400.000	400.000	0.617	2.833
400.000	399.998	0.862	2.758
400.000	400.003	0.954	2.663
400.000	400.001	0.925	2.715
400.000	399.999	0.915	2.688
400.000	399.999	0.913	2.620
400.000	399.999	0.968	2.685
400.000	400.000	0.900	2.640
400.000	399.997	0.136	6.114
400.000	399.996	0.580	5.235
400.000	400.000	0.577	5.384
400.000	400.000	0.587	5.128
400.000	399.998	0.553	5.357
400.000	399.998	0.639	5.361
400.000	400.002	0.478	5.385
400.000	399.999	0.548	5.285
400.000	400.001	0.134	3.592
400.000	399.997	0.589	1.519
400.000	399.998	0.587	1.441
400.000	399.998	0.539	1.580
400.000	400.001	0.594	1.439
400.000	399.998	0.601	1.527
400.000	399.998	0.554	1.410
400.000	399.999	0.609	1.355
400.000	400.002	0.156	2.984
400.000	399.998	0.964	2.602
400.000	400.001	1.033	2.565
400.000	399.999	1.065	2.526
400.000	400.003	1.005	2.554
400.000	400.000	1.002	2.586
400.000	400.002	1.139	2.641
400.000	399.998	1.058	2.608
400.000	399.999	0.664	2.568
400.000	399.998	0.423	5.915
400.000	400.001	0.499	5.902
400.000	400.000	0.494	6.062
400.000	399.998	0.536	5.965
400.000	399.999	0.400	5.816
400.000	399.999	0.480	5.740
400.000	399.998	0.422	5.949
400.000	399.999	0.490	6.010
400.000	400.000	0.496	2.344
400.000	400.002	0.532	1.748
400.000	400.000	0.544	1.706
400.000	400.001	0.633	1.638
400.000	400.000	0.529	1.513
400.000	400.001	0.592	1.531
400.000	399.997	0.571	1.595
400.000	400.005	0.537	1.457
400.000	399.999	0.550	2.795
400.000	399.997	1.052	2.657
400.000	400.001	1.000	2.588
400.000	399.999	1.041	2.634
400.000	400.000	1.120	2.577
400.000	400.000	1.078	2.565
400.000	399.996	1.001	2.683
400.000	399.997	1.140	2.619
400.000	399.996	0.672	2.264
400.000	400.000	0.319	5.096
400.000	400.002	0.456	5.119
400.000	399.999	0.463	5.023
400.000	400.000	0.414	5.022
400.000	400.002	0.438	4.887
400.000	400.000	0.459	4.917
400.000	400.001	0.499	4.953
400.000	399.998	0.476	5.246
400.000	399.998	0.516	1.647
400.000	399.998	0.464	1.288
400.000	400.003	0.488	1.227
400.000	400.003	0.558	1.041
400.000	400.001	0.528	1.104
400.000	399.998	0.558	1.093
400.000	399.996	0.571	1.141
400.000	400.002	0.528	1.190
400.000	400.002	0.278	2.476
400.000	400.000	1.117	2.619
400.000	400.001	1.015	2.578
400.000	400.001	1.051	2.534
400.000	400.000	1.043	2.676
400.000	400.003	1.090	2.693
400.000	400.000	1.125	2.611
400.000	400.003	1.044	2.597
400.000	399.999	1.008	2.699
400.000	399.997	0.159	1.399
400.000	400.001	0.264	4.154
400.000	400.004	0.311	3.982
400.000	400.001	0.383	4.070
400.000	400.001	0.378	4.211
400.000	400.000	0.312	4.039
400.000	400.001	0.333	4.005
400.000	400.003	0.443	4.188
400.000	400.003	0.354	2.195
400.000	400.000	0.394	0.699
400.000	399.997	0.625	0.664
400.000	399.999	0.427	0.617
400.000	399.997	0.517	0.551
400.000	400.000	0.531	0.669
400.000	400.000	0.467	0.671
400.000	400.001	0.511	0.648
400.000	399.999	0.189	1.452
400.000	400.000	0.942	2.226
400.000	400.003	0.984	2.292
