Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
400.000	399.998	1.010	0.476
400.000	399.997	1.156	0.158
400.000	400.003	1.120	6.027
400.000	399.999	0.870	5.614
400.000	400.004	0.584	4.907
400.000	400.002	0.562	3.951
400.000	399.998	0.614	3.189
400.000	400.005	0.771	2.681
400.000	399.998	0.798	2.405
400.000	399.999	0.686	1.920
400.000	400.002	0.682	1.290
400.000	400.003	0.885	0.782
400.000	399.999	1.093	0.334
400.000	399.999	1.138	6.197
400.000	400.001	1.090	5.854
400.000	400.002	0.769	5.341
400.000	400.000	0.602	4.897
400.000	400.002	0.415	4.044
400.000	400.001	0.658	3.166
400.000	400.002	0.733	2.698
400.000	400.000	0.874	2.297
400.000	400.000	0.689	1.927
400.000	400.001	0.680	1.239
400.000	400.000	0.805	0.813
400.000	399.999	1.076	0.434
400.000	400.000	1.123	0.026
400.000	399.998	1.126	5.941
400.000	400.002	0.857	5.638
400.000	400.001	0.600	4.799
400.000	400.001	0.498	3.889
400.000	400.001	0.621	3.224
400.000	400.002	0.734	2.595
400.000	400.001	0.784	2.305
400.000	400.000	0.784	1.910
400.000	400.003	0.741	1.557
400.000	400.001	0.794	0.903
400.000	400.001	0.894	0.376
400.000	399.998	1.112	0.095
400.000	400.001	1.098	5.996
400.000	399.999	0.878	5.601
400.000	400.002	0.619	5.101
400.000	399.996	0.499	4.111
400.000	400.000	0.670	3.213
400.000	399.998	0.802	2.661
400.000	399.998	0.847	2.338
400.000	399.998	0.686	1.909
400.000	399.999	0.743	1.282
400.000	399.999	0.828	0.898
400.000	399.999	0.969	0.485
400.000	400.000	1.132	6.277
400.000	400.000	1.095	5.994
400.000	399.998	0.888	5.611
400.000	399.999	0.606	4.862
400.000	399.999	0.468	4.135
400.000	400.001	0.547	3.384
400.000	399.999	0.791	2.698
400.000	400.001	0.791	2.302
400.000	399.999	0.808	1.961
400.000	400.004	0.664	1.605
400.000	400.003	0.882	0.740
400.000	399.997	1.079	0.460
400.000	400.000	1.093	6.282
400.000	399.999	1.068	5.988
400.000	400.000	0.889	5.386
400.000	399.998	0.667	4.956
400.000	400.001	0.536	4.190
400.000	400.000	0.582	3.419
400.000	400.004	0.718	2.818
400.000	399.996	0.796	2.459
400.000	399.997	0.709	2.013
400.000	400.000	0.755	1.544
400.000	400.000	0.825	1.041
400.000	400.000	0.929	0.486
400.000	399.999	1.109	0.037
400.000	400.002	1.096	5.928
400.000	400.003	0.958	5.574
400.000	400.000	0.622	5.066
400.000	400.001	0.498	3.942
400.000	400.002	0.659	3.167
400.000	399.997	0.753	2.694
400.000	400.000	0.764	2.218
400.000	400.001	0.849	1.894
400.000	400.004	0.718	1.565
400.000	399.999	0.767	0.973
400.000	399.999	0.955	0.482
400.000	400.001	1.149	0.148
400.000	399.999	1.136	6.007
400.000	400.000	0.968	5.587
400.000	400.001	0.695	5.088
400.000	400.000	0.706	4.242
400.000	399.999	0.677	3.428
400.000	399.999	0.778	2.783
400.000	400.001	0.821	2.380
400.000	399.998	0.740	2.140
400.000	400.002	0.711	1.305
400.000	400.001	0.868	0.899
400.000	400.000	1.007	0.388
400.000	400.000	1.171	6.250
400.000	400.000	1.138	5.952
400.000	399.999	0.893	5.528
400.000	400.001	0.578	4.939
400.000	400.001	0.461	4.032
400.000	399.999	0.649	3.211
400.000	400.001	0.777	2.774
400.000	399.999	0.875	2.338
400.000	400.000	0.768	2.032
400.000	400.000	0.771	1.575
400.000	400.000	0.775	0.991
400.000	400.000	0.950	0.423
400.000	399.999	1.187	0.075
400.000	400.002	1.105	5.980
400.000	400.002	0.919	5.562
400.000	399.999	0.656	4.933
400.000	400.003	0.547	3.826
400.000	399.999	0.577	3.096
400.000	399.999	0.783	2.619
400.000	399.999	0.820	2.318
400.000	399.998	0.798	1.997
400.000	400.004	0.809	1.474
400.000	399.999	0.810	0.840
400.000	400.000	1.119	0.400
400.000	400.004	1.207	0.070
400.000	400.002	1.190	6.010
400.000	400.000	1.006	5.699
400.000	400.002	0.747	5.142
400.000	400.000	0.531	4.491
400.000	400.000	0.601	3.551
400.000	399.998	0.692	3.001
400.000	399.997	0.861	2.635
400.000	399.998	0.831	2.247
400.000	399.998	0.743	1.965
400.000	400.000	0.814	1.599
400.000	400.001	0.759	1.038
400.000	400.000	1.073	0.470
400.000	400.000	1.182	0.020
400.000	400.003	1.201	5.884
400.000	399.998	0.847	5.453
400.000	399.999	0.640	4.878
400.000	400.000	0.541	4.018
400.000	399.999	0.675	3.253
400.000	400.000	0.735	2.846
400.000	399.999	0.838	2.306
400.000	399.998	0.763	2.024
400.000	399.998	0.676	1.665
400.000	399.997	0.794	1.109
400.000	400.001	0.919	0.615
400.000	400.003	1.132	0.151
400.000	400.005	1.197	6.055
400.000	400.000	1.007	5.609
400.000	399.998	0.665	5.056
400.000	399.998	0.611	4.160
400.000	400.000	0.613	3.317
400.000	400.002	0.781	2.652
400.000	400.000	0.930	2.389
400.000	400.002	0.778	2.171
400.000	400.000	0.764	1.660
400.000	400.002	0.783	1.109
400.000	400.001	0.943	0.471
400.000	400.002	1.108	0.189
400.000	400.000	1.200	6.034
400.000	400.000	0.835	5.517
400.000	400.002	0.622	4.908
400.000	400.001	0.569	4.099
400.000	399.997	0.664	3.267
400.000	400.000	0.744	2.806
400.000	400.000	0.830	2.320
400.000	399.998	0.745	2.035
400.000	399.998	0.743	1.670
400.000	400.000	0.772	1.124
400.000	399.999	0.886	0.583
400.000	400.001	0.984	0.196
400.000	400.002	1.173	6.069
400.000	399.997	1.044	5.860
400.000	400.000	0.632	5.310
400.000	399.996	0.582	4.368
400.000	400.002	0.588	3.388
400.000	400.000	0.752	2.928
400.000	400.002	0.786	2.530
400.000	399.997	0.743	2.164
400.000	400.001	0.773	1.756
400.000	400.000	0.695	1.175
400.000	399.999	0.937	0.601
400.000	399.998	1.049	0.241
400.000	399.999	1.095	6.039
400.000	400.002	0.926	5.803
400.000	399.999	0.624	5.102
400.000	399.998	0.485	4.056
400.000	400.001	0.709	3.014
400.000	400.000	0.770	2.751
400.000	400.001	0.806	2.284
400.000	399.998	0.717	1.888
400.000	400.001	0.692	1.503
400.000	400.002	0.753	0.950
400.000	400.000	0.989	0.582
400.000	400.001	1.162	0.165
400.000	400.000	1.173	6.075
400.000	400.000	0.954	5.662
400.000	400.005	0.681	5.195
400.000	400.002	0.453	4.130
400.000	399.999	0.609	3.487
400.000	399.999	0.737	2.925
400.000	399.998	0.790	2.499
400.000	400.000	0.819	2.135
400.000	399.998	0.720	1.694
400.000	400.002	0.804	1.028
400.000	400.000	1.004	0.511
400.000	400.002	1.150	0.129
400.000	400.000	1.191	6.046
400.000	400.000	1.018	5.647
400.000	399.997	0.569	4.969
400.000	400.000	0.469	4.040
400.000	399.997	0.654	3.305
400.000	400.002	0.781	2.699
400.000	400.000	0.845	2.400
400.000	400.002	0.818	1.993
400.000	400.002	0.761	1.556
400.000	400.000	0.804	0.955
400.000	400.000	0.957	0.410
400.000	400.001	1.071	0.096
400.000	400.001	1.164	5.889
400.000	400.001	0.951	5.625
400.000	399.997	0.636	5.048
400.000	400.000	0.481	4.145
400.000	400.001	0.573	3.195
400.000	399.998	0.866	2.693
400.000	399.999	0.864	2.345
400.000	399.999	0.737	2.007
400.000	399.999	0.765	1.563
400.000	400.000	0.799	0.928
400.000	399.997	0.950	0.376
400.000	400.001	1.108	0.042
400.000	399.998	1.203	6.041
400.000	400.000	0.930	5.555
400.000	399.999	0.630	5.156
400.000	399.998	0.519	4.026
400.000	399.999	0.610	3.189
400.000	400.000	0.820	2.560
400.000	399.999	0.880	2.295
400.000	399.999	0.829	1.951
400.000	399.999	0.782	1.563
400.000	400.000	0.780	1.040
400.000	400.000	0.929	0.540
400.000	399.999	1.142	0.160
400.000	399.999	1.152	6.099
400.000	400.001	0.981	5.700
400.000	400.001	0.692	5.257
400.000	400.001	0.487	4.375
400.000	399.998	0.530	3.383
400.000	399.998	0.796	2.783
400.000	399.999	0.894	2.495
400.000	400.002	0.905	2.137
400.000	399.998	0.886	1.666
400.000	400.000	0.834	1.159
400.000	399.999	0.955	0.713
400.000	400.001	1.084	0.356
400.000	400.002	1.138	0.017
400.000	400.000	1.120	5.978
400.000	399.997	0.822	5.587
400.000	400.000	0.614	4.672
400.000	400.000	0.511	3.690
400.000	400.002	0.715	3.132
400.000	400.002	0.097	3.271
400.000	399.999	0.716	2.797
400.000	400.001	0.089	2.752
400.000	399.999	0.835	2.546
400.000	400.003	0.906	1.954
400.000	400.001	0.763	1.552
400.000	399.998	0.793	1.084
400.000	400.003	0.943	0.662
400.000	399.999	1.044	0.365
400.000	399.997	1.218	0.076
400.000	399.997	1.127	5.993
400.000	400.001	0.877	5.608
400.000	400.003	0.595	4.912
400.000	399.998	0.527	4.277
400.000	399.998	0.542	3.210
400.000	399.998	0.676	2.772
400.000	399.996	0.859	2.346
400.000	400.003	0.804	2.103
400.000	400.000	0.759	1.569
400.000	400.001	0.787	1.111
400.000	400.000	0.883	0.561
400.000	399.998	1.135	0.126
400.000	399.997	1.189	6.118
400.000	400.001	0.956	5.671
400.000	400.000	0.762	5.419
400.000	399.999	0.524	4.564
400.000	399.998	0.512	3.557
400.000	400.002	0.699	3.033
400.000	400.000	0.820	2.532
400.000	399.998	0.851	2.199
400.000	399.998	0.777	1.879
400.000	400.003	0.727	1.417
400.000	399.996	0.810	0.972
400.000	399.999	0.980	0.453
400.000	400.002	1.143	0.049
400.000	400.000	1.053	5.886
400.000	399.998	0.840	5.557
400.000	400.002	0.590	5.015
400.000	400.001	0.431	4.135
400.000	399.999	0.591	3.198
400.000	400.002	0.677	2.543
400.000	400.000	0.794	2.181
400.000	399.996	0.791	1.907
400.000	400.001	0.725	1.413
400.000	400.000	0.784	0.802
400.000	400.001	1.017	0.386
400.000	400.004	1.109	6.270
400.000	400.001	1.192	6.049
400.000	400.002	0.919	5.522
400.000	399.999	0.562	4.965
400.000	400.002	0.579	4.111
400.000	399.997	0.593	3.103
400.000	400.001	0.708	2.666
400.000	399.997	0.832	2.221
400.000	400.002	0.816	1.723
400.000	399.997	0.756	1.281
400.000	399.999	0.975	0.715
400.000	399.997	1.081	0.296
400.000	399.998	1.144	6.142
400.000	400.000	1.091	5.934
400.000	400.001	0.837	5.493
400.000	399.998	0.487	4.967
400.000	399.994	0.426	4.277
400.000	400.002	0.582	3.125
400.000	399.998	0.750	2.733
400.000	400.003	0.884	2.391
400.000	400.003	0.837	2.120
400.000	399.998	0.768	1.609
400.000	399.998	0.819	0.989
400.000	399.999	1.026	0.413
400.000	399.997	1.122	6.209
400.000	399.999	1.164	6.018
400.000	399.999	0.929	5.663
400.000	399.999	0.712	5.029
400.000	399.998	0.494	4.288
400.000	400.003	0.641	3.363
400.000	399.998	0.699	2.634
400.000	400.000	0.829	2.412
400.000	400.002	0.815	2.014
400.000	400.001	0.859	1.292
400.000	399.999	0.940	0.988
400.000	399.999	1.018	0.455
400.000	399.999	1.195	6.249
400.000	399.999	1.135	6.054
400.000	399.999	1.010	5.758
400.000	399.997	0.650	5.256
400.000	400.004	0.481	4.500
400.000	400.003	0.487	3.445
400.000	400.000	0.796	2.975
400.000	400.000	0.861	2.610
400.000	400.000	0.832	2.147
400.000	399.997	0.721	1.750
400.000	400.000	0.824	1.288
400.000	400.004	0.944	0.701
400.000	400.000	1.053	0.207
400.000	400.001	1.184	6.190
400.000	400.000	0.999	5.806
400.000	399.999	0.820	5.262
400.000	399.998	0.513	4.342
400.000	400.001	0.555	3.374
400.000	400.001	0.813	2.817
400.000	399.996	0.843	2.466
400.000	399.997	0.896	2.131
400.000	400.001	0.855	1.826
400.000	399.999	0.745	1.110
400.000	400.001	0.961	0.603
400.000	400.000	1.112	0.189
400.000	399.998	1.151	6.095
400.000	400.002	1.069	5.701
400.000	399.999	0.720	5.370
400.000	400.003	0.479	4.597
400.000	400.003	0.557	3.555
400.000	400.000	0.701	2.921
400.000	400.000	0.825	2.607
400.000	400.000	0.864	2.222
400.000	400.000	0.836	1.800
400.000	399.998	0.838	1.414
400.000	400.002	0.928	0.701
400.000	400.003	1.143	0.194
400.000	400.001	1.156	6.068
400.000	400.002	1.013	5.788
400.000	399.999	0.704	5.281
400.000	399.997	0.444	4.811
400.000	399.997	0.478	3.881
400.000	400.001	0.600	2.989
400.000	399.998	0.822	2.532
400.000	400.003	0.900	2.230
400.000	399.998	0.887	2.097
400.000	399.999	0.729	1.622
400.000	400.001	0.899	0.953
400.000	400.001	1.008	0.310
400.000	399.994	1.177	0.006
400.000	399.998	1.171	6.057
400.000	400.003	0.860	5.630
400.000	400.000	0.629	5.100
400.000	400.000	0.500	4.100
400.000	399.999	0.672	3.405
400.000	399.999	0.795	2.612
400.000	400.001	0.873	2.430
400.000	399.996	0.885	2.168
400.000	399.998	0.813	1.753
400.000	399.999	0.833	1.254
400.000	399.999	0.890	0.802
400.000	400.000	1.057	0.336
400.000	399.999	1.199	0.032
400.000	400.000	1.091	5.934
400.000	400.002	0.828	5.377
400.000	400.001	0.540	4.849
400.000	399.998	0.492	3.809
400.000	400.001	0.667	3.135
400.000	400.004	0.741	2.700
400.000	400.003	0.835	2.463
400.000	399.998	0.846	2.090
400.000	400.000	0.765	1.787
400.000	400.003	0.879	0.902
400.000	400.000	0.972	0.565
400.000	399.999	1.092	0.189
400.000	400.001	1.189	6.014
400.000	399.997	0.924	5.749
400.000	400.000	0.565	5.239
400.000	400.002	0.426	4.132
400.000	399.999	0.565	3.369
400.000	400.002	0.763	2.658
400.000	400.000	0.796	2.335
400.000	399.999	0.888	2.035
400.000	400.003	0.856	1.728
400.000	399.999	0.905	1.123
400.000	399.997	1.107	0.491
400.000	400.001	1.142	6.274
400.000	400.002	1.098	6.026
400.000	399.999	0.917	5.686
400.000	399.999	0.572	5.162
400.000	399.999	0.474	4.134
400.000	400.006	0.473	3.327
400.000	400.001	0.800	2.752
400.000	400.000	0.913	2.292
400.000	400.000	0.791	2.122
400.000	399.996	0.767	1.660
400.000	399.995	0.805	1.079
400.000	400.003	0.895	0.543
400.000	400.001	1.148	0.199
400.000	399.998	1.123	6.092
400.000	399.999	0.930	5.747
400.000	400.002	0.576	5.173
400.000	400.001	0.463	4.113
400.000	400.000	0.510	3.321
400.000	400.002	0.703	2.782
400.000	400.001	0.836	2.296
400.000	400.001	0.764	2.021
400.000	400.001	0.676	1.644
400.000	400.002	0.891	1.078
400.000	400.000	1.057	0.598
400.000	399.999	1.144	0.231
400.000	400.001	1.063	6.073
400.000	400.004	0.857	5.676
400.000	400.002	0.603	5.227
400.000	399.996	0.402	4.332
400.000	400.002	0.503	3.151
400.000	400.002	0.712	2.679
400.000	400.000	0.798	2.300
400.000	399.999	0.770	2.113
400.000	399.996	0.792	1.583
400.000	400.005	0.813	1.227
400.000	400.000	0.930	0.695
400.000	400.000	1.047	0.245
400.000	400.001	1.129	6.257
400.000	399.999	1.048	5.892
400.000	400.001	0.779	5.561
400.000	400.001	0.587	5.016
400.000	400.000	0.457	3.991
400.000	400.005	0.570	3.101
400.000	400.000	0.712	2.709
400.000	400.001	0.846	2.386
400.000	400.000	0.853	1.859
400.000	400.001	0.772	1.578
400.000	400.002	0.874	0.930
400.000	400.004	0.941	0.462
400.000	399.999	1.128	0.097
400.000	399.998	1.048	5.907
400.000	400.000	0.827	5.523
400.000	399.998	0.510	5.031
400.000	400.002	0.452	4.189
400.000	399.999	0.567	3.045
400.000	400.003	0.745	2.596
400.000	399.995	0.841	2.179
400.000	400.002	0.773	1.823
400.000	400.000	0.777	1.437
400.000	400.000	0.915	0.863
400.000	399.996	1.090	0.310
400.000	400.000	1.148	6.190
400.000	400.001	1.003	5.790
400.000	400.001	0.762	5.404
400.000	400.000	0.535	4.659
400.000	400.000	0.436	3.625
400.000	400.001	0.676	3.017
400.000	400.001	0.748	2.504
400.000	400.001	0.863	1.996
400.000	399.998	0.837	1.729
400.000	400.000	0.733	1.385
400.000	400.001	0.917	0.766
400.000	400.001	1.106	0.257
400.000	399.998	1.106	6.182
400.000	400.006	1.038	5.985
400.000	400.000	0.751	5.415
400.000	400.002	0.540	4.591
400.000	399.997	0.485	3.691
400.000	400.000	0.652	3.009
400.000	399.998	0.806	2.504
400.000	400.000	0.776	2.230
400.000	399.998	0.867	1.839
400.000	399.998	0.864	1.314
400.000	400.000	0.911	0.643
400.000	399.996	1.120	0.004
400.000	400.001	1.027	5.936
400.000	399.999	0.889	5.560
400.000	399.997	0.608	5.101
400.000	399.999	0.476	3.856
400.000	399.999	0.580	3.066
400.000	400.001	0.769	2.595
400.000	399.997	0.809	2.267
400.000	400.000	0.853	1.981
400.000	400.000	0.800	1.441
400.000	399.998	0.909	0.817
400.000	400.002	1.137	0.191
400.000	400.000	1.126	6.133
400.000	400.001	0.862	5.756
400.000	399.999	0.633	5.088
400.000	400.004	0.438	4.006
400.000	400.001	0.509	3.339
400.000	400.001	0.639	2.600
400.000	400.000	0.760	2.386
400.000	400.002	0.833	1.973
400.000	399.999	0.848	1.803
400.000	400.003	0.789	1.380
400.000	399.998	0.886	0.786
400.000	399.999	1.114	0.352
400.000	400.001	1.173	0.074
400.000	400.001	1.132	6.118
400.000	400.000	1.012	5.814
400.000	400.002	0.731	5.393
400.000	399.997	0.458	4.685
400.000	400.001	0.465	3.606
400.000	399.999	0.674	2.866
400.000	399.998	0.802	2.336
400.000	400.001	0.809	2.121
400.000	399.998	0.760	1.742
400.000	400.001	0.831	1.336
400.000	400.000	0.921	0.766
400.000	400.000	1.013	0.449
400.000	399.999	1.121	0.002
400.000	400.000	1.088	5.982
400.000	400.003	0.837	5.488
400.000	400.005	0.563	4.684
400.000	400.002	0.351	3.836
400.000	399.998	0.698	2.917
400.000	399.998	0.792	2.483
400.000	399.999	0.848	2.029
400.000	400.002	0.773	1.773
400.000	400.001	0.850	1.263
400.000	399.999	0.886	0.764
400.000	399.999	0.987	0.278
400.000	400.000	1.106	6.194
400.000	399.998	1.035	5.956
400.000	399.998	0.954	5.673
400.000	400.002	0.614	5.110
400.000	399.999	0.494	4.163
400.000	400.002	0.427	3.334
400.000	400.002	0.617	2.593
400.000	400.001	0.746	2.334
400.000	400.000	0.743	1.984
400.000	399.994	0.798	1.696
400.000	400.002	0.825	1.160
400.000	399.997	0.992	0.633
400.000	399.998	1.085	0.137
400.000	400.003	1.144	6.171
400.000	400.000	0.967	5.898
400.000	399.999	0.856	5.468
400.000	400.001	0.425	4.702
400.000	400.003	0.444	3.470
400.000	400.001	0.583	2.683
400.000	400.002	0.780	2.315
400.000	400.001	0.779	1.933
400.000	399.999	0.843	1.629
400.000	400.000	0.835	1.077
400.000	400.002	0.922	0.634
400.000	399.997	1.048	0.293
400.000	400.001	1.250	6.244
400.000	400.003	1.045	5.933
400.000	400.000	0.863	5.540
400.000	400.002	0.572	5.074
400.000	400.002	0.359	3.930
400.000	400.000	0.561	3.008
400.000	399.996	0.629	2.324
400.000	399.996	0.695	2.151
400.000	400.003	0.693	1.958
400.000	399.999	0.748	1.467
400.000	400.000	0.845	0.966
400.000	400.000	0.951	0.501
400.000	400.000	1.189	0.173
400.000	399.999	1.038	6.145
400.000	400.000	0.873	5.611
400.000	399.999	0.589	4.897
400.000	399.998	0.387	3.950
400.000	399.998	0.562	2.961
400.000	400.003	0.626	2.282
400.000	400.001	0.796	2.191
400.000	399.999	0.790	1.820
400.000	399.999	0.797	1.302
400.000	399.998	0.922	0.846
400.000	400.004	1.071	0.396
400.000	399.997	1.124	6.106
400.000	400.001	0.951	5.662
400.000	400.000	0.612	5.101
400.000	400.001	0.422	4.116
400.000	400.002	0.389	2.990
400.000	400.002	0.601	2.561
400.000	400.000	0.645	2.276
400.000	400.003	0.675	2.032
400.000	399.997	0.751	1.759
400.000	399.996	0.881	1.407
400.000	399.998	0.921	0.835
400.000	400.001	1.124	0.421
400.000	400.003	1.193	6.266
400.000	399.999	1.005	5.830
400.000	400.003	0.791	5.487
400.000	400.002	0.355	4.962
400.000	400.001	0.378	3.763
400.000	400.000	0.543	3.019
400.000	400.002	0.696	2.444
400.000	399.999	0.741	2.070
400.000	400.000	0.831	1.781
400.000	399.998	0.800	1.351
400.000	399.999	0.889	0.872
400.000	399.999	1.113	0.432
400.000	400.001	1.073	6.258
400.000	400.000	1.086	5.933
400.000	400.000	0.781	5.560
400.000	400.000	0.441	4.901
400.000	400.000	0.401	3.772
400.000	399.998	0.446	2.808
400.000	400.000	0.732	2.362
400.000	400.002	0.841	2.108
400.000	400.000	0.774	1.817
400.000	399.998	0.893	1.250
400.000	400.001	0.861	0.752
400.000	400.000	1.044	0.342
400.000	399.999	1.127	6.281
400.000	400.001	1.029	5.838
400.000	400.000	0.801	5.356
400.000	399.999	0.526	4.662
400.000	400.001	0.496	3.833
400.000	399.999	0.531	2.873
400.000	400.001	0.684	2.419
400.000	400.001	0.839	2.149
400.000	400.005	0.913	1.799
400.000	400.002	0.835	1.390
400.000	400.001	0.914	0.912
400.000	400.001	1.042	0.446
400.000	400.001	1.144	0.041
400.000	400.002	1.038	5.983
400.000	400.000	0.818	5.582
400.000	400.001	0.463	4.929
400.000	399.998	0.488	3.821
400.000	400.000	0.536	2.877
400.000	399.999	0.750	2.545
400.000	399.999	0.807	2.152
400.000	399.999	0.843	1.852
400.000	399.997	0.866	1.385
400.000	399.999	0.894	1.086
400.000	400.001	1.031	0.453
400.000	399.999	1.100	0.091
400.000	399.998	1.040	5.924
400.000	400.001	0.839	5.626
400.000	400.001	0.538	4.979
400.000	399.995	0.447	3.719
400.000	400.000	0.500	2.935
400.000	400.002	0.699	2.511
400.000	400.000	0.789	2.246
400.000	400.005	0.898	1.908
400.000	399.999	0.834	1.461
400.000	399.999	0.938	0.954
400.000	400.004	1.050	0.420
400.000	400.003	1.070	0.046
400.000	399.997	1.078	5.959
400.000	400.000	0.630	5.045
400.000	400.002	0.420	3.924
400.000	400.002	0.529	3.048
400.000	400.001	0.673	2.488
400.000	400.001	0.807	2.134
400.000	400.001	0.786	1.807
400.000	400.001	0.876	1.505
400.000	399.996	0.840	1.039
400.000	400.001	0.938	0.542
400.000	400.002	1.056	0.209
400.000	400.003	0.976	6.108
400.000	400.001	0.990	5.693
400.000	400.000	0.776	5.340
400.000	400.000	0.463	4.636
400.000	400.002	0.368	3.734
400.000	400.002	0.572	2.972
400.000	399.999	0.689	2.326
400.000	399.999	0.755	2.235
400.000	400.000	0.715	1.919
400.000	400.002	0.798	1.351
400.000	400.000	0.943	0.823
400.000	400.001	1.052	0.311
400.000	399.998	1.071	6.233
400.000	399.994	1.103	5.910
400.000	400.000	0.773	5.303
400.000	400.001	0.473	4.307
400.000	399.997	0.405	3.229
400.000	400.002	0.557	2.716
400.000	400.003	0.694	2.302
400.000	400.000	0.803	2.105
400.000	400.001	0.742	1.736
400.000	400.000	0.792	1.317
400.000	399.998	0.851	0.891
400.000	400.005	1.077	0.362
400.000	399.998	1.175	6.209
400.000	400.002	1.090	5.912
400.000	400.000	0.841	5.421
400.000	400.001	0.628	5.026
400.000	400.002	0.472	4.039
400.000	400.000	0.517	3.247
400.000	400.001	0.682	2.592
400.000	400.000	0.688	2.252
400.000	399.999	0.768	1.917
400.000	399.997	0.693	1.589
400.000	400.000	0.836	0.958
400.000	399.998	0.979	0.607
400.000	400.001	1.202	0.098
400.000	399.998	1.136	6.035
400.000	399.999	1.047	5.723
400.000	400.001	0.681	5.313
400.000	400.000	0.341	3.824
400.000	399.997	0.511	2.886
400.000	400.000	0.708	2.617
400.000	400.001	0.770	2.047
400.000	400.001	0.828	1.824
400.000	399.999	0.800	1.487
400.000	399.999	0.863	0.986
400.000	400.000	1.071	0.546
400.000	400.001	1.155	0.147
400.000	400.000	1.171	6.114
400.000	399.999	1.100	5.791
400.000	400.002	0.807	5.391
400.000	400.003	0.547	4.606
400.000	399.998	0.350	3.686
400.000	400.001	0.459	2.765
400.000	399.995	0.625	2.610
400.000	399.999	0.719	2.222
400.000	400.001	0.825	1.723
400.000	400.002	0.882	1.453
400.000	399.999	0.910	0.845
400.000	400.003	0.995	0.456
400.000	400.002	1.132	0.073
400.000	400.002	1.109	5.954
400.000	400.003	0.907	5.540
400.000	399.999	0.574	4.908
400.000	399.998	0.402	3.431
400.000	400.001	0.543	2.809
400.000	400.000	0.665	2.367
400.000	399.997	0.777	2.071
400.000	399.999	0.847	1.720
400.000	400.003	0.754	1.487
400.000	400.002	0.892	0.881
400.000	399.998	1.064	0.340
400.000	400.003	1.178	0.072
400.000	399.999	1.126	5.960
400.000	400.000	0.923	5.583
400.000	400.001	0.613	4.997
400.000	400.000	0.375	4.246
400.000	399.999	0.523	3.083
400.000	400.002	0.674	2.527
400.000	400.000	0.727	2.159
400.000	399.997	0.808	1.888
400.000	400.004	0.790	1.465
400.000	400.000	0.907	1.011
400.000	400.001	0.871	0.575
400.000	400.004	1.167	0.234
400.000	400.002	1.158	6.142
400.000	399.998	0.941	5.585
400.000	400.002	0.639	4.925
400.000	399.999	0.396	3.707
400.000	400.000	0.677	2.617
400.000	399.999	0.688	2.323
400.000	400.002	0.771	2.096
400.000	400.001	0.848	1.834
400.000	399.998	0.820	1.359
400.000	399.998	0.845	0.841
400.000	400.000	1.056	0.433
400.000	399.998	1.137	6.264
400.000	400.000	1.085	5.775
400.000	400.001	0.813	5.362
400.000	399.999	0.545	4.869
400.000	400.002	0.507	4.018
400.000	400.001	0.563	3.016
400.000	399.998	0.784	2.639
400.000	400.002	0.787	2.281
400.000	400.001	0.787	1.915
400.000	399.996	0.794	1.648
400.000	400.001	0.837	1.124
400.000	399.999	0.937	0.687
400.000	400.003	1.080	0.198
400.000	399.999	1.129	6.087
400.000	399.997	0.933	5.726
400.000	399.997	0.619	5.170
400.000	400.000	0.450	4.278
400.000	400.002	0.482	3.225
400.000	400.002	0.710	2.658
400.000	400.002	0.817	2.268
400.000	399.996	0.833	1.819
400.000	400.001	0.895	1.345
400.000	400.001	0.908	0.691
400.000	399.998	0.962	0.400
400.000	400.000	1.140	6.274
400.000	400.001	1.133	5.963
400.000	399.998	0.870	5.699
400.000	400.002	0.684	5.088
400.000	400.000	0.491	4.325
400.000	399.997	0.498	3.376
400.000	399.999	0.630	2.765
400.000	399.998	0.848	2.530
400.000	399.999	0.823	2.081
400.000	399.999	0.841	1.603
400.000	400.004	0.779	1.116
400.000	400.000	0.973	0.650
400.000	400.002	1.042	0.201
400.000	399.999	1.115	6.051
400.000	400.001	0.978	5.521
400.000	400.001	0.710	4.876
400.000	399.999	0.404	4.050
400.000	400.002	0.605	2.991
400.000	399.998	0.692	2.501
400.000	400.000	0.768	2.321
400.000	400.000	0.811	1.944
400.000	400.001	0.717	1.351
400.000	399.999	0.883	0.959
400.000	400.001	1.056	0.559
400.000	399.999	1.065	0.130
400.000	400.002	1.117	6.043
400.000	400.002	0.912	5.601
400.000	400.001	0.594	4.959
400.000	400.003	0.421	3.899
400.000	399.999	0.611	3.058
400.000	400.002	0.752	2.494
400.000	400.000	0.856	2.249
400.000	400.000	0.872	1.763
400.000	400.001	0.804	1.603
400.000	400.001	0.947	0.957
400.000	399.999	1.138	0.421
400.000	399.997	1.108	0.005
400.000	400.000	1.059	5.874
400.000	400.000	0.821	5.383
400.000	399.998	0.658	4.689
400.000	399.997	0.457	3.909
400.000	400.000	0.550	2.916
400.000	400.000	0.698	2.461
400.000	400.000	0.849	2.158
400.000	400.000	0.787	1.903
400.000	399.999	0.820	1.446
400.000	400.000	0.834	0.930
400.000	400.001	1.019	0.509
400.000	400.001	1.122	0.129
400.000	399.998	1.138	5.961
400.000	399.998	0.932	5.453
400.000	400.000	0.596	4.924
400.000	400.002	0.596	4.020
400.000	400.000	0.537	3.263
400.000	400.001	0.706	2.751
400.000	400.001	0.775	2.309
