Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
400.000	400.000	0.544	1.694
400.000	400.000	0.607	1.115
400.000	400.002	0.701	0.551
400.000	400.001	0.945	0.154
400.000	400.000	0.980	6.162
400.000	400.000	0.861	5.592
400.000	400.001	0.704	4.906
400.000	399.999	0.724	3.919
400.000	400.000	0.769	3.348
400.000	400.000	0.756	2.777
400.000	400.000	0.696	2.337
400.000	400.001	0.601	2.156
400.000	400.000	0.524	1.583
400.000	399.999	0.525	1.052
400.000	400.000	0.760	0.784
400.000	400.000	0.966	0.274
400.000	400.001	0.996	6.064
400.000	400.000	0.853	5.653
400.000	399.997	0.799	5.025
400.000	400.002	0.671	4.142
400.000	399.998	0.784	3.362
400.000	400.002	0.697	2.835
400.000	399.998	0.667	2.360
400.000	400.003	0.052	3.392
400.000	400.000	0.672	2.362
400.000	400.000	0.588	1.709
400.000	399.998	0.542	1.412
400.000	400.000	0.687	0.900
400.000	400.002	0.824	0.391
400.000	400.000	0.993	6.249
400.000	399.997	0.917	5.749
400.000	399.999	0.753	5.209
400.000	399.999	0.699	4.412
400.000	399.997	0.636	3.618
400.000	399.999	0.791	3.048
400.000	399.996	0.728	2.489
400.000	399.992	0.608	2.366
400.000	399.999	0.560	2.038
400.000	399.997	0.491	1.541
400.000	400.001	0.613	0.806
400.000	400.000	0.764	0.550
400.000	400.000	0.932	0.149
400.000	400.001	0.918	6.032
400.000	400.000	0.774	5.587
400.000	400.000	0.654	4.666
400.000	399.996	0.635	3.864
400.000	399.998	0.762	3.203
400.000	400.001	0.748	2.698
400.000	399.999	0.671	2.329
400.000	399.999	0.624	2.124
400.000	400.001	0.625	1.537
400.000	400.001	0.646	1.048
400.000	400.000	0.803	0.561
400.000	399.999	0.886	0.151
400.000	400.000	0.965	6.106
400.000	399.999	0.747	5.372
400.000	399.999	0.682	4.635
400.000	400.003	0.800	3.985
400.000	400.002	0.745	3.238
400.000	399.998	0.741	2.765
400.000	399.998	0.714	2.477
400.000	400.001	0.653	2.016
400.000	400.002	0.641	1.542
400.000	400.001	0.610	1.057
400.000	399.999	0.748	0.641
400.000	400.001	0.964	0.213
400.000	399.997	1.001	6.129
400.000	399.999	0.789	5.555
400.000	400.003	0.707	4.708
400.000	399.997	0.677	3.830
400.000	399.999	0.651	3.098
400.000	400.001	0.726	2.834
400.000	400.002	0.691	2.354
400.000	400.002	0.587	2.038
400.000	399.995	0.724	1.349
400.000	400.000	0.730	0.868
400.000	399.999	0.861	0.493
400.000	399.999	0.954	0.138
400.000	400.001	0.960	5.926
400.000	400.003	0.833	5.417
400.000	400.001	0.607	4.661
400.000	400.000	0.639	3.952
400.000	400.001	0.759	3.230
400.000	399.997	0.686	2.616
400.000	399.997	0.646	2.393
400.000	399.999	0.652	1.879
400.000	400.002	0.522	1.646
400.000	400.000	0.711	1.119
400.000	399.999	0.759	0.623
400.000	400.000	0.973	0.230
400.000	399.997	1.018	6.081
400.000	400.003	0.811	5.579
400.000	400.000	0.644	4.963
400.000	399.999	0.633	4.157
400.000	400.000	0.732	3.345
400.000	399.999	0.732	2.903
400.000	400.001	0.714	2.531
400.000	399.999	0.715	2.113
400.000	400.000	0.617	1.851
400.000	400.001	0.667	1.433
400.000	400.000	0.784	0.761
400.000	400.003	0.875	0.313
400.000	400.003	1.041	6.192
400.000	400.002	0.955	5.765
400.000	400.000	0.730	4.898
400.000	399.999	0.614	4.248
400.000	399.999	0.723	3.356
400.000	400.001	0.736	2.731
400.000	399.998	0.714	2.408
400.000	400.000	0.697	2.169
400.000	400.002	0.600	1.723
400.000	399.999	0.574	1.247
400.000	400.002	0.748	0.727
400.000	400.000	0.947	0.320
400.000	399.996	0.992	6.160
400.000	400.000	0.906	5.749
400.000	400.003	0.854	5.043
400.000	400.000	0.721	4.227
400.000	400.002	0.741	3.491
400.000	399.997	0.750	2.975
400.000	399.998	0.715	2.502
400.000	399.999	0.712	2.422
400.000	399.998	0.715	2.062
400.000	400.001	0.643	1.557
400.000	400.002	0.642	0.907
400.000	399.999	0.881	0.527
400.000	400.002	0.970	0.104
400.000	400.001	0.966	5.961
400.000	400.001	0.783	5.285
400.000	399.999	0.844	4.403
400.000	399.999	0.713	3.703
400.000	400.002	0.794	3.074
400.000	400.001	0.738	2.615
400.000	400.003	0.658	2.307
400.000	400.001	0.776	2.031
400.000	399.995	0.671	1.611
400.000	399.997	0.710	1.005
400.000	400.002	0.852	0.447
400.000	400.002	1.069	0.069
400.000	400.002	0.918	5.870
400.000	400.001	0.851	5.324
400.000	400.001	0.727	4.422
400.000	399.999	0.709	3.605
400.000	400.001	0.814	3.037
400.000	400.002	0.828	2.661
400.000	399.996	0.691	2.255
400.000	399.998	0.675	1.849
400.000	400.001	0.686	1.629
400.000	399.996	0.795	0.620
400.000	400.002	0.933	0.219
400.000	400.003	1.063	6.119
400.000	400.000	0.911	5.617
400.000	400.002	0.832	4.969
400.000	400.000	0.706	4.126
400.000	399.999	0.621	3.544
400.000	399.997	0.694	3.068
400.000	400.003	0.692	2.610
400.000	400.000	0.737	2.377
400.000	400.000	0.643	2.041
400.000	400.003	0.666	1.536
400.000	399.999	0.753	0.912
400.000	400.000	0.839	0.650
400.000	400.000	0.959	0.085
400.000	399.999	0.988	5.940
400.000	400.000	0.834	5.336
400.000	399.998	0.737	4.605
400.000	399.998	0.811	3.865
400.000	400.000	0.738	3.167
400.000	400.001	0.852	2.730
400.000	400.002	0.788	2.435
400.000	400.004	0.707	2.148
400.000	400.001	0.677	1.674
400.000	400.002	0.773	0.946
400.000	400.004	1.013	0.349
400.000	400.003	1.078	6.232
400.000	399.998	0.924	5.709
400.000	400.003	0.854	5.247
400.000	400.003	0.714	4.592
400.000	400.005	0.782	3.699
400.000	399.999	0.761	3.118
400.000	399.999	0.780	2.684
400.000	399.998	0.817	2.395
400.000	400.000	0.670	1.962
400.000	399.999	0.713	1.537
400.000	400.000	0.800	1.154
400.000	399.999	0.884	0.690
400.000	400.002	1.056	0.202
400.000	399.998	1.019	6.160
400.000	399.999	0.956	5.563
400.000	399.997	0.749	4.836
400.000	399.997	0.675	3.995
400.000	399.998	0.728	3.433
400.000	400.000	0.806	2.802
400.000	399.998	0.822	2.472
400.000	399.999	0.746	2.108
400.000	400.000	0.721	1.672
400.000	399.999	0.779	1.129
400.000	400.004	0.943	0.746
400.000	400.000	1.097	0.280
400.000	400.001	1.005	5.917
400.000	400.002	0.841	5.305
400.000	400.000	0.672	4.554
400.000	399.999	0.839	3.663
400.000	400.004	0.796	3.217
400.000	400.000	0.731	2.675
400.000	400.000	0.742	2.377
400.000	399.998	0.760	2.085
400.000	400.000	0.748	1.577
400.000	400.000	0.824	1.066
400.000	399.998	0.979	0.682
400.000	399.997	1.065	0.273
400.000	399.999	1.053	6.203
400.000	400.003	0.998	5.702
400.000	399.998	0.736	5.216
400.000	400.001	0.729	4.245
400.000	399.997	0.728	3.440
400.000	400.000	0.741	2.974
400.000	399.998	0.724	2.505
400.000	399.996	0.769	2.151
400.000	400.000	0.677	1.796
400.000	400.001	0.748	1.295
400.000	399.999	0.793	0.717
400.000	400.002	1.048	0.433
400.000	400.002	1.115	6.254
400.000	400.002	0.854	5.512
400.000	399.997	0.675	4.744
400.000	399.996	0.813	4.014
400.000	400.001	0.742	3.187
400.000	399.999	0.755	2.743
400.000	400.001	0.762	2.526
400.000	400.001	0.768	2.171
400.000	400.002	0.629	1.950
400.000	400.000	0.723	1.390
400.000	400.001	0.852	0.867
400.000	400.000	1.074	0.426
400.000	400.000	1.040	6.256
400.000	399.999	0.963	5.744
400.000	399.999	0.804	5.090
400.000	400.000	0.710	4.354
400.000	400.001	0.783	3.467
400.000	400.000	0.827	2.920
400.000	400.000	0.774	2.511
400.000	400.001	0.696	2.424
400.000	400.002	0.678	1.821
400.000	400.001	0.757	1.348
400.000	400.000	0.849	0.813
400.000	399.998	1.066	0.452
400.000	400.000	1.075	0.066
400.000	400.000	1.000	5.662
400.000	400.000	0.878	4.933
400.000	400.001	0.758	4.178
400.000	399.999	0.730	3.584
400.000	400.000	0.828	3.033
400.000	399.996	0.768	2.585
400.000	399.999	0.777	2.259
400.000	400.004	0.646	1.859
400.000	399.999	0.714	1.514
400.000	400.000	0.833	0.921
400.000	400.004	1.025	0.426
400.000	399.999	1.045	0.046
400.000	399.996	0.993	5.853
400.000	399.999	0.825	5.141
400.000	400.002	0.723	4.104
400.000	399.999	0.778	3.459
400.000	399.999	0.769	2.937
400.000	399.999	0.773	2.603
400.000	399.997	0.739	2.393
400.000	400.000	0.686	1.919
400.000	400.000	0.661	1.338
400.000	400.001	0.932	0.844
400.000	400.003	0.988	0.422
400.000	400.000	1.065	0.011
400.000	400.001	1.011	5.721
400.000	399.999	0.714	4.618
400.000	400.000	0.697	3.754
400.000	400.000	0.774	3.215
400.000	399.999	0.780	2.846
400.000	399.998	0.792	2.490
400.000	399.999	0.719	2.189
400.000	400.001	0.694	1.864
400.000	400.001	0.735	1.295
400.000	400.003	0.901	0.789
400.000	399.999	1.066	0.295
400.000	399.997	1.183	0.056
400.000	400.000	1.002	5.744
400.000	399.999	0.836	5.155
400.000	400.000	0.754	4.368
400.000	400.000	0.706	3.489
400.000	399.999	0.869	2.958
400.000	400.002	0.833	2.549
400.000	400.000	0.718	2.238
400.000	400.000	0.703	1.889
400.000	400.003	0.722	1.330
400.000	399.997	0.869	0.868
400.000	400.002	1.045	0.336
400.000	400.000	1.152	0.000
400.000	399.999	1.047	5.875
400.000	400.000	0.749	5.263
400.000	399.998	0.729	4.341
400.000	400.004	0.853	3.461
400.000	400.000	0.802	2.932
400.000	400.002	0.795	2.567
400.000	400.002	0.759	2.252
400.000	400.000	0.679	1.786
400.000	400.000	0.763	1.249
400.000	399.995	0.856	0.809
400.000	400.001	1.066	0.285
400.000	399.999	1.167	6.189
400.000	400.003	1.051	5.698
400.000	399.996	0.879	5.025
400.000	400.000	0.642	4.109
400.000	400.001	0.810	3.338
400.000	399.997	0.849	2.787
400.000	399.999	0.782	2.550
400.000	400.001	0.774	2.253
400.000	400.002	0.685	1.804
400.000	399.998	0.729	1.347
400.000	400.002	0.814	0.844
400.000	400.001	1.048	0.350
400.000	400.001	1.128	6.191
400.000	400.002	0.975	5.652
400.000	400.000	0.756	5.075
400.000	399.998	0.728	4.191
400.000	400.003	0.758	3.459
400.000	399.999	0.816	2.929
400.000	399.999	0.811	2.393
400.000	400.003	0.732	2.085
400.000	399.998	0.717	1.612
400.000	400.000	0.791	1.353
400.000	399.999	1.003	0.761
400.000	399.996	1.024	0.385
400.000	399.999	1.112	6.188
400.000	399.999	1.079	5.742
400.000	400.001	0.834	5.082
400.000	399.997	0.713	4.355
400.000	400.002	0.698	3.501
400.000	400.001	0.821	3.055
400.000	400.000	0.875	2.644
400.000	399.999	0.797	2.356
400.000	400.000	0.763	1.945
400.000	400.001	0.695	1.590
400.000	399.999	0.803	0.982
400.000	399.998	1.028	0.608
400.000	399.999	1.118	0.184
400.000	399.999	1.093	6.038
400.000	399.998	1.016	5.625
400.000	399.999	0.838	4.969
400.000	400.000	0.684	3.579
400.000	399.999	0.793	2.947
400.000	400.005	0.796	2.694
400.000	400.001	0.837	2.247
400.000	399.998	0.766	1.976
400.000	399.999	0.742	1.356
400.000	400.000	0.846	0.885
400.000	400.000	1.041	0.455
400.000	399.998	1.185	6.239
400.000	399.999	1.084	5.882
400.000	400.003	0.927	5.275
400.000	399.998	0.803	4.623
400.000	400.001	0.677	3.995
400.000	399.998	0.814	3.274
400.000	400.000	0.794	2.718
400.000	400.002	0.794	2.470
400.000	400.001	0.768	2.167
400.000	400.001	0.743	1.633
400.000	400.002	0.817	1.154
400.000	399.996	0.953	0.546
400.000	399.999	1.143	0.151
400.000	400.002	1.178	6.065
400.000	399.996	0.939	5.578
400.000	399.999	0.851	4.796
400.000	400.002	0.634	3.947
400.000	400.000	0.752	3.329
400.000	400.000	0.850	2.742
400.000	399.997	0.822	2.489
400.000	399.999	0.803	2.182
400.000	399.999	0.673	1.575
400.000	400.004	0.792	1.105
400.000	400.003	0.982	0.591
400.000	400.000	1.121	0.107
400.000	399.999	1.190	6.073
400.000	399.999	0.999	5.562
400.000	400.004	0.751	4.691
400.000	400.001	0.696	3.905
400.000	400.000	0.837	3.215
400.000	399.999	0.930	2.622
400.000	399.999	0.762	2.435
400.000	399.998	0.731	2.066
400.000	400.002	0.726	1.732
400.000	400.000	0.870	1.096
400.000	400.001	0.928	0.505
400.000	399.996	1.157	0.169
400.000	400.000	1.159	5.990
400.000	400.002	0.977	5.487
400.000	399.999	0.819	4.912
400.000	400.002	0.705	4.021
400.000	400.001	0.802	3.333
400.000	400.003	0.845	2.697
400.000	399.999	0.797	2.307
400.000	400.000	0.739	1.691
400.000	399.999	0.786	1.255
400.000	400.001	0.998	0.752
400.000	400.003	1.061	0.316
400.000	400.003	1.130	6.216
400.000	399.994	1.060	5.753
400.000	399.999	0.809	5.111
400.000	400.005	0.762	4.116
400.000	400.001	0.714	3.443
400.000	400.001	0.797	2.857
400.000	399.997	0.839	2.584
400.000	400.004	0.819	2.143
400.000	399.998	0.739	1.845
400.000	399.998	0.865	1.274
400.000	400.001	0.991	0.791
400.000	400.000	1.093	0.340
400.000	400.001	1.151	6.214
400.000	399.999	0.981	5.734
400.000	400.000	0.800	5.034
400.000	400.002	0.665	4.038
400.000	400.000	0.659	3.307
400.000	400.000	0.818	2.815
400.000	399.998	0.734	2.441
400.000	400.004	0.739	2.145
400.000	400.001	0.687	1.717
400.000	400.000	0.778	1.230
400.000	399.999	0.870	0.686
400.000	399.998	1.067	0.303
400.000	400.000	1.073	6.097
400.000	400.000	0.958	5.736
400.000	399.998	0.734	4.986
400.000	400.002	0.670	4.012
400.000	400.003	0.797	3.397
400.000	399.997	0.771	2.905
400.000	400.001	0.826	2.579
400.000	400.001	0.773	2.141
400.000	399.996	0.758	1.770
400.000	400.000	0.716	1.222
400.000	399.996	0.922	0.753
400.000	400.003	0.977	0.277
400.000	400.003	1.100	6.241
400.000	400.000	1.004	5.699
400.000	399.999	0.811	4.928
400.000	400.002	0.685	4.225
400.000	400.004	0.738	3.459
400.000	400.001	0.836	3.024
400.000	399.999	0.832	2.560
400.000	400.002	0.822	2.047
400.000	400.000	0.776	1.787
400.000	400.001	0.808	1.050
400.000	399.999	0.847	0.813
400.000	399.998	0.990	0.285
400.000	400.001	1.111	6.163
400.000	400.002	0.984	5.671
400.000	399.997	0.753	5.175
400.000	399.996	0.753	4.262
400.000	399.997	0.698	3.458
400.000	400.001	0.849	3.002
400.000	399.997	0.839	2.711
400.000	400.000	0.720	2.132
400.000	400.000	0.737	2.031
400.000	399.999	0.759	1.499
400.000	400.001	0.844	0.954
400.000	400.001	0.993	0.452
400.000	400.002	1.133	0.194
400.000	400.002	1.081	6.214
400.000	400.000	0.945	5.782
400.000	400.002	0.743	5.240
400.000	399.999	0.677	4.530
400.000	400.000	0.713	3.566
400.000	400.001	0.829	3.021
400.000	400.002	0.777	2.595
400.000	400.002	0.752	2.120
400.000	400.002	0.621	1.790
400.000	400.000	0.739	1.238
400.000	399.999	0.882	0.735
400.000	400.002	1.024	0.339
400.000	400.000	1.045	6.212
400.000	399.995	0.962	5.715
400.000	399.998	0.702	4.860
400.000	399.999	0.644	4.094
400.000	400.003	0.752	3.594
400.000	399.999	0.806	2.970
400.000	400.001	0.844	2.651
400.000	399.999	0.718	2.316
400.000	399.999	0.725	1.847
400.000	400.001	0.890	1.285
400.000	400.000	0.899	0.851
400.000	400.000	1.098	0.337
400.000	400.004	1.185	6.281
400.000	399.999	0.934	5.842
400.000	400.002	0.839	5.243
400.000	399.999	0.678	4.478
400.000	400.000	0.755	3.659
400.000	400.001	0.877	3.160
400.000	399.999	0.843	2.563
400.000	399.999	0.768	2.294
400.000	399.999	0.769	1.917
400.000	400.000	0.725	1.450
400.000	400.002	0.899	0.854
400.000	400.000	0.991	0.443
400.000	399.997	1.124	0.021
400.000	400.000	1.055	5.811
400.000	399.998	0.933	5.192
400.000	400.000	0.737	4.327
400.000	399.999	0.658	3.572
400.000	399.999	0.829	2.920
400.000	400.000	0.770	2.583
400.000	400.000	0.748	2.141
400.000	399.998	0.675	1.861
400.000	400.001	0.798	1.307
400.000	399.999	1.003	0.757
400.000	400.001	1.160	0.367
400.000	400.002	1.193	6.163
400.000	399.998	0.965	5.699
400.000	399.995	0.808	5.083
400.000	400.001	0.723	4.281
400.000	400.002	0.740	3.416
400.000	399.999	0.854	2.920
400.000	399.998	0.818	2.573
400.000	399.998	0.787	2.366
400.000	400.003	0.653	1.872
400.000	400.001	0.745	1.390
400.000	400.000	0.918	0.813
400.000	399.998	1.078	0.377
400.000	400.000	1.226	6.161
400.000	400.003	1.035	5.769
400.000	399.999	0.874	5.207
400.000	400.000	0.694	4.393
400.000	400.001	0.811	3.544
400.000	399.994	0.798	2.961
400.000	400.000	0.761	2.732
400.000	400.001	0.710	2.394
400.000	399.999	0.657	1.898
400.000	399.999	0.735	1.302
400.000	400.002	0.884	0.832
400.000	400.002	1.108	0.399
400.000	400.001	1.162	6.220
400.000	399.999	1.056	5.755
400.000	400.000	0.882	5.163
400.000	400.000	0.743	4.490
400.000	399.999	0.757	3.774
400.000	399.996	0.825	3.198
400.000	400.001	0.819	2.652
400.000	400.000	0.789	2.291
400.000	399.998	0.646	2.054
400.000	400.002	0.750	1.298
400.000	399.998	0.908	0.801
400.000	399.998	1.138	0.503
400.000	400.000	1.216	0.093
400.000	400.001	1.010	5.847
400.000	399.998	0.954	5.180
400.000	399.998	0.663	4.661
400.000	400.001	0.758	3.828
400.000	400.001	0.760	3.076
400.000	400.000	0.842	2.596
400.000	400.000	0.727	2.287
400.000	399.999	0.702	1.959
400.000	399.997	0.698	1.401
400.000	400.001	0.891	0.891
400.000	399.999	1.045	0.412
400.000	400.001	1.125	0.059
400.000	400.002	1.154	5.929
400.000	399.997	0.851	5.291
400.000	400.002	0.717	4.630
400.000	400.001	0.704	3.848
400.000	400.000	0.789	3.157
400.000	399.998	0.768	2.619
400.000	399.999	0.704	2.281
400.000	400.000	0.764	1.844
400.000	400.000	0.724	1.457
400.000	400.002	0.822	0.777
400.000	400.005	1.145	0.205
400.000	400.005	1.098	6.074
400.000	399.996	1.007	5.808
400.000	399.998	0.863	5.106
400.000	399.998	0.649	4.384
400.000	400.000	0.748	3.604
400.000	399.998	0.804	3.027
400.000	399.998	0.785	2.632
400.000	400.000	0.801	2.264
400.000	399.999	0.732	1.974
400.000	399.999	0.761	1.355
400.000	399.999	0.788	0.825
400.000	400.000	1.002	0.465
400.000	399.999	1.104	0.050
400.000	400.002	1.125	5.926
400.000	400.002	0.929	5.463
400.000	400.000	0.709	4.542
400.000	400.000	0.649	3.736
400.000	399.996	0.738	3.180
400.000	399.996	0.826	2.554
400.000	399.998	0.764	2.231
400.000	399.999	0.695	2.053
400.000	399.999	0.758	1.451
400.000	400.003	0.884	0.915
400.000	399.999	0.987	0.549
400.000	400.000	1.284	6.178
400.000	400.003	1.008	5.573
400.000	399.999	0.800	4.986
400.000	399.999	0.617	4.193
400.000	400.001	0.697	3.308
400.000	400.002	0.753	2.672
400.000	400.003	0.816	2.388
400.000	400.003	0.777	2.145
400.000	400.002	0.733	1.708
400.000	400.001	0.737	1.151
400.000	399.999	0.997	0.618
400.000	400.000	1.101	0.217
400.000	399.999	1.083	6.118
400.000	399.999	0.946	5.535
400.000	399.999	0.704	5.021
400.000	400.001	0.613	4.062
400.000	399.998	0.693	3.202
400.000	400.002	0.753	2.770
400.000	399.999	0.747	2.495
400.000	399.998	0.690	2.006
400.000	399.997	0.694	1.544
400.000	400.001	0.749	0.930
400.000	400.000	0.921	0.550
400.000	400.002	1.121	0.161
400.000	400.000	1.066	5.913
400.000	399.996	0.948	5.475
400.000	399.998	0.659	4.814
400.000	400.003	0.607	3.946
400.000	399.998	0.711	3.070
400.000	399.999	0.822	2.887
400.000	400.000	0.776	2.413
400.000	399.998	0.682	1.972
400.000	399.998	0.640	1.554
400.000	399.998	0.905	1.015
400.000	399.998	0.964	0.543
400.000	400.003	1.177	0.211
400.000	399.998	1.106	5.964
400.000	400.001	0.942	5.595
400.000	399.998	0.741	4.728
400.000	400.001	0.639	3.845
400.000	400.002	0.832	3.181
400.000	399.998	0.814	2.668
400.000	399.998	0.804	2.428
400.000	400.002	0.774	1.949
400.000	399.999	0.708	1.601
400.000	400.004	0.862	1.116
400.000	400.003	1.001	0.666
400.000	400.001	1.109	0.137
400.000	400.002	1.056	5.955
400.000	400.001	0.927	5.394
400.000	400.000	0.666	4.672
400.000	399.999	0.649	3.855
400.000	399.996	0.762	3.136
400.000	399.997	0.747	2.705
400.000	400.002	0.757	2.213
400.000	400.004	0.797	1.936
400.000	399.996	0.792	1.489
400.000	399.999	0.778	1.051
400.000	399.997	0.968	0.599
400.000	399.999	1.128	0.124
400.000	399.998	1.068	5.946
400.000	400.001	1.025	5.526
400.000	399.999	0.811	4.929
400.000	400.000	0.646	4.123
400.000	400.001	0.670	3.366
400.000	400.002	0.836	2.712
400.000	399.999	0.757	2.399
400.000	399.999	0.762	2.157
400.000	400.002	0.853	1.580
400.000	400.001	0.895	1.092
400.000	399.998	0.913	0.648
400.000	399.999	1.112	0.244
400.000	399.998	1.191	6.151
400.000	400.001	0.958	5.577
400.000	400.000	0.736	4.965
400.000	400.000	0.692	4.090
400.000	400.003	0.659	3.244
400.000	399.999	0.762	2.722
400.000	400.001	0.766	2.377
400.000	400.000	0.753	2.072
400.000	399.996	0.735	1.756
400.000	400.001	0.786	1.211
400.000	400.002	0.975	0.669
400.000	399.999	1.155	0.306
400.000	399.998	1.142	6.201
400.000	399.999	1.036	5.634
400.000	400.000	0.810	5.055
400.000	400.003	0.608	4.295
400.000	400.003	0.697	3.421
400.000	399.999	0.744	2.956
400.000	400.000	0.789	2.412
400.000	399.998	0.730	2.140
400.000	400.000	0.741	1.790
400.000	400.003	0.774	1.276
400.000	400.000	0.979	0.726
400.000	400.001	1.117	0.283
400.000	399.999	1.167	6.141
400.000	399.999	1.011	5.776
400.000	400.002	0.820	5.305
400.000	400.001	0.734	4.627
400.000	399.998	0.608	3.750
400.000	400.003	0.793	3.023
400.000	399.998	0.757	2.509
400.000	400.001	0.777	2.123
400.000	399.998	0.751	1.918
400.000	400.001	0.770	1.425
400.000	400.000	0.842	0.928
400.000	399.997	1.094	0.479
400.000	400.000	1.167	0.149
400.000	399.999	1.075	5.934
400.000	399.999	0.922	5.476
400.000	400.001	0.725	4.847
400.000	400.002	0.618	3.950
400.000	400.000	0.782	3.232
400.000	400.003	0.748	2.660
400.000	400.001	0.808	2.353
400.000	400.000	0.796	1.848
400.000	399.999	0.729	1.547
400.000	400.002	0.865	1.019
400.000	399.996	1.119	0.478
400.000	399.997	1.269	0.155
400.000	400.002	1.048	5.699
400.000	399.999	0.895	5.200
400.000	399.999	0.782	4.357
400.000	400.003	0.737	3.531
400.000	399.999	0.799	3.111
400.000	400.000	0.789	2.602
400.000	399.998	0.771	2.288
400.000	399.999	0.806	1.930
400.000	400.000	0.845	1.459
400.000	400.004	0.894	1.033
400.000	400.001	0.970	0.515
400.000	400.000	1.184	0.270
400.000	399.997	1.156	6.071
400.000	399.999	0.951	5.551
400.000	400.001	0.742	4.984
400.000	399.999	0.638	3.977
400.000	400.000	0.664	3.089
400.000	400.001	0.797	2.791
400.000	400.001	0.807	2.351
400.000	400.002	0.798	2.053
400.000	399.999	0.814	1.707
400.000	399.998	0.915	1.105
400.000	399.998	1.065	0.634
400.000	400.003	1.087	0.208
400.000	400.000	1.083	6.076
400.000	400.000	0.840	5.171
400.000	400.002	0.685	4.347
400.000	400.002	0.605	3.542
400.000	399.998	0.784	2.897
400.000	400.001	0.748	2.567
400.000	400.000	0.748	2.222
400.000	400.000	0.708	1.924
400.000	400.003	0.774	1.519
400.000	400.002	0.848	1.081
400.000	399.999	1.037	0.633
400.000	400.002	1.102	0.240
400.000	400.001	1.110	6.047
400.000	400.003	0.915	5.550
400.000	400.000	0.659	4.762
400.000	399.999	0.651	3.833
400.000	400.000	0.624	3.094
400.000	399.997	0.781	2.671
400.000	400.001	0.796	2.269
400.000	400.002	0.799	1.978
400.000	400.000	0.760	1.555
400.000	399.997	0.831	1.107
400.000	399.998	1.079	0.602
400.000	399.999	1.112	0.295
400.000	400.000	1.049	6.158
400.000	399.998	0.883	5.614
400.000	400.001	0.610	4.904
400.000	400.001	0.584	3.883
400.000	399.999	0.705	3.157
400.000	399.999	0.728	2.746
400.000	400.000	0.778	2.252
400.000	399.998	0.783	2.153
400.000	400.000	0.800	1.672
400.000	400.000	0.852	1.091
400.000	400.002	1.049	0.668
400.000	400.000	1.136	0.341
400.000	400.000	1.156	6.255
400.000	400.001	1.008	5.807
400.000	400.001	0.752	4.994
400.000	399.999	0.617	4.140
400.000	400.003	0.686	3.515
400.000	399.999	0.759	2.919
400.000	399.996	0.828	2.532
400.000	400.001	0.773	2.265
400.000	399.999	0.788	1.927
400.000	400.001	0.820	1.482
400.000	400.000	0.911	0.899
400.000	400.000	1.131	0.486
400.000	399.999	1.048	0.065
400.000	400.004	1.042	5.929
400.000	400.000	0.815	5.515
400.000	400.003	0.624	4.678
400.000	399.998	0.537	3.586
400.000	399.998	0.836	3.085
400.000	400.000	0.822	2.608
400.000	399.997	0.742	2.376
400.000	400.001	0.710	1.945
400.000	400.000	0.642	1.631
400.000	399.997	0.792	0.980
400.000	400.000	0.998	0.563
400.000	400.001	1.207	0.171
400.000	400.000	1.036	5.897
400.000	400.003	0.879	5.516
400.000	400.002	0.685	4.673
400.000	400.003	0.665	3.748
400.000	400.002	0.718	3.081
400.000	399.998	0.832	2.646
400.000	399.999	0.802	2.288
400.000	400.000	0.772	2.012
400.000	400.000	0.652	1.737
400.000	399.998	0.830	0.976
400.000	400.001	1.036	0.622
400.000	399.997	1.058	0.271
400.000	399.994	1.044	6.109
400.000	400.000	0.905	5.696
400.000	399.995	0.640	4.845
400.000	399.998	0.568	3.946
400.000	400.003	0.692	3.040
400.000	400.000	0.749	2.609
400.000	400.002	0.802	2.381
400.000	400.001	0.792	2.037
400.000	400.002	0.726	1.651
400.000	399.997	0.736	1.176
400.000	400.001	1.003	0.612
400.000	399.995	1.070	0.257
400.000	399.997	1.068	6.167
400.000	400.003	0.985	5.691
400.000	399.999	0.598	4.877
400.000	399.997	0.545	3.865
400.000	399.999	0.798	3.288
400.000	400.000	0.767	2.623
400.000	399.998	0.776	2.371
400.000	399.996	0.767	1.986
400.000	400.002	0.759	1.663
400.000	400.001	0.869	0.978
400.000	399.999	0.982	0.516
400.000	400.000	1.169	0.173
400.000	400.002	1.117	6.030
400.000	400.002	0.890	5.612
400.000	400.002	0.628	4.808
400.000	400.003	0.659	3.475
400.000	399.998	0.743	2.904
400.000	399.999	0.837	2.617
400.000	399.999	0.793	2.383
400.000	400.003	0.760	1.988
400.000	399.998	0.782	1.707
400.000	400.000	0.820	1.179
400.000	399.999	1.029	0.579
400.000	399.998	1.072	0.185
400.000	400.000	1.091	6.069
400.000	399.998	0.927	5.580
400.000	400.002	0.701	4.737
400.000	400.001	0.610	3.795
400.000	399.999	0.731	3.099
400.000	400.001	0.810	2.688
400.000	400.001	0.798	2.255
400.000	399.999	0.818	1.938
400.000	399.999	0.812	1.581
400.000	400.001	0.849	1.128
400.000	399.999	0.994	0.703
400.000	399.999	1.136	0.183
400.000	400.001	1.078	6.136
400.000	400.000	0.920	5.698
400.000	399.998	0.671	5.091
400.000	399.999	0.567	3.982
400.000	400.001	0.793	3.111
400.000	399.999	0.806	2.616
400.000	400.000	0.853	2.289
400.000	400.000	0.818	1.973
400.000	399.998	0.727	1.649
400.000	400.000	0.867	1.116
