Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	200.000	-0.038	200.000	0.453	3.216	1772220700.971
2	200.000	0.006	199.998	0.323	3.165	1772220701.212
3	200.000	0.020	199.999	0.456	3.365	1772220701.471
4	200.000	-0.006	199.999	0.471	3.391	1772220701.708
5	200.000	-0.016	200.005	0.501	3.250	1772220701.964
6	200.000	-0.021	200.002	0.475	3.751	1772220702.210
7	200.000	0.034	199.998	0.454	3.870	1772220702.467
8	200.000	-0.056	200.000	0.513	3.873	1772220702.697
9	200.000	-0.013	200.001	0.538	3.478	1772220702.965
10	200.000	-0.015	200.003	0.545	3.358	1772220703.193
11	200.000	-0.070	199.999	0.435	3.797	1772220703.456
12	200.000	-0.030	200.003	0.549	3.841	1772220703.713
13	200.000	0.002	200.002	0.362	3.765	1772220703.974
14	200.000	-0.006	200.000	0.405	3.730	1772220704.223
15	200.000	-0.007	199.998	0.500	3.626	1772220704.459
16	200.000	-0.031	200.001	0.495	3.847	1772220704.712
17	200.000	-0.031	199.999	0.474	3.623	1772220704.958
18	200.000	-0.001	199.999	0.344	4.308	1772220705.235
19	200.000	0.010	199.999	0.403	4.346	1772220705.484
20	200.000	0.029	199.995	0.543	3.641	1772220705.736
21	200.000	0.005	200.001	0.430	3.947	1772220705.993
22	200.000	-0.016	199.999	0.534	4.710	1772220706.201
23	200.000	0.050	200.002	0.611	3.970	1772220706.480
24	200.000	0.005	199.998	0.597	4.041	1772220706.705
25	200.000	0.054	199.997	0.616	4.052	1772220706.964
26	200.000	-0.002	200.000	0.573	4.375	1772220707.222
27	200.000	-0.004	200.005	0.506	4.073	1772220707.463
28	200.000	0.019	200.000	0.546	4.054	1772220707.737
29	200.000	0.013	199.998	0.455	3.961	1772220707.958
30	200.000	-0.001	200.000	0.339	4.166	1772220708.230
31	200.000	-0.064	200.003	0.445	4.261	1772220708.465
32	200.000	0.019	200.001	0.561	4.235	1772220708.726
33	200.000	0.011	200.006	0.596	4.529	1772220708.942
34	200.000	-0.012	200.001	0.397	4.148	1772220709.155
35	200.000	0.003	200.002	0.574	4.225	1772220709.424
36	200.000	0.055	200.000	0.554	4.408	1772220709.671
37	200.000	-0.029	200.001	0.376	4.072	1772220709.898
38	200.000	0.065	200.004	0.467	4.164	1772220710.182
39	200.000	0.008	199.997	0.406	4.102	1772220710.435
40	200.000	0.021	200.001	0.458	4.235	1772220710.685
41	200.000	-0.029	200.002	0.368	4.135	1772220710.913
42	200.000	-0.009	200.001	0.535	4.354	1772220711.197
43	200.000	0.052	200.000	0.506	4.267	1772220711.423
44	200.000	0.036	200.001	0.682	4.325	1772220711.706
45	200.000	-0.029	199.998	0.627	4.411	1772220711.932
46	200.000	0.017	199.999	0.566	4.308	1772220712.199
47	200.000	-0.005	200.003	0.548	4.171	1772220712.431
48	200.000	-0.003	199.998	0.583	4.587	1772220712.667
49	200.000	0.010	199.999	0.528	4.566	1772220712.946
50	200.000	-0.055	200.003	0.505	4.602	1772220713.177
51	200.000	-0.022	200.000	0.418	4.239	1772220713.434
52	200.000	-0.010	200.002	0.483	4.309	1772220713.686
53	200.000	-0.001	199.998	0.519	4.380	1772220713.924
54	200.000	0.015	200.003	0.446	4.409	1772220714.169
55	200.000	0.005	200.001	0.543	4.434	1772220714.443
56	200.000	-0.001	199.997	0.719	4.502	1772220714.682
57	200.000	0.012	199.996	0.552	4.341	1772220714.934
58	200.000	-0.008	200.001	0.653	4.206	1772220715.180
59	200.000	-0.015	200.002	0.636	4.451	1772220715.433
60	200.000	0.002	199.998	0.449	4.470	1772220715.700
61	200.000	-0.006	199.997	0.378	4.186	1772220715.954
62	200.000	0.036	199.999	0.457	4.531	1772220716.194
63	200.000	-0.014	200.006	0.510	4.393	1772220716.449
64	200.000	-0.046	200.003	0.578	4.767	1772220716.683
65	200.000	-0.024	199.996	0.324	4.490	1772220716.939
66	200.000	0.015	200.001	0.363	4.383	1772220717.177
67	200.000	-0.007	200.000	0.308	5.005	1772220717.445
68	200.000	-0.029	199.998	0.480	4.833	1772220717.695
69	200.000	-0.010	199.999	0.430	4.498	1772220717.957
70	200.000	0.004	199.999	0.427	5.123	1772220718.205
71	200.000	0.003	199.999	0.317	5.328	1772220718.443
72	200.000	-0.005	199.999	0.310	5.245	1772220718.696
73	200.000	-0.023	200.001	0.296	5.088	1772220718.936
74	200.000	0.040	199.999	0.357	5.160	1772220719.200
75	200.000	0.002	200.003	0.242	5.089	1772220719.426
76	200.000	0.001	200.003	0.304	4.703	1772220719.703
77	200.000	-0.023	200.005	0.240	5.186	1772220719.972
78	200.000	-0.059	200.000	0.314	5.091	1772220720.211
79	200.000	-0.018	200.000	0.259	5.229	1772220720.466
80	200.000	-0.047	199.999	0.670	5.319	1772220720.709
81	200.000	-0.016	200.003	0.921	5.343	1772220720.950
82	200.000	0.035	199.997	0.759	4.658	1772220721.200
83	200.000	-0.034	200.003	0.688	3.523	1772220721.472
84	200.000	-0.016	200.000	0.415	2.764	1772220721.702
85	200.000	0.005	199.998	0.199	4.523	1772220721.948
86	200.000	0.024	200.001	0.746	5.412	1772220722.200
87	200.000	0.015	200.001	0.943	5.256	1772220722.447
88	200.000	-0.024	200.003	0.771	4.626	1772220722.714
89	200.000	0.060	199.999	0.662	3.479	1772220722.947
90	200.000	-0.024	200.004	0.354	2.982	1772220723.225
91	200.000	0.009	199.999	0.350	4.986	1772220723.456
92	200.000	0.002	200.002	0.811	5.290	1772220723.719
93	200.000	-0.028	199.999	0.901	5.279	1772220723.977
94	200.000	0.010	199.998	0.772	4.553	1772220724.220
95	200.000	-0.020	199.998	0.544	3.419	1772220724.472
96	200.000	-0.021	199.999	0.581	3.296	1772220724.697
97	200.000	-0.026	200.003	0.308	4.560	1772220724.951
98	200.000	0.034	199.999	0.678	5.439	1772220725.228
99	200.000	0.006	199.998	0.796	5.236	1772220725.460
100	200.000	-0.056	200.001	0.693	4.587	1772220725.696
101	200.000	0.076	199.997	0.623	3.434	1772220725.970
102	200.000	0.004	199.997	0.443	2.667	1772220726.203
103	200.000	-0.016	199.999	0.372	5.216	1772220726.456
104	200.000	-0.008	200.000	0.754	5.369	1772220726.728
105	200.000	-0.040	199.999	0.989	5.051	1772220726.974
106	200.000	0.012	199.999	0.554	4.394	1772220727.242
107	200.000	0.016	200.000	0.637	3.294	1772220727.494
108	200.000	0.048	200.003	0.335	3.347	1772220727.750
109	200.000	-0.048	199.998	0.500	5.425	1772220727.984
110	200.000	-0.011	200.003	0.949	5.278	1772220728.227
111	200.000	0.003	200.000	0.987	5.045	1772220728.470
112	200.000	0.001	200.003	0.608	4.288	1772220728.714
113	200.000	-0.068	200.001	0.538	3.112	1772220728.988
114	200.000	0.019	199.999	0.223	3.473	1772220729.210
115	200.000	-0.034	200.002	0.470	5.197	1772220729.485
116	200.000	-0.006	200.000	1.032	5.350	1772220729.736
117	200.000	0.009	199.998	1.042	4.999	1772220729.969
118	200.000	-0.001	199.999	0.637	4.147	1772220730.215
119	200.000	0.051	200.001	0.488	3.116	1772220730.474
120	200.000	-0.016	199.998	0.156	3.069	1772220730.744
121	200.000	0.015	200.000	0.590	5.206	1772220730.978
122	200.000	-0.002	199.996	1.002	5.403	1772220731.234
123	200.000	-0.063	200.000	0.835	4.833	1772220731.490
124	200.000	0.009	200.003	0.566	3.954	1772220731.723
125	200.000	-0.043	200.001	0.491	2.923	1772220731.984
126	200.000	0.010	200.000	0.168	3.203	1772220732.217
127	200.000	-0.002	199.999	0.575	5.272	1772220732.489
128	200.000	0.021	200.001	0.919	5.430	1772220732.720
129	200.000	-0.001	199.997	0.775	5.015	1772220732.984
130	200.000	-0.005	200.004	0.467	3.678	1772220733.243
131	200.000	-0.024	200.000	0.448	2.751	1772220733.488
132	200.000	0.029	199.998	0.029	3.136	1772220733.722
133	200.000	-0.031	199.999	0.665	5.395	1772220733.981
134	200.000	0.056	200.001	1.070	5.291	1772220734.232
135	200.000	0.050	200.002	0.796	4.677	1772220734.458
136	200.000	0.011	199.997	0.469	3.507	1772220734.720
137	200.000	-0.024	199.997	0.534	2.356	1772220734.979
138	200.000	-0.073	199.999	0.159	4.253	1772220735.224
139	200.000	0.056	199.998	0.689	5.491	1772220735.469
140	200.000	-0.012	199.997	0.860	5.275	1772220735.706
141	200.000	0.018	200.003	0.903	4.837	1772220735.974
142	200.000	-0.022	200.000	0.494	3.465	1772220736.215
143	200.000	-0.046	199.999	0.598	2.863	1772220736.485
144	200.000	-0.016	200.001	0.121	4.407	1772220736.712
145	200.000	-0.022	199.999	0.629	5.639	1772220736.978
146	200.000	-0.042	200.002	0.869	5.335	1772220737.218
147	200.000	-0.093	199.999	0.827	4.657	1772220737.474
148	200.000	-0.016	199.995	0.526	3.382	1772220737.720
149	200.000	-0.033	199.997	0.387	2.757	1772220737.948
150	200.000	-0.011	200.001	0.200	4.789	1772220738.218
151	200.000	0.030	199.997	0.642	5.198	1772220738.474
152	200.000	0.022	199.999	0.994	5.227	1772220738.749
153	200.000	-0.001	199.999	0.731	4.400	1772220738.979
154	200.000	0.014	200.004	0.601	3.030	1772220739.248
155	200.000	-0.008	199.999	0.429	2.869	1772220739.466
156	200.000	0.008	200.003	0.115	5.462	1772220739.716
157	200.000	-0.046	199.999	0.744	5.400	1772220739.969
158	200.000	0.001	200.004	1.064	5.167	1772220740.220
159	200.000	-0.025	200.002	0.814	4.510	1772220740.480
160	200.000	-0.028	200.000	0.755	3.223	1772220740.742
161	200.000	0.045	199.999	0.469	2.733	1772220740.982
162	200.000	0.039	200.000	0.158	4.578	1772220741.224
163	200.000	-0.036	200.000	0.725	5.305	1772220741.454
164	200.000	0.017	200.004	1.074	5.163	1772220741.734
165	200.000	0.021	200.000	0.841	4.596	1772220741.964
166	200.000	-0.017	200.002	0.676	3.344	1772220742.247
167	200.000	0.011	200.000	0.403	2.825	1772220742.480
168	200.000	-0.026	200.001	0.285	5.218	1772220742.715
169	200.000	-0.013	200.001	0.761	5.391	1772220742.975
170	200.000	0.018	200.002	0.948	5.191	1772220743.206
171	200.000	-0.058	200.000	0.599	4.721	1772220743.476
172	200.000	-0.071	199.996	0.711	3.161	1772220743.709
173	200.000	0.002	200.000	0.399	2.794	1772220743.989
174	200.000	-0.033	199.997	0.342	5.447	1772220744.222
175	200.000	-0.021	199.998	0.909	5.354	1772220744.485
176	200.000	-0.023	200.002	0.916	5.072	1772220744.731
177	200.000	-0.015	200.001	0.666	4.434	1772220744.960
178	200.000	0.018	199.998	0.499	3.098	1772220745.239
179	200.000	-0.002	200.006	0.457	2.924	1772220745.463
180	200.000	0.016	200.003	0.251	5.995	1772220745.721
181	200.000	0.005	200.000	0.924	5.314	1772220745.976
182	200.000	0.060	200.001	0.997	5.034	1772220746.214
183	200.000	-0.058	200.000	0.664	4.211	1772220746.482
184	200.000	-0.066	200.001	0.489	3.257	1772220746.718
185	200.000	0.055	200.003	0.426	3.192	1772220746.975
186	200.000	-0.009	200.002	0.244	5.027	1772220747.198
187	200.000	0.028	200.002	0.741	5.501	1772220747.473
188	200.000	-0.002	200.003	0.974	5.112	1772220747.727
189	200.000	-0.036	200.001	0.618	4.134	1772220748.006
190	200.000	-0.000	199.998	0.591	3.019	1772220748.247
191	200.000	-0.051	200.002	0.326	3.395	1772220748.498
192	200.000	0.006	199.997	0.322	4.975	1772220748.750
193	200.000	-0.049	199.996	0.854	5.314	1772220749.020
194	200.000	-0.029	200.001	0.864	4.776	1772220749.257
195	200.000	-0.020	200.000	0.757	3.911	1772220749.498
196	200.000	0.049	199.998	0.519	3.078	1772220749.769
197	200.000	0.039	199.996	0.303	3.465	1772220750.000
198	200.000	-0.012	200.003	0.424	5.012	1772220750.236
199	200.000	0.004	200.001	0.573	5.149	1772220750.451
200	200.000	-0.030	199.998	0.749	5.079	1772220750.706
201	200.000	0.016	199.999	0.668	4.072	1772220750.973
202	200.000	0.013	199.998	0.570	3.188	1772220751.214
203	200.000	-0.012	200.001	0.345	3.416	1772220751.454
204	200.000	-0.010	200.001	0.475	5.155	1772220751.702
205	200.000	0.031	200.005	0.768	5.150	1772220751.956
206	200.000	-0.078	199.999	0.776	4.794	1772220752.213
207	200.000	0.016	200.001	0.595	4.255	1772220752.440
208	200.000	0.002	200.001	0.533	3.237	1772220752.706
209	200.000	0.010	199.998	0.222	3.942	1772220752.956
210	200.000	0.035	199.999	0.521	4.924	1772220753.183
211	200.000	0.018	199.998	0.903	5.289	1772220753.470
212	200.000	0.026	199.999	0.848	4.987	1772220753.697
213	200.000	0.010	200.001	0.614	3.925	1772220753.938
214	200.000	0.030	200.002	0.544	3.281	1772220754.190
215	200.000	0.010	199.998	0.383	3.676	1772220754.449
216	200.000	-0.012	199.996	0.478	5.130	1772220754.705
217	200.000	-0.012	200.004	0.909	5.346	1772220754.977
218	200.000	-0.067	200.002	0.771	4.809	1772220755.232
219	200.000	0.041	200.001	0.694	3.665	1772220755.506
220	200.000	-0.034	199.999	0.589	3.249	1772220755.762
221	200.000	0.004	200.000	0.358	3.892	1772220755.974
222	200.000	-0.019	200.001	0.441	5.426	1772220756.240
223	200.000	-0.087	199.995	0.885	5.008	1772220756.524
224	200.000	0.045	199.998	0.697	4.705	1772220756.748
225	200.000	-0.010	200.003	0.615	3.693	1772220756.978
226	200.000	-0.041	200.004	0.451	3.012	1772220757.254
227	200.000	-0.020	200.000	0.342	4.330	1772220757.515
228	200.000	-0.020	199.999	0.669	5.148	1772220757.741
229	200.000	-0.014	200.002	0.957	5.069	1772220757.978
230	200.000	0.001	200.001	0.845	4.592	1772220758.235
231	200.000	0.054	200.000	0.734	3.512	1772220758.480
232	200.000	0.041	199.998	0.421	3.231	1772220758.736
233	200.000	-0.013	200.001	0.359	4.411	1772220758.980
234	200.000	-0.020	199.998	0.766	5.242	1772220759.236
235	200.000	0.066	199.998	0.939	5.108	1772220759.486
236	200.000	-0.005	200.001	0.752	4.550	1772220759.748
237	200.000	0.015	200.003	0.654	3.285	1772220759.979
238	200.000	-0.067	200.001	0.481	3.334	1772220760.262
239	200.000	-0.021	199.999	0.393	4.667	1772220760.486
240	200.000	-0.044	200.000	0.769	5.296	1772220760.763
241	200.000	0.021	200.000	0.913	5.025	1772220760.999
242	200.000	0.072	200.002	0.749	4.455	1772220761.244
243	200.000	-0.051	200.000	0.576	3.465	1772220761.493
244	200.000	0.031	200.000	0.478	3.205	1772220761.748
245	200.000	-0.002	199.997	0.358	4.688	1772220762.001
246	200.000	-0.000	200.002	0.759	5.282	1772220762.242
247	200.000	-0.029	200.003	0.948	5.084	1772220762.489
248	200.000	-0.010	200.003	0.715	4.462	1772220762.746
249	200.000	-0.023	199.994	0.576	3.178	1772220762.974
250	200.000	-0.043	200.000	0.224	3.148	1772220763.264
251	200.000	0.028	199.998	0.382	4.797	1772220763.480
