timestamp,position_mm
1773265058.2055845,-0.000244140625
1773265058.3079748,0.048095703125
1773265058.403948,0.095947265625
1773265058.5061731,0.14697265625
1773265058.602018,0.19580078125
1773265058.7096064,0.24951171875
1773265058.812276,0.30078125
1773265058.914098,0.351318359375
1773265059.0158281,0.40234375
1773265059.1120934,0.448974609375
1773265059.213541,0.502197265625
1773265059.3159544,0.552734375
1773265059.4181428,0.603759765625
1773265059.5199826,0.6552734375
1773265059.6226509,0.706787109375
1773265059.7243059,0.757568359375
1773265059.8256953,0.807861328125
1773265059.9276943,0.859375
1773265060.024241,0.9072265625
1773265060.1258235,0.958984375
1773265060.2282727,1.00927734375
1773265060.3304255,1.060791015625
1773265060.4320138,1.111572265625
1773265060.533635,1.159912109375
1773265060.6295059,1.20751953125
1773265060.7320018,1.26220703125
1773265060.8340957,1.3125
1773265060.9359818,1.36279296875
1773265061.0378518,1.4140625
1773265061.133734,1.45947265625
1773265061.2359421,1.5126953125
1773265061.3384435,1.5625
1773265061.4404047,1.613037109375
1773265061.5420487,1.664306640625
1773265061.6380918,1.711181640625
1773265061.7399065,1.763427734375
1773265061.8425493,1.815185546875
1773265061.9439347,1.865966796875
1773265062.0456338,1.917236328125
1773265062.1480272,1.96728515625
1773265062.2440586,2.01513671875
1773265062.3463583,2.06591796875
1773265062.448016,2.11669921875
1773265062.5498822,2.16748046875
1773265062.652066,2.21630859375
1773265062.7541032,2.2705078125
1773265062.8560247,2.321044921875
1773265062.9522445,2.36962890625
1773265063.054001,2.420654296875
1773265063.1554976,2.470458984375
1773265063.2580533,2.5224609375
1773265063.3603928,2.572998046875
1773265063.461695,2.623779296875
1773265063.5638163,2.6728515625
1773265063.6598127,2.72216796875
1773265063.762489,2.77392578125
1773265063.8638656,2.82421875
1773265063.9657216,2.875732421875
1773265064.0680673,2.927001953125
1773265064.1694899,2.975830078125
1773265064.2658436,3.0263671875
1773265064.368276,3.076904296875
1773265064.469953,3.1279296875
1773265064.5719373,3.1796875
1773265064.6737628,3.22900390625
1773265064.7759156,3.28125
1773265064.871826,3.329833984375
1773265064.973599,3.38037109375
1773265065.0762522,3.43115234375
1773265065.1780381,3.48095703125
1773265065.2799478,3.53271484375
1773265065.3759308,3.57958984375
1773265065.4781456,3.630859375
1773265065.5799897,3.681640625
1773265065.682425,3.73291015625
1773265065.7839947,3.7841796875
1773265065.8857987,3.834716796875
1773265065.9825487,3.883544921875
1773265066.0837352,3.9345703125
1773265066.1859124,3.98583984375
1773265066.2882006,4.03564453125
1773265066.3896198,4.08642578125
1773265066.486278,4.1337890625
1773265066.5882688,4.185791015625
1773265066.6897893,4.237060546875
1773265066.7922933,4.2890625
1773265066.893955,4.3408203125
1773265066.9957318,4.391357421875
1773265067.0976033,4.44091796875
1773265067.1938052,4.491455078125
1773265067.29599,4.541748046875
1773265067.3979115,4.59228515625
1773265067.5001185,4.643310546875
1773265067.6022415,4.6953125
1773265067.6977901,4.743408203125
1773265067.7999122,4.79443359375
1773265067.901665,4.845703125
1773265068.0039814,4.897216796875
1773265068.105993,4.9482421875
1773265068.2075958,4.998779296875
1773265068.304084,5.047119140625
1773265068.4059968,5.097900390625
1773265068.5075567,5.149169921875
1773265068.6100066,5.2001953125
1773265068.712349,5.252197265625
1773265068.813931,5.3037109375
1773265068.9161367,5.354736328125
1773265069.0121439,5.4033203125
1773265069.1139255,5.455078125
1773265069.216115,5.505859375
1773265069.3178976,5.555908203125
1773265069.4199424,5.6064453125
1773265069.5161273,5.654296875
1773265069.6174889,5.705078125
1773265069.720383,5.755859375
1773265069.8217134,5.80712890625
1773265069.9238591,5.8583984375
1773265070.0261855,5.907958984375
1773265070.1217902,5.956787109375
1773265070.2240644,6.008056640625
1773265070.3261364,6.058349609375
1773265070.4277368,6.109619140625
1773265070.529963,6.16015625
1773265070.6324184,6.212158203125
1773265070.73427,6.26318359375
1773265070.836099,6.31298828125
1773265070.9320772,6.361083984375
1773265071.033595,6.41259765625
1773265071.1361766,6.462890625
1773265071.237684,6.5126953125
1773265071.3403459,6.563232421875
1773265071.442106,6.6142578125
1773265071.5378976,6.66259765625
1773265071.6403444,6.713623046875
1773265071.742063,6.765869140625
1773265071.8439465,6.817626953125
1773265071.946102,6.868408203125
