Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)
392	100.000	-0.024	100.003	18.347	1.015	0.664	1771450552.803	1771450552.803	1771450552.803	1771450552.803	1771450552.803	1771450552.803
393	100.000	-0.018	99.997	14.597	0.636	0.664	1771450553.027	1771450553.027	1771450553.027	1771450553.027	1771450553.027	1771450553.027
394	100.000	-0.015	100.000	8.555	5.974	0.664	1771450553.307	1771450553.307	1771450553.307	1771450553.307	1771450553.307	1771450553.307
395	100.000	-0.005	100.000	6.252	4.415	0.664	1771450553.554	1771450553.554	1771450553.554	1771450553.554	1771450553.554	1771450553.554
396	100.000	0.031	99.997	5.118	2.235	0.664	1771450553.809	1771450553.809	1771450553.809	1771450553.809	1771450553.809	1771450553.809
397	100.000	0.072	99.998	14.872	1.269	0.664	1771450554.045	1771450554.045	1771450554.045	1771450554.045	1771450554.045	1771450554.045
398	100.000	0.076	100.000	18.173	0.989	0.664	1771450554.261	1771450554.261	1771450554.261	1771450554.261	1771450554.261	1771450554.261
399	100.000	-0.022	99.999	15.501	0.550	0.664	1771450554.487	1771450554.487	1771450554.487	1771450554.487	1771450554.487	1771450554.487
400	100.000	0.023	100.000	8.962	5.986	0.664	1771450554.742	1771450554.742	1771450554.742	1771450554.742	1771450554.742	1771450554.742
401	100.000	0.022	99.999	5.714	4.650	0.664	1771450554.990	1771450554.990	1771450554.990	1771450554.990	1771450554.990	1771450554.990
402	100.000	-0.082	100.003	4.186	2.254	0.664	1771450555.249	1771450555.249	1771450555.249	1771450555.249	1771450555.249	1771450555.249
403	100.000	0.000	99.996	14.576	1.296	0.664	1771450555.487	1771450555.487	1771450555.487	1771450555.487	1771450555.487	1771450555.487
404	100.000	0.027	100.000	18.857	0.972	0.664	1771450555.774	1771450555.774	1771450555.774	1771450555.774	1771450555.774	1771450555.774
405	100.000	-0.051	100.000	14.315	0.564	0.664	1771450556.019	1771450556.019	1771450556.019	1771450556.019	1771450556.019	1771450556.019
406	100.000	-0.024	100.000	7.765	5.681	0.664	1771450556.290	1771450556.290	1771450556.290	1771450556.290	1771450556.290	1771450556.290
407	100.000	0.041	100.000	5.644	4.368	0.664	1771450556.484	1771450556.484	1771450556.484	1771450556.484	1771450556.484	1771450556.484
408	100.000	0.033	99.998	4.464	2.350	0.664	1771450556.680	1771450556.680	1771450556.680	1771450556.680	1771450556.680	1771450556.680
409	100.000	-0.015	99.999	12.429	1.338	0.664	1771450556.958	1771450556.958	1771450556.958	1771450556.958	1771450556.958	1771450556.958
410	100.000	0.010	100.002	17.554	1.003	0.664	1771450557.202	1771450557.202	1771450557.202	1771450557.202	1771450557.202	1771450557.202
411	100.000	-0.017	100.002	14.438	0.609	0.664	1771450557.416	1771450557.416	1771450557.416	1771450557.416	1771450557.416	1771450557.416
412	100.000	0.004	100.002	8.580	6.094	0.664	1771450557.706	1771450557.706	1771450557.706	1771450557.706	1771450557.706	1771450557.706
413	100.000	-0.033	100.001	5.631	4.619	0.664	1771450557.930	1771450557.930	1771450557.930	1771450557.930	1771450557.930	1771450557.930
414	100.000	0.014	99.996	4.152	2.305	0.664	1771450558.194	1771450558.194	1771450558.194	1771450558.194	1771450558.194	1771450558.194
415	100.000	0.005	100.000	14.242	1.338	0.664	1771450558.425	1771450558.425	1771450558.425	1771450558.425	1771450558.425	1771450558.425
416	100.000	0.090	100.002	18.265	1.075	0.664	1771450558.619	1771450558.619	1771450558.619	1771450558.619	1771450558.619	1771450558.619
417	100.000	0.073	99.998	15.820	0.749	0.664	1771450558.884	1771450558.884	1771450558.884	1771450558.884	1771450558.884	1771450558.884
418	100.000	0.045	100.002	8.679	6.222	0.664	1771450559.108	1771450559.108	1771450559.108	1771450559.108	1771450559.108	1771450559.108
419	100.000	-0.031	100.002	6.529	5.122	0.664	1771450559.312	1771450559.312	1771450559.312	1771450559.312	1771450559.312	1771450559.312
420	100.000	-0.029	100.001	3.235	3.645	0.664	1771450559.568	1771450559.568	1771450559.568	1771450559.568	1771450559.568	1771450559.568
421	100.000	-0.040	99.997	10.980	1.488	0.664	1771450559.797	1771450559.797	1771450559.797	1771450559.797	1771450559.797	1771450559.797
422	100.000	0.035	100.002	16.920	1.167	0.664	1771450560.032	1771450560.032	1771450560.032	1771450560.032	1771450560.032	1771450560.032
423	100.000	-0.031	99.999	16.947	0.850	0.664	1771450560.332	1771450560.332	1771450560.332	1771450560.332	1771450560.332	1771450560.332
424	100.000	-0.033	99.999	9.833	0.156	0.664	1771450560.564	1771450560.564	1771450560.564	1771450560.564	1771450560.564	1771450560.564
425	100.000	-0.018	99.999	6.444	5.122	0.664	1771450560.815	1771450560.815	1771450560.815	1771450560.815	1771450560.815	1771450560.815
426	100.000	0.053	100.003	3.295	3.394	0.664	1771450561.036	1771450561.036	1771450561.036	1771450561.036	1771450561.036	1771450561.036
427	100.000	0.072	99.999	9.872	1.714	0.664	1771450561.251	1771450561.251	1771450561.251	1771450561.251	1771450561.251	1771450561.251
428	100.000	0.014	100.007	16.433	1.267	0.664	1771450561.519	1771450561.519	1771450561.519	1771450561.519	1771450561.519	1771450561.519
429	100.000	0.030	99.995	16.337	0.967	0.664	1771450561.747	1771450561.747	1771450561.747	1771450561.747	1771450561.747	1771450561.747
430	100.000	-0.031	99.995	10.869	0.521	0.664	1771450562.011	1771450562.011	1771450562.011	1771450562.011	1771450562.011	1771450562.011
431	100.000	-0.003	100.000	6.211	5.289	0.664	1771450562.250	1771450562.250	1771450562.250	1771450562.250	1771450562.250	1771450562.250
432	100.000	-0.023	100.000	3.343	3.866	0.664	1771450562.526	1771450562.526	1771450562.526	1771450562.526	1771450562.526	1771450562.526
433	100.000	-0.017	99.999	9.940	1.570	0.664	1771450562.768	1771450562.768	1771450562.768	1771450562.768	1771450562.768	1771450562.768
434	100.000	-0.063	99.998	16.970	1.132	0.664	1771450562.997	1771450562.997	1771450562.997	1771450562.997	1771450562.997	1771450562.997
435	100.000	0.000	100.000	16.410	0.919	0.664	1771450563.266	1771450563.266	1771450563.266	1771450563.266	1771450563.266	1771450563.266
436	100.000	0.040	99.998	10.003	0.369	0.664	1771450563.508	1771450563.508	1771450563.508	1771450563.508	1771450563.508	1771450563.508
437	100.000	-0.018	99.998	5.129	5.274	0.664	1771450563.759	1771450563.759	1771450563.759	1771450563.759	1771450563.759	1771450563.759
438	100.000	-0.036	99.996	2.619	3.245	0.664	1771450563.997	1771450563.997	1771450563.997	1771450563.997	1771450563.997	1771450563.997
439	100.000	-0.022	99.999	10.158	1.543	0.664	1771450564.265	1771450564.265	1771450564.265	1771450564.265	1771450564.265	1771450564.265
440	100.000	-0.003	100.002	17.190	1.146	0.664	1771450564.527	1771450564.527	1771450564.527	1771450564.527	1771450564.527	1771450564.527
441	100.000	0.043	100.004	15.490	0.885	0.664	1771450564.753	1771450564.753	1771450564.753	1771450564.753	1771450564.753	1771450564.753
442	100.000	-0.026	100.001	10.124	0.315	0.664	1771450565.008	1771450565.008	1771450565.008	1771450565.008	1771450565.008	1771450565.008
443	100.000	-0.008	100.001	6.023	5.240	0.664	1771450565.237	1771450565.237	1771450565.237	1771450565.237	1771450565.237	1771450565.237
444	100.000	0.040	99.997	2.628	3.608	0.664	1771450565.522	1771450565.522	1771450565.522	1771450565.522	1771450565.522	1771450565.522
445	100.000	0.013	100.003	11.986	1.566	0.664	1771450565.742	1771450565.742	1771450565.742	1771450565.742	1771450565.742	1771450565.742
446	100.000	0.009	100.001	17.177	1.240	0.664	1771450566.016	1771450566.016	1771450566.016	1771450566.016	1771450566.016	1771450566.016
447	100.000	0.026	100.003	15.794	0.834	0.664	1771450566.266	1771450566.266	1771450566.266	1771450566.266	1771450566.266	1771450566.266
448	100.000	0.001	100.004	9.531	0.234	0.664	1771450566.485	1771450566.485	1771450566.485	1771450566.485	1771450566.485	1771450566.485
449	100.000	0.047	100.003	6.474	5.201	0.664	1771450566.754	1771450566.754	1771450566.754	1771450566.754	1771450566.754	1771450566.754
450	100.000	0.014	100.002	3.398	3.434	0.664	1771450566.990	1771450566.990	1771450566.990	1771450566.990	1771450566.990	1771450566.990
451	100.000	-0.071	100.001	11.630	1.640	0.664	1771450567.250	1771450567.250	1771450567.250	1771450567.250	1771450567.250	1771450567.250
452	100.000	0.016	99.999	17.716	1.184	0.664	1771450567.512	1771450567.512	1771450567.512	1771450567.512	1771450567.512	1771450567.512
453	100.000	-0.016	99.995	15.953	0.831	0.664	1771450567.766	1771450567.766	1771450567.766	1771450567.766	1771450567.766	1771450567.766
454	100.000	-0.010	99.998	8.710	0.044	0.664	1771450567.993	1771450567.993	1771450567.993	1771450567.993	1771450567.993	1771450567.993
455	100.000	-0.032	99.999	5.879	5.065	0.664	1771450568.215	1771450568.215	1771450568.215	1771450568.215	1771450568.215	1771450568.215
456	100.000	-0.042	99.999	3.168	3.238	0.664	1771450568.477	1771450568.477	1771450568.477	1771450568.477	1771450568.477	1771450568.477
457	100.000	-0.003	99.996	11.568	1.558	0.664	1771450568.726	1771450568.726	1771450568.726	1771450568.726	1771450568.726	1771450568.726
458	100.000	-0.004	100.001	17.386	1.183	0.664	1771450568.975	1771450568.975	1771450568.975	1771450568.975	1771450568.975	1771450568.975
459	100.000	0.005	99.999	15.780	0.776	0.664	1771450569.197	1771450569.197	1771450569.197	1771450569.197	1771450569.197	1771450569.197
460	100.000	-0.023	99.999	9.517	0.157	0.664	1771450569.446	1771450569.446	1771450569.446	1771450569.446	1771450569.446	1771450569.446
461	100.000	0.076	99.999	5.751	5.075	0.664	1771450569.717	1771450569.717	1771450569.717	1771450569.717	1771450569.717	1771450569.717
462	100.000	0.027	99.996	3.598	2.942	0.664	1771450569.965	1771450569.965	1771450569.965	1771450569.965	1771450569.965	1771450569.965
463	100.000	0.033	100.001	11.913	1.567	0.664	1771450570.220	1771450570.220	1771450570.220	1771450570.220	1771450570.220	1771450570.220
464	100.000	-0.003	100.000	17.149	1.084	0.664	1771450570.478	1771450570.478	1771450570.478	1771450570.478	1771450570.478	1771450570.478
465	100.000	-0.024	100.002	14.264	0.698	0.664	1771450570.725	1771450570.725	1771450570.725	1771450570.725	1771450570.725	1771450570.725
466	100.000	-0.019	100.000	8.526	6.276	0.664	1771450570.942	1771450570.942	1771450570.942	1771450570.942	1771450570.942	1771450570.942
467	100.000	0.010	100.001	6.170	4.977	0.664	1771450571.189	1771450571.189	1771450571.189	1771450571.189	1771450571.189	1771450571.189
468	100.000	-0.001	100.002	2.738	3.056	0.664	1771450571.452	1771450571.452	1771450571.452	1771450571.452	1771450571.452	1771450571.452
469	100.000	0.035	100.001	13.160	1.426	0.664	1771450571.730	1771450571.730	1771450571.730	1771450571.730	1771450571.730	1771450571.730
470	100.000	0.029	99.997	18.098	1.102	0.664	1771450571.932	1771450571.932	1771450571.932	1771450571.932	1771450571.932	1771450571.932
471	100.000	-0.017	99.998	15.499	0.653	0.664	1771450572.208	1771450572.208	1771450572.208	1771450572.208	1771450572.208	1771450572.208
472	100.000	-0.022	100.003	8.597	6.274	0.664	1771450572.427	1771450572.427	1771450572.427	1771450572.427	1771450572.427	1771450572.427
473	100.000	0.031	99.998	6.175	5.029	0.664	1771450572.646	1771450572.646	1771450572.646	1771450572.646	1771450572.646	1771450572.646
474	100.000	0.028	99.998	3.323	3.260	0.664	1771450572.905	1771450572.905	1771450572.905	1771450572.905	1771450572.905	1771450572.905
475	100.000	-0.017	99.999	12.167	1.666	0.664	1771450573.134	1771450573.134	1771450573.134	1771450573.134	1771450573.134	1771450573.134
476	100.000	-0.059	100.001	18.402	1.198	0.664	1771450573.401	1771450573.401	1771450573.401	1771450573.401	1771450573.401	1771450573.401
477	100.000	0.007	100.001	15.647	0.790	0.664	1771450573.658	1771450573.658	1771450573.658	1771450573.658	1771450573.658	1771450573.658
478	100.000	0.032	100.000	8.690	0.075	0.664	1771450573.888	1771450573.888	1771450573.888	1771450573.888	1771450573.888	1771450573.888
479	100.000	0.014	100.002	4.990	4.884	0.664	1771450574.164	1771450574.164	1771450574.164	1771450574.164	1771450574.164	1771450574.164
480	100.000	-0.030	99.997	4.625	2.549	0.664	1771450574.404	1771450574.404	1771450574.404	1771450574.404	1771450574.404	1771450574.404
481	100.000	-0.021	100.003	14.356	1.562	0.664	1771450574.644	1771450574.644	1771450574.644	1771450574.644	1771450574.644	1771450574.644
482	100.000	-0.025	100.002	19.194	1.099	0.664	1771450574.912	1771450574.912	1771450574.912	1771450574.912	1771450574.912	1771450574.912
483	100.000	0.013	100.001	15.605	0.716	0.664	1771450575.123	1771450575.123	1771450575.123	1771450575.123	1771450575.123	1771450575.123
484	100.000	0.027	100.001	8.609	6.272	0.664	1771450575.398	1771450575.398	1771450575.398	1771450575.398	1771450575.398	1771450575.398
485	100.000	-0.071	100.001	5.715	4.920	0.664	1771450575.661	1771450575.661	1771450575.661	1771450575.661	1771450575.661	1771450575.661
486	100.000	-0.036	100.001	4.194	2.513	0.664	1771450575.872	1771450575.872	1771450575.872	1771450575.872	1771450575.872	1771450575.872
487	100.000	0.011	100.003	13.916	1.513	0.664	1771450576.136	1771450576.136	1771450576.136	1771450576.136	1771450576.136	1771450576.136
488	100.000	0.030	99.998	18.303	1.094	0.664	1771450576.381	1771450576.381	1771450576.381	1771450576.381	1771450576.381	1771450576.381
489	100.000	0.027	100.006	14.899	0.713	0.664	1771450576.630	1771450576.630	1771450576.630	1771450576.630	1771450576.630	1771450576.630
490	100.000	-0.015	99.995	7.757	6.216	0.664	1771450576.924	1771450576.924	1771450576.924	1771450576.924	1771450576.924	1771450576.924
491	100.000	0.026	100.002	4.738	4.644	0.664	1771450577.171	1771450577.171	1771450577.171	1771450577.171	1771450577.171	1771450577.171
492	100.000	0.063	100.003	6.534	2.094	0.664	1771450577.417	1771450577.417	1771450577.417	1771450577.417	1771450577.417	1771450577.417
493	100.000	-0.026	100.003	15.934	1.439	0.664	1771450577.676	1771450577.676	1771450577.676	1771450577.676	1771450577.676	1771450577.676
494	100.000	0.073	100.001	17.872	1.009	0.664	1771450577.910	1771450577.910	1771450577.910	1771450577.910	1771450577.910	1771450577.910
495	100.000	0.049	100.002	13.342	0.500	0.664	1771450578.169	1771450578.169	1771450578.169	1771450578.169	1771450578.169	1771450578.169
496	100.000	0.029	99.997	7.397	5.973	0.664	1771450578.398	1771450578.398	1771450578.398	1771450578.398	1771450578.398	1771450578.398
497	100.000	-0.026	100.001	5.130	4.701	0.664	1771450578.680	1771450578.680	1771450578.680	1771450578.680	1771450578.680	1771450578.680
498	100.000	0.006	100.002	6.683	2.017	0.664	1771450578.900	1771450578.900	1771450578.900	1771450578.900	1771450578.900	1771450578.900
499	100.000	-0.003	100.001	16.054	1.426	0.664	1771450579.156	1771450579.156	1771450579.156	1771450579.156	1771450579.156	1771450579.156
500	100.000	0.003	100.002	18.180	1.064	0.664	1771450579.391	1771450579.391	1771450579.391	1771450579.391	1771450579.391	1771450579.391
501	100.000	0.009	100.001	14.387	0.688	0.664	1771450579.606	1771450579.606	1771450579.606	1771450579.606	1771450579.606	1771450579.606
502	100.000	0.032	99.998	8.129	0.046	0.664	1771450579.827	1771450579.827	1771450579.827	1771450579.827	1771450579.827	1771450579.827
503	100.000	0.020	99.999	5.292	4.835	0.664	1771450580.089	1771450580.089	1771450580.089	1771450580.089	1771450580.089	1771450580.089
504	100.000	-0.040	100.003	4.538	2.226	0.664	1771450580.345	1771450580.345	1771450580.345	1771450580.345	1771450580.345	1771450580.345
505	100.000	0.023	99.998	15.228	1.446	0.664	1771450580.590	1771450580.590	1771450580.590	1771450580.590	1771450580.590	1771450580.590
506	100.000	0.015	99.997	18.392	1.058	0.664	1771450580.852	1771450580.852	1771450580.852	1771450580.852	1771450580.852	1771450580.852
507	100.000	0.020	100.001	14.099	0.603	0.664	1771450581.114	1771450581.114	1771450581.114	1771450581.114	1771450581.114	1771450581.114
508	100.000	0.029	100.002	7.594	6.072	0.664	1771450581.356	1771450581.356	1771450581.356	1771450581.356	1771450581.356	1771450581.356
509	100.000	-0.001	100.000	4.853	4.664	0.664	1771450581.606	1771450581.606	1771450581.606	1771450581.606	1771450581.606	1771450581.606
510	100.000	-0.006	100.001	5.884	2.051	0.664	1771450581.854	1771450581.854	1771450581.854	1771450581.854	1771450581.854	1771450581.854
511	100.000	-0.069	99.999	15.820	1.479	0.664	1771450582.094	1771450582.094	1771450582.094	1771450582.094	1771450582.094	1771450582.094
512	100.000	0.027	100.002	18.351	1.069	0.664	1771450582.351	1771450582.351	1771450582.351	1771450582.351	1771450582.351	1771450582.351
513	100.000	-0.007	99.999	13.385	0.610	0.664	1771450582.595	1771450582.595	1771450582.595	1771450582.595	1771450582.595	1771450582.595
514	100.000	-0.048	100.004	6.983	6.004	0.664	1771450582.882	1771450582.882	1771450582.882	1771450582.882	1771450582.882	1771450582.882
515	100.000	-0.011	99.996	3.976	4.350	0.664	1771450583.115	1771450583.115	1771450583.115	1771450583.115	1771450583.115	1771450583.115
516	100.000	-0.030	100.001	6.216	2.095	0.664	1771450583.324	1771450583.324	1771450583.324	1771450583.324	1771450583.324	1771450583.324
517	100.000	0.005	99.999	16.328	1.468	0.664	1771450583.602	1771450583.602	1771450583.602	1771450583.602	1771450583.602	1771450583.602
518	100.000	-0.058	99.996	17.871	1.051	0.664	1771450583.850	1771450583.850	1771450583.850	1771450583.850	1771450583.850	1771450583.850
519	100.000	0.001	100.006	12.340	0.490	0.664	1771450584.142	1771450584.142	1771450584.142	1771450584.142	1771450584.142	1771450584.142
520	100.000	0.027	100.004	7.072	5.605	0.664	1771450584.345	1771450584.345	1771450584.345	1771450584.345	1771450584.345	1771450584.345
521	100.000	0.076	99.997	3.527	4.343	0.664	1771450584.629	1771450584.629	1771450584.629	1771450584.629	1771450584.629	1771450584.629
522	100.000	0.007	100.001	9.246	1.844	0.664	1771450584.853	1771450584.853	1771450584.853	1771450584.853	1771450584.853	1771450584.853
523	100.000	0.027	99.994	16.615	1.390	0.664	1771450585.124	1771450585.124	1771450585.124	1771450585.124	1771450585.124	1771450585.124
524	100.000	-0.015	99.996	16.294	0.927	0.664	1771450585.383	1771450585.383	1771450585.383	1771450585.383	1771450585.383	1771450585.383
525	100.000	-0.006	99.999	11.210	0.398	0.664	1771450585.639	1771450585.639	1771450585.639	1771450585.639	1771450585.639	1771450585.639
526	100.000	-0.040	99.998	7.163	5.536	0.664	1771450585.864	1771450585.864	1771450585.864	1771450585.864	1771450585.864	1771450585.864
527	100.000	0.004	100.004	3.803	4.111	0.664	1771450586.094	1771450586.094	1771450586.094	1771450586.094	1771450586.094	1771450586.094
528	100.000	-0.025	99.999	9.327	1.822	0.664	1771450586.376	1771450586.376	1771450586.376	1771450586.376	1771450586.376	1771450586.376
529	100.000	-0.012	99.997	16.805	1.368	0.664	1771450586.617	1771450586.617	1771450586.617	1771450586.617	1771450586.617	1771450586.617
530	100.000	-0.015	99.997	15.821	0.976	0.664	1771450586.860	1771450586.860	1771450586.860	1771450586.860	1771450586.860	1771450586.860
531	100.000	-0.053	99.998	10.666	0.302	0.664	1771450587.103	1771450587.103	1771450587.103	1771450587.103	1771450587.103	1771450587.103
532	100.000	0.008	99.995	6.230	5.498	0.664	1771450587.373	1771450587.373	1771450587.373	1771450587.373	1771450587.373	1771450587.373
533	100.000	-0.003	99.995	3.288	3.741	0.664	1771450587.614	1771450587.614	1771450587.614	1771450587.614	1771450587.614	1771450587.614
534	100.000	-0.002	99.998	11.388	1.741	0.664	1771450587.844	1771450587.844	1771450587.844	1771450587.844	1771450587.844	1771450587.844
535	100.000	-0.022	99.999	17.228	1.332	0.664	1771450588.117	1771450588.117	1771450588.117	1771450588.117	1771450588.117	1771450588.117
536	100.000	0.005	99.998	16.052	0.861	0.664	1771450588.379	1771450588.379	1771450588.379	1771450588.379	1771450588.379	1771450588.379
537	100.000	0.037	100.001	10.905	0.299	0.664	1771450588.601	1771450588.601	1771450588.601	1771450588.601	1771450588.601	1771450588.601
538	100.000	-0.035	99.996	7.032	5.395	0.664	1771450588.843	1771450588.843	1771450588.843	1771450588.843	1771450588.843	1771450588.843
539	100.000	0.014	100.000	3.193	3.890	0.664	1771450589.117	1771450589.117	1771450589.117	1771450589.117	1771450589.117	1771450589.117
540	100.000	-0.088	99.999	11.785	1.681	0.664	1771450589.371	1771450589.371	1771450589.371	1771450589.371	1771450589.371	1771450589.371
541	100.000	0.027	100.001	17.534	1.247	0.664	1771450589.621	1771450589.621	1771450589.621	1771450589.621	1771450589.621	1771450589.621
542	100.000	-0.017	100.001	15.763	0.824	0.664	1771450589.870	1771450589.870	1771450589.870	1771450589.870	1771450589.870	1771450589.870
543	100.000	0.073	100.003	10.312	0.109	0.664	1771450590.120	1771450590.120	1771450590.120	1771450590.120	1771450590.120	1771450590.120
544	100.000	-0.056	99.997	6.683	5.259	0.664	1771450590.356	1771450590.356	1771450590.356	1771450590.356	1771450590.356	1771450590.356
545	100.000	0.011	100.000	2.947	3.244	0.664	1771450590.620	1771450590.620	1771450590.620	1771450590.620	1771450590.620	1771450590.620
546	100.000	0.010	100.000	12.261	1.629	0.664	1771450590.873	1771450590.873	1771450590.873	1771450590.873	1771450590.873	1771450590.873
547	100.000	0.042	100.001	17.747	1.205	0.664	1771450591.117	1771450591.117	1771450591.117	1771450591.117	1771450591.117	1771450591.117
548	100.000	0.008	100.001	16.141	0.769	0.664	1771450591.346	1771450591.346	1771450591.346	1771450591.346	1771450591.346	1771450591.346
549	100.000	0.003	100.000	10.973	0.058	0.664	1771450591.619	1771450591.619	1771450591.619	1771450591.619	1771450591.619	1771450591.619
550	100.000	-0.012	99.993	6.356	5.179	0.664	1771450591.844	1771450591.844	1771450591.844	1771450591.844	1771450591.844	1771450591.844
551	100.000	0.031	100.001	3.277	2.760	0.664	1771450592.143	1771450592.143	1771450592.143	1771450592.143	1771450592.143	1771450592.143
552	100.000	0.018	99.999	14.463	1.566	0.664	1771450592.394	1771450592.394	1771450592.394	1771450592.394	1771450592.394	1771450592.394
553	100.000	-0.044	99.999	17.760	1.118	0.664	1771450592.687	1771450592.687	1771450592.687	1771450592.687	1771450592.687	1771450592.687
554	100.000	0.034	99.998	13.728	0.582	0.664	1771450592.931	1771450592.931	1771450592.931	1771450592.931	1771450592.931	1771450592.931
555	100.000	-0.022	100.004	7.508	6.012	0.664	1771450593.175	1771450593.175	1771450593.175	1771450593.175	1771450593.175	1771450593.175
556	100.000	0.006	99.999	4.941	4.626	0.664	1771450593.418	1771450593.418	1771450593.418	1771450593.418	1771450593.418	1771450593.418
557	100.000	0.003	100.004	6.025	2.250	0.664	1771450593.675	1771450593.675	1771450593.675	1771450593.675	1771450593.675	1771450593.675
558	100.000	0.045	100.002	15.380	1.484	0.664	1771450593.944	1771450593.944	1771450593.944	1771450593.944	1771450593.944	1771450593.944
559	100.000	0.041	99.996	17.119	1.056	0.664	1771450594.162	1771450594.162	1771450594.162	1771450594.162	1771450594.162	1771450594.162
560	100.000	0.006	100.001	13.136	0.541	0.664	1771450594.405	1771450594.405	1771450594.405	1771450594.405	1771450594.405	1771450594.405
561	100.000	0.030	99.993	7.619	5.980	0.664	1771450594.657	1771450594.657	1771450594.657	1771450594.657	1771450594.657	1771450594.657
562	100.000	0.001	100.001	4.415	4.538	0.664	1771450594.923	1771450594.923	1771450594.923	1771450594.923	1771450594.923	1771450594.923
563	100.000	0.027	100.001	8.150	1.981	0.664	1771450595.183	1771450595.183	1771450595.183	1771450595.183	1771450595.183	1771450595.183
564	100.000	-0.041	100.002	16.610	1.395	0.664	1771450595.428	1771450595.428	1771450595.428	1771450595.428	1771450595.428	1771450595.428
565	100.000	0.022	99.999	17.119	1.043	0.664	1771450595.686	1771450595.686	1771450595.686	1771450595.686	1771450595.686	1771450595.686
566	100.000	0.015	100.001	12.061	0.516	0.664	1771450595.943	1771450595.943	1771450595.943	1771450595.943	1771450595.943	1771450595.943
567	100.000	0.013	100.002	7.014	5.730	0.664	1771450596.175	1771450596.175	1771450596.175	1771450596.175	1771450596.175	1771450596.175
568	100.000	-0.013	99.994	4.310	4.498	0.664	1771450596.394	1771450596.394	1771450596.394	1771450596.394	1771450596.394	1771450596.394
569	100.000	-0.050	100.000	7.579	2.132	0.664	1771450596.637	1771450596.637	1771450596.637	1771450596.637	1771450596.637	1771450596.637
570	100.000	-0.046	99.993	16.447	1.516	0.664	1771450596.908	1771450596.908	1771450596.908	1771450596.908	1771450596.908	1771450596.908
571	100.000	0.001	100.000	17.256	1.048	0.664	1771450597.133	1771450597.133	1771450597.133	1771450597.133	1771450597.133	1771450597.133
572	100.000	0.057	99.999	13.654	0.548	0.664	1771450597.367	1771450597.367	1771450597.367	1771450597.367	1771450597.367	1771450597.367
573	100.000	0.042	99.999	8.179	5.917	0.664	1771450597.612	1771450597.612	1771450597.612	1771450597.612	1771450597.612	1771450597.612
574	100.000	-0.019	100.003	5.001	4.724	0.664	1771450597.883	1771450597.883	1771450597.883	1771450597.883	1771450597.883	1771450597.883
575	100.000	-0.016	100.000	7.157	2.033	0.664	1771450598.127	1771450598.127	1771450598.127	1771450598.127	1771450598.127	1771450598.127
576	100.000	0.022	99.999	16.772	1.467	0.664	1771450598.398	1771450598.398	1771450598.398	1771450598.398	1771450598.398	1771450598.398
577	100.000	0.036	100.000	17.231	0.985	0.664	1771450598.623	1771450598.623	1771450598.623	1771450598.623	1771450598.623	1771450598.623
578	100.000	0.006	100.001	13.140	0.433	0.664	1771450598.844	1771450598.844	1771450598.844	1771450598.844	1771450598.844	1771450598.844
579	100.000	-0.002	100.004	8.258	5.851	0.664	1771450599.125	1771450599.125	1771450599.125	1771450599.125	1771450599.125	1771450599.125
580	100.000	0.056	100.003	3.668	4.434	0.664	1771450599.362	1771450599.362	1771450599.362	1771450599.362	1771450599.362	1771450599.362
581	100.000	0.029	100.001	8.850	1.890	0.664	1771450599.640	1771450599.640	1771450599.640	1771450599.640	1771450599.640	1771450599.640
582	100.000	-0.004	99.999	17.530	1.389	0.664	1771450599.887	1771450599.887	1771450599.887	1771450599.887	1771450599.887	1771450599.887
583	100.000	0.037	99.999	16.968	0.981	0.664	1771450600.128	1771450600.128	1771450600.128	1771450600.128	1771450600.128	1771450600.128
584	100.000	0.034	99.999	12.133	0.296	0.664	1771450600.380	1771450600.380	1771450600.380	1771450600.380	1771450600.380	1771450600.380
585	100.000	-0.083	100.003	8.153	5.686	0.664	1771450600.622	1771450600.622	1771450600.622	1771450600.622	1771450600.622	1771450600.622
586	100.000	0.003	99.999	2.105	4.181	0.664	1771450600.893	1771450600.893	1771450600.893	1771450600.893	1771450600.893	1771450600.893
587	100.000	-0.044	99.998	11.033	1.745	0.664	1771450601.139	1771450601.139	1771450601.139	1771450601.139	1771450601.139	1771450601.139
588	100.000	0.020	100.002	18.113	1.397	0.664	1771450601.382	1771450601.382	1771450601.382	1771450601.382	1771450601.382	1771450601.382
589	100.000	-0.009	99.997	16.262	0.947	0.664	1771450601.610	1771450601.610	1771450601.610	1771450601.610	1771450601.610	1771450601.610
590	100.000	-0.041	100.000	12.111	0.326	0.664	1771450601.878	1771450601.878	1771450601.878	1771450601.878	1771450601.878	1771450601.878
591	100.000	0.032	99.996	8.301	5.543	0.664	1771450602.138	1771450602.138	1771450602.138	1771450602.139	1771450602.139	1771450602.139
592	100.000	-0.051	100.000	2.018	4.227	0.664	1771450602.398	1771450602.398	1771450602.398	1771450602.398	1771450602.398	1771450602.398
593	100.000	0.018	99.999	11.419	1.704	0.664	1771450602.637	1771450602.637	1771450602.637	1771450602.637	1771450602.637	1771450602.637
