Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)
190	100.000	0.017	100.001	16.651	0.742	0.664	1771450502.899	1771450502.899	1771450502.899	1771450502.899	1771450502.899	1771450502.899
191	100.000	-0.007	100.002	9.678	0.310	0.664	1771450503.140	1771450503.140	1771450503.140	1771450503.140	1771450503.140	1771450503.140
192	100.000	-0.011	99.999	4.877	4.921	0.664	1771450503.378	1771450503.378	1771450503.378	1771450503.378	1771450503.378	1771450503.378
193	100.000	-0.036	99.999	6.055	3.718	0.664	1771450503.613	1771450503.613	1771450503.613	1771450503.613	1771450503.613	1771450503.613
194	100.000	0.028	100.000	7.869	1.938	0.664	1771450503.858	1771450503.858	1771450503.858	1771450503.858	1771450503.858	1771450503.858
195	100.000	0.033	100.000	14.507	1.196	0.664	1771450504.092	1771450504.092	1771450504.092	1771450504.092	1771450504.092	1771450504.092
196	100.000	0.000	100.001	16.313	0.822	0.664	1771450504.373	1771450504.373	1771450504.373	1771450504.373	1771450504.373	1771450504.373
197	100.000	0.040	99.997	8.609	0.296	0.664	1771450504.627	1771450504.627	1771450504.627	1771450504.627	1771450504.627	1771450504.627
198	100.000	0.006	100.005	5.256	4.502	0.664	1771450504.902	1771450504.902	1771450504.902	1771450504.902	1771450504.902	1771450504.902
199	100.000	-0.030	99.997	5.808	3.210	0.664	1771450505.117	1771450505.117	1771450505.117	1771450505.117	1771450505.117	1771450505.117
200	100.000	-0.012	99.998	9.402	1.810	0.664	1771450505.335	1771450505.335	1771450505.335	1771450505.335	1771450505.335	1771450505.335
201	100.000	-0.014	100.003	15.254	1.160	0.664	1771450505.585	1771450505.585	1771450505.585	1771450505.585	1771450505.585	1771450505.585
202	100.000	0.079	100.000	15.819	0.744	0.664	1771450505.844	1771450505.844	1771450505.844	1771450505.844	1771450505.844	1771450505.844
203	100.000	-0.036	99.998	9.928	0.198	0.664	1771450506.094	1771450506.094	1771450506.094	1771450506.094	1771450506.094	1771450506.094
204	100.000	-0.025	100.000	5.378	4.962	0.664	1771450506.340	1771450506.340	1771450506.340	1771450506.340	1771450506.340	1771450506.340
205	100.000	0.013	99.995	5.235	3.432	0.664	1771450506.566	1771450506.566	1771450506.566	1771450506.566	1771450506.566	1771450506.566
206	100.000	0.003	100.000	9.005	1.805	0.664	1771450506.828	1771450506.828	1771450506.828	1771450506.828	1771450506.828	1771450506.828
207	100.000	-0.015	100.001	15.885	1.071	0.664	1771450507.097	1771450507.097	1771450507.097	1771450507.097	1771450507.097	1771450507.097
208	100.000	-0.061	100.001	16.085	0.688	0.664	1771450507.323	1771450507.323	1771450507.323	1771450507.323	1771450507.323	1771450507.323
209	100.000	-0.017	99.995	8.694	0.153	0.664	1771450507.570	1771450507.570	1771450507.570	1771450507.570	1771450507.570	1771450507.570
210	100.000	-0.050	100.001	4.147	4.670	0.664	1771450507.810	1771450507.810	1771450507.810	1771450507.810	1771450507.810	1771450507.810
211	100.000	-0.042	100.000	5.740	3.164	0.664	1771450508.077	1771450508.077	1771450508.077	1771450508.077	1771450508.077	1771450508.077
212	100.000	-0.032	99.998	10.861	1.703	0.664	1771450508.328	1771450508.328	1771450508.328	1771450508.328	1771450508.328	1771450508.328
213	100.000	0.001	100.000	16.599	1.085	0.664	1771450508.603	1771450508.603	1771450508.603	1771450508.603	1771450508.603	1771450508.603
214	100.000	0.090	100.002	16.119	0.611	0.664	1771450508.806	1771450508.806	1771450508.806	1771450508.806	1771450508.806	1771450508.806
215	100.000	0.001	99.993	9.989	0.210	0.664	1771450509.011	1771450509.011	1771450509.011	1771450509.012	1771450509.012	1771450509.012
216	100.000	0.077	100.000	4.943	4.991	0.664	1771450509.283	1771450509.283	1771450509.283	1771450509.283	1771450509.283	1771450509.283
217	100.000	-0.033	100.001	5.751	3.488	0.664	1771450509.501	1771450509.501	1771450509.501	1771450509.501	1771450509.501	1771450509.501
218	100.000	0.001	99.998	9.831	1.795	0.664	1771450509.768	1771450509.768	1771450509.768	1771450509.768	1771450509.768	1771450509.768
219	100.000	0.031	100.001	16.538	1.206	0.664	1771450509.996	1771450509.996	1771450509.996	1771450509.996	1771450509.996	1771450509.996
220	100.000	0.014	99.998	16.668	0.786	0.664	1771450510.251	1771450510.251	1771450510.251	1771450510.251	1771450510.251	1771450510.251
221	100.000	-0.045	100.000	9.491	0.249	0.664	1771450510.537	1771450510.537	1771450510.537	1771450510.537	1771450510.537	1771450510.537
222	100.000	-0.048	99.999	4.771	4.752	0.664	1771450510.794	1771450510.794	1771450510.794	1771450510.794	1771450510.794	1771450510.794
223	100.000	-0.058	99.995	5.632	3.343	0.664	1771450511.027	1771450511.027	1771450511.027	1771450511.027	1771450511.027	1771450511.027
224	100.000	0.020	99.998	10.765	1.780	0.664	1771450511.261	1771450511.261	1771450511.261	1771450511.261	1771450511.261	1771450511.261
225	100.000	-0.004	100.000	16.275	1.155	0.664	1771450511.544	1771450511.544	1771450511.544	1771450511.544	1771450511.544	1771450511.544
226	100.000	-0.014	99.996	15.107	0.679	0.664	1771450511.772	1771450511.772	1771450511.772	1771450511.772	1771450511.772	1771450511.772
227	100.000	-0.056	99.998	7.974	0.133	0.664	1771450512.040	1771450512.040	1771450512.040	1771450512.040	1771450512.040	1771450512.040
228	100.000	-0.070	100.001	5.159	4.662	0.664	1771450512.293	1771450512.293	1771450512.293	1771450512.293	1771450512.293	1771450512.293
229	100.000	0.008	99.999	5.457	2.987	0.664	1771450512.490	1771450512.490	1771450512.490	1771450512.490	1771450512.490	1771450512.490
230	100.000	0.017	99.998	10.410	1.917	0.664	1771450512.699	1771450512.699	1771450512.699	1771450512.699	1771450512.699	1771450512.699
231	100.000	0.034	99.996	16.270	1.279	0.664	1771450512.954	1771450512.954	1771450512.954	1771450512.954	1771450512.954	1771450512.954
232	100.000	-0.028	100.004	15.807	0.837	0.664	1771450513.221	1771450513.221	1771450513.221	1771450513.221	1771450513.221	1771450513.221
233	100.000	-0.021	99.997	8.663	0.365	0.664	1771450513.454	1771450513.454	1771450513.454	1771450513.454	1771450513.454	1771450513.454
234	100.000	0.020	99.997	4.672	4.989	0.664	1771450513.686	1771450513.686	1771450513.686	1771450513.686	1771450513.686	1771450513.686
235	100.000	0.003	100.000	4.922	3.673	0.664	1771450513.893	1771450513.893	1771450513.893	1771450513.893	1771450513.893	1771450513.893
236	100.000	-0.010	100.002	9.447	1.877	0.664	1771450514.171	1771450514.171	1771450514.171	1771450514.171	1771450514.171	1771450514.171
237	100.000	-0.003	99.997	16.217	1.375	0.664	1771450514.388	1771450514.388	1771450514.388	1771450514.388	1771450514.388	1771450514.388
238	100.000	0.007	99.998	16.140	0.903	0.664	1771450514.639	1771450514.639	1771450514.639	1771450514.639	1771450514.639	1771450514.639
239	100.000	0.030	100.002	10.200	0.388	0.664	1771450514.919	1771450514.919	1771450514.919	1771450514.919	1771450514.919	1771450514.919
240	100.000	0.037	100.001	5.173	5.262	0.664	1771450515.138	1771450515.138	1771450515.138	1771450515.138	1771450515.138	1771450515.138
241	100.000	-0.031	100.007	4.810	3.688	0.664	1771450515.403	1771450515.403	1771450515.403	1771450515.403	1771450515.403	1771450515.403
242	100.000	-0.051	100.003	9.527	1.850	0.664	1771450515.655	1771450515.655	1771450515.655	1771450515.655	1771450515.655	1771450515.655
243	100.000	-0.013	100.000	15.752	1.270	0.664	1771450515.914	1771450515.914	1771450515.914	1771450515.914	1771450515.914	1771450515.914
244	100.000	0.052	99.999	14.741	0.855	0.664	1771450516.145	1771450516.145	1771450516.145	1771450516.145	1771450516.145	1771450516.145
245	100.000	-0.030	100.000	9.486	0.337	0.664	1771450516.385	1771450516.385	1771450516.385	1771450516.385	1771450516.385	1771450516.385
246	100.000	-0.003	99.998	4.272	5.194	0.664	1771450516.645	1771450516.645	1771450516.645	1771450516.645	1771450516.645	1771450516.645
247	100.000	0.000	99.999	4.653	3.256	0.664	1771450516.881	1771450516.881	1771450516.881	1771450516.881	1771450516.881	1771450516.881
248	100.000	-0.035	99.999	9.601	1.751	0.664	1771450517.151	1771450517.151	1771450517.151	1771450517.151	1771450517.151	1771450517.151
249	100.000	0.005	100.004	16.179	1.147	0.664	1771450517.416	1771450517.416	1771450517.416	1771450517.416	1771450517.416	1771450517.416
250	100.000	-0.034	100.002	15.616	0.699	0.664	1771450517.648	1771450517.648	1771450517.648	1771450517.648	1771450517.648	1771450517.648
251	100.000	0.011	99.999	8.777	0.034	0.664	1771450517.901	1771450517.901	1771450517.901	1771450517.901	1771450517.901	1771450517.901
252	100.000	0.001	99.998	4.838	4.769	0.664	1771450518.205	1771450518.205	1771450518.205	1771450518.205	1771450518.205	1771450518.205
253	100.000	0.025	100.001	5.267	2.680	0.664	1771450518.443	1771450518.443	1771450518.443	1771450518.443	1771450518.443	1771450518.443
254	100.000	-0.054	99.998	12.116	1.665	0.664	1771450518.684	1771450518.685	1771450518.685	1771450518.685	1771450518.685	1771450518.685
255	100.000	-0.040	100.001	15.487	1.144	0.664	1771450518.947	1771450518.947	1771450518.947	1771450518.947	1771450518.947	1771450518.947
256	100.000	-0.018	99.999	13.056	0.645	0.664	1771450519.157	1771450519.157	1771450519.157	1771450519.157	1771450519.157	1771450519.157
257	100.000	-0.030	99.998	6.738	6.213	0.664	1771450519.427	1771450519.427	1771450519.427	1771450519.427	1771450519.427	1771450519.427
258	100.000	-0.009	99.998	5.120	4.468	0.664	1771450519.642	1771450519.642	1771450519.642	1771450519.642	1771450519.642	1771450519.642
259	100.000	0.025	100.004	5.069	3.089	0.664	1771450519.848	1771450519.848	1771450519.848	1771450519.848	1771450519.848	1771450519.848
260	100.000	0.048	99.999	11.794	1.745	0.664	1771450520.144	1771450520.144	1771450520.144	1771450520.144	1771450520.144	1771450520.144
261	100.000	0.011	100.003	16.710	1.145	0.664	1771450520.374	1771450520.374	1771450520.374	1771450520.374	1771450520.374	1771450520.374
262	100.000	0.012	100.000	14.563	0.689	0.664	1771450520.651	1771450520.651	1771450520.651	1771450520.651	1771450520.651	1771450520.651
263	100.000	-0.041	100.002	6.943	6.243	0.664	1771450520.885	1771450520.885	1771450520.885	1771450520.885	1771450520.885	1771450520.885
264	100.000	0.022	100.004	5.297	4.509	0.664	1771450521.155	1771450521.155	1771450521.155	1771450521.155	1771450521.155	1771450521.155
265	100.000	0.004	100.001	5.686	2.716	0.664	1771450521.404	1771450521.404	1771450521.404	1771450521.404	1771450521.404	1771450521.404
266	100.000	0.002	99.997	12.594	1.585	0.664	1771450521.655	1771450521.655	1771450521.655	1771450521.655	1771450521.655	1771450521.655
267	100.000	0.075	100.002	16.455	1.079	0.664	1771450521.887	1771450521.887	1771450521.887	1771450521.887	1771450521.887	1771450521.887
268	100.000	0.029	100.000	14.278	0.654	0.664	1771450522.110	1771450522.110	1771450522.110	1771450522.110	1771450522.110	1771450522.110
269	100.000	-0.010	100.000	7.822	0.127	0.664	1771450522.315	1771450522.315	1771450522.315	1771450522.315	1771450522.315	1771450522.315
270	100.000	-0.029	100.001	5.001	4.745	0.664	1771450522.583	1771450522.583	1771450522.583	1771450522.583	1771450522.583	1771450522.583
271	100.000	-0.022	100.002	4.669	3.045	0.664	1771450522.818	1771450522.818	1771450522.818	1771450522.818	1771450522.818	1771450522.818
272	100.000	0.021	99.999	12.329	1.633	0.664	1771450523.068	1771450523.068	1771450523.068	1771450523.068	1771450523.068	1771450523.068
273	100.000	-0.035	100.000	16.925	1.163	0.664	1771450523.314	1771450523.314	1771450523.314	1771450523.314	1771450523.314	1771450523.314
274	100.000	0.011	100.000	14.755	0.702	0.664	1771450523.591	1771450523.591	1771450523.591	1771450523.591	1771450523.591	1771450523.591
275	100.000	-0.024	100.002	8.389	0.008	0.664	1771450523.817	1771450523.817	1771450523.817	1771450523.817	1771450523.817	1771450523.817
276	100.000	-0.042	100.000	5.732	4.646	0.664	1771450524.088	1771450524.088	1771450524.088	1771450524.088	1771450524.088	1771450524.088
277	100.000	-0.050	100.001	4.802	2.848	0.664	1771450524.317	1771450524.317	1771450524.317	1771450524.317	1771450524.317	1771450524.317
278	100.000	-0.012	99.999	12.750	1.524	0.664	1771450524.532	1771450524.532	1771450524.532	1771450524.532	1771450524.532	1771450524.532
279	100.000	-0.012	100.001	17.243	1.179	0.664	1771450524.772	1771450524.772	1771450524.772	1771450524.772	1771450524.772	1771450524.772
280	100.000	0.090	99.998	15.227	0.717	0.664	1771450525.019	1771450525.019	1771450525.019	1771450525.019	1771450525.019	1771450525.019
281	100.000	-0.020	100.000	8.875	0.071	0.664	1771450525.248	1771450525.248	1771450525.248	1771450525.248	1771450525.248	1771450525.248
282	100.000	-0.008	99.996	4.998	4.869	0.664	1771450525.491	1771450525.491	1771450525.491	1771450525.491	1771450525.491	1771450525.491
283	100.000	-0.030	100.004	4.285	3.231	0.664	1771450525.748	1771450525.748	1771450525.748	1771450525.748	1771450525.748	1771450525.748
284	100.000	0.004	100.001	11.295	1.527	0.664	1771450526.018	1771450526.018	1771450526.018	1771450526.018	1771450526.018	1771450526.018
285	100.000	0.013	99.996	17.591	1.053	0.664	1771450526.258	1771450526.258	1771450526.258	1771450526.258	1771450526.258	1771450526.258
286	100.000	-0.052	99.999	15.910	0.654	0.664	1771450526.497	1771450526.497	1771450526.497	1771450526.497	1771450526.497	1771450526.497
287	100.000	-0.016	99.997	8.572	0.039	0.664	1771450526.746	1771450526.746	1771450526.746	1771450526.746	1771450526.746	1771450526.746
288	100.000	0.060	100.005	5.371	4.659	0.664	1771450527.006	1771450527.006	1771450527.006	1771450527.006	1771450527.006	1771450527.006
289	100.000	0.028	100.003	4.541	2.790	0.664	1771450527.259	1771450527.259	1771450527.259	1771450527.259	1771450527.259	1771450527.259
290	100.000	0.051	100.000	13.408	1.433	0.664	1771450527.504	1771450527.504	1771450527.504	1771450527.504	1771450527.504	1771450527.504
291	100.000	0.033	100.000	17.734	1.037	0.664	1771450527.765	1771450527.765	1771450527.765	1771450527.765	1771450527.765	1771450527.765
292	100.000	-0.014	100.003	14.243	0.571	0.664	1771450528.033	1771450528.033	1771450528.033	1771450528.033	1771450528.033	1771450528.033
293	100.000	-0.045	100.001	7.559	6.024	0.664	1771450528.261	1771450528.261	1771450528.261	1771450528.261	1771450528.261	1771450528.261
294	100.000	-0.012	99.997	5.423	4.568	0.664	1771450528.524	1771450528.524	1771450528.524	1771450528.524	1771450528.524	1771450528.524
295	100.000	0.022	99.998	4.417	2.449	0.664	1771450528.752	1771450528.752	1771450528.752	1771450528.752	1771450528.752	1771450528.752
296	100.000	0.003	100.007	13.820	1.336	0.664	1771450529.015	1771450529.015	1771450529.015	1771450529.015	1771450529.015	1771450529.015
297	100.000	-0.006	99.998	17.182	0.885	0.664	1771450529.311	1771450529.311	1771450529.311	1771450529.311	1771450529.311	1771450529.311
298	100.000	0.036	100.002	12.794	0.420	0.664	1771450529.565	1771450529.565	1771450529.565	1771450529.565	1771450529.565	1771450529.565
299	100.000	0.055	100.003	6.453	5.845	0.664	1771450529.776	1771450529.776	1771450529.776	1771450529.776	1771450529.776	1771450529.776
300	100.000	0.005	100.002	4.485	4.223	0.664	1771450530.027	1771450530.027	1771450530.027	1771450530.027	1771450530.027	1771450530.027
301	100.000	-0.014	100.002	7.321	1.890	0.664	1771450530.280	1771450530.280	1771450530.280	1771450530.280	1771450530.280	1771450530.280
302	100.000	-0.029	100.001	16.031	1.222	0.664	1771450530.559	1771450530.559	1771450530.559	1771450530.559	1771450530.559	1771450530.559
303	100.000	0.019	100.002	17.498	0.847	0.664	1771450530.801	1771450530.801	1771450530.801	1771450530.801	1771450530.801	1771450530.801
304	100.000	0.023	99.999	12.380	0.298	0.664	1771450531.051	1771450531.051	1771450531.051	1771450531.051	1771450531.051	1771450531.051
305	100.000	0.012	100.001	5.657	5.632	0.664	1771450531.273	1771450531.273	1771450531.273	1771450531.273	1771450531.273	1771450531.273
306	100.000	-0.023	100.000	3.641	3.964	0.664	1771450531.524	1771450531.524	1771450531.524	1771450531.524	1771450531.524	1771450531.524
307	100.000	-0.014	100.000	7.498	1.748	0.664	1771450531.778	1771450531.778	1771450531.778	1771450531.778	1771450531.778	1771450531.778
308	100.000	0.001	100.002	16.402	1.204	0.664	1771450532.039	1771450532.039	1771450532.039	1771450532.039	1771450532.039	1771450532.039
309	100.000	0.001	100.003	17.205	0.801	0.664	1771450532.310	1771450532.310	1771450532.310	1771450532.310	1771450532.310	1771450532.310
310	100.000	0.014	100.002	10.896	0.172	0.664	1771450532.574	1771450532.574	1771450532.574	1771450532.574	1771450532.574	1771450532.574
311	100.000	-0.005	99.995	5.218	5.291	0.664	1771450532.789	1771450532.789	1771450532.789	1771450532.789	1771450532.789	1771450532.789
312	100.000	0.026	100.002	3.815	3.640	0.664	1771450533.039	1771450533.039	1771450533.039	1771450533.039	1771450533.039	1771450533.039
313	100.000	-0.002	99.999	9.834	1.605	0.664	1771450533.259	1771450533.259	1771450533.259	1771450533.259	1771450533.259	1771450533.259
314	100.000	-0.051	99.999	16.830	1.278	0.664	1771450533.488	1771450533.488	1771450533.488	1771450533.488	1771450533.488	1771450533.488
315	100.000	0.031	100.000	17.335	0.878	0.664	1771450533.724	1771450533.724	1771450533.724	1771450533.724	1771450533.724	1771450533.724
316	100.000	-0.003	99.995	12.691	0.371	0.664	1771450533.944	1771450533.944	1771450533.944	1771450533.944	1771450533.944	1771450533.944
317	100.000	-0.052	100.003	6.667	5.847	0.664	1771450534.171	1771450534.171	1771450534.171	1771450534.171	1771450534.171	1771450534.171
318	100.000	-0.005	99.999	4.491	4.504	0.664	1771450534.428	1771450534.428	1771450534.428	1771450534.428	1771450534.428	1771450534.428
319	100.000	-0.033	100.002	6.058	2.071	0.664	1771450534.666	1771450534.666	1771450534.666	1771450534.666	1771450534.666	1771450534.666
320	100.000	-0.031	100.001	14.998	1.355	0.664	1771450534.911	1771450534.911	1771450534.911	1771450534.911	1771450534.911	1771450534.911
321	100.000	0.029	100.001	17.341	0.988	0.664	1771450535.149	1771450535.149	1771450535.149	1771450535.149	1771450535.149	1771450535.149
322	100.000	0.004	100.000	13.745	0.546	0.664	1771450535.418	1771450535.418	1771450535.418	1771450535.418	1771450535.418	1771450535.418
323	100.000	-0.019	100.001	6.375	5.775	0.664	1771450535.662	1771450535.662	1771450535.662	1771450535.662	1771450535.662	1771450535.662
324	100.000	-0.017	100.002	4.172	4.291	0.664	1771450535.907	1771450535.907	1771450535.907	1771450535.907	1771450535.907	1771450535.907
325	100.000	0.041	99.999	6.823	2.002	0.664	1771450536.183	1771450536.183	1771450536.183	1771450536.183	1771450536.183	1771450536.183
326	100.000	-0.054	100.003	15.496	1.330	0.664	1771450536.401	1771450536.401	1771450536.401	1771450536.401	1771450536.401	1771450536.401
327	100.000	-0.057	99.994	17.602	0.979	0.664	1771450536.648	1771450536.648	1771450536.648	1771450536.648	1771450536.648	1771450536.648
328	100.000	-0.030	99.997	13.243	0.447	0.664	1771450536.905	1771450536.905	1771450536.905	1771450536.905	1771450536.905	1771450536.905
329	100.000	0.014	99.999	6.267	5.689	0.664	1771450537.171	1771450537.171	1771450537.171	1771450537.171	1771450537.171	1771450537.171
330	100.000	0.015	100.000	3.834	3.968	0.664	1771450537.422	1771450537.422	1771450537.422	1771450537.422	1771450537.422	1771450537.422
331	100.000	0.003	100.003	7.309	1.880	0.664	1771450537.624	1771450537.624	1771450537.624	1771450537.624	1771450537.624	1771450537.624
332	100.000	-0.030	100.001	15.025	1.326	0.664	1771450537.869	1771450537.869	1771450537.869	1771450537.869	1771450537.869	1771450537.869
333	100.000	-0.055	100.006	17.364	0.965	0.664	1771450538.104	1771450538.104	1771450538.104	1771450538.104	1771450538.104	1771450538.104
334	100.000	0.005	99.995	13.631	0.513	0.664	1771450538.339	1771450538.339	1771450538.339	1771450538.339	1771450538.339	1771450538.339
335	100.000	-0.002	100.001	7.305	5.935	0.664	1771450538.606	1771450538.606	1771450538.606	1771450538.606	1771450538.606	1771450538.606
336	100.000	-0.013	99.996	4.129	4.478	0.664	1771450538.822	1771450538.822	1771450538.822	1771450538.822	1771450538.822	1771450538.822
337	100.000	0.045	100.005	4.251	2.210	0.664	1771450539.026	1771450539.026	1771450539.026	1771450539.026	1771450539.026	1771450539.026
338	100.000	-0.027	99.996	13.881	1.436	0.664	1771450539.305	1771450539.305	1771450539.305	1771450539.305	1771450539.305	1771450539.305
339	100.000	-0.052	100.000	17.525	1.094	0.664	1771450539.548	1771450539.548	1771450539.548	1771450539.548	1771450539.548	1771450539.548
340	100.000	0.028	100.005	14.382	0.635	0.664	1771450539.769	1771450539.769	1771450539.769	1771450539.769	1771450539.769	1771450539.769
341	100.000	-0.046	99.999	8.438	6.179	0.664	1771450540.040	1771450540.040	1771450540.040	1771450540.040	1771450540.040	1771450540.040
342	100.000	0.062	100.003	4.903	4.724	0.664	1771450540.268	1771450540.268	1771450540.268	1771450540.268	1771450540.268	1771450540.268
343	100.000	0.002	99.999	3.673	2.268	0.664	1771450540.514	1771450540.514	1771450540.514	1771450540.514	1771450540.514	1771450540.514
344	100.000	-0.000	99.996	13.669	1.338	0.664	1771450540.785	1771450540.785	1771450540.785	1771450540.785	1771450540.785	1771450540.785
345	100.000	-0.008	99.997	17.406	1.045	0.664	1771450541.062	1771450541.062	1771450541.062	1771450541.062	1771450541.062	1771450541.062
346	100.000	-0.009	99.997	13.641	0.457	0.664	1771450541.299	1771450541.299	1771450541.299	1771450541.299	1771450541.299	1771450541.299
347	100.000	-0.097	99.997	7.275	5.876	0.664	1771450541.558	1771450541.558	1771450541.558	1771450541.558	1771450541.558	1771450541.558
348	100.000	0.042	100.003	4.393	4.353	0.664	1771450541.788	1771450541.788	1771450541.788	1771450541.788	1771450541.788	1771450541.788
349	100.000	-0.016	100.001	6.004	2.038	0.664	1771450542.065	1771450542.065	1771450542.065	1771450542.065	1771450542.065	1771450542.065
350	100.000	-0.059	99.996	14.740	1.314	0.664	1771450542.307	1771450542.307	1771450542.307	1771450542.307	1771450542.307	1771450542.307
351	100.000	0.001	100.000	16.717	0.981	0.664	1771450542.535	1771450542.535	1771450542.535	1771450542.535	1771450542.535	1771450542.535
352	100.000	-0.022	100.002	12.330	0.398	0.664	1771450542.816	1771450542.816	1771450542.816	1771450542.816	1771450542.816	1771450542.816
353	100.000	-0.014	100.000	6.479	5.661	0.664	1771450543.046	1771450543.046	1771450543.046	1771450543.046	1771450543.046	1771450543.046
354	100.000	0.005	100.003	4.571	4.132	0.664	1771450543.303	1771450543.303	1771450543.303	1771450543.303	1771450543.303	1771450543.303
355	100.000	0.034	99.998	7.388	1.854	0.664	1771450543.565	1771450543.565	1771450543.565	1771450543.565	1771450543.565	1771450543.565
356	100.000	0.025	100.006	15.773	1.269	0.664	1771450543.804	1771450543.804	1771450543.804	1771450543.804	1771450543.804	1771450543.804
357	100.000	-0.040	99.999	16.966	0.989	0.664	1771450544.042	1771450544.042	1771450544.042	1771450544.042	1771450544.042	1771450544.042
358	100.000	0.024	100.000	11.416	0.359	0.664	1771450544.318	1771450544.318	1771450544.318	1771450544.318	1771450544.318	1771450544.318
359	100.000	0.006	99.999	6.631	5.420	0.664	1771450544.547	1771450544.547	1771450544.547	1771450544.547	1771450544.547	1771450544.547
360	100.000	-0.031	100.000	4.904	3.902	0.664	1771450544.794	1771450544.794	1771450544.794	1771450544.794	1771450544.794	1771450544.794
361	100.000	-0.045	100.002	7.907	1.809	0.664	1771450545.065	1771450545.065	1771450545.065	1771450545.065	1771450545.065	1771450545.065
362	100.000	0.043	100.003	16.344	1.296	0.664	1771450545.310	1771450545.310	1771450545.310	1771450545.310	1771450545.310	1771450545.310
363	100.000	0.004	100.000	15.760	0.962	0.664	1771450545.549	1771450545.549	1771450545.549	1771450545.549	1771450545.549	1771450545.549
364	100.000	0.003	100.000	10.738	0.270	0.664	1771450545.792	1771450545.792	1771450545.792	1771450545.792	1771450545.792	1771450545.792
365	100.000	-0.010	100.003	7.198	5.266	0.664	1771450546.022	1771450546.022	1771450546.022	1771450546.022	1771450546.022	1771450546.022
366	100.000	0.046	100.002	4.782	3.919	0.664	1771450546.312	1771450546.312	1771450546.312	1771450546.312	1771450546.312	1771450546.312
367	100.000	-0.031	99.997	8.897	1.634	0.664	1771450546.557	1771450546.557	1771450546.557	1771450546.557	1771450546.557	1771450546.557
368	100.000	-0.015	99.997	17.998	1.138	0.664	1771450546.827	1771450546.827	1771450546.827	1771450546.827	1771450546.827	1771450546.827
369	100.000	0.052	100.001	17.334	0.772	0.664	1771450547.048	1771450547.048	1771450547.048	1771450547.048	1771450547.048	1771450547.048
370	100.000	0.012	99.998	11.182	0.239	0.664	1771450547.289	1771450547.289	1771450547.289	1771450547.289	1771450547.289	1771450547.289
371	100.000	-0.030	100.002	6.542	5.144	0.664	1771450547.549	1771450547.549	1771450547.549	1771450547.549	1771450547.549	1771450547.549
372	100.000	0.029	100.003	3.747	3.385	0.664	1771450547.813	1771450547.813	1771450547.813	1771450547.813	1771450547.813	1771450547.813
373	100.000	-0.020	99.995	10.764	1.531	0.664	1771450548.078	1771450548.078	1771450548.078	1771450548.078	1771450548.078	1771450548.078
374	100.000	-0.009	100.001	18.334	1.074	0.664	1771450548.281	1771450548.281	1771450548.281	1771450548.281	1771450548.281	1771450548.281
375	100.000	0.021	100.002	16.800	0.780	0.664	1771450548.557	1771450548.557	1771450548.557	1771450548.557	1771450548.557	1771450548.557
376	100.000	0.002	100.002	9.940	6.266	0.664	1771450548.821	1771450548.821	1771450548.821	1771450548.821	1771450548.821	1771450548.821
377	100.000	0.017	99.997	6.339	5.025	0.664	1771450549.058	1771450549.058	1771450549.058	1771450549.058	1771450549.058	1771450549.058
378	100.000	0.002	99.999	3.561	3.148	0.664	1771450549.308	1771450549.308	1771450549.308	1771450549.308	1771450549.308	1771450549.308
379	100.000	0.026	99.997	12.270	1.482	0.664	1771450549.527	1771450549.527	1771450549.527	1771450549.527	1771450549.527	1771450549.527
380	100.000	0.059	99.999	18.108	1.112	0.664	1771450549.805	1771450549.805	1771450549.805	1771450549.805	1771450549.805	1771450549.805
381	100.000	0.002	99.999	15.764	0.761	0.664	1771450550.037	1771450550.037	1771450550.037	1771450550.037	1771450550.037	1771450550.037
382	100.000	0.002	99.999	8.908	0.017	0.664	1771450550.307	1771450550.307	1771450550.307	1771450550.307	1771450550.307	1771450550.307
383	100.000	-0.016	100.002	6.356	4.815	0.664	1771450550.573	1771450550.573	1771450550.573	1771450550.573	1771450550.573	1771450550.573
384	100.000	-0.003	99.995	3.377	2.941	0.664	1771450550.807	1771450550.807	1771450550.807	1771450550.807	1771450550.807	1771450550.807
385	100.000	0.001	100.001	12.454	1.452	0.664	1771450551.055	1771450551.055	1771450551.055	1771450551.055	1771450551.055	1771450551.055
386	100.000	0.006	100.002	18.145	1.018	0.664	1771450551.284	1771450551.284	1771450551.284	1771450551.284	1771450551.284	1771450551.284
387	100.000	-0.013	100.001	15.280	0.636	0.664	1771450551.570	1771450551.570	1771450551.570	1771450551.570	1771450551.570	1771450551.570
388	100.000	0.005	100.001	8.074	6.036	0.664	1771450551.803	1771450551.803	1771450551.803	1771450551.803	1771450551.803	1771450551.803
389	100.000	-0.017	100.003	5.793	4.656	0.664	1771450552.057	1771450552.057	1771450552.057	1771450552.057	1771450552.057	1771450552.057
390	100.000	-0.003	99.997	5.313	2.438	0.664	1771450552.322	1771450552.322	1771450552.322	1771450552.322	1771450552.322	1771450552.322
391	100.000	-0.041	99.997	13.987	1.391	0.664	1771450552.563	1771450552.563	1771450552.563	1771450552.563	1771450552.563	1771450552.563
