Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
1	300.000	-0.001	299.998	1.945	3.568	1771879118.145
2	300.000	0.012	299.999	2.181	3.608	1771879118.394
3	300.000	-0.011	300.004	2.093	3.548	1771879118.658
4	300.000	0.005	300.002	2.021	3.588	1771879118.954
5	300.000	-0.004	299.999	2.048	3.591	1771879119.201
6	300.000	-0.043	299.997	2.043	3.626	1771879119.449
7	300.000	0.008	300.001	2.140	3.568	1771879119.717
8	300.000	-0.018	300.000	2.031	3.582	1771879119.973
9	300.000	0.003	300.001	2.074	3.593	1771879120.264
10	300.000	-0.008	300.002	2.011	3.530	1771879120.520
11	300.000	-0.041	299.996	2.036	3.552	1771879120.769
12	300.000	0.013	299.998	1.988	3.557	1771879121.027
13	300.000	0.010	300.000	2.049	3.563	1771879121.279
14	300.000	-0.012	300.003	1.925	3.592	1771879121.497
15	300.000	-0.018	300.001	2.086	3.594	1771879121.778
16	300.000	0.013	299.998	2.085	3.636	1771879122.013
17	300.000	0.006	299.998	2.054	3.608	1771879122.271
18	300.000	-0.026	300.003	1.946	3.649	1771879122.512
19	300.000	-0.001	299.999	2.033	3.547	1771879122.736
20	300.000	0.027	299.999	1.929	3.513	1771879123.018
21	300.000	-0.024	299.999	1.988	3.574	1771879123.251
22	300.000	-0.015	300.003	2.021	3.569	1771879123.515
23	300.000	0.028	299.998	2.133	3.577	1771879123.747
24	300.000	0.001	300.001	2.054	3.486	1771879124.024
25	300.000	-0.039	299.998	1.970	3.570	1771879124.295
26	300.000	-0.002	299.996	2.121	3.536	1771879124.567
27	300.000	0.013	299.999	2.042	3.608	1771879124.822
28	300.000	0.006	300.001	1.950	3.512	1771879125.084
29	300.000	0.053	299.998	1.932	3.561	1771879125.342
30	300.000	-0.016	299.999	2.020	3.607	1771879125.647
31	300.000	0.003	300.001	2.007	3.535	1771879125.877
32	300.000	-0.018	300.003	2.008	3.530	1771879126.159
33	300.000	-0.024	299.999	2.007	3.513	1771879126.383
