Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
94	400.000	-0.017	399.999	0.159	6.076	2.655	1783029438.605
95	400.000	0.030	399.999	0.448	3.597	2.655	1783029438.856
96	400.000	-0.000	400.001	0.328	3.273	2.655	1783029439.119
97	400.000	-0.028	400.001	0.097	5.978	2.655	1783029439.356
98	400.000	-0.022	400.000	0.374	5.938	2.655	1783029439.633
99	400.000	-0.022	400.001	0.188	5.780	2.655	1783029439.883
100	400.000	0.019	399.999	0.352	3.577	2.655	1783029440.138
101	400.000	-0.000	399.999	0.298	1.384	2.655	1783029440.392
102	400.000	-0.019	400.002	0.129	0.689	2.655	1783029440.660
103	400.000	-0.021	400.000	0.375	5.970	2.655	1783029440.916
104	400.000	0.025	400.000	0.153	6.005	2.655	1783029441.139
105	400.000	-0.018	399.998	0.244	3.212	2.655	1783029441.398
106	400.000	-0.007	399.997	0.237	3.012	2.655	1783029441.653
107	400.000	-0.003	399.996	0.249	5.517	2.655	1783029441.909
108	400.000	0.034	400.001	0.442	0.188	2.655	1783029442.133
109	400.000	0.019	399.997	0.142	6.007	2.655	1783029442.395
110	400.000	0.053	399.997	0.063	3.434	2.655	1783029442.632
111	400.000	-0.026	399.999	0.138	3.221	2.655	1783029442.898
112	400.000	0.033	399.999	0.151	5.454	2.655	1783029443.175
113	400.000	-0.000	399.999	0.400	5.956	2.655	1783029443.455
114	400.000	0.029	399.998	0.092	2.744	2.655	1783029443.706
115	400.000	-0.015	400.001	0.294	3.230	2.655	1783029443.994
116	400.000	0.002	400.000	0.201	2.759	2.655	1783029444.217
117	400.000	-0.022	400.003	0.331	0.079	2.655	1783029444.491
118	400.000	-0.017	400.000	0.340	6.046	2.655	1783029444.736
119	400.000	0.007	400.001	0.093	3.912	2.655	1783029444.979
120	400.000	0.001	399.998	0.266	3.198	2.655	1783029445.234
121	400.000	-0.020	399.998	0.195	3.817	2.655	1783029445.464
122	400.000	-0.007	400.000	0.324	6.145	2.655	1783029445.731
123	400.000	0.015	400.002	0.327	6.185	2.655	1783029445.949
124	400.000	-0.005	400.002	0.098	3.372	2.655	1783029446.252
125	400.000	-0.006	400.001	0.322	2.809	2.655	1783029446.485
126	400.000	-0.005	399.999	0.120	3.473	2.655	1783029446.726
