Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
93	100.000	-0.040	100.001	7.442	6.021	0.664	1783023343.196
94	100.000	0.045	99.999	5.956	0.205	0.664	1783023343.445
95	100.000	-0.071	100.000	4.892	0.825	0.664	1783023343.691
96	100.000	0.010	99.999	5.945	1.600	0.664	1783023343.928
97	100.000	-0.043	100.002	7.818	2.010	0.664	1783023344.188
98	100.000	0.044	99.998	8.927	2.285	0.664	1783023344.420
99	100.000	0.001	99.998	9.525	2.623	0.664	1783023344.678
100	100.000	0.035	100.003	8.831	2.834	0.664	1783023344.959
101	100.000	-0.018	100.002	7.274	3.059	0.664	1783023345.180
102	100.000	0.008	100.004	5.558	3.530	0.664	1783023345.445
103	100.000	-0.011	100.003	5.038	4.312	0.664	1783023345.711
104	100.000	-0.022	100.005	5.667	4.965	0.664	1783023345.981
105	100.000	0.100	99.996	7.391	5.356	0.664	1783023346.262
106	100.000	0.031	99.999	8.026	5.591	0.664	1783023346.519
107	100.000	0.061	100.003	7.776	5.868	0.664	1783023346.765
108	100.000	-0.016	99.997	6.436	6.238	0.664	1783023347.029
109	100.000	-0.044	99.996	4.908	0.528	0.664	1783023347.288
110	100.000	0.000	100.000	4.922	1.322	0.664	1783023347.521
111	100.000	-0.030	100.002	6.383	1.963	0.664	1783023347.765
112	100.000	-0.004	99.998	8.066	2.302	0.664	1783023348.030
113	100.000	0.062	100.002	8.879	2.511	0.664	1783023348.269
114	100.000	-0.055	100.002	8.750	2.722	0.664	1783023348.495
115	100.000	0.018	100.001	7.413	2.931	0.664	1783023348.749
116	100.000	-0.012	100.001	5.931	3.385	0.664	1783023349.009
117	100.000	-0.030	100.004	4.615	4.052	0.664	1783023349.273
118	100.000	0.068	99.998	5.062	4.754	0.664	1783023349.534
119	100.000	0.026	99.997	6.700	5.286	0.664	1783023349.762
120	100.000	0.020	100.003	7.884	5.487	0.664	1783023350.009
121	100.000	0.055	99.998	8.404	5.745	0.664	1783023350.252
122	100.000	-0.056	100.001	7.585	6.035	0.664	1783023350.523
123	100.000	0.006	100.005	6.040	0.132	0.664	1783023350.746
124	100.000	0.055	99.999	4.809	0.722	0.664	1783023351.013
125	100.000	-0.036	99.996	5.323	1.574	0.664	1783023351.254
126	100.000	-0.016	99.996	6.900	2.084	0.664	1783023351.524
127	100.000	0.065	99.998	8.378	2.383	0.664	1783023351.759
128	100.000	-0.010	100.003	9.027	2.619	0.664	1783023352.013
129	100.000	0.000	100.005	8.253	2.805	0.664	1783023352.242
130	100.000	-0.040	99.998	6.927	2.984	0.664	1783023352.498
131	100.000	-0.002	100.007	5.168	3.569	0.664	1783023352.762
132	100.000	-0.033	99.999	4.505	4.398	0.664	1783023353.015
133	100.000	0.048	100.002	5.343	4.989	0.664	1783023353.267
134	100.000	-0.009	99.997	6.713	5.423	0.664	1783023353.520
135	100.000	0.044	99.999	7.727	5.614	0.664	1783023353.761
136	100.000	0.000	100.002	7.698	5.856	0.664	1783023354.021
137	100.000	0.038	100.000	6.763	6.155	0.664	1783023354.245
138	100.000	-0.013	99.999	5.084	0.379	0.664	1783023354.517
139	100.000	-0.044	100.001	4.729	1.216	0.664	1783023354.755
140	100.000	0.019	99.997	5.875	1.813	0.664	1783023355.014
141	100.000	0.010	99.998	7.551	2.260	0.664	1783023355.254
142	100.000	0.000	99.996	8.913	2.457	0.664	1783023355.517
143	100.000	0.021	100.002	8.955	2.694	0.664	1783023355.763
144	100.000	0.023	100.003	7.961	2.887	0.664	1783023355.983
145	100.000	0.022	100.004	6.469	3.207	0.664	1783023356.262
146	100.000	-0.020	100.000	4.575	3.694	0.664	1783023356.503
147	100.000	0.046	99.999	4.357	4.561	0.664	1783023356.773
148	100.000	0.031	99.997	5.690	5.124	0.664	1783023357.010
149	100.000	-0.011	100.000	7.267	5.489	0.664	1783023357.265
150	100.000	0.054	100.001	7.719	5.740	0.664	1783023357.518
151	100.000	-0.019	99.995	7.599	5.868	0.664	1783023357.773
152	100.000	0.052	99.995	5.904	6.250	0.664	1783023358.019
153	100.000	-0.015	100.005	4.554	0.515	0.664	1783023358.248
154	100.000	-0.013	99.996	4.629	1.338	0.664	1783023358.518
155	100.000	-0.023	99.996	6.284	1.906	0.664	1783023358.750
156	100.000	-0.050	100.001	7.808	2.242	0.664	1783023359.015
157	100.000	0.043	99.999	8.686	2.564	0.664	1783023359.263
158	100.000	-0.034	100.001	8.340	2.711	0.664	1783023359.518
159	100.000	0.026	100.000	7.098	2.961	0.664	1783023359.753
160	100.000	0.012	99.999	5.696	3.305	0.664	1783023360.019
161	100.000	-0.005	99.997	4.460	3.991	0.664	1783023360.268
162	100.000	-0.006	100.001	4.519	4.701	0.664	1783023360.476
163	100.000	0.058	100.000	5.595	5.184	0.664	1783023360.759
164	100.000	-0.001	100.004	7.092	5.537	0.664	1783023360.999
165	100.000	-0.004	99.999	7.577	5.738	0.664	1783023361.273
166	100.000	0.009	100.001	6.748	6.039	0.664	1783023361.491
167	100.000	-0.046	100.001	5.296	0.174	0.664	1783023361.765
168	100.000	0.014	99.998	4.150	0.912	0.664	1783023362.026
169	100.000	-0.037	100.004	5.165	1.669	0.664	1783023362.262
170	100.000	-0.029	99.996	6.811	2.113	0.664	1783023362.514
171	100.000	-0.002	100.000	8.133	2.390	0.664	1783023362.736
172	100.000	-0.036	100.000	8.872	2.586	0.664	1783023363.017
173	100.000	-0.007	99.996	8.357	2.829	0.664	1783023363.273
174	100.000	0.046	100.000	6.626	3.108	0.664	1783023363.514
175	100.000	-0.041	99.999	4.892	3.601	0.664	1783023363.754
176	100.000	-0.009	100.000	4.226	4.330	0.664	1783023364.040
177	100.000	0.002	99.999	5.483	5.123	0.664	1783023364.301
178	100.000	-0.000	99.998	6.845	5.438	0.664	1783023364.592
179	100.000	-0.006	100.002	7.609	5.685	0.664	1783023364.822
180	100.000	-0.016	100.004	7.158	5.955	0.664	1783023365.091
181	100.000	0.023	99.997	5.781	0.023	0.664	1783023365.331
182	100.000	-0.008	100.003	4.083	0.557	0.664	1783023365.603
183	100.000	0.010	100.002	3.912	1.463	0.664	1783023365.865
184	100.000	-0.024	100.001	6.167	2.083	0.664	1783023366.134
185	100.000	-0.051	100.003	7.761	2.367	0.664	1783023366.365
186	100.000	0.022	100.005	8.788	2.561	0.664	1783023366.629
187	100.000	0.006	99.999	8.521	2.727	0.664	1783023366.870
188	100.000	-0.044	100.000	7.174	3.048	0.664	1783023367.074
189	100.000	-0.038	99.999	5.775	3.299	0.664	1783023367.286
190	100.000	-0.032	100.002	4.227	3.834	0.664	1783023367.563
191	100.000	0.027	99.999	4.624	4.652	0.664	1783023367.796
192	100.000	0.051	100.001	5.729	5.117	0.664	1783023368.032
193	100.000	0.026	100.000	6.911	5.465	0.664	1783023368.303
194	100.000	-0.018	100.002	7.271	5.676	0.664	1783023368.534
195	100.000	0.040	99.998	6.779	5.947	0.664	1783023368.803
196	100.000	0.052	99.998	5.684	6.241	0.664	1783023369.026
197	100.000	0.028	100.002	3.893	0.566	0.664	1783023369.294
198	100.000	0.041	99.999	4.116	1.404	0.664	1783023369.544
199	100.000	0.037	99.998	5.913	2.041	0.664	1783023369.800
200	100.000	0.018	100.000	7.585	2.396	0.664	1783023370.063
201	100.000	-0.008	99.999	8.448	2.605	0.664	1783023370.385
202	100.000	-0.023	99.997	8.006	2.843	0.664	1783023370.622
203	100.000	0.038	99.995	6.426	3.096	0.664	1783023370.867
204	100.000	-0.006	100.001	4.924	3.561	0.664	1783023371.117
205	100.000	0.007	100.001	4.328	4.316	0.664	1783023371.374
