Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
93	300.000	-0.016	299.999	0.682	5.348	1.991	1783027856.044
94	300.000	0.014	300.006	1.037	3.362	1.991	1783027856.285
95	300.000	-0.025	299.999	0.813	2.657	1.991	1783027856.565
96	300.000	0.035	299.996	0.553	0.809	1.991	1783027856.789
97	300.000	0.005	300.002	1.028	0.159	1.991	1783027857.061
98	300.000	-0.023	300.001	0.582	4.853	1.991	1783027857.311
99	300.000	-0.057	300.002	0.995	3.182	1.991	1783027857.554
100	300.000	0.017	300.002	0.784	2.492	1.991	1783027857.800
101	300.000	0.026	300.001	0.681	0.738	1.991	1783027858.044
102	300.000	0.005	300.002	0.944	6.203	1.991	1783027858.299
103	300.000	-0.017	299.998	0.590	4.895	1.991	1783027858.552
104	300.000	-0.018	300.000	1.012	3.234	1.991	1783027858.814
105	300.000	-0.020	300.005	0.722	2.644	1.991	1783027859.066
106	300.000	0.023	299.999	0.693	0.600	1.991	1783027859.305
107	300.000	0.018	300.001	0.970	6.182	1.991	1783027859.579
108	300.000	-0.033	300.000	0.729	4.249	1.991	1783027859.821
109	300.000	0.005	300.000	1.132	2.947	1.991	1783027860.056
110	300.000	-0.025	300.002	0.649	2.401	1.991	1783027860.310
111	300.000	0.013	299.998	0.773	0.390	1.991	1783027860.590
112	300.000	-0.045	300.001	0.761	6.010	1.991	1783027860.820
113	300.000	0.010	300.001	0.708	4.190	1.991	1783027861.064
114	300.000	-0.023	300.001	1.125	2.985	1.991	1783027861.313
115	300.000	-0.008	300.004	0.442	2.056	1.991	1783027861.603
116	300.000	0.014	299.997	0.999	0.309	1.991	1783027861.852
117	300.000	0.032	300.003	0.792	5.829	1.991	1783027862.117
118	300.000	0.024	299.999	0.735	3.692	1.991	1783027862.355
119	300.000	-0.015	300.002	1.056	2.863	1.991	1783027862.622
120	300.000	0.006	300.001	0.489	1.600	1.991	1783027862.839
121	300.000	0.033	299.996	0.834	0.381	1.991	1783027863.104
122	300.000	-0.016	299.999	0.893	5.871	1.991	1783027863.357
123	300.000	0.017	299.999	0.716	3.659	1.991	1783027863.613
124	300.000	-0.007	300.002	0.998	2.722	1.991	1783027863.881
125	300.000	0.047	299.999	0.438	1.411	1.991	1783027864.118
126	300.000	-0.052	299.996	0.977	0.344	1.991	1783027864.390
127	300.000	-0.015	300.005	0.838	5.634	1.991	1783027864.613
128	300.000	0.066	299.998	0.866	3.839	1.991	1783027864.878
129	300.000	0.042	300.000	1.007	2.878	1.991	1783027865.132
130	300.000	-0.012	299.999	0.428	1.737	1.991	1783027865.379
