Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
1	300.000	0.025	300.000	1.124	0.214	1.991	1783027119.825
2	300.000	-0.029	300.005	1.089	0.156	1.991	1783027120.078
3	300.000	0.020	300.001	1.047	0.198	1.991	1783027120.308
4	300.000	0.020	299.996	1.113	0.207	1.991	1783027120.599
5	300.000	0.004	300.005	1.068	0.169	1.991	1783027120.878
6	300.000	-0.018	300.001	1.112	0.128	1.991	1783027121.134
7	300.000	0.046	300.000	1.053	0.108	1.991	1783027121.397
8	300.000	-0.014	300.001	1.099	0.020	1.991	1783027121.644
9	300.000	-0.025	299.998	0.582	4.991	1.991	1783027121.917
10	300.000	-0.025	299.998	1.055	3.162	1.991	1783027122.186
11	300.000	-0.050	300.002	0.350	2.326	1.991	1783027122.459
12	300.000	-0.007	300.000	0.879	0.295	1.991	1783027122.707
13	300.000	0.005	300.001	0.995	5.872	1.991	1783027122.933
14	300.000	-0.036	300.003	0.791	4.308	1.991	1783027123.196
15	300.000	0.013	300.001	1.056	3.173	1.991	1783027123.458
16	300.000	-0.027	300.000	0.358	2.061	1.991	1783027123.699
17	300.000	-0.018	300.003	0.886	0.247	1.991	1783027123.947
18	300.000	-0.029	299.998	0.946	5.639	1.991	1783027124.213
19	300.000	-0.047	300.004	0.723	3.888	1.991	1783027124.453
20	300.000	-0.018	299.998	1.032	2.881	1.991	1783027124.695
21	300.000	-0.018	300.000	0.360	1.969	1.991	1783027124.944
22	300.000	-0.016	300.000	0.860	0.304	1.991	1783027125.189
23	300.000	-0.020	300.002	0.808	5.563	1.991	1783027125.471
24	300.000	0.015	300.001	0.835	3.895	1.991	1783027125.699
25	300.000	0.012	299.997	0.934	2.994	1.991	1783027125.963
26	300.000	0.035	299.997	0.091	1.393	1.991	1783027126.213
27	300.000	0.012	299.999	1.054	0.209	1.991	1783027126.456
28	300.000	0.018	300.004	0.880	5.433	1.991	1783027126.719
29	300.000	0.016	300.000	0.869	3.507	1.991	1783027127.016
30	300.000	-0.009	300.000	0.845	2.538	1.991	1783027127.262
31	300.000	0.004	300.000	0.453	0.615	1.991	1783027127.529
32	300.000	-0.020	299.999	1.032	6.204	1.991	1783027127.772
33	300.000	-0.033	300.003	0.781	4.791	1.991	1783027128.042
34	300.000	-0.048	299.997	0.984	3.299	1.991	1783027128.280
35	300.000	-0.034	300.000	0.822	2.569	1.991	1783027128.523
36	300.000	-0.036	299.999	0.616	0.576	1.991	1783027128.781
37	300.000	0.005	300.003	0.906	6.062	1.991	1783027129.027
38	300.000	0.012	300.002	0.861	4.723	1.991	1783027129.283
39	300.000	-0.028	300.004	1.116	3.262	1.991	1783027129.517
40	300.000	-0.003	300.001	0.633	2.842	1.991	1783027129.783
41	300.000	0.002	300.002	0.681	0.395	1.991	1783027130.037
42	300.000	0.015	300.002	1.095	6.167	1.991	1783027130.286
43	300.000	0.032	300.000	0.799	4.573	1.991	1783027130.535
44	300.000	0.060	300.001	1.069	3.277	1.991	1783027130.766
45	300.000	0.021	299.996	0.643	2.500	1.991	1783027131.030
46	300.000	0.025	300.001	0.756	0.460	1.991	1783027131.268
47	300.000	0.051	300.000	1.097	5.877	1.991	1783027131.531
48	300.000	0.011	300.000	0.750	4.328	1.991	1783027131.767
49	300.000	0.002	299.999	0.962	3.083	1.991	1783027132.034
50	300.000	-0.021	300.000	0.600	2.201	1.991	1783027132.284
51	300.000	-0.043	299.998	0.629	0.297	1.991	1783027132.501
52	300.000	-0.051	299.998	0.941	5.967	1.991	1783027132.779
53	300.000	0.039	300.001	0.857	4.297	1.991	1783027133.001
54	300.000	0.030	300.000	1.014	3.186	1.991	1783027133.288
55	300.000	-0.050	300.000	0.472	1.887	1.991	1783027133.522
56	300.000	-0.037	300.000	0.792	0.224	1.991	1783027133.783
57	300.000	-0.008	299.998	0.894	5.487	1.991	1783027134.036
58	300.000	-0.004	299.997	0.909	4.100	1.991	1783027134.260
59	300.000	-0.058	300.001	1.136	2.983	1.991	1783027134.518
60	300.000	-0.060	300.003	0.507	2.348	1.991	1783027134.766
61	300.000	-0.046	299.994	0.752	0.108	1.991	1783027135.036
62	300.000	-0.035	300.000	0.914	5.643	1.991	1783027135.261
63	300.000	0.028	299.997	0.872	4.060	1.991	1783027135.531
64	300.000	0.037	299.998	1.009	3.035	1.991	1783027135.779
65	300.000	0.074	300.002	0.431	1.847	1.991	1783027136.003
66	300.000	-0.045	299.998	0.843	0.130	1.991	1783027136.268
67	300.000	-0.011	299.999	0.951	5.544	1.991	1783027136.516
68	300.000	-0.023	300.001	0.828	3.982	1.991	1783027136.778
69	300.000	-0.012	300.005	1.051	2.914	1.991	1783027137.003
70	300.000	-0.040	300.001	0.475	1.929	1.991	1783027137.267
71	300.000	0.001	300.000	0.845	0.273	1.991	1783027137.516
72	300.000	0.038	300.000	0.852	5.541	1.991	1783027137.789
73	300.000	0.026	299.999	0.912	3.778	1.991	1783027138.015
74	300.000	0.017	299.997	1.018	2.890	1.991	1783027138.265
75	300.000	0.036	300.004	0.411	1.605	1.991	1783027138.524
76	300.000	-0.042	300.003	0.953	0.217	1.991	1783027138.784
77	300.000	0.002	300.003	0.949	5.383	1.991	1783027139.038
78	300.000	-0.012	300.001	1.022	3.723	1.991	1783027139.266
79	300.000	0.002	299.998	0.954	2.909	1.991	1783027139.551
80	300.000	0.060	299.997	0.539	0.940	1.991	1783027139.802
81	300.000	-0.009	300.001	0.948	0.091	1.991	1783027140.036
82	300.000	0.018	299.998	0.754	5.235	1.991	1783027140.285
83	300.000	-0.028	299.999	0.948	3.665	1.991	1783027140.551
84	300.000	0.010	300.000	0.883	2.735	1.991	1783027140.801
85	300.000	0.014	300.003	0.317	0.824	1.991	1783027141.032
86	300.000	-0.007	300.001	0.987	6.218	1.991	1783027141.301
87	300.000	-0.004	299.995	0.973	5.139	1.991	1783027141.520
88	300.000	-0.004	299.998	0.890	3.452	1.991	1783027141.788
89	300.000	0.003	299.997	0.808	2.451	1.991	1783027142.049
90	300.000	0.015	300.001	0.409	0.775	1.991	1783027142.289
91	300.000	0.032	300.002	0.999	6.115	1.991	1783027142.533
92	300.000	-0.008	300.000	0.881	4.972	1.991	1783027142.782
93	300.000	0.004	300.004	0.975	3.457	1.991	1783027143.051
94	300.000	-0.021	300.000	0.905	2.752	1.991	1783027143.266
95	300.000	0.019	300.000	0.320	0.787	1.991	1783027143.537
96	300.000	-0.022	300.000	1.029	6.194	1.991	1783027143.783
97	300.000	-0.017	299.996	0.841	5.040	1.991	1783027144.046
98	300.000	-0.016	300.000	0.983	3.333	1.991	1783027144.300
99	300.000	-0.010	299.998	0.760	2.656	1.991	1783027144.551
100	300.000	0.044	300.002	0.523	0.709	1.991	1783027144.786
101	300.000	-0.041	300.001	0.929	6.066	1.991	1783027145.035
102	300.000	-0.019	300.003	0.948	5.019	1.991	1783027145.292
103	300.000	0.014	300.001	1.011	3.505	1.991	1783027145.515
104	300.000	0.031	300.003	0.757	2.782	1.991	1783027145.784
105	300.000	-0.008	300.005	0.574	0.686	1.991	1783027146.027
106	300.000	0.033	300.001	0.977	6.086	1.991	1783027146.306
107	300.000	-0.055	300.000	0.787	4.840	1.991	1783027146.525
108	300.000	-0.053	299.999	0.994	3.281	1.991	1783027146.782
109	300.000	0.004	299.998	0.784	2.678	1.991	1783027147.046
110	300.000	-0.026	299.997	0.605	0.533	1.991	1783027147.277
111	300.000	0.012	300.002	0.963	6.152	1.991	1783027147.546
112	300.000	0.008	300.001	0.885	4.834	1.991	1783027147.769
113	300.000	0.023	300.001	1.089	3.344	1.991	1783027148.038
114	300.000	-0.023	300.003	0.706	2.501	1.991	1783027148.294
115	300.000	0.019	300.001	0.626	0.473	1.991	1783027148.546
116	300.000	-0.005	300.002	1.045	6.121	1.991	1783027148.786
117	300.000	0.050	300.001	0.866	4.739	1.991	1783027149.026
118	300.000	-0.026	299.999	1.043	3.182	1.991	1783027149.288
119	300.000	-0.001	299.998	0.717	2.360	1.991	1783027149.543
120	300.000	0.015	300.000	0.691	0.292	1.991	1783027149.798
121	300.000	-0.034	299.999	0.988	5.807	1.991	1783027150.052
122	300.000	0.041	299.997	0.858	4.361	1.991	1783027150.280
123	300.000	0.052	300.003	0.954	3.107	1.991	1783027150.549
124	300.000	0.059	299.996	0.670	2.271	1.991	1783027150.792
125	300.000	0.053	300.000	0.705	0.267	1.991	1783027151.037
126	300.000	0.006	300.002	1.023	5.755	1.991	1783027151.290
127	300.000	-0.036	300.000	0.795	4.396	1.991	1783027151.560
128	300.000	-0.006	299.999	1.015	2.980	1.991	1783027151.778
129	300.000	-0.049	299.999	0.651	2.245	1.991	1783027152.031
130	300.000	-0.009	299.996	0.725	0.063	1.991	1783027152.274
131	300.000	-0.014	299.999	1.083	5.927	1.991	1783027152.538
132	300.000	0.002	299.996	1.036	4.302	1.991	1783027152.788
133	300.000	-0.001	300.001	1.069	3.076	1.991	1783027153.003
134	300.000	-0.028	300.002	0.601	2.126	1.991	1783027153.297
135	300.000	-0.011	300.001	0.920	0.233	1.991	1783027153.523
136	300.000	0.007	299.998	1.087	5.708	1.991	1783027153.787
137	300.000	-0.015	300.002	0.901	4.217	1.991	1783027154.032
138	300.000	0.017	300.003	1.021	3.044	1.991	1783027154.303
139	300.000	0.044	300.000	0.473	1.982	1.991	1783027154.552
