Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
200	300.000	-0.012	300.000	0.951	2.365	1.991	1783020966.694
201	300.000	-0.021	300.003	0.657	3.875	1.991	1783020966.930
202	300.000	0.016	299.998	0.731	5.332	1.991	1783020967.184
203	300.000	-0.007	300.001	0.735	6.149	1.991	1783020967.468
204	300.000	0.083	300.001	0.977	1.455	1.991	1783020967.775
205	300.000	0.023	299.998	0.937	2.665	1.991	1783020968.020
206	300.000	0.025	300.000	0.911	4.115	1.991	1783020968.277
207	300.000	0.037	300.001	0.725	5.462	1.991	1783020968.538
208	300.000	0.018	300.001	0.839	0.547	1.991	1783020968.787
209	300.000	0.032	300.003	0.721	1.790	1.991	1783020969.033
210	300.000	0.008	300.002	0.795	2.888	1.991	1783020969.311
211	300.000	-0.009	300.000	0.894	4.468	1.991	1783020969.546
212	300.000	0.046	300.001	0.846	5.387	1.991	1783020969.757
213	300.000	0.064	299.997	0.760	0.260	1.991	1783020970.048
214	300.000	0.005	300.001	0.982	1.663	1.991	1783020970.280
215	300.000	0.073	300.001	0.800	2.897	1.991	1783020970.546
216	300.000	0.006	299.997	0.652	4.476	1.991	1783020970.775
217	300.000	-0.024	300.001	0.860	5.656	1.991	1783020971.041
218	300.000	0.012	299.999	0.716	0.746	1.991	1783020971.298
219	300.000	-0.011	300.001	0.892	1.667	1.991	1783020971.539
220	300.000	0.005	300.001	0.939	2.989	1.991	1783020971.794
221	300.000	0.026	300.001	1.015	4.548	1.991	1783020972.024
222	300.000	0.023	300.003	0.791	5.719	1.991	1783020972.285
223	300.000	0.014	300.001	0.601	0.399	1.991	1783020972.540
224	300.000	-0.015	300.000	0.716	2.053	1.991	1783020972.786
225	300.000	-0.001	299.998	0.943	3.025	1.991	1783020973.029
226	300.000	-0.006	299.998	0.832	4.306	1.991	1783020973.293
227	300.000	-0.007	299.998	0.807	5.758	1.991	1783020973.550
228	300.000	-0.005	300.005	0.559	0.442	1.991	1783020973.769
229	300.000	-0.062	300.002	0.821	1.991	1.991	1783020974.035
230	300.000	0.027	300.002	0.850	2.952	1.991	1783020974.282
231	300.000	-0.045	300.001	0.881	4.503	1.991	1783020974.552
232	300.000	-0.023	300.001	0.723	5.448	1.991	1783020974.777
233	300.000	-0.000	299.999	0.765	0.602	1.991	1783020975.067
234	300.000	-0.033	299.999	0.892	2.050	1.991	1783020975.322
235	300.000	0.006	299.998	0.804	3.123	1.991	1783020975.595
236	300.000	-0.014	300.000	0.855	4.416	1.991	1783020975.823
237	300.000	-0.010	300.004	0.606	5.770	1.991	1783020976.087
238	300.000	0.029	299.998	0.749	1.151	1.991	1783020976.334
239	300.000	0.046	299.997	0.790	1.948	1.991	1783020976.573
240	300.000	0.024	300.002	0.831	3.195	1.991	1783020976.840
241	300.000	0.012	300.001	1.070	4.391	1.991	1783020977.055
242	300.000	0.019	300.000	0.782	5.883	1.991	1783020977.333
243	300.000	0.047	300.001	0.714	0.914	1.991	1783020977.560
244	300.000	-0.002	300.001	0.780	2.022	1.991	1783020977.834
245	300.000	0.018	299.999	0.995	3.347	1.991	1783020978.094
246	300.000	-0.035	300.001	0.918	4.635	1.991	1783020978.329
247	300.000	-0.037	299.999	0.707	5.573	1.991	1783020978.567
248	300.000	-0.027	300.002	0.840	0.777	1.991	1783020978.814
249	300.000	0.006	300.000	0.669	2.058	1.991	1783020979.079
250	300.000	0.004	300.000	1.109	3.501	1.991	1783020979.301
251	300.000	-0.027	300.003	0.889	4.616	1.991	1783020979.570
252	300.000	-0.031	300.000	0.730	5.851	1.991	1783020979.810
253	300.000	0.022	300.004	0.629	0.942	1.991	1783020980.081
254	300.000	-0.021	299.998	0.905	2.278	1.991	1783020980.327
255	300.000	-0.005	299.999	0.920	3.288	1.991	1783020980.561
256	300.000	0.003	300.001	0.812	4.706	1.991	1783020980.824
257	300.000	-0.012	299.997	0.758	6.072	1.991	1783020981.066
258	300.000	-0.019	300.000	0.806	0.942	1.991	1783020981.319
259	300.000	-0.004	300.000	0.942	2.167	1.991	1783020981.552
260	300.000	0.035	299.999	0.809	3.229	1.991	1783020981.822
