Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
1	100.000	4.096	100.000	0.000	0.000	0.000	1783092823.923
2	100.000	3.924	100.000	0.000	0.000	0.000	1783092824.123
3	100.000	4.378	99.996	0.000	0.000	0.000	1783092824.308
4	100.000	4.346	100.001	0.000	0.000	0.000	1783092824.491
5	100.000	3.876	100.004	0.000	0.000	0.000	1783092824.616
6	100.000	4.371	100.003	0.000	0.000	0.000	1783092824.813
7	100.000	4.304	100.001	0.000	0.000	0.000	1783092825.011
8	100.000	4.088	100.005	0.000	0.000	0.000	1783092825.185
9	100.000	3.866	100.002	0.000	0.000	0.000	1783092825.368
10	100.000	4.193	100.002	0.000	0.000	0.000	1783092825.543
11	100.000	4.270	99.998	0.000	0.000	0.000	1783092825.679
12	100.000	4.186	100.001	0.000	0.000	0.000	1783092825.873
13	100.000	4.284	99.998	0.000	0.000	0.000	1783092826.052
14	100.000	4.238	100.000	0.000	0.000	0.000	1783092826.169
15	100.000	4.069	99.996	0.000	0.000	0.000	1783092826.295
16	100.000	4.224	100.005	0.000	0.000	0.000	1783092826.419
17	100.000	4.087	100.002	0.000	0.000	0.000	1783092826.568
18	100.000	-0.758	99.996	0.000	0.000	0.000	1783092826.752
19	100.000	-0.372	100.000	0.000	0.000	0.000	1783092826.878
20	100.000	-0.958	99.996	0.000	0.000	0.000	1783092827.066
21	100.000	2.084	100.001	0.000	0.000	0.000	1783092827.264
22	100.000	1.430	100.001	0.000	0.000	0.000	1783092827.445
23	100.000	0.022	99.996	0.000	0.000	0.000	1783092827.624
24	100.000	0.292	100.002	0.000	0.000	0.000	1783092827.765
25	100.000	-0.074	100.000	0.000	0.000	0.000	1783092827.953
26	100.000	2.245	99.997	0.000	0.000	0.000	1783092828.130
27	100.000	2.289	99.999	0.000	0.000	0.000	1783092828.248
28	100.000	1.860	100.000	0.000	0.000	0.000	1783092828.444
29	100.000	-0.520	100.003	0.000	0.000	0.000	1783092828.632
30	100.000	-0.573	100.003	0.000	0.000	0.000	1783092828.835
31	100.000	0.768	99.999	0.000	0.000	0.000	1783092829.004
32	100.000	1.287	100.001	0.000	0.000	0.000	1783092829.121
33	100.000	1.314	100.001	0.000	0.000	0.000	1783092829.245
34	100.000	-0.155	100.001	0.000	0.000	0.000	1783092829.372
35	100.000	-0.438	100.002	0.000	0.000	0.000	1783092829.520
36	100.000	-0.852	99.997	0.000	0.000	0.000	1783092829.700
37	100.000	1.321	99.999	0.000	0.000	0.000	1783092829.876
38	100.000	1.372	100.001	0.000	0.000	0.000	1783092829.996
39	100.000	2.046	100.005	0.000	0.000	0.000	1783092830.192
40	100.000	0.234	100.003	0.000	0.000	0.000	1783092830.376
41	100.000	-0.093	99.996	0.000	0.000	0.000	1783092830.526
42	100.000	-0.604	100.002	0.000	0.000	0.000	1783092830.698
43	100.000	0.658	99.997	0.000	0.000	0.000	1783092830.837
44	100.000	0.357	99.998	0.000	0.000	0.000	1783092830.962
45	100.000	0.869	100.000	0.000	0.000	0.000	1783092831.096
46	100.000	0.634	99.998	0.000	0.000	0.000	1783092831.267
47	100.000	0.246	100.001	0.000	0.000	0.000	1783092831.394
48	100.000	0.677	100.000	0.000	0.000	0.000	1783092831.604
49	100.000	2.276	99.998	0.000	0.000	0.000	1783092831.791
50	100.000	2.608	100.000	0.000	0.000	0.000	1783092831.982
51	100.000	-0.283	99.999	0.000	0.000	0.000	1783092832.161
52	100.000	-0.483	99.999	0.000	0.000	0.000	1783092832.296
53	100.000	-0.739	100.001	0.000	0.000	0.000	1783092832.492
54	100.000	0.526	99.996	0.000	0.000	0.000	1783092832.669
55	100.000	2.091	99.999	0.000	0.000	0.000	1783092832.847
56	100.000	0.236	100.003	0.000	0.000	0.000	1783092832.965
57	100.000	1.838	99.999	0.000	0.000	0.000	1783092833.090
58	100.000	2.123	100.001	0.000	0.000	0.000	1783092833.214
59	100.000	0.056	100.002	0.000	0.000	0.000	1783092833.358
60	100.000	-0.063	100.000	0.000	0.000	0.000	1783092833.478
61	100.000	-1.393	99.999	0.000	0.000	0.000	1783092833.669
62	100.000	1.939	99.998	0.000	0.000	0.000	1783092833.857
63	100.000	0.906	100.003	0.000	0.000	0.000	1783092834.060
64	100.000	-1.813	100.004	0.000	0.000	0.000	1783092834.240
65	100.000	-0.159	100.000	0.000	0.000	0.000	1783092834.420
66	100.000	2.053	100.001	0.000	0.000	0.000	1783092834.538
67	100.000	0.798	100.002	0.000	0.000	0.000	1783092834.664
68	100.000	-0.553	100.003	0.000	0.000	0.000	1783092834.789
69	100.000	-1.600	100.002	0.000	0.000	0.000	1783092834.927
70	100.000	-0.767	99.998	0.000	0.000	0.000	1783092835.109
71	100.000	-0.865	100.001	0.000	0.000	0.000	1783092835.229
72	100.000	-1.678	100.003	0.000	0.000	0.000	1783092835.401
73	100.000	-0.962	100.001	0.000	0.000	0.000	1783092835.528
74	100.000	-1.816	99.998	0.000	0.000	0.000	1783092835.655
75	100.000	-1.673	99.996	0.000	0.000	0.000	1783092835.795
76	100.000	-0.773	100.004	0.000	0.000	0.000	1783092835.984
77	100.000	-1.444	100.000	0.000	0.000	0.000	1783092836.156
78	100.000	0.208	99.999	0.000	0.000	0.000	1783092836.279
79	100.000	0.207	100.000	0.000	0.000	0.000	1783092836.486
80	100.000	2.557	99.997	0.000	0.000	0.000	1783092836.676
81	100.000	0.238	99.998	0.000	0.000	0.000	1783092836.855
82	100.000	-1.165	100.002	0.000	0.000	0.000	1783092837.034
83	100.000	0.683	99.994	0.000	0.000	0.000	1783092837.152
84	100.000	-1.588	100.000	0.000	0.000	0.000	1783092837.284
85	100.000	-1.885	100.000	0.000	0.000	0.000	1783092837.473
86	100.000	0.551	100.002	0.000	0.000	0.000	1783092837.597
87	100.000	-1.069	99.999	0.000	0.000	0.000	1783092837.728
88	100.000	-1.119	99.994	0.000	0.000	0.000	1783092837.849
89	100.000	-0.758	99.999	0.000	0.000	0.000	1783092838.052
90	100.000	-0.332	99.999	0.000	0.000	0.000	1783092838.236
91	100.000	2.397	100.000	0.000	0.000	0.000	1783092838.416
92	100.000	1.385	99.995	0.000	0.000	0.000	1783092838.603
93	100.000	-0.958	100.002	0.000	0.000	0.000	1783092838.781
